ID,What is wrong with the link?,Type;Type,URL;URL,Doc Resource Class,Doc Title,Doc Code,Doc Institution,Error
baltimore::2014-housing-market-typology,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::2014-housing-market-typology.zip,"[""Datasets""]","Housing Market Typology [Baltimore, Maryland] {2014}",04c-02,City of Baltimore GIS Open Data,
baltimore::adult-day-care-facilities,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::adult-day-care-facilities.zip,"[""Datasets""]","Adult Day Care Facilities [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::area-master-plan,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::area-master-plan.zip,"[""Datasets""]","Area Master Plan [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::assisted-living-facilities,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::assisted-living-facilities.zip,"[""Datasets""]","Assisted Living Facilities [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::baltimore-city-line,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::baltimore-city-line.zip,"[""Datasets""]","Baltimore City Line [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
5e636c42e5ab4c049bfd7fce744ba81f&sublayer=0,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::bcpss-schools-1.zip,"[""Datasets""]","Baltimore City Public School System Schools [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::bike-lane-facilities-2020,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::bike-lane-facilities-2020.zip,"[""Datasets""]","Bike Lane Facilities [Baltimore, Maryland] {2020}",04c-02,City of Baltimore GIS Open Data,
baltimore::charm-city-circulator-stops-1,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::charm-city-circulator-stops-1.zip,"[""Datasets""]","Charm City Circulator Stops [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::congressional-district,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::congressional-district.zip,"[""Datasets""]","Congressional District [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::contours-10ft,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::contours-10ft.zip,"[""Datasets""]","Contours 10ft [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::courthouses,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::courthouses.zip,"[""Datasets""]","Courthouses [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::designated-landmarks,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::designated-landmarks.zip,"[""Datasets""]","Designated Landmarks [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::dialysis-centers,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::dialysis-centers.zip,"[""Datasets""]","Dialysis Centers [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::enterprise-zone,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::enterprise-zone.zip,"[""Datasets""]","Enterprise Zone [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::evacuation-shelter,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::evacuation-shelter.zip,"[""Datasets""]","Evacuation Shelter [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::farmers-market-2,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::farmers-market-2.zip,"[""Datasets""]","Farmers Market [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::fixed-speed-cameras,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::fixed-speed-cameras.zip,"[""Datasets""]","Fixed Speed Cameras [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::floodplains-1,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::floodplains-1.zip,"[""Datasets""]","Floodplains [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::grocery-stores,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::grocery-stores.zip,"[""Datasets""]","Grocery Stores [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::homeless-shelters-2,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::homeless-shelters-2.zip,"[""Datasets""]","Homeless Shelters [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::hospitals,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::hospitals.zip,"[""Datasets""]","Hospitals [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::legislative-districts,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::legislative-districts.zip,"[""Datasets""]","Legislative Districts [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::minority-and-womens-business-enterprises-mbe-wbe-certification-data,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::minority-and-womens-business-enterprises-mbe-wbe-certification-data.zip,"[""Datasets""]","Minority and Women's Business Enterprises (MBE/WBE) Certification Data [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::mizod,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::mizod.zip,"[""Datasets""]","MIZOD [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::museums-1,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::museums-1.zip,"[""Datasets""]","Museums [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::neighborhoods,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::neighborhoods.zip,"[""Datasets""]","Neighborhoods [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::ng-911-street-centerline,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::ng-911-street-centerline.zip,"[""Datasets""]","NG-911 Street Centerline [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::nursing-homes,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::nursing-homes.zip,"[""Datasets""]","Nursing Homes [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::parking-facilities,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::parking-facilities.zip,"[""Datasets""]","Parking Facilities [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::parks-1,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::parks-1.zip,"[""Datasets""]","Parks [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::police-districts,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::police-districts.zip,"[""Datasets""]","Police Districts [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::polling-place,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::polling-place.zip,"[""Datasets""]","Polling Place [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::public-pools-in-baltimore-city-1,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::public-pools-in-baltimore-city-1.zip,"[""Datasets""]","Public Pools in Baltimore City [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::red-light-cameras-1,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::red-light-cameras-1.zip,"[""Datasets""]","Red Light Cameras [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
baltimore::restaurants,"Data does not exist, or has been removed; Retire record",Download,https://data.baltimorecity.gov/datasets/baltimore::restaurants.zip,"[""Datasets""]","Restaurants [Baltimore, Maryland]",04c-02,City of Baltimore GIS Open Data,
7qbt-2pwy,Different service ,Download,https://data.baltimorecity.gov/api/geospatial/7qbt-2pwy?method=export&format=Shapefile,"[""Datasets""]","Street Centerlines: Baltimore, Maryland",04c-02-1,Open Baltimore,
8f6f-h228,Different service ,Download,https://data.baltimorecity.gov/api/geospatial/8f6f-h228?method=export&format=Shapefile,"[""Datasets""]","Police Districts: Baltimore, Maryland",04c-02-1,Open Baltimore,
11b-39051,Disabled directory ,Information,http://gis.fultoncountyoh.com/arcgis/rest/services,"[""Websites""]","ArcGIS REST Services Directory for Fulton County Auditor, Ohio",11b-39051,,
0cf0c644f29e43bdabcc1cc60357fffd_5,Disabled directory ,Download,http://data-bc-gis.opendata.arcgis.com/datasets/0cf0c644f29e43bdabcc1cc60357fffd_5.zip,"[""Datasets"", ""Web services""]","Sustainable Communities: Baltimore County, Maryland",04b-24005,Baltimore County Open Data Portal,
55dd57fc1f1a497fb6f8b5d45003e139_3,Disabled directory ,Download,http://data-bc-gis.opendata.arcgis.com/datasets/55dd57fc1f1a497fb6f8b5d45003e139_3.zip,"[""Datasets"", ""Web services""]","Limit of Moderate Wave Action: Baltimore County, Maryland",04b-24005,Baltimore County Open Data Portal,
c4c74231efbf4d78a8a41d69daf744ef_4,Disabled directory ,Download,http://data-bc-gis.opendata.arcgis.com/datasets/c4c74231efbf4d78a8a41d69daf744ef_4.zip,"[""Datasets"", ""Web services""]","Special Flood Hazard Area: Baltimore County, Maryland",04b-24005,Baltimore County Open Data Portal,
c8301bf4b8ed463a8949cd71b4188c41_10,Disabled directory ,Download,http://data-bc-gis.opendata.arcgis.com/datasets/c8301bf4b8ed463a8949cd71b4188c41_10.zip,"[""Datasets"", ""Web services""]","Road Edge of Pavement: Baltimore County, Maryland",04b-24005,Baltimore County Open Data Portal,
213ac1d6-242d-45a4-9e4f-516708583d9d,Disabled directory ,Download,http://geoint.lmic.state.mn.us/cgi-bin/wms?http://geoint.lmic.state.mn.us/cgi-bin/wms?http://geoint.lmic.state.mn.us/cgi-bin/wms?VERSION=1.3.0&SERVICE=WMS&REQUEST=GetCapabilities,"[""Imagery"", ""Web services""]","Digital Orthoimagery (1-ft Resolution): Twin Cities, Minnesota, Spring 2016",05a-01,Minnesota Geospatial Commons,#<Net::OpenTimeout: execution expired>
019ab9e1-3263-40d2-adc9-10e6f03caa53,Disabled directory ,Download,http://geoint.lmic.state.mn.us/cgi-bin/wms?request=GetCapabilities&service=WMS,"[""Imagery"", ""Web services""]","Digital Orthophotos: Twin Cities Metropolitan Area, Minnesota, 1997",05a-01,Minnesota Geospatial Commons,#<Net::OpenTimeout: execution expired>
016899e5-03ca-487c-90b2-0b5905d6c2e0,Disabled directory ,Download,http://geoint.lmic.state.mn.us/cgi-bin/wms?request=GetCapabilities&service=WMS,"[""Imagery"", ""Web services""]","Digital Orthophotos: Twin Cities Metropolitan Area, Minnesota, 2000",05a-01,Minnesota Geospatial Commons,#<Net::OpenTimeout: execution expired>
e8d3a5a0-3ef1-4ac7-8ea4-ecdbb12bd721,Disabled directory ,Download,http://geoint.lmic.state.mn.us/cgi-bin/wms?VERSION=1.3.0&SERVICE=WMS&REQUEST=GetCapabilities,"[""Imagery"", ""Web services""]","High Resolution Orthoimage (DOQ), Border Region of NW Minnesota, NE North Dakota, and Southern Manitoba, Canada: Minnesota, 2009",05a-01,Minnesota Geospatial Commons,#<Net::OpenTimeout: execution expired>
e179b1d3-2d84-4471-8698-1d18fb5c2316,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/2017Photos/Clermont_2017_Aerial.zip,"[""Imagery"", ""Web services""]","Aerial Image: Clermont County, Ohio, 2017",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
50a2ec79-f785-4d45-a2dc-f50f4616707b,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/ClermontStorm/StormStructureShapefiles.zip,"[""Datasets""]","Storm Water Structures: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
5740c4ac-6469-42e1-99b6-aa90222ea394,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/ClermontStorm/WaterBodyShapefiles.zip,"[""Datasets""]","Water Bodies: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
1a875f6d-ffc4-4894-b049-c29bb2225f49,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/ClermontAddresses.zip,"[""Datasets""]","Address Points: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
6b8a274b-ad59-4a01-9663-411e8cb212cd,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/GIS/ClermontContoursFt.zip,"[""Datasets""]","Contours 2ft: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
36124121-45d7-44a2-ac10-886c977e399d,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/ClermontParcels.zip,"[""Datasets""]","Parcel Boundaries: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
b8bde875-0f61-4489-b4c5-68e9a3dd47e9,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/ClermontParks.zip,"[""Datasets""]","Parks: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
5d2165b9-15f3-4294-a64e-cee72901a382,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/Clermontrail.zip,"[""Datasets""]","Railroads: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
d9b4a395-5cc6-45b4-a1d7-028d243c5f67,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/ClermontRoads.zip,"[""Datasets""]","Road Centerlines: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
cc90a443-0e9f-4552-b9c9-5635fc5f97ba,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/ClermontSchoolDist.zip,"[""Datasets""]","School Districts: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
bd82fe29-3a09-466d-9cc9-23a4597113ef,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/ClermontTownships.zip,"[""Datasets""]","Municipal Boundaries: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
5c2cc32e-7ba0-45f6-951b-1c8ea83a72f2,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/ClermontZipcodes.zip,"[""Datasets""]","Zip Codes: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
d30390d9-4237-411e-b7f9-4ab6a283bcfb,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/ClermontZoning.zip,"[""Datasets""]","Zoning: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
de6e2ba7-3ec0-4459-89b8-59abe16286a8,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/UnincorporatedAreas.zip,"[""Datasets""]","Unincorporated Areas: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
7eb867fb-b2f5-49bb-b549-60598178155b,files seem to have been removed; retire record,Download,http://ftp.clermontcountyohio.gov/gis/VotingPrecincts.zip,"[""Datasets""]","Voting Precincts: Clermont County, Ohio",11b-39025,"Download GIS Data for Clermont County, Ohio",#<Net::OpenTimeout: execution expired>
63231f29-9909-471b-ae34-97f58d49839a,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Address%20Points/E911_Addresses_web.zip,"[""Datasets""]","Address Points: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
e9fec2d1-63fc-4e43-adbd-af2d728c61ff,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Building%20Footprints%20(2016)/HAMCO_Buildings_2016_Complete.zip,"[""Datasets""]","Building Footprints: Hamilton County, Indiana, 2016",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
203c055b-916f-4c1e-9314-61bad9a04fd9,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Civil%20Townships/HAMCO_CivilTwp.zip,"[""Datasets""]","Civil Townships: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
235f616a-a570-4e19-818e-081276b19178,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Corporate%20Limits/SUR_corp_limits.zip,"[""Datasets""]","Corporate Limits: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
cd68464e-5f2b-45fe-a67e-a19ed4edef54,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/County%20Boundary/HAMCO_CountyBoundary.zip,"[""Datasets""]","County Boundary: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
55fb9899-eeea-4c78-9969-48609996dfcc,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Edge%20Of%20Pavement/HAMCO_Edge_of_Pavement.zip,"[""Datasets""]","Edge Of Pavement: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
6fe98f7f-93c8-470a-b628-af824b95dd36,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Hillshade/hillshade.zip,"[""Datasets""]","Hillshade: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
6046808d-82eb-4be3-8a26-fa9672f5ea32,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Hydrology%20(2016)/Hydrology_2016.zip,"[""Datasets""]","Hydrology: Hamilton County, Indiana, 2016",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
98a04e34-41d6-4e3b-b277-7e868b35a2ca,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Imagery%20(2018)/Image%20Service/Hamilton_2018_external.lyr,"[""Imagery""]","Imagery: Hamilton County, Indiana, 2018",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
7c307f94-0723-4355-ae05-7203cac00d49,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Imagery%20(2019)/,"[""Imagery""]","Imagery: Hamilton County, Indiana, 2019",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the file specified. 
>"
591eeaa5-b19c-4953-bad9-5a84a9760d3a,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Imagery%20(2020)/TIF/prelim/prelim_sample_UTM.zip,"[""Imagery""]","Imagery: Hamilton County, Indiana, 2020",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
79e32661-30e9-4021-bf83-f4cb363251cd,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Section%20Corners/SUR_Section_Corner_GPS.zip,"[""Datasets""]","Section Corners: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
3023f072-65c9-4cd0-b19f-a7d3f94aface,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Survey%20Townships/SUR_TwpPoly.zip,"[""Datasets""]","Survey Townships: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
1c6555b1-e8f1-4320-9cc0-d50559288d00,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Tile%20Grid%20(2016)/2016_TileIndex.zip,"[""Datasets""]","Tile Grid: Hamilton County, Indiana, 2016",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
e3d23fa5-d7d2-472f-bd62-9230a1d40a82,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Topography/Topography.zip,"[""Datasets""]","Topography: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the file specified. 
>"
53f3a8f8-b23b-4219-bd47-07e5940f7d3a,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Township%20Boundary/Township_Boundary.zip,"[""Datasets""]","Township Boundary: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
3e3cd26b-64b3-4532-980c-210f7d81d553,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Voting%20Locations/Voting%20Locations%20(2019).zip,"[""Datasets""]","Voting Locations: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
59f02bf7-c100-4abc-a119-2ec14e7c50c9,FTP disabled: retire record or use REST API,Download,ftp://ftp.hamiltoncounty.in.gov/GIS/Data/Voting%20Precincts/Voting%20Precincts%20(2019).zip,"[""Datasets""]","Voting Precincts: Hamilton County, Indiana",01b-18057,"Hamilton County, Indiana Open Data Collection","#<Net::FTPPermError: 550 The system cannot find the path specified. 
>"
10b-55043,http://www.grantcountylandrecords.com/GCSWebPortal/Search.aspx,Information,https://www.grantcountylandrecords.com/publicinfo/,"[""Websites""]",Grant County Web Portal,10b-55043,,
74fe42dc07a84d60b64818e40655a11f_0,https://accessoakland.oakgov.com/datasets/dark-sky-cvt/explore?location=42.643041%2C-83.353813%2C9.63,Download,https://accessoakland.oakgov.com/datasets/74fe42dc07a84d60b64818e40655a11f_0.zip,"[""Datasets"", ""Web services""]","Dark Sky CVT: Oakland County, Michigan",06b-26125,"Oakland County, MI Open data",
74fe42dc07a84d60b64818e40655a11f_1,https://accessoakland.oakgov.com/datasets/dark-sky/explore?location=42.650006%2C-83.353813%2C9.63,Download,https://accessoakland.oakgov.com/datasets/74fe42dc07a84d60b64818e40655a11f_1.zip,"[""Datasets"", ""Web services""]","Dark Sky: Oakland County, Michigan",06b-26125,"Oakland County, MI Open data",
8b311df6-1432-4f8b-a1de-c1a9ac8aaef9,https://auditor.geauga.oh.gov/wp-content/uploads/sites/2/2022/04/2020-2016Parcels.zip,Download,http://www.auditor.co.geauga.oh.us/Portals/13/resources/GISDownloads/Shapefiles/Parcels/Present-2016Parcels.zip?ver=2018-01-09-101927-627,"[""Datasets""]","Parcels: Geauga County, Ohio, 2016-Present",11b-39055,"GIS Data Downloads for Geauga County Auditor, Ohio",
4789ba749ade49849f313326a42d37fc_7,https://bc-gis.maps.arcgis.com/apps/webappviewer/index.html?id=66c733159a024a9cbb20134f93610b4e,Download,https://bcstat-bc-gis.hub.arcgis.com/datasets/4789ba749ade49849f313326a42d37fc_7.zip,"[""Datasets"", ""Web services""]","Preliminary DFirm: Baltimore County, Maryland",04b-24005,Baltimore County Open Data Portal,
BC-GIS::building-permits-prior-to-2022,https://bcstat-bc-gis.hub.arcgis.com/datasets/permits-prior-to-2022/explore?location=39.461292%2C-76.609750%2C11.43 ,Download,https://bcstat-bc-gis.hub.arcgis.com/datasets/BC-GIS::building-permits-prior-to-2022.zip,"[""Datasets""]","Building Permits Prior to 2022 [Baltimore County, Maryland]",04b-24005,Baltimore County Open Data Portal,
e96c41e3-7b55-4b43-9b68-fe3a8f527f47,https://bin.ssec.wisc.edu/pub/wisconsinview/lidar/Rock/county_distribution/WI_Rock_new/Bare_Earth/LAS/Mosaic.gdb.zip,Download,https://bin.ssec.wisc.edu/pub/wisconsinview/lidar/Rock/county_distribution/WI_Rock_new/Bare%20Earth/,"[""Datasets""]","LiDAR-Derived Bare Earth Points [Rock County, Wisconsin] {2011}",10,WisconsinView,
625e9364-0163-44c1-8111-657f1aa601aa,https://cms5.revize.com/revize/mcleod/ftp/GIS/AddressPoints/address_points.zip,Information,https://www.co.mcleod.mn.us/gis_(mapping_and_surveying)/gis_data.php,"[""Datasets""]","Address Points: McLeod County, Minnesota",05b-27085,McLeod County GIS Data Downloads,
ccba1b90-9bec-4ac8-8537-3737e3037f5c,https://cms5.revize.com/revize/mcleod/ftp/GIS/Contours2007OneFoot/,Information,https://www.co.mcleod.mn.us/gis_(mapping_and_surveying)/gis_data.php,"[""Datasets""]","Contours 1 ft: McLeod County, Minnesota, 2007",05b-27085,McLeod County GIS Data Downloads,
a6cb4497-f365-4bef-8b66-09e95a05a6a8,https://cms5.revize.com/revize/mcleod/ftp/GIS/Ditches/,Information,https://www.co.mcleod.mn.us/gis_(mapping_and_surveying)/gis_data.php,"[""Datasets""]","Ditches: McLeod County, Minnesota",05b-27085,McLeod County GIS Data Downloads,
2c3320ac-c24b-4f97-8299-c1934446db4f,https://cms5.revize.com/revize/mcleod/ftp/GIS/Driveways/ ,Information,https://www.co.mcleod.mn.us/gis_(mapping_and_surveying)/gis_data.php,"[""Datasets""]","Driveways: McLeod County, Minnesota",05b-27085,McLeod County GIS Data Downloads,
7257f444-b00a-4d2a-888c-1e76e97e9c33,https://cms5.revize.com/revize/mcleod/ftp/GIS/Parcels/ ,Information,https://www.co.mcleod.mn.us/gis_(mapping_and_surveying)/gis_data.php,"[""Datasets""]","Parcels: McLeod County, Minnesota",05b-27085,McLeod County GIS Data Downloads,
970094d2-cb94-40d4-90c5-0cc3145335b9,https://cms5.revize.com/revize/mcleod/ftp/GIS/PLSPoints/ ,Information,https://www.co.mcleod.mn.us/gis_(mapping_and_surveying)/gis_data.php,"[""Datasets""]","PLS Points: McLeod County, Minnesota",05b-27085,McLeod County GIS Data Downloads,
