Filename,DatasetURI,Title,Description,Originator,Publisher,Date_Issued,Temporal,Geom_type,Geom2,West,East,North,South,Format,Thumbnail,Keywords,Place
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/trans_water_trails_minnesota/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/trans-water-trails-minnesota,Minnesota Water Trails,This dataset represents state water trails in the State of Minnesota as designated through legislation and recognized by the Department of Natural Resources. The alignments represent the approximate river centerlines as interpreted from 2009 aerial photographs. The alignments were created at a scale between 1:2000 and 1:10000.,Minnesota Department of Natural Resources (DNR),Minnesota DNR - Parks and Trails,2010-03-02,20180425,line,ArcView Shapefile,-97.23,-89.53,49.37,43.5,ArcView Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/trans_water_trails_minnesota/metadata/preview.jpg,"[u'Water Trails, Canoe and Boating Routes, Kayak Trail']","[u'Statewide, Rivers']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_dnr_as_well_ob_pub/metadata/metadata.xml'],http://gisdata.state.mn.us/dataset/water-dnr-as-well-ob-pub,DNR Observation Well Network Locations - Public version,"This feature class contains information about observation well location specifics, creation and update dates, associated organizations and DNR and MDH unique ID numbers.",Minnesota Department of Natural Resources (DNR) - Division of Waters,Minnesota Department of Natural Resources (DNR),20180129,20180426,undefined,undefined,-97.23,-89.53,49.37,43.5,undefined,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_dnr_as_well_ob_pub/metadata/preview.jpg,"[u'WELLS, Observation']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_dnr_fema_dfirm/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-dnr-fema-dfirm,"FEMA Digital Flood Rate Insurance Maps (DFIRM), Minnesota","The Federal Emergency Managment Agency and the MNDNR produce Digital Flood Insurance Rate Maps (DFIRM) for selected counties in the state.  These maps are often referred to as FEMA Floodplain maps.

A DFIRM is the offical digital map of a community on which FEMA has delineated the special flood hazard areas, i.e., the floodplain areas where flood insurance is required for loans and where communities will administer floodplain regulations. (Note: Communities may regulate additional flood prone areas that are not on the FIRM).

Here are some of the feature classes included in the MNDNR's publication of the DFIRM Dataset:

<b>FEMA DFIRM Base Flood Elevations</b>
The Base Flood Elevation (BFE) table is required for any digital data where BFE lines will be shown on the corresponding Flood Insurance Rate Map (FIRM). Normally, if there are any riverine AE zones, BFE lines are required. The BFE table contains information about the BFEs within a study area. A spatial file with locational information also corresponds with this data table. BFE lines indicate the rounded whole-foot water-surface elevation of the 1-percent-annual-chance flood. The spatial elements representing BFE features are lines extending from Special Flood Hazard Area (SFHA) boundary to SFHA boundary. The BFE lines will have no visible gaps or overshoots between the SFHA boundary and the end of the BFE line at the publication scale of the DFIRM. However, the ends of the BFE lines are not necessarily snapped precisely to the SFHA boundary. Each BFE is represented by a single line. While BFE lines are depicted as wavy lines on the hardcopy FIRM, they should be primarily straight lines in the spatial data, although they may bend consistent with procedures described in Volume 1 of these Guidelines.

<b>FEMA DFIRM Flood Hazard Zones</b>
FEMA flood hazard delineations are used by FEMA to designate the SFHA and for insurance rating purposes. These data are the flood hazard areas that are or will be depicted on the FIRM.
 
<b>FEMA DFIRM Panel Scheme Polygons</b>
This layer contains information about the FIRM panel areas. The spatial entities representing FIRM panels are polygons. The polygon for the FIRM panel corresponds to the panel neatlines. As a result, the panels are generally rectangular. In situations where a portion of a panel lies outside of the jurisdiction being mapped, the user must refer to the S_POL_AR table to determine the portion of the panel area where the DFIRM database shows the effective flood hazard data for the mapped jurisdiction.

<b>FEMA DFIRM Cross Sections</b>
FEMA Cross Sections are required for any Digital Flood Insurance Rate Map database where cross sections are shown on the FIRM. Normally any FIRM that has associated flood profiles has cross sections. The corresponding attribute table contains information about cross section lines. A spatial file with locational information also corresponds with this data table. These lines represent the locations of channel surveys performed for input into the hydraulic model used to calculate flood elevations. These locations are also shown on the Flood Profiles in the Flood Insurance Study (FIS) report and can be used to cross reference the Flood Profiles to the planimetric depiction of the flood hazards. All cross sections for which a spatial location is available should be included in this table. The spatial elements representing cross sections are lines generally extending from outside the floodplain, across the entire floodplain and out the other side. Each cross section should be represented by a single line feature without the hexagons shown on each end on the hardcopy map. The location and shape of the lines should depict as accurately as possible the position of the cross section used. This is a modified Standard DFIRM Database table that includes Standard DFIRM Database items and Enhanced Database items. All items after SOURCE_CIT are Enhanced. The Enhanced DFIRM Database must contain all modeled cross sections, whether they are printed on the FIRM or not.

Extensive information regarding the source data can be found in these two documents:
<a href=""FEMA DFIRM Doc Appendix L Part A.pdf"">FEMA DFIRM Doc Appendix L Part A.pdf</a>
<a href=""FEMA DFIRM Doc Appendix L Part B.pdf"">FEMA DFIRM Doc Appendix L Part B.pdf</a>",Federal Emergency Management Agency (FEMA),Minnesota Department of Natural Resources (MNDNR),20060101,20180426,undefined,undefined,-97.23,-89.53,49.37,43.5,undefined,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_dnr_fema_dfirm/preview/preview.jpg,"[u'inlandWaters, FEMA, flood hazard zone, DFIRM database, DFIRM Special Flood Hazard Area, Digital Flood Insurance Rate Map, Flooding Base, Flood Elevation, SFHA Flood Insurance Rate Map, Floodway']","[u'Minnesota, MN']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_dnr_hydrography/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-dnr-hydrography,MNDNR Hydrography,"Statewide hydrographic features derived from the <a href=""dnr_hydrography_dataset.html""> <b>MNDNR Hydrography Dataset.</b></a>

This dataset is managed by the Fisheries Unit of the Minnesota DNR.

The <b>Open Water (polygon)</b> feature class is the base layer for many derived layers, including:

<a href=""dnr_hydrography_lakes_and_open_water.html"">MNDNR Hydrography - Lakes and Open Water</a>
<a href=""dnr_hydrography_mine_pits.html"">MNDNR Hydrography - Mine Pit Features</a>
<a href=""dnr_hydrography_wetlands.html"">MNDNR Hydrography - Wetland Features</a>

<i>See many more derived layers under <b>Associated Datasets</b>, below</i>


The <b>Stream Routes (linear)</b> feature class is the base layer for many derived layers, including:

<a href=""dnr_hydrography_stream_centerlines_flow_direction.html"">MNDNR Hydrography - Stream Confluences and Flow Direction</a>
<a href=""dnr_hydrography_stream_centerlines_stream_types.html"">MNDNR Hydrography - Stream Routes with Stream Types</a>
<a href=""../../water_measured_kittle_routes/metadata/metadata.html"" target=_blank>Streams with Kittle Numbers and Mile Measures</a>

<i>See many more derived layers under <b>Associated Datasets</b> in the Streams with Kittle Numbers and Mile Measures metadata, above</i>",Minnesota Department of Natural Resources (MNDNR),"Minnesota DNR - Division of Fish and Wildlife, Fisheries Unit",20140710,20180426,polygon,Shapefile,-97.23,-89.53,49.37,43.5,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_dnr_hydrography/preview/preview.jpg,"[u'Hydrography, Water, Lakes, Wetlands, inlandWaters']","[u'Minnesota, border waters']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_fisheries_reclamations/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-fisheries-reclamations,DNR Hydrography - Fisheries Reclamation Events,"This layer shows waterbodies that have been <B>treated for fish removal (i.e., ""reclaimed"")  </B>by DNR Fisheries.  Some waterbodies have had multiple treatments (i.e., reclamation events). Lake and river polygons are symbolized by the number of different treatment events the waterbody has had (see attribute [RECLAM_APPS]).  Additional attributes for each event are found in a related table (below).

<b>Related table:</b>   <i>water_fisheries_reclamation_events_relate </i>
Attributes include:  treatment date, species targeted, method used, chemical(s) applied and project cost

<b>To access related table records:</b>
<li>Open the layer attribute table and select a lake polygon record</li>
<li>From the <i>Related Table dropdown (2nd icon on bar just above table)</i>, choose table <b>reclamation events: to event by year</b></li>
      <li> The related table will open and the corresponding records for the selected lake will be highlighted.</li>
        <li>Note:  You can also select records from the related table and find the lakes that correspond to those records by reversing the process above (i.e., Choose <i>Related Tables dropdown (2nd icon)</i>, choose table <b>reclamation events: Back to reclaimed lakes</b>) </li>

The user can also access the related records by clicking on the lake of interest with the <b>Identify Tool</b> and expanding the related tabular information.",Minnesota Department of Natural Resources (DNR),Minnesota DNR - Division of Fish & Wildlife - Fisheries Unit,2008-03-27 00:00:00.0,20071231,polygon,ArcView Shapefile,-97.23,-89.53,49.37,43.5,ArcView Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_fisheries_reclamations/metadata/preview.jpg,"[u'reclamation, reclaim, rotenone, toxaphene, antimycin']","[u'Minnesota, lakes, rivers']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_fishing_in_neighborhood/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-fishing-in-neighborhood,DNR Hydrography - Fishing in the Neighborhood (FiN) Ponds,"This layer represents ponds included in <b>DNR's Fishing in the Neighborhood (FiN) program</b>, described online at: http://www.dnr.state.mn.us/fishing/fin/index.html.  

This program establishes local ponds to provide urban fishing opportunities and encourage youth participation in fishing.  FiN works with local partners to make safe, family settings for fishing in residential parks. FiN stocks fish, installs fishing piers and platforms, restores shoreline habitat and sponsors aquatic education to create quality fishing opportunities.",Minnesota Department of Natural Resources (DNR),Minnesota DNR - Division of Fish & Wildlife - Fisheries Unit,2008-06-30 00:00:00.0,2009,polygon,ArcView Shapefile,-93.852431,-92.758451,45.223724,44.627771,ArcView Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_fishing_in_neighborhood/metadata/preview.jpg,"[u'urban fishing, youth fishing ponds, FIN (Fishing in the Neighborhood)']","[u'Minnesota, 7 county metro area, city']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_littoral_zones/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-lake-basin-littoral-zones,Lake Basin Littoral Zone,"<b>Observed:</b> Polygons showing the estimated littoral zone of a lake. The littoral depth was derived from a table of maximum vegetation depths as recorded during individual Lake Surveys.

<b>15 Foot Standard:</b> Shows the DNR Fisheries calculated littoral zone based on a standard 15 foot depth contour. All lake areas 0-15 feet in depth are considered to be littoral zone. This definition is based historically on the maximum depth of light penetration to the lake bottom for plant growth (although the actual depth of light penetration varies by lake due to water clarity).",Minnesota Department of Natural Resources (DNR),"Minnesota DNR, Division of Fish and Wildlife",2004-06-15 00:00:00.0,20141113,polygon,"MS Win NT, ArcView 3.2",-96.719299,-89.998661,48.559229,43.460328,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_littoral_zones/metadata/preview.jpg,"[u'hydrography, lakes, littoral zone, habitat, inlandWaters']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_morphology/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-lake-basin-morphology,Lake Basin Morphology,"<b>Lake Basin Morphology</b>
Lake polygons with an attribute table of morphometric indices which describe the physical form and structure (morphology) of a lake.

<b>Lake Basin Fetch and Maximum Length/Width</b>
Linear features representing the Fetch, Maximum Length and Maximum Width of a lake basin. Fetch, maximum length and average width are calcuated from the lake polygon outline. Fetch is defined as the longest unbroken stretch of open water on a lake. It may also be referred to as the ""wind-effective length"". Maximum Length is the longest shoreline-to-shoreline distance regardless of whether or not the line is broken by a shoreline feature or island. Maximum width is the widest section of a lake perpendicular to the axis of maximum length. These parameters were derived from individual lake bathmetry outlines where each vertex of the outline was compared to every other vertex. For calculating fetch, islands were included; for maximum length and maximum width, islands were not included.",Minnesota Department of Natural Resources (DNR),"Minnesota DNR, Division of Fish and Wildlife",2004-06-15 00:00:00.0,20171220,polygon,"MS Win NT, ArcView 3.2",-96.718276,-89.998884,48.556443,43.460469,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_basin_morphology/metadata/preview.jpg,"[u'hydrography, lakes, morphology, morphometric, inlandWaters, fetch, max length']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_bathy_shaded_relief/metadata/metadata.xml'],https://gisdata.mn.gov/dataset/water-lake-bathy-shaded-relief,Lake Bathymetric DEM Shaded Relief Image,"Geo-referenced, shaded relief image of lake bathymetry classified at 5-foot depth intervals.   This dataset has a cell resolution of 5 meters (occasionally 10m) as derived from the <a href=""../../water_lake_bathymetry/metadata/metadata.html"" target = _blank>Lake Bathymetric DEM</a>.",Department of Natural Resouces (DNR) Division of Ecological Services - Lake Mapping Unit; DNR Division of Fisheries;,Minnesota Department of Natural Resources (DNR),20160726,Various dates.  See Contact Information to obtain,grid,"Win NT, ArcView 3.2",-97.5,-89,49.5,43,GeoTIFF,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water-lake-bathy-shaded-relief/metadata/preview.jpg,"[u'hydrography, lakes, bathymetry, contours, depth, hillshading, shaded relief, inlandWaters']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_bathymetry/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-lake-bathymetry,"Lake Bathymetric Outlines, Contours, Vegetation, and DEM","This file geodatabase includes the following individual layers:

<b>Lake Bathymetric Contours</b>: Contours lines corresponding to lake bathymetry, digitized from existing lake contour maps produced by the DNR Ecological Services Lake Mapping Unit. Use in combination with other Lake Bathymetric GIS products. Classify and label contour lines with depth values. Convert to polygons and calculate lake surface area for each depth interval. Overlay onto bathymetric DEM shaded relief image.

<b>Lake Bathymetric Digital Elevation Model (DEM)</b>: A digital elevation model (DEM) representing lake bathymetry. Cell size is most often 5m, although 10m cells were used for some lakes to reduce grid file size. This grid contains one attribute DEPTH that represents lake depth in (negative) feet. Use in combination with other Lake Bathymetric GIS products. Reclassify DEM based on various depth intervals. Calculate zonal and neighborhood statistics. Derive slope surface. Model depth data with other cell-based parameters (e.g., slope, vegetation, substrate, chemistry) to predict habitat suitability, functional niches, etc. (Note: These raster analyses require Spatial Analyst or Arc Grid.)

<b>Lake Bathymetric Outline</b>: Lake outline as digitized from 1991-92 aerial photography (1m DOQ's). Use in combination with other Lake Bathymetric GIS products. Overlay onto bathymetric contour lines and bathymetric DEM shaded relief image.

<b>Lake Bathymetric Aquatic Vegetation</b>: Aquatic vegetation represented as polygon features, coded with vegetation type (emergent, submergent, etc.) and field survey date. Polygons were digitized from scanned, geo-referenced Lake Bathymetric Contour Map Images. Use in combination with other Lake Bathymetric GIS products. Overlay with bathymetric contour lines to see vegetation patterns by depth. Overlay onto bathymetric DEM shaded relief image for cartographic product. Convert to grid and use with bathymetric DEM for spatial modeling (requires Spatial Analyst or Arc Grid).

<b>Lake Bathymetric Metadata</b>: Metadata for the Lake Bathymetry layers. Each lake is represented by a polygon.  The polygon attributes contain information about when the bathymetry fieldwork was completed.  This layer can be used to query for bathymetry created on or between certain dates, or to ascertain what date a particular lake was investigated. The dates are in a text field. Date formats vary from record to record.",Minnesota Department of Natural Resources (DNR),Minnesota DNR - Fisheries,2004-02-09 00:00:00.0,20141112,polygon,ArcView,-96.719299,-89.998661,48.559229,43.460328,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_bathymetry/preview/preview.jpg,"[u'hydrography, lakes, bathymetry, contours, depth, inlandWaters, surface area, shoreline, aquatic vegetation']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_superior_basin/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-lake-superior-basin,Lake Superior,"This dataset is based on NOAA's Great Lakes Medium Resolution Digital Shoreline.  The Lake Superior Shoreline was extracted and converted to a polygon feature class. Water and islands are differentiated.  This layer is a medium-quality, general use digital vector dataset originally compiled from NOAA Nautical Charts, created by the Strategic Environmental Assessments Division of NOAA's Office of Ocean Resources, Conservation and Assessment.  Nominal mapping scale is 1:70,000.",National Oceanic and Atmospheric Administration (NOAA),Minnesota Department of Natural Resources (DNR),2006-12-20 00:00:00.0,unknown,polygon,ArcView Shapefile,-92.145623,-83.934561,48.768600,46.546995,ArcView Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_lake_superior_basin/metadata/preview.jpg,[u'inlandWaters'],"[u'Great,Lakes,Great Lakes']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_large_lakes_in_minnesota/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-large-lakes-in-minnesota,DNR Hydrography - Large Lakes in Minnesota,"This layer shows the 10 large lakes involved in the <b>Minnesota DNR Fisheries Large Lake Program</b>. These lakes have surface areas greater than 15,000 acres and are some of the state's best walleye-producing lakes. These lakes undergo annual population assessments and also have regular creel surveys and research done by Fisheries staff. 

<b>NOTE - Exceptions are as follows:</b>
<i>Red Lake</i> - the western 60,000 acres of the upper Red Lake basin and all of the lower Red Lake basin are managed by the Red Lake Indian Reservation, not MNDNR.  (MNDNR manages the eastern 48,000 acres of the upper basin only.)  The <i>non-MN portions of Lake of the Woods and Lake Pepin</i> are not managed by MNDNR.  They are included in this dataset for mapping purposes only. 
<i>Namakan Lake</i> - this lake <u>is</u> greater than 15,000 acres, but is not part of the Large Lake program and is not included in this data set.",DNR (Department of Natural Resources) Division of Fish & Wildlife - Fisheries Unit,Minnesota Department of Natural Resources (DNR),20121108,20070212,polygon,Shapefile,-97.23,-89.53,49.37,43.5,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_large_lakes_in_minnesota/preview/preview.jpg,"[u'Hydrography, Water, Lakes, Wetlands, inlandWaters, Large Lakes, Walleye Lakes']","[u'Minnesota, border waters']"
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_major_river_centerlines/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-major-river-centerlines,Stream Routes - Major River Centerlines,"This data layer represents stream centerlines for major rivers in Minnesota.

Major River Centerlines are maintained as tabular data and displayed as linear events on the <a href=""../../water_measured_kittle_routes/metadata/metadata.html"" target=_blank><b>Stream Routes with Kittle Numbers and Mile Measures</b></a> layer.  In the attribute table, designated segments extend from the FROM_MEAS (mile) to the TO_MEAS (mile) and have a total length = [LENGTH_MI] on a route with total length = [ROUTE_MI].",Minnesota Department of Natural Resources (DNR),Minnesota DNR - Division of Fisheries,20131101,20131030,line,Arc/Info 8.0,-97.252252,-89.406737,49.340250,43.098198,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_major_river_centerlines/metadata/preview.jpg,[u'inland Waters'],[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_measured_kittle_routes/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-measured-kittle-routes,Stream Routes with Kittle Numbers and Mile Measures,"This is a feature class of <b>measured stream routes</b> and is a core feature class within the <a href=""../../water_dnr_hydrography/metadata/dnr_hydrography_dataset.html ""><b>DNR Hydrography Dataset</b>.</a>

A ""route"" is an ESRI linear feature type created through a process called <i>Dynamic Segmentation</i>.  Each stream route is labeled with a unique stream ID (i.e., DNR Fisheries Kittle Number) and has mile measures extending from the stream mouth (FROM_MEAS, mile=0) to headwaters (TO_MEAS, mile=total stream length).  DNR Kittle Numbers follow a drainage-branching format (e.g., X-000-000-000...) and are assigned to all Fisheries-managed streams (see attribute field [VALID] = 'Y').  Additional streams have been labeled with ""dummy"" kittle numbers in order to provide a unique ID (VALID = 'N').

For more information about the DNR Kittle Number stream identification system, see the <b>Fisheries Stream Survey Manual - DNR Special Report #165</b></a>,<i> Appendix 3 - page 234 (or page 251 in Adobe PDF Reader)</i> at: http://files.dnr.state.mn.us/publications/fisheries/special_reports/165.pdf",Minnesota Department of Natural Resources (DNR),Minnesota DNR - Division of Fisheries,20131101,20131101,line,Arc/Info 8.0,-97.252252,-89.406737,49.340250,43.098198,Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_measured_kittle_routes/preview/preview.jpg,"[u'streams, rivers, routes, managed streams, inlandWaters, DNR Fisheries, stream survey, Dynamic Segmentation, mile measures, linear referencing']",[u'Minnesota']
['https://btaagdp.org/metadata/05a-01/pub/gdrs/data/pub/us_mn_state_dnr/water_mn_public_waters/metadata/metadata.xml'],http://gisdata.mn.gov/dataset/water-mn-public-waters,Public Waters (PW) Basin and Watercourse Delineations,"These are provisional representations of Public Waters Basins (lakes, wetlands) and Watercourses (streams, altered channels) as depicted on the scanned paper regulatory maps and lists known as Public Waters Inventory (PWI). Public Waters (formerly called Protected Waters) are defined in MN Rule and are protected by specific permitting requirements.

Permits for Water Appropriation, Public Waters Work and Dam Safety are available from the <b>MNDNR Permitting and Reporting System (MPARS)</b>:  http://www.dnr.state.mn.us/mpars/index.html

-------------------------------------------------------------------------------------------------------------------------------------
<b>Minnesota Administrative Rules - Chapter 6115 Public Water Resources</b>
http://www.revisor.mn.gov/rules/?id=6115

<b>Public Waters Inventory</b>
http://www.revisor.mn.gov/statutes/?id=103G.201

<b>Definitions</b>  http://www.revisor.mn.gov/rules/?id=6120.3000

 <i>Subd. 15 Public waters. </i>(a) ""Public waters"" means:
 
<ul>(1) water basins assigned a <b>shoreland management classification</b> by the commissioner under sections 103F.201 to 103F.221;<b> see</b> http://www.revisor.mn.gov/rules/?id=6120.3000 

(2) waters of the state that have been finally determined to be public waters or navigable waters by a court of competent jurisdiction;

(3) meandered lakes, excluding lakes that have been legally drained;

(4) water basins previously designated by the commissioner for management for a specific purpose such as trout lakes and game lakes pursuant to applicable laws;

(5) water basins designated as scientific and natural areas under section 84.033;

(6) water basins located within and totally surrounded by publicly owned lands;

(7) water basins where the state of Minnesota or the federal government holds title to any of the beds or shores, unless the owner declares that the water is not necessary for the purposes of the public ownership;

(8) water basins where there is a publicly owned and controlled access that is intended to provide for public access to the water basin;

(9) natural and altered watercourses with a total drainage area greater than two square miles;

(10) natural and altered watercourses designated by the commissioner as trout streams; and

(11) public waters wetlands, unless the statute expressly states otherwise.

(b) Public waters are not determined exclusively by the proprietorship of the underlying, overlying, or surrounding land or by whether it is a body or stream of water that was navigable in fact or susceptible of being used as a highway for commerce at the time this state was admitted to the union.</ul>",Minnesota Department of Natural Resources (MNDNR),MNDNR - Division of Ecological and Water Resources,20080731,20170222,polygon,ArcView Shapefile,-96.811011,-91.023379,49.379229,43.436166,ArcView Shapefile,ftp://ftp.gisdata.mn.gov/pub/gdrs/data/pub/us_mn_state_dnr/water_mn_public_waters/preview/preview.jpg,"[u'inlandWaters, Hydrography, Water, Public Waters, Basins, Watercourses, Regulation']","[u'Minnesota, MN']"
