link,Title,Description,Language,Creator,Publisher,Provider,Resource Class,Resource Type,Subject,Date Issued,Bounding Box,Spatial Coverage,Scale,Format,Documentation,Identifier,Member Of,Code,Access Rights,Status,Date Accessioned
['https://d.lib.msu.edu/maps/181/datastream/MODS/view/'],"Benton, Township 3N Range 4W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 084.837197--W 084.719292/N 042.683072--N 042.596641,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5pr7p58r,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/182/datastream/MODS/view/'],"Oneida, Township 4N Range 4W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 084.837236--W 084.719805/N 042.770491--N 042.682775,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5jm24t46,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/183/datastream/MODS/view/'],"Walton, Township 1N Range 5W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 084.955003--W 084.835915/N 042.509763--N 042.42181,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5xk8626g,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/184/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5hh6dj05,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/185/datastream/MODS/view/'],"Carmel, Township 2N Range 5W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 084.955804--W 084.835842/N 042.597259--N 042.509581,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5mg7h71t,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/186/datastream/MODS/view/'],"Chester, Township 3N Range 5W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 084.956202--W 084.836168/N 042.683129--N 042.597028,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5gq6sd53,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/187/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m56689x0q,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/188/datastream/MODS/view/'],"Roxana, Township 4N Range 5W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 084.956114--W 084.83707/N 042.770522--N 042.683022,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m58s4m16n,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/189/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5z030m76,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/190/datastream/MODS/view/'],"Bellevue, Township 1N Range 6W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 085.073818--W 084.953659/N 042.509605--N 042.421436,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5nc5tq6r,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/191/datastream/MODS/view/'],"Kalamo, Township 2N Range 6W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 085.075048--W 084.954355/N 042.597192--N 042.509181,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5x922w71,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/192/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m5t728t32,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/193/datastream/MODS/view/'],"Vermontville, Township 3N Range 6W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 085.07559--W 084.955804/N 042.683597--N 042.596287,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m54q7s24d,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/194/datastream/MODS/view/'],"Sunfield, Township 4N Range 6W","Page from: Plat book of Eaton County, Michigan",eng,W.W. Hixson & Co.,Published by W. W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1932/1939,W 085.075587--W 084.955609/N 042.770792--N 042.682916,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b12942223,https://n2t.net/ark:/85335/m57d2rk54,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/195/datastream/MODS/view/'],"Plat book of Clinton County, Michigan","Publication date estimated by existence of Route 27, M-100, and M-78. M-78 was redesignated M-104 in 1929.",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 84°50ʹ21ʺ--W 84°21ʹ44ʺ/N 43°07ʹ11ʺ--N 42°46ʹ10ʺ,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5d50h87j,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/196/datastream/MODS/view/'],"Bath, Township 5N Range 1W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.488449--W 084.363663/N 042.857111--N 042.769487,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m56q1tv30,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/197/datastream/MODS/view/'],"Victor, Township 6N Range 1W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.484181--W 084.36438/N 042.943665--N 042.856385,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5np1xw6t,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/198/datastream/MODS/view/'],"Ovid, Township 7N Range 1W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.383418--W 084.363847/N 043.012433--N 042.990661,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5j67b81t,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/199/datastream/MODS/view/'],"Duplain, Township 8N Range 1W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.484288--W 084.367254/N 043.117946--N 043.030528,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5x922w52,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/200/datastream/MODS/view/'],"De Witt, Township 5N Range 2W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.602802--W 084.483596/N 042.857145--N 042.769619,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m51v5cr62,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/201/datastream/MODS/view/'],"Olive, Township 6N Range 2W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.602506--W 084.483592/N 042.943273--N 042.856506,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5dv1f10g,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/202/datastream/MODS/view/'],"Bingham, Township 7N Range 2W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.60183--W 084.483604/N 043.031386--N 042.94273,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m51n80019,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/203/datastream/MODS/view/'],"Greenbush, Township 8N Range 2W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.601531--W 084.483696/N 043.11777--N 043.030668,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5cn70b4z,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/204/datastream/MODS/view/'],"Watertown, Township 5N Range 3W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.719906--W 084.602506/N 042.857044--N 042.76988,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5g44k30j,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/205/datastream/MODS/view/'],"Riley, Township 6N Range 3W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.720122--W 084.601815/N 042.943564--N 042.856678,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5765bt0z,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/206/datastream/MODS/view/'],"Bengal, Township 7N Range 3W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.720088--W 084.601531/N 043.032229--N 042.943273,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5v11wx9m,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/207/datastream/MODS/view/'],"Essex, Township 8N Range 3W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.719628--W 084.60053/N 043.118123--N 043.031382,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5f767k1n,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/208/datastream/MODS/view/'],"Eagle, Township 5N Range 4W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.837211--W 084.719622/N 042.857194--N 042.770251,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m54f1nw5z,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/209/datastream/MODS/view/'],"Westphalia, Township 6N Range 4W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.837644--W 084.719881/N 042.94377--N 042.857028,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5vx07f6m,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/210/datastream/MODS/view/'],"Dallas, Township 7N Range 4W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.837633--W 084.719595/N 043.032649--N 042.943535,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5kh0g982,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/211/datastream/MODS/view/'],"Lebanon, Township 8N Range 4W","Page from: Plat book of Clinton County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1929,W 084.837625--W 084.719218/N 043.118859--N 043.032229,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159043,https://n2t.net/ark:/85335/m5gm83125,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/212/datastream/MODS/view/'],"Plat book of Clare County, Michigan",Cover missing.,eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 85°05ʹ20ʺ--W 84°36ʹ22ʺ/N 44°09ʹ47ʺ--N 43°48ʹ44ʺ,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5g738g2c,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/213/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5w95208p,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/214/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5vm44871,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/215/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5057f46c,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/216/datastream/MODS/view/'],"Arthur, Township 18N Range 3W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.727714--W 084.606197/N 043.988814--N 043.901736,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m55q4sz47,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/217/datastream/MODS/view/'],"Franklin, Township 20N Range 3W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.729047--W 084.606688/N 044.160868--N 044.075551,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5xk8628f,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/218/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5ms3md1w,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/219/datastream/MODS/view/'],"Freeman, Township 18N Range 6W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 085.088483--W 084.968086/N 043.987919--N 043.900429,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5zk56z4b,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/220/datastream/MODS/view/'],"Frost, Township 20N Range 4W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.849374--W 084.728342/N 044.161452--N 044.074048,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m54f1nw6f,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/221/datastream/MODS/view/'],"Garfield, Township 17N Range 6W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 085.088817--W 084.968684/N 043.900915--N 043.813685,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5fq9rh4c,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/222/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5ns0n914,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/223/datastream/MODS/view/'],"Grant, Township 17N Range 4W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.850453--W 084.727528/N 043.901736--N 043.814322,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5fn1244f,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/224/datastream/MODS/view/'],"Greenwood, Township 19N Range 5W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.968391--W 084.848731/N 044.074623--N 043.987404,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5d50h881,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/225/datastream/MODS/view/'],"Hamilton, Township 19N Range 3W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.728342--W 084.606197/N 044.075925--N 043.988352,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5gq6sd6k,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/226/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5ng4j42j,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/227/datastream/MODS/view/'],"Hatton, Township 18N Range 4W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.849145--W 084.727528/N 043.988486--N 043.900732,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5t728t4j,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/228/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5qf8kw90,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/229/datastream/MODS/view/'],"Hayes, Township 19N Range 4W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.849491--W 084.727529/N 044.075551--N 043.987459,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5d50h862,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/230/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5tq5ss0b,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/231/datastream/MODS/view/'],"Lincoln, Township 18N Range 5W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.969162--W 084.848731/N 043.988026--N 043.900398,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5cz33h3j,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/232/datastream/MODS/view/'],"Redding, Township 19N Range 6W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 085.087926--W 084.968036/N 044.074673--N 043.987252,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5sx65n5n,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/233/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5f47j596,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/234/datastream/MODS/view/'],"Sheridan, Township 17N Range 3W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.728448--W 084.606017/N 043.902117--N 043.815003,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5kk95q6v,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/235/datastream/MODS/view/'],"Summerfield, Township 20N Range 5W","Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,W 084.968491--W 084.848028/N 044.162418--N 044.074158,Michigan,"Scale approximately 1:51,000",TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m5h12wk40,06d-01,06d-01,Public,Active,2021-06-02
['https://d.lib.msu.edu/maps/236/datastream/MODS/view/'],Advertisements,"Page from: Plat book of Clare County, Michigan",eng,W.W. Hixson & Co.,Published by W.W. Hixson & Co.,University of Michigan,Maps,Cadastral maps,Real Property|Landowners,1926/1939,undefined,Michigan,undefined,TIFF,http://catalog.lib.msu.edu/record=b13159044,https://n2t.net/ark:/85335/m59g5hr8c,06d-01,06d-01,Public,Active,2021-06-02
