Title,Date,Publisher,Description,Metadata
USGS Geopdf's for New Jersey - Historic,2011,U S Geological Survey,The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.,FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml
USGS Geopdf's for New York - Historic,2011,U S Geological Survey,The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.,FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml
USGS Geopdf's for Ohio - Historic,2011,U S Geological Survey,The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.,FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml
USGS Geopdf's for Pennsylvania - Historic,2011,U S Geological Survey,The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.,FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml
USGS Geopdf's for Virginia - Historic,2011,U S Geological Survey,The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.,FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml
USGS Geopdf's for West Viginia - Historic,2011,U S Geological Survey,The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.,FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml
USGS Geopdf's for District of Columbia,2014,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml
USGS Geopdf's for Delaware,2014,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml
USGS Geopdf's for Maryland,2014,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml
USGS Geopdf's for Pennsylvania,2014,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml
USGS Geopdf's for New Jersey,2014,U S Geological Survey,"About GeoPDF data files

PDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.

The GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.

GeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files.",FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml
NHD Stream Order - Pennsylvania,2019,WeConservePA,"The National Hydrography Dataset Plus High Resolution (NHDPlus HR) is a geospatial model for the flow of water across the landscape and through the stream network. The dataset is built using data at 1:24,000 scale or better. The dataset expands on the NHD with additional attribute data. This layer uses the NHDPlus HR to create a Pennsylvania-wide Strahler stream order database. For watersheds where NHDPlus HR stream order data was unavailable (Erie and Genesee Watersheds), an analyst manually determined and entered stream orders to complete the data. In addition to stream order, the layer includes unique identifiers for stream reaches to allow joins with other stream datasets built off the NHD, such as the PA Department of Environmental Protection’s attaining and non-attaining streams layers.",FullMetadataDisplay.aspx?file=NHD_HR_Stream_Order_PA.xml
Environmental Advisory Councils Service Areas,2019,WeConservePA,Every Pennsylvania municipality has the option to establish an Environmental Advisory Council (EAC) that may advise the municipal government on environmental matters and undertake a variety of projects regarding the protection and use of natural resources. This layer shows Pennsylvania municipalities that have formed EACs,FullMetadataDisplay.aspx?file=EAC_ServiceAreas201910.xml
Watershed Association Service Areas,2019,WeConservePA,"This layer shows service areas for watershed associations in Pennsylvania. These areas represent the parts of the state where watershed associations work. A watershed association is a non-governmental organization whose mission focuses on protecting, restoring health to, or monitoring a specific body of water, or educating on how policies and actions in the watershed impact the water body. A watershed association advances its mission at least in part by performing on-the-ground or in-the-water projects such as streamside tree plantings, aquatic habitat improvements, stream cleanups, and water quality monitoring.",FullMetadataDisplay.aspx?file=WA_ServiceAreas201910.xml
Conservation Easements,2020,WeConservePA,"This dataset contains conservation easements, which are held by both governments and private land trusts",FullMetadataDisplay.aspx?file=ConservationEasements202012.xml
Federal,2020,WeConservePA,"This dataset contains land owned by the federal government and managed by federal government agencies (includes US Forest Service, US Fish & Wildlife Service, National Park Service, Department of Defense, and Army Corps of Engineers)",FullMetadataDisplay.aspx?file=Federal202012.xml
Local,2020,WeConservePA,"This dataset contains county- or municipal-owned open space, including local parks.",FullMetadataDisplay.aspx?file=Local202012.xml
Privately Owned,2020,WeConservePA,This dataset contains privately conserved land and nature preserves owned in fee by land trusts.,FullMetadataDisplay.aspx?file=PrivatelyOwned202012.xml
State,2020,WeConservePA,"This dataset contains land owned by the state and managed by state government agencies (includes state parks, state forests, game lands, Historic & Museum Commission properties, and Fish & Boat Commission properties).",FullMetadataDisplay.aspx?file=State202012.xml
Farmland Preservation Easements,2020,WeConservePA,This dataset contains farmland preservation easements. Most of these easements are funded through the Pennsylvania Agricultural Conservation Easement Purchase Program,FullMetadataDisplay.aspx?file=FarmEasements202012.xml
Land Trust Service Areas,2019,WeConservePA,"This layer shows service areas for 78 local and regional land trusts in Pennsylvania. These areas represent the parts of the state where land trusts acquire land or conservation easements. Attributes include a link to the organization's website and a link to their profile and contact information on the Pennsylvania Land Trust Association website, conservationtools.org.",FullMetadataDisplay.aspx?file=LT_ServiceAreas201910.xml
Trail Group Service Areas,2020,WeConservePA,"This layer shows service areas for trail groups in Pennsylvania. Trail groups may build or maintain trails, or they may acquire land or hold easements on which trails are built. Their trails may be for walking, bicycling, horse-back riding, etc. Service areas in this layer are based on the counties that each group’s trails pass through.",FullMetadataDisplay.aspx?file=Trail_Groups202007.xml
Emergency Access Points,2020,Pennsylvania Game Commission,Designated marked locations at specific locations (gates and parking lots) on state game lands that are used to provide users with identifible locations for requesting emergency assistance.,FullMetadataDisplay.aspx?file=PGC_EmergencyAccessPoints2020.xml
Antler Restrictions,2020,Pennsylvania Game Commission,"Boundaries for managing deer antler restrictions within Pennsylvania which protects yearling bucks from harvest, allowing them to grow.",FullMetadataDisplay.aspx?file=PGC_AntlerRestrictions2020.xml
Controlled Goose Areas,2020,Pennsylvania Game Commission,Select areas in Pennsylvania where special restrictions apply to Goose Hunting.,FullMetadataDisplay.aspx?file=PGC_ControlledGooseAreas2020.xml
Duck Zones,2020,Pennsylvania Game Commission,"Duck zones are geographical units within states for which duck season dates can be set within federal frameworks but independently of other zones, providing greater flexibility in establishing duck seasons that fit different patterns of species occurrence, habitat conditions, weather, and hunter preferences in different parts of Pennsylvania.",FullMetadataDisplay.aspx?file=PGC_DuckZones2020.xml
Goose Zones,2020,Pennsylvania Game Commission,"Goose zones are for Canada goose managment in Pennsylvania.  There are three different goose zones: Southern James Bay Poluation Zone, Resident Population Zone and the Atlantic Population Zone.",FullMetadataDisplay.aspx?file=PGC_GooseZones2020.xml
Special Regulations Areas,2020,Pennsylvania Game Commission,"Special regulation areas - are counties that may limit the type of arms and ammunition permitted to be used for hunting in these areas. Special Regulation Areas include:In western Pennsylvania, all of Allegheny County.In Southeastern Pennsylvania, all of Bucks, Chester, Delaware, Montgomery and Philadelphia counties, and also during special controlled hunts at Ridley Creek and Tyler state parks.",FullMetadataDisplay.aspx?file=PGC_SpecialRegulationsAreas2020.xml
Wild Pheasant Recovery Areas,2020,Pennsylvania Game Commission,Wild Pheasant Recovery Areas (WPRA) are areas designated by the Pennsylvania Game Commission for the release of wild pheasants that are trapped in western states and transferred to Pennsylvania. The goal of a WPRA is to establish a sustainable wild pheasant population that can be hunted.,FullMetadataDisplay.aspx?file=PGC_WildPheasantRecoveryAreas2020.xml
Chronic Wasting Disease Management Units,2020,Pennsylvania Game Commission,"Defines the boundaries of the Chronic Wasting Disease Managment Areas (DMAs) in Pennsylvania that are governed by special rules and guidelines. Within DMAs, rehabilitation of cervids (deer, elk, and moose); the use or possession of cervid urine-based attractants in an outdoor setting; the removal of high-risk cervid parts; and the feeding of wild, free-ranging cervids are prohibited. Increased testing continues in these area to determine the distribution of the disease. Newly confirmed cases will alter the boudaries of DMAs as the Game Commission continues to manage the disease and minimize its affect on free ranging cervids.",FullMetadataDisplay.aspx?file=PGC_CWDManagementUnits2020.xml
Gates,2020,Pennsylvania Game Commission,"Manmade structure of plastic, metal or wood to demark locations where vehicular traffic is controlled.",FullMetadataDisplay.aspx?file=PGC_Gates2020.xml
Gameland Trails,2020,Pennsylvania Game Commission,Formally recognized trail system managed by the Pennsylvania Game Commission or another entity through an agreement with the Pennsylvania Game Commission.,FullMetadataDisplay.aspx?file=PGC_GamelandTrails2020.xml
PennDOT - At-Grade Intersections,2020,Pennsylvania Department of Transportation,Locations of Pennsylvania At-Grade Intersections,FullMetadataDisplay.aspx?file=PA_AtGradeIntersections2020_08.xml
PennDOT - Drain Pipes,2020,Pennsylvania Department of Transportation,Locations and attributes of drainage pipe structures that intersect with a state route,FullMetadataDisplay.aspx?file=PA_DrainPipes2020_08.xml
PennDOT - Railroad Crossings,2020,Pennsylvania Department of Transportation,Pennsylvania Railroad Crossing Points of Intersection,FullMetadataDisplay.aspx?file=PA_RailroadCrossing_Points2020_08.xml
PennDOT - Transportation Improvement Projects - Lines,2020,Pennsylvania Department of Transportation,PennDOT's Transportation Improvement Projects. This dataset is Lines only and is part of the Multi-Modal Project Management System (MPMS). Combine with Transportation Improvement Projects (Lines) to view all data.,FullMetadataDisplay.aspx?file=PA_TransportationImprovementProjects_Line2020_08.xml
PennDOT - Transportation Improvement Projects - Points,2020,Pennsylvania Department of Transportation,PennDOT's Transportation Improvement Projects. This dataset is Points only and is part of the Multi-Modal Project Management System (MPMS). Combine with Transportation Improvement Projects (Points) to view all data.,FullMetadataDisplay.aspx?file=PA_TransportationImprovementProjects_Point2020_08.xml
Geographic Names Information System (GNIS) Community Features,2018,U S Geological Survey,"The Geographic Names Information System contains information about physical and cultural geographic features of all types in the United States, associated areas, and Antarctica, current and historical, but not including roads and highways. The database holds the Federally recognized name of each feature and defines the feature location by state, county, USGS topographic map, and geographic coordinates. Other attributes include names or spellings other than the official name, feature designations, feature classification, historical and descriptive information, and for some categories the geometric boundaries. The database assigns a unique, permanent feature identifier, the Feature ID, as a standard Federal key for accessing, integrating, or reconciling feature data from multiple data sets. The GNIS collects data from a broad program of partnerships with Federal, State, and local government agencies and other authorized contributors. The GNIS provides data to all levels of government and to the public, as well as to numerous applications through a web query site, web map and feature services, file download services, and customized files",FullMetadataDisplay.aspx?file=GNIS_Community_Features2010.xml
Geographic Names Information System (GNIS) for Pennsylvania,2017,U S Geological Survey,"The Geographic Names Information System (GNIS), developed by the U.S. Geological Survey in cooperation with the U.S. Board on Geographic Names (BGN), contains information about physical and cultural geographic features in the United States and associated areas, both current and historical, but not including roads and highways. The database also contains geographic names in Antarctica. The database holds the Federally recognized name of each feature and defines the location of the feature by state, county, USGS topographic map, and geographic coordinates. Other feature attributes include names or spellings other than the official name, feature designations, feature class, historical and descriptive information, and for some categories of features the geometric boundaries. The database assigns a unique feature identifier, a random number, that is a key for accessing, integrating, or reconciling GNIS data with other data sets. The GNIS is our Nation's official repository of domestic geographic feature names information.",FullMetadataDisplay.aspx?file=PA_GNIS2017.xml
Pennsylvania State Police - Police Troop Zones,2020,Pennsylvania State Police,PSP Troop Zones derived and dissolved from Tom Tom minor civil division boundaries.,FullMetadataDisplay.aspx?file=PSP_PoliceTroop202006.xml
Pennsylvania State Police - Police Stations,2020,Pennsylvania State Police,geographical reference points for Pennsylvania State Police Stations.,FullMetadataDisplay.aspx?file=PSP_PoliceStations202011.xml
Chester County - Parcels,2020,Chester County,Boundary outlines of individual properties in Chester County,FullMetadataDisplay.aspx?file=ChesterCountyParcels202006.xml
Pennsylvania Parcels (Available),2020,The Pennsylvania State University,"Boundary outlines of individual properties for the State of Pennsylvania. This dataset is incomplete and county parcels will be added as available. Attributes contain PIN ID, Source, and Date of Parcels",FullMetadataDisplay.aspx?file=PA_Parcels202010.xml
Pennsylvania Street Centerlines (Available),2020,The Pennsylvania State University,Street Centerlines from Individual Counties for the State of Pennsylvania. This dataset is incomplete and Street Centerlines will be added as available.,FullMetadataDisplay.aspx?file=PA_Centerlines.xml
Pennsylvania Building Footprints (Available),2018,The Pennsylvania State University,"Building Footprints from Individual Counties for the State of Pennsylvania. This dataset is incomplete and Building Footprints  will be added as available. Building Footprints Include: Allegheny, Lancaster, Philadelphia",FullMetadataDisplay.aspx?file=PA_Buildings.xml
Erie County - Parcels,2020,Erie County,Boundary outlines of individual properties in Erie County. The Parcel Dataset was developed primarily for the purposes of identifying land parcels for tax billing and tax assessment purposes.,FullMetadataDisplay.aspx?file=ErieCountyParcels202012.xml
York County - Address Points,2020,York County,Locations of all address point locations in York County. Intended for illustration and demonstration purposes. Intended for illustration and demonstration purposes only. Layer was not intended for use under 1:2400,FullMetadataDisplay.aspx?file=YorkCounty_Address_Pts202006.xml
York County - Buildings,2020,York County,"Agricultural security areas are intended to promote more permanent and viable farming operations over the long term by strengthening the farming community's sense of security in land use and the right to farm. Agricultural security areas are created by local municipalities in cooperation with individual landowners who agree to collectively place at least 250 acres in an agricultural security area. This is the Ag Security Easements in York County, Pennsylvania. Intended for illustration and demonstration purposes only.",FullMetadataDisplay.aspx?file=YorkCounty_Buildings202006.xml
York County - DES EMS Stations,2018,York County,"EMS Stations in York County, Pennsylvania",FullMetadataDisplay.aspx?file=YorkCounty_DES_EMS_Stations201812.xml
York County - DES Fire Stations,2018,York County,"Fire Stations in York County, Pennsylvania",FullMetadataDisplay.aspx?file=YorkCounty_DES_Fire_Stations201812.xml
York County - DES Police Stations,2018,York County,"Police Stations in York County, Pennsylvania",FullMetadataDisplay.aspx?file=YorkCounty_DES_Police_Stations201812.xml
York County - Planning Subdivisions,2018,York County,Shows the Subdivsion Data from YCPC,FullMetadataDisplay.aspx?file=YorkCounty_PLANNING_Subdivisions201812.xml
York County - College Campuses,2018,York County,"College Campuses in York County, Pennsylvania. Showing the dormitories and buildings of York County Colleges",FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_College_Campuses201812.xml
York County - Government Offices,2018,York County,"Goverment Offices in York County, Pennsylvania",FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Govt_Offices201812.xml
York County - Libraries,2018,York County,Shows Libraries in York County. For illustration purposes only; Not for scales above 1;24000,FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Libraries201812.xml
York County - Medical Facilities,2018,York County,"Existing medical centers in York County, PA",FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Medical201812.xml
York County - Polling Locations,2018,York County,A dataset that shows the polling locations of York County Geocoded to the Correct location in the County. Created in cooperation with the Voting Office of York County.,FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Polling_Locations201812.xml
York County - School Locations points,2018,York County,Point locations of all private/public school buildings in York County.,FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Schools201812.xml
York County - Airports,2018,York County,"Airports and Heliports within York County and those within a 3 mile buffer outside of York County border called ""Area of Influence."" Intended for illustration and demonstration purposes only.",FullMetadataDisplay.aspx?file=YorkCounty_TRANSP_Airports201812.xml
York County - Park and Rides,2018,York County,Park and Rides Operated by Rabbit Transit.,FullMetadataDisplay.aspx?file=YorkCounty_TRANSP_Park_and_Rides201812.xml
York County - Transit Stops,2018,York County,"Rabbit Transit Bus Stop locations in York County, Pennsylvania",FullMetadataDisplay.aspx?file=YorkCounty_TRANSP_Transit_Stops201812.xml
York County - Bicycle Corridors,2018,York County,Bike Corridors and Potential Bike Corridors in York County PA,FullMetadataDisplay.aspx?file=YorkCounty_Bicycle_Corridors201812.xml
York County - Streams,2020,York County,"Streams of York County, Pennsylvania",FullMetadataDisplay.aspx?file=YorkCounty_HYDRO_Streams202006.xml
York County - Recreation Trails,2018,York County,York County Existing and Potential Trails,FullMetadataDisplay.aspx?file=YorkCounty_RECREATION_Trails201812.xml
York County - Roads,2020,York County,"This layer is all the Public Roads in York County, PA",FullMetadataDisplay.aspx?file=YorkCounty_Roads202006.xml
York County - Transit Routes,2018,York County,Rabbit Transit Routes in the South Central Pa Area,FullMetadataDisplay.aspx?file=YorkCounty_Transit_Routes201812.xml
York County - Railroads,2020,York County,York County Railroads. For illustration purposes only; Not for scales above 1;24000,FullMetadataDisplay.aspx?file=YorkCounty_TRANSP_Railroads202006.xml
York County - Agricultural Security Area,2018,York County,"Agricultural security areas are intended to promote more permanent and viable farming operations over the long term by strengthening the farming community's sense of security in land use and the right to farm. Agricultural security areas are created by local municipalities in cooperation with individual landowners who agree to collectively place at least 250 acres in an agricultural security area. This is the Ag Security Easements in York County, Pennsylvania. Intended for illustration and demonstration purposes only.",FullMetadataDisplay.aspx?file=YorkCounty_Ag_Security202006.xml
York County - Conservation Easements,2020,York County,"The agricultural conservation easement may be granted by a farmland owner to the Commonwealth of Pennsylvania, a county agricultural land preservation program, a local government unit or a local land trust. Easements can be sold or donated. After an easement is sold or donated, the conservation easement restrictions are recorded in the recorder of deeds office in the county where the easement is located.",FullMetadataDisplay.aspx?file=YorkCounty_Conservation_Easements202006.xml
York County - County Boundary,2018,York County,York County Boundary Pennsylvania,FullMetadataDisplay.aspx?file=YorkCounty_DIST_County_Boundary201812.xml
York County - Magisterial,2018,York County,"Magisterial Districts in York County, Pennsylvania",FullMetadataDisplay.aspx?file=YorkCounty_DIST_Magisterial201812.xml
York County - School District Boundaries,2020,York County,York County school district boundaries,FullMetadataDisplay.aspx?file=YorkCounty_DIST_School202006.xml
York County - Voting,2018,York County,"Voting Districts in York County, Pennsylvania",FullMetadataDisplay.aspx?file=YorkCounty_DIST_Voting202006.xml
York County - Natural Areas Inventory,2018,York County,"This shapefile contains the Core Habitat of Biological Diversity Areas identified through the County Natural Heritage Inventory program of the Pennsylvania Natural Heritage Program. County Natural Heritage Inventories focus on areas that are the best examples of ecological resources in a county. Although agricultural lands and open space may be included as part of inventory areas, the emphasis for the designation and delineation of the areas are the ecological values present. Important selection criteria for Natural Heritage Areas are the existence of habitat for plants and animals of special concern, the existence of uncommon or especially important natural communities, and the size and landscape context of a site containing good quality natural features. Large areas and areas that are minimally disturbed by development provide the backbone that links habitats and allows plants and animals to shift and move across sizable portions of the landscape. Core Habitat areas are intended to identify the essential habitat of the species of concern or natural community that can absorb very little activity or disturbance without substantial impact to the natural features. Polygons are based on aerial photo interpretation, field surveys, and existing PNDI data and were delineated by the ecologists on-screen using ArcView (ESRI, Inc., Version 3.3, 8x, and 9x) with the 1:24,000 scale USGS Digital Raster Graphics and/or Digital Aerial Photography images as a background. For each core habitat polygon, the attribute table contains fields indicating the Site Name and Significance. See individual CNHI reports for further information on methodology, site descriptions, and species or communities found at each site.",FullMetadataDisplay.aspx?file=YorkCounty_ENVIR_Natural_Areas_Inventory201812.xml
York County - Growth Areas,2020,York County,Growth Areas as Defined by the York County Planning Commission,FullMetadataDisplay.aspx?file=YorkCounty_Growth_Areas202006.xml
York County - Landcover,2003,York County,"2003 York County Landcover Layer. Aerial Imagery used for creation of this dataset was from PAMAP program in 2003.  Other Layers Used in this layer is Parcels (for snapping and Landuse codes), Lakes and Ponds, Parks, Roads buffered to 11 feet on each side, Streams buffered to 6 feet on each side and Railroads buffered to 8 feet on each side. Dataset has been dissvoled except for Road Rightaway which has been dissolved by tiles that are used in the PAMAP program. Oldest oblqiue and google streetview was used as well. Intended for illustration and demonstration purposes only",FullMetadataDisplay.aspx?file=YorkCounty_LANDUSE_Landcover202006..xml
York County - Municipal Boundary,2020,York County,"Municipal Boundaries  in York County, Pennsylvania",FullMetadataDisplay.aspx?file=YorkCounty_Municipal_Boundary202006.xml
York County - Parcels,2020,York County,"This layer is all the parcels in York County, PA",FullMetadataDisplay.aspx?file=YorkCounty_Parcels202006.xml
York County - Parks,2018,York County,York County Parks,FullMetadataDisplay.aspx?file=YorkCounty_Parks201812.xml
York County - Soils,2014,York County,"This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.",FullMetadataDisplay.aspx?file=Pennsylvania_soil_metadata_201409.xml
York County - Zipcodes,2018,York County,Zipcodes of York County,FullMetadataDisplay.aspx?file=YorkCounty_Zipcodes201812.xml
York County - Zoning Overlays,2020,York County,Shows the Zoning overlays of York County. Updated when Approved by the Planning Commission board and a resolution is passed through the Municipaltiy that is the effected area is.,FullMetadataDisplay.aspx?file=YorkCounty_ZONING_Overlays202006.xml
York County - Zoning,2020,York County,Shows the Zoning of York County. Updated when Approved by the Planning Commission board and a resolution is passed through the Municipaltiy that is the effected area is.,FullMetadataDisplay.aspx?file=YorkCounty_Zoning202006.xml
Dauphin County - Parcels,2020,Dauphin County,"The parcels are intended to provide a graphical representation of deeded properties in Dauphin County and be used for basemapping, thematic mapping and analysis.",FullMetadataDisplay.aspx?file=DauphinCountyParcels202012.xml
Dauphin County - Streets,2020,Dauphin County,"Road centerlines for Dauphin County. Used for the emergency dispatch system, mapping, and reference.",FullMetadataDisplay.aspx?file=DauphinCountyStreets202012.xml
Mifflin County - Parcels,2019,Mifflin County,Boundary outlines of individual properties in Mifflin County. The Parcel Dataset was developed primarily for the purposes of identifying land parcels for tax billing and tax assessment purposes.,FullMetadataDisplay.aspx?file=MifflinCountyParcels201911.xml
