Information,Status,b1g_code_s,dct_isPartOf_sm,b1g_status_s,suppressed_b,dc_subject_sm,b1g_dateAccessioned_s,dc_format_s,solr_geom,b1g_keyword_sm,layer_geom_type_s,dct_provenance_s,dct_accrualMethod_s,b1g_image_ss,dct_issued_s,dc_description_s,dc_identifier_s,dct_accessRights_sm,dct_temporal_sm,b1g_date_range_drsim,solr_year_i,dc_rights_s,dct_alternativeTitle_sm,dc_language_sm,dc_title_s,layer_slug_s,b1g_dateRetired_s,layer_id_s,b1g_child_record_b,dc_type_sm,dc_publisher_sm,dct_spatial_sm,b1g_centroid_ss,b1g_genre_sm,dc_creator_sm,dc_identifier_s,Download,HTML
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=427,Matching,08a-01,08a-01,Active,FALSE,Inland Waters|Environment,2019-03-28,Files,"ENVELOPE(-74.361,-75.5743,41.3577,38.9293)",,Vector,Pennsylvania State University,,,,Watersheds for New Jersey coded to 14 digit Hydrologic Unit Codes (HUC) clipped to the Delaware River Basin,808b169a-e900-4ed0-a7dc-74db8d3613bb,,2004,[2004 TO 2004],2004,Public,,English,Watersheds for New Jersey clipped to the Delaware River Basin: Delaware River Basin,808b169a-e900-4ed0-a7dc-74db8d3613bb,,,FALSE,Dataset,Delaware River Basin Commission (DRBC),"West Branch Delaware River, Pennsylvania|Pennsylvania","40.1435,-74.9676",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=427,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=427,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=nj_wshed_polygon.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=428,Matching,08a-01,08a-01,Active,FALSE,Inland Waters|Environment,2019-03-28,Files,"ENVELOPE(-74.2306,-75.7849,42.5491,41.3156)",,Vector,Pennsylvania State University,,,,Municipal boundaries for New York clipped to the Delaware River Basin,9a6c7cd5-7a18-48f5-bc13-d146dc80a107,,2004,[2004 TO 2004],2004,Public,,English,Municipal boundaries for New York clipped to the Delaware River Basin,9a6c7cd5-7a18-48f5-bc13-d146dc80a107,,,FALSE,Dataset,Delaware River Basin Commission (DRBC),"West Branch Delaware River, Pennsylvania|Pennsylvania","41.9323,-75.0077",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=428,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=428,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=ny_mun_polygon.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=429,Matching,08a-01,08a-01,Active,FALSE,Inland Waters|Environment,2019-03-28,Files,"ENVELOPE(-74.3527,-75.5763,42.4631,41.3367)",,Vector,Pennsylvania State University,,,,Watershed boundaries for New York clipped to the Delaware River Basin,0dc3c63b-e6a8-4098-91e2-4b6115d81bd2,,2004,[2004 TO 2004],2004,Public,,English,Watershed boundaries for New York clipped to the Delaware River Basin,0dc3c63b-e6a8-4098-91e2-4b6115d81bd2,,,FALSE,Dataset,Delaware River Basin Commission (DRBC),"West Branch Delaware River, Pennsylvania|Pennsylvania","41.8999,-74.9645",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=429,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=429,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=ny_wshed_polygon.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=43,Matching,08a-01,08a-01,Active,FALSE,Boundaries,2019-03-28,Files,"ENVELOPE(-74.6246,-80.6248,42.375,39.6251)",,Vector,Pennsylvania State University,,,,Quadrangle Boundaries of Pennsylvania,43518831-8726-480b-bafb-201e676178c3,,2002,[2002 TO 2002],2002,Public,,English,Quadrangle Boundaries: Pennsylvania,43518831-8726-480b-bafb-201e676178c3,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.0001,-77.6247",Geospatial data,United States Geological Survey (USGS),http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=43,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=43,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=pasdaquads24k.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=430,Matching,08a-01,08a-01,Active,FALSE,Inland Waters|Environment,2019-03-28,Files,"ENVELOPE(-74.6869,-76.771,42.0002,39.712)",,Vector,Pennsylvania State University,,,,Municipal boundaries for Pennsylvania clipped to the Delaware River Basin,f196379a-596a-4ca2-96ef-bbc9b60c33b4,,2004,[2004 TO 2004],2004,Public,,English,Municipal boundaries for Pennsylvania clipped to the Delaware River Basin,f196379a-596a-4ca2-96ef-bbc9b60c33b4,,,FALSE,Dataset,Delaware River Basin Commission (DRBC),"West Branch Delaware River, Pennsylvania|Pennsylvania","40.8561,-75.7289",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=430,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=430,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=pa_mun_polygon.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=431,Matching,08a-01,08a-01,Active,FALSE,Inland Waters|Environment,2019-03-28,Files,"ENVELOPE(-74.6865,-76.4304,42.0011,39.7151)",,Vector,Pennsylvania State University,,,,Watershed boundaries for Pennsylvania clipped to the Delaware River Basin,f1d6e798-953c-4101-aa2a-bf547b050346,,2004,[2004 TO 2004],2004,Public,,English,Watershed boundaries for Pennsylvania clipped to the Delaware River Basin: Pennsylvania,f1d6e798-953c-4101-aa2a-bf547b050346,,,FALSE,Dataset,Delaware River Basin Commission (DRBC),"West Branch Delaware River, Pennsylvania|Pennsylvania","40.8581,-75.5584",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=431,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=431,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=pa_wshed_polygon.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=432,Matching,08a-01,08a-01,Active,FALSE,Inland Waters|Environment,2019-03-28,Files,"ENVELOPE(-74.5583,-75.5763,42.4631,41.8654)",,Vector,Pennsylvania State University,,,,boundary of the West Branch of the Delaware River,091a688d-3f0b-486d-801a-89a90ecf46f5,,2004,[2004 TO 2004],2004,Public,,English,West Branch of the Delaware River boundary: Pennsylvani,091a688d-3f0b-486d-801a-89a90ecf46f5,,,FALSE,Dataset,Delaware River Basin Commission (DRBC),"West Branch Delaware River, Pennsylvania|Pennsylvania","42.1642,-75.0673",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=432,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=432,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=wbranch_polygon.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=44,Matching,08a-01,08a-01,Active,FALSE,Boundaries|Location,2019-03-28,Files,"ENVELOPE(-74.6246,-80.5623,42.3126,39.6876)",,Vector,Pennsylvania State University,,,,Index of USGS quarter-quadrangles (3.75 minute) covering Pennsylvania. The polygons are attributed with information pertaining to the USGS/PaGS Digital Orthophoto Quarter-Quad (DOQQ) imagery collection available for download through PASDA. Including dates of image acquisition for the complete NAPP II imagery collection (1993-1995) and imagery available as of April 2003 from the NAPP III collection (1999- ).,0911567c-1be6-4dc1-8f2e-24102956f38f,,2003,[2003 TO 2003],2003,Public,,English,3.75-Minute Quarter Quadrangle Boundary: Pennsylvania,0911567c-1be6-4dc1-8f2e-24102956f38f,,,FALSE,Dataset,The Pennsylvania State University,Pennsylvania,"41.0001,-77.5934",Geospatial data,Pennsylvania Spatial Data Access,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=44,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=44,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=paquarterquads2003.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=45,Matching,08a-01,08a-01,Active,FALSE,Biota,2019-03-28,Files,"ENVELOPE(-76.1302,-80.5668,41.9995,39.7114)",,Vector,Pennsylvania State University,,,,Point locations representing Western Pennsylvania Conservancy's projects that have resulted in the transfer of land to another party.,10855c02-1f16-42c5-a220-dff9d52005de,,2004,[2004 TO 2004],2004,Public,,English,Historic projects: Pennsylvania,10855c02-1f16-42c5-a220-dff9d52005de,,,FALSE,Dataset,Western Pennsylvania Conservancy,Pennsylvania,"40.8554,-78.3485",Geospatial data,Western Pennsylvania Conservancy,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=45,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=45,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=wpchistoricprojects2004.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=456,Matching,08a-01,08a-01,Active,FALSE,Society|Boundaries,2019-03-28,Files,"ENVELOPE(-76.9389,-77.7523,40.6936,40.2637)",,Vector,Pennsylvania State University,,,,"Boundaries of municipalities within Juniata County, Pennsylvania",1d41da7b-b09a-4bf4-9568-6221fd358c67,,2008,[2008 TO 2008],2008,Public,,English,"Municipalities: Juniata County, Pennsylvania",1d41da7b-b09a-4bf4-9568-6221fd358c67,,,FALSE,Dataset,"Juniata County, Pennsylvania",Pennsylvania,"40.4787,-77.3456",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=456,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=456,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=juniatamunicipal200801.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=457,Matching,08a-01,08a-01,Active,FALSE,Planning and Cadastral|Planning and Cadastral,2019-03-28,Files,"ENVELOPE(-76.9392,-77.7528,40.6937,40.2628)",,Vector,Pennsylvania State University,,,,polygon coverage representing Juniata County properties,742e037d-39a4-4258-94c1-db372e53250e,,2008,[2008 TO 2008],2008,Public,,English,"Parcels: Juniata County, Pennsylvania",742e037d-39a4-4258-94c1-db372e53250e,,,FALSE,Dataset,"Juniata County, Pennsylvania",Pennsylvania,"40.4783,-77.346",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=457,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=457,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=JuniataCountyParcels200801.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=461,Matching,08a-01,08a-01,Active,FALSE,Planning and Cadastral,2019-03-28,Files,"ENVELOPE(-74.9604,-75.2777,40.1437,39.8669)",,Vector,Pennsylvania State University,,,,This dataset is composed of the entire City of Philadelphia's transparcels based on their legal descriptions. Feature update 2004,49ba92f8-ca11-4bf1-a6c0-20be9b2d9752,,2004,[2004 TO 2004],2004,Public,,English,"Transparcels: Philadephia, Pennsylvania",49ba92f8-ca11-4bf1-a6c0-20be9b2d9752,,,FALSE,Dataset,"City of Philadelphia, Pennsylvania","Philadelphia, Pennsylvania|Pennsylvania","40.0053,-75.1191",Geospatial data,Department of Records,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=461,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=461,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=PhiladelphiaTransparcels201201.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=462,Matching,08a-01,08a-01,Active,FALSE,Planning and Cadastral,2019-03-28,Files,"ENVELOPE(-74.9541,-75.2815,40.1437,39.8651)",,Vector,Pennsylvania State University,,,,This dataset is composed of the entire City of Philadelphia's parcels based on their legal descriptions. Feature Update Date: 12-2012,d34d95d0-6cfc-4f39-b2fa-57a16117a4d6,,2016,[2016 TO 2016],2016,Public,,English,"Parcels: Philadephia, Pennsylvania",d34d95d0-6cfc-4f39-b2fa-57a16117a4d6,,,FALSE,Dataset,"City of Philadelphia, Pennsylvania","Philadelphia, Pennsylvania|Pennsylvania","40.0044,-75.1178",Geospatial data,City of Philadelphia - Department of Records,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=462,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=462,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=Philadelphia_DOR_Parcels_Active2016.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=463,Matching,08a-01,08a-01,Active,FALSE,Imagery and Base Maps,2019-03-28,Files,"ENVELOPE(-74.625,-80.875,42.375,39.625)",,Vector,Pennsylvania State University,,,,"A newly revised version of the historic USGS 15 minute topographic maps for Pennsylvania as collected from the MapTech Historical Map Collection at 'http://historical.maptech.com'. As an improvement to the initial version, the original scanned images from MapTech were downloaded, assembled with mosaicing software, and georeferenced to the statewide Albers NAD83 projection.",b810c143-1c1e-4cf4-8997-cfda995dd81e,,2006,[2006 TO 2006],2006,Public,,English,"Historic topographic maps for Pennsylvania, Version 2 (Albers)",b810c143-1c1e-4cf4-8997-cfda995dd81e,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.0,-77.75",Geospatial data,United States Geological Survey (USGS),http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=463,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=463,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=maptech_v2.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=464,Matching,08a-01,08a-01,Active,FALSE,Imagery and Base Maps,2019-03-28,Files,"ENVELOPE(-74.5349,-80.6278,42.3178,39.6404)",,Raster,Pennsylvania State University,,,,PALULC2000 is a statewide land cover map generated from Enhanced Thematic Mapper satellite data and three other ancillary data sources. It is an update to the MRLC data layer produced for the state in 1992.,2a1db7ae-3b08-4667-90ed-a8edc8213cd5,,2000,[2000 TO 2000],2000,Public,,English,"Land Cover, 2000: Pennsylvania",2a1db7ae-3b08-4667-90ed-a8edc8213cd5,,,FALSE,Dataset,The Pennsylvania State University,Pennsylvania,"40.9791,-77.5813",Geospatial data,The Pennsylvania State University,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=464,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=464,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=palanduse2000.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=465,Matching,08a-01,08a-01,Active,FALSE,Environment,2019-03-28,Files,"ENVELOPE(-74.7517,-75.8835,40.9624,39.8001)",,Vector,Pennsylvania State University,,,,"Watershed conservation plan for the Neshaminy Creek. Contains multiple datasets including park boundaries, cultural places, floodplains, hydrology, municipal boundaries, land use, roads, railroads, soils, and zoning",a656767b-22c6-4fa4-bc36-c22f7356d84a,,2000,[2000 TO 2000],2000,Public,,English,Neshaminy Creek watershed conservation plan: Pennsylvania,a656767b-22c6-4fa4-bc36-c22f7356d84a,,,FALSE,Dataset,Heritage Conservancy,Pennsylvania,"40.3813,-75.3176",Geospatial data,,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=465,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=465,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=neshaminywatershedplan.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=466,Matching,08a-01,08a-01,Active,FALSE,Farming,2019-03-28,Files,"ENVELOPE(-74.6837,-80.7551,42.6155,39.5938)",,Raster,Pennsylvania State University,,,,"The USDA-NASS 2002 Pennsylvania Cropland Data Layer (CDL) is a raster, geo-referenced, categorized land cover data layer produced using satellite imagery from the Thematic Mapper (TM) instrument on Landsat 5 and the Enhanced Thematic Mapper (ETM+) on Landsat 7. The imagery was collected between April 24, 2002 and September 12, 2002. The approximate scale is 1:100,000 with a ground resolution of 30 meters by 30 meters. The CDL emphasis is on agricultural land cover. The area of coverage is the entire State of Pennsylvania. This land cover dataset is part of a one-time series in which ten Mid-Atlantic States were categorized based on the extensive field observations collected during the 2002 annual NASS June Agricultural Survey. No farmer reported data is included or derivable from the Cropland Data Layer. The area of coverage for the 2002 Mid-Atlantic CDL includes the entire states of Connecticut, Delaware, Maryland, New Jersey, New York, North Carolina, Pennsylvania, Rhode Island, Virginia and West Virginia. The funding for this project was shared between the USDA-NASS and Towson State University. The 2002 Mid-Atlantic CDL is currently a special one-time project. However, the possibility does exist to establish an annual cropland data layer for any state that shows significant interest and can offer an in-state cooperative agreement with another federal, state, local, or university agency or group. If interested, please contact the Section Head of the USDA-NASS Spatial Analysis Research Section at 703/877-8000. There are several additional Mid-Western States for which Cropland Data Layers are produced on an annual basis. The website below provides information and examples of all publicly available Cropland Data Layers: http://www.nass.usda.gov/research/Cropland/SARS1a.htm",8261fc14-7da8-4543-9dee-c0f8a9935739,,2002,[2002 TO 2002],2002,Public,,English,"Cropland Data Layer (Cdl) - Raster 1:100,000: Pennsylvania",8261fc14-7da8-4543-9dee-c0f8a9935739,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1046,-77.7194",Geospatial data,U S Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=466,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=466,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=pa_crops2006.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=467,Matching,08a-01,08a-01,Active,FALSE,Farming,2019-03-28,Files,"ENVELOPE(-74.6837,-80.7551,42.6155,39.5938)",,Vector,Pennsylvania State University,,,,"The United States Department of Agriculture (USDA), National Agricultural Statistics Service (NASS) area sampling frame is a delineation of all parcels of land for the purpose of later sampling the parcels. The area frame is constructed by visually interpreting satellite imagery to divide a state into homogenous land use areas (strata) based on percent cultivated. The strata are typically defined as low, medium or high percent cultivated, non-agricultural land, urban use, agri-urban, or water. The boundaries of the strata usually follow identifiable features such as roads, railroads and waterways. The strata boundaries do not coincide with any political boundaries, with the exception of state boundaries.",1c39ed88-548b-4f83-9c2b-18b5233126d8,,2002,[2002 TO 2002],2002,Public,,English,Stratification of Pennsylvania: Pennsylvania,1c39ed88-548b-4f83-9c2b-18b5233126d8,,,FALSE,Dataset,State of Pennsylvania,Pennsylvania,"41.1046,-77.7194",Geospatial data,U S Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=467,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=467,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=usdapa_strata2002.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=468,Matching,08a-01,08a-01,Active,FALSE,Farming,2019-03-28,Files,"ENVELOPE(-75.0488,-75.7909,39.8404,38.4485)",,Vector,Pennsylvania State University,,,,"The United States Department of Agriculture (USDA), National Agricultural Statistics Service (NASS) area sampling frame is a delineation of all parcels of land for the purpose of later sampling the parcels. The area frame is constructed by visually interpreting satellite imagery to divide a state into homogenous land use areas (strata) based on percent cultivated. The strata are typically defined as low, medium or high percent cultivated, non-agricultural land, urban use, agri-urban, or water. The boundaries of the strata usually follow identifiable features such as roads, railroads and waterways. The strata boundaries do not coincide with any political boundaries, with the exception of state boundaries.",c5bf7b12-e648-481e-af29-a5d6f4f4ea8b,,2002,[2002 TO 2002],2002,Public,,English,Stratification of Delaware: Pennsylvania: Pennsylvania,c5bf7b12-e648-481e-af29-a5d6f4f4ea8b,,,FALSE,Dataset,State of Pennsylvania,Delaware,"39.1445,-75.4198",Geospatial data,U S Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=468,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=468,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=usdade_strata2002.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=469,Matching,08a-01,08a-01,Active,FALSE,Farming,2019-03-28,Files,"ENVELOPE(-73.8973,-75.5744,41.3577,38.9241)",,Vector,Pennsylvania State University,,,,"The United States Department of Agriculture (USDA), National Agricultural Statistics Service (NASS) area sampling frame is a delineation of all parcels of land for the purpose of later sampling the parcels. The area frame is constructed by visually interpreting satellite imagery to divide a state into homogenous land use areas (strata) based on percent cultivated. The strata are typically defined as low, medium or high percent cultivated, non-agricultural land, urban use, agri-urban, or water. The boundaries of the strata usually follow identifiable features such as roads, railroads and waterways. The strata boundaries do not coincide with any political boundaries, with the exception of state boundaries.",c40a7a83-0503-4258-876b-c5bd5c152176,,2002,[2002 TO 2002],2002,Public,,English,Stratification of New Jersey: Pennsylvania: Pennsylvania,c40a7a83-0503-4258-876b-c5bd5c152176,,,FALSE,Dataset,State of Pennsylvania,New Jersey,"40.1409,-74.7358",Geospatial data,U S Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=469,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=469,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=usdanj_strata2002.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=470,Matching,08a-01,08a-01,Active,FALSE,Farming,2019-03-28,Files,"ENVELOPE(-71.8298,-79.9969,45.0228,40.4055)",,Vector,Pennsylvania State University,,,,"The United States Department of Agriculture (USDA), National Agricultural Statistics Service (NASS) area sampling frame is a delineation of all parcels of land for the purpose of later sampling the parcels. The area frame is constructed by visually interpreting satellite imagery to divide a state into homogenous land use areas (strata) based on percent cultivated. The strata are typically defined as low, medium or high percent cultivated, non-agricultural land, urban use, agri-urban, or water. The boundaries of the strata usually follow identifiable features such as roads, railroads and waterways. The strata boundaries do not coincide with any political boundaries, with the exception of state boundaries.",3e489634-817c-4afa-931f-cf8333ff243a,,2002,[2002 TO 2002],2002,Public,,English,Stratification of New York: Pennsylvania: Pennsylvania,3e489634-817c-4afa-931f-cf8333ff243a,,,FALSE,Dataset,State of Pennsylvania,New York,"42.7142,-75.9134",Geospatial data,U S Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=470,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=470,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=usdany_strata2002.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=471,Matching,08a-01,08a-01,Active,FALSE,Farming,2019-03-28,Files,"ENVELOPE(-75.0489,-79.5206,39.8056,37.8312)",,Vector,Pennsylvania State University,,,,"The United States Department of Agriculture (USDA), National Agricultural Statistics Service (NASS) area sampling frame is a delineation of all parcels of land for the purpose of later sampling the parcels. The area frame is constructed by visually interpreting satellite imagery to divide a state into homogenous land use areas (strata) based on percent cultivated. The strata are typically defined as low, medium or high percent cultivated, non-agricultural land, urban use, agri-urban, or water. The boundaries of the strata usually follow identifiable features such as roads, railroads and waterways. The strata boundaries do not coincide with any political boundaries, with the exception of state boundaries.",26e72925-88c0-4418-b239-708dac3b6128,,2002,[2002 TO 2002],2002,Public,,English,Stratification of Maryland: Pennsylvania: Pennsylvania,26e72925-88c0-4418-b239-708dac3b6128,,,FALSE,Dataset,State of Pennsylvania,Maryland,"38.8184,-77.2848",Geospatial data,U S Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=471,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=471,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=usdamd_strata2002.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=472,Matching,08a-01,08a-01,Active,FALSE,Farming,2019-03-28,Files,"ENVELOPE(-74.6837,-80.7551,42.6155,39.5938)",,Vector,Pennsylvania State University,,,,"The United States Department of Agriculture (USDA), National Agricultural Statistics Service (NASS) area sampling frame is a delineation of all parcels of land for the purpose of later sampling the parcels. The area frame is constructed by visually interpreting satellite imagery to divide a state into homogenous land use areas (strata) based on percent cultivated. The strata are typically defined as low, medium or high percent cultivated, non-agricultural land, urban use, agri-urban, or water. The boundaries of the strata usually follow identifiable features such as roads, railroads and waterways. The strata boundaries do not coincide with any political boundaries, with the exception of state boundaries.",7e56e91c-8804-4d6a-8d75-a1903ab8f519,,2002,[2002 TO 2002],2002,Public,,English,Stratification of Virginia: Pennsylvania: Pennsylvania,7e56e91c-8804-4d6a-8d75-a1903ab8f519,,,FALSE,Dataset,State of Pennsylvania,Virginia,"41.1046,-77.7194",Geospatial data,U S Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=472,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=472,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=usdava_strata2002.html
https://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=473,Matching,08a-01,08a-01,Active,FALSE,Farming,2019-03-28,Files,"ENVELOPE(-77.6477,-82.703,40.6401,37.1606)",,Vector,Pennsylvania State University,,,,"The United States Department of Agriculture (USDA), National Agricultural Statistics Service (NASS) area sampling frame is a delineation of all parcels of land for the purpose of later sampling the parcels. The area frame is constructed by visually interpreting satellite imagery to divide a state into homogenous land use areas (strata) based on percent cultivated. The strata are typically defined as low, medium or high percent cultivated, non-agricultural land, urban use, agri-urban, or water. The boundaries of the strata usually follow identifiable features such as roads, railroads and waterways. The strata boundaries do not coincide with any political boundaries, with the exception of state boundaries.",95eb288d-97bd-43ab-952e-2ff1c74d07a2,,2002,[2002 TO 2002],2002,Public,,English,Stratification of West Virginia: Pennsylvania: Pennsylvania,95eb288d-97bd-43ab-952e-2ff1c74d07a2,,,FALSE,Dataset,State of Pennsylvania,West Virginia,"38.9004,-80.1754",Geospatial data,U S Department of Agriculture,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=473,http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=473,https://btaagdp.org/metadata/08a-01/FullMetadataDisplay.aspx%3ffile=usdawv_strata2002.html
