identifier,title,description,issued,landingPage
https://data.baltimorecity.gov/api/views/bw56-mfb8,Education and Youth (2010-2012) - KMZ,"Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",2014-05-20,https://data.baltimorecity.gov/d/bw56-mfb8,https://data.baltimorecity.gov/api/views/bw56-mfb8
https://data.baltimorecity.gov/api/views/jr2y-xtud,Polling Location,City of Baltimore polling locations,2012-11-05,https://data.baltimorecity.gov/d/jr2y-xtud,https://data.baltimorecity.gov/api/views/jr2y-xtud
https://data.baltimorecity.gov/api/views/vanx-ubga,Hurricane Inundation Zone,"This file is generated as part of the Hazards Analysis within the Hurricane Evacuation Study for the Maryland Western Shore. Storm surge zones have been developed for category 1-4 hurricanes represented by the Saffir-Simpson Scale. The storm surge zones data used in this application were generated using the Sea, Lake, and Overland Surges from Hurricanes (SLOSH) model. SLOSH is a computerized model run by the National Weather Service to estimate storm surge heights resulting from historical, hypothetical, or predicted hurricanes. The model creates its estimates by assessing the pressure, size, forward speed, track, and wind data from a storm. Graphical output from the model displays color-coded storm surge heights for a particular area. The calculations are applied to a specific locale's shoreline, incorporating the unique bay and river configurations, water depths, bridges, roads, and other physical features. The SLOSH MOM data is utilized. MOM is the ""Maximum of Maximum or ""Meows Of Meows"". MOM output represents the highest water level or the ""worst case scenario"" for the entire Slosh basin.",2012-10-29,https://data.baltimorecity.gov/d/vanx-ubga,https://data.baltimorecity.gov/api/views/vanx-ubga
https://data.baltimorecity.gov/api/views/7u3e-affd,City Gateway,City Gateway,2018-11-29,https://data.baltimorecity.gov/d/7u3e-affd,https://data.baltimorecity.gov/api/views/7u3e-affd
https://data.baltimorecity.gov/api/views/v5un-pb4e,Census Demographics 2010 - Shape,"BNIA-JFI analyzed data from the Census to provide greater understanding of the socioeconomic and demographic characteristics of the residents of the City and its neighborhoods . BNIA-JFI also used this data as denominators for many of the Vital Signs indicators allowing for data to be normalized and rates to be computed. Census data analyzed by BNIA-JFI is grouped into the following categories: population, race and ethnicity; households and families; and income.",2016-04-15,https://data.baltimorecity.gov/d/v5un-pb4e,https://data.baltimorecity.gov/api/views/v5un-pb4e
https://data.baltimorecity.gov/api/views/ijuu-iee9,Education and Youth (2010-2012) - Shape,"Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",2014-05-20,https://data.baltimorecity.gov/d/ijuu-iee9,https://data.baltimorecity.gov/api/views/ijuu-iee9
https://data.baltimorecity.gov/api/views/igey-yuay,Crime and Safety (2015),"Indicators presented here represent the year 2015 values for Crime and Safety from Vital Signs published by the Baltimore Neighborhood Indicators Alliance. For more information, please visit http://www.bniajfi.org/vital_signs.",2017-07-12,https://data.baltimorecity.gov/d/igey-yuay,https://data.baltimorecity.gov/api/views/igey-yuay
https://data.baltimorecity.gov/api/views/a3qh-vp5x,Housing and Community Development (2015),"Indicators presented here represent the year 2015 values for Housing and Community Development from Vital Signs published by the Baltimore Neighborhood Indicators Alliance. For more information, please visit http://www.bniajfi.org/vital_signs.",2017-07-12,https://data.baltimorecity.gov/d/a3qh-vp5x,https://data.baltimorecity.gov/api/views/a3qh-vp5x
https://data.baltimorecity.gov/api/views/2fex-mveq,Public Pools,Public Pools,2018-12-08,https://data.baltimorecity.gov/d/2fex-mveq,https://data.baltimorecity.gov/api/views/2fex-mveq
https://data.baltimorecity.gov/api/views/ifsa-6r6x,Education and Youth (2010-2013)  - Shape,"BNIA-JFI tracks twenty seven indicators for elementary, middle, and high school students in an effort to measure the educational performance and youth engagement in Baltimore City. These indicators are grouped into the following seven categories: student enrollment and demographics; dropout rate and high school completion; student attendance, suspensions and expulsions; elementary and middle school student achievement; high school performance; youth labor force participation; and youth civic engagement. The source of data for the Education and Youth section is provided by the Baltimore City Public School System, the American Community Survey and the Baltimore City Board of Elections. The data provided by the Baltimore City Public Schools includes student address, which allows BNIA-JFI to present data on educational performance by the neighborhood in which the student lives, not by the school attended. This allows BNIA-JFI to examine the relationship between community conditions and educational performance. Education and Youth indicators may not be directly comparable to data provided by either the Baltimore City Public School System or the Maryland Department of Education due to several reasons including differences in methodology used to create indicators, excluding students who cannot be matched between data files provided by BCPSS, and excluding students whose home address cannot be geocoded. In the 2009-2010 school year, 3.4% of the student addresses could not be matched or geocoded. This means that these students were not included in our analysis and not included in calculations for the City as a whole and therefore direct comparisons to data and results available through the Baltimore City Public Schools and the Maryland Report Card cannot be made.",2015-05-14,https://data.baltimorecity.gov/d/ifsa-6r6x,https://data.baltimorecity.gov/api/views/ifsa-6r6x
https://data.baltimorecity.gov/api/views/ubis-rh9m,Legislative Districts,Maryland Legislative Election Districts for the city.,2012-10-22,https://data.baltimorecity.gov/d/ubis-rh9m,https://data.baltimorecity.gov/api/views/ubis-rh9m
https://data.baltimorecity.gov/api/views/9bbz-8q88,BCPSS Elementary School Boundary,BCPSS Elementary School Boundary,2018-11-30,https://data.baltimorecity.gov/d/9bbz-8q88,https://data.baltimorecity.gov/api/views/9bbz-8q88
https://data.baltimorecity.gov/api/views/gwdu-3ea2,Housing and Community Development Vital Signs 2010 - Shape,BNIA-JFI uses Community Statistical Areas (CSAs) boundaries for tracking Vital Signs data so that progress can be measured over time. CSAs are based on Census tracts which remain consistent from year to year. BNIA-JFI relates CSAs to neighborhoods as defined by the Baltimore City Department of Planning.,2013-01-22,https://data.baltimorecity.gov/d/gwdu-3ea2,https://data.baltimorecity.gov/api/views/gwdu-3ea2
https://data.baltimorecity.gov/api/views/nxbm-dfav,Crime Camera,Shape file displaying the Baltimore Police Department's crime cameras.,2013-02-13,https://data.baltimorecity.gov/d/nxbm-dfav,https://data.baltimorecity.gov/api/views/nxbm-dfav
https://data.baltimorecity.gov/api/views/97wh-u9j5,Charm City Circulator Routes,"The Charm City Circulator Routes data layer shows the three Charm City Circulator routes; Green, Orange, and Purple. As of January 26th, 2012, all routes are not final.",2012-10-23,https://data.baltimorecity.gov/d/97wh-u9j5,https://data.baltimorecity.gov/api/views/97wh-u9j5
https://data.baltimorecity.gov/api/views/gqbd-j4a2,Homewood Community Partners,Homewood Community Partners,2014-03-14,https://data.baltimorecity.gov/d/gqbd-j4a2,https://data.baltimorecity.gov/api/views/gqbd-j4a2
https://data.baltimorecity.gov/api/views/bwyj-zmj2,Fire Station,Fire Station,2018-12-08,https://data.baltimorecity.gov/d/bwyj-zmj2,https://data.baltimorecity.gov/api/views/bwyj-zmj2
https://data.baltimorecity.gov/api/views/t7tk-reum,Education and Youth (2015),"Indicators presented here represent the year 2015 values for Education and Youth from Vital Signs published by the Baltimore Neighborhood Indicators Alliance. For more information, please visit http://www.bniajfi.org/vital_signs.",2017-07-12,https://data.baltimorecity.gov/d/t7tk-reum,https://data.baltimorecity.gov/api/views/t7tk-reum
https://data.baltimorecity.gov/api/views/ya3a-r2k5,Land Use,Polygon feature representing current landuse conditions accurate to a 1/4 of a block. Last Updated 2008,2012-10-22,https://data.baltimorecity.gov/d/ya3a-r2k5,https://data.baltimorecity.gov/api/views/ya3a-r2k5
https://data.baltimorecity.gov/api/views/4nm3-azth,Major Drainage,Major Drainage,2018-11-29,https://data.baltimorecity.gov/d/4nm3-azth,https://data.baltimorecity.gov/api/views/4nm3-azth
https://data.baltimorecity.gov/api/views/ngpc-bmqn,Charm City Circulator Routes,Charm City Circulator Routes,2018-12-08,https://data.baltimorecity.gov/d/ngpc-bmqn,https://data.baltimorecity.gov/api/views/ngpc-bmqn
https://data.baltimorecity.gov/api/views/9836-hg6k,Building Footprint,Building Footprint,2018-12-08,https://data.baltimorecity.gov/d/9836-hg6k,https://data.baltimorecity.gov/api/views/9836-hg6k
https://data.baltimorecity.gov/api/views/873b-4xqf,Children and Family Health & Well-Being - 2010 Shape,"Baltimore City continues to make improving the health and lives of its residents a priority. In 2011, the City released the update of Community Health Profiles for all CSAs as well as Healthy Baltimore 2015 Safe Homes and Families, a comprehensive health policy agenda and measures for tracking progress. In order to describe the health and well being of City residents, BNIA-JFI currently tracks thirteen adult, juvenile, and infant health indicators for Baltimore City and its neighborhoods. The data is provided by the Maryland Department of Health and Mental Hygiene, Maryland Department of the Environment, Baltimore Substance Abuse Systems (BSAS), the Baltimore City Health Department, and the United States Bureau of the Census. Where possible, data is presented at the CSA and City level. For several indicators, data is only available at the zip code level.",2013-02-26,https://data.baltimorecity.gov/d/873b-4xqf,https://data.baltimorecity.gov/api/views/873b-4xqf
https://data.baltimorecity.gov/api/views/ndiy-bquc,Trash and Recycle Day,Trash and Recycle Day,2018-11-29,https://data.baltimorecity.gov/d/ndiy-bquc,https://data.baltimorecity.gov/api/views/ndiy-bquc
https://data.baltimorecity.gov/api/views/s4yg-vpih,Workforce and Economic Development (2010-2013) - Shape,"Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",2015-05-14,https://data.baltimorecity.gov/d/s4yg-vpih,https://data.baltimorecity.gov/api/views/s4yg-vpih
https://data.baltimorecity.gov/api/views/anx3-3nf2,Area Master Plans,Boundaries of the Area Master Plans that have been approved by the Mayor & City Council of Baltimore.,2012-10-22,https://data.baltimorecity.gov/d/anx3-3nf2,https://data.baltimorecity.gov/api/views/anx3-3nf2
https://data.baltimorecity.gov/api/views/5cni-ybar,Neighborhoods,Polygon feature representing the boundaries of Baltimore City's neighborhoods as of the year 2010,2012-10-22,https://data.baltimorecity.gov/d/5cni-ybar,https://data.baltimorecity.gov/api/views/5cni-ybar
https://data.baltimorecity.gov/api/views/52rz-wgjn,Workforce and Economic Development (2010-2012) - Shape,"Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",2014-05-20,https://data.baltimorecity.gov/d/52rz-wgjn,https://data.baltimorecity.gov/api/views/52rz-wgjn
https://data.baltimorecity.gov/api/views/yjbq-agie,Census Demographics 2010-2012 - Shape,"Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",2014-05-20,https://data.baltimorecity.gov/d/yjbq-agie,https://data.baltimorecity.gov/api/views/yjbq-agie
https://data.baltimorecity.gov/api/views/p3rz-bb4s,BCPSS Middle School Boundary,This feature class represents the attendance boundaries for middle schools within the Baltimore City Public Schools for the 2009-2010 school year.,2018-12-08,https://data.baltimorecity.gov/d/p3rz-bb4s,https://data.baltimorecity.gov/api/views/p3rz-bb4s
https://data.baltimorecity.gov/api/views/am5j-sqbt,Recreation Center,Recreation Center,2018-11-29,https://data.baltimorecity.gov/d/am5j-sqbt,https://data.baltimorecity.gov/api/views/am5j-sqbt
https://data.baltimorecity.gov/api/views/i7fa-rw3k,Religious Building,Religious Building,2018-12-08,https://data.baltimorecity.gov/d/i7fa-rw3k,https://data.baltimorecity.gov/api/views/i7fa-rw3k
https://data.baltimorecity.gov/api/views/jcci-nzfy,Crime & Safety 2010 - Shape,All crime data for Vital Signs indicators are provided by the Baltimore City Police Department. BNIA-JFI normalizes this data by population to establish crime rates. Normalizing data allows for the rates to reflect the concentration of the crime relative to the population in the area and allows for comparison between areas of different populations.,2013-02-26,https://data.baltimorecity.gov/d/jcci-nzfy,https://data.baltimorecity.gov/api/views/jcci-nzfy
https://data.baltimorecity.gov/api/views/jcix-cs5h,Railroad,Railroad,2018-12-08,https://data.baltimorecity.gov/d/jcix-cs5h,https://data.baltimorecity.gov/api/views/jcix-cs5h
https://data.baltimorecity.gov/api/views/2fxj-ph4e,On Street Bike Facilities,"The On Street Bike Facilities layer contains data for existing and proposed on-street bicycle facilities in Baltimore, such as bike lanes, sharrows, and signed routes. The On Street Bike Facilities layer can be tied directly to and is derived from the Baltimore City street centerline data layer. It should be noted that this data layer is a snap shot in time and will be updated regularly. The data is provided ""as is"" and the City of Baltimore will not be liable for its use or misuse by any party.",2013-08-27,https://data.baltimorecity.gov/d/2fxj-ph4e,https://data.baltimorecity.gov/api/views/2fxj-ph4e
https://data.baltimorecity.gov/api/views/gdse-gybh,Arts and Culture (2010-2013) - Shape,"Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",2015-05-14,https://data.baltimorecity.gov/d/gdse-gybh,https://data.baltimorecity.gov/api/views/gdse-gybh
https://data.baltimorecity.gov/api/views/bywi-mtiu,Crime & Safety (2010-2014) - Shape,"Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",2016-04-15,https://data.baltimorecity.gov/d/bywi-mtiu,https://data.baltimorecity.gov/api/views/bywi-mtiu
https://data.baltimorecity.gov/api/views/8s6d-nxcr,Senior Center,Senior Center,2018-12-08,https://data.baltimorecity.gov/d/8s6d-nxcr,https://data.baltimorecity.gov/api/views/8s6d-nxcr
https://data.baltimorecity.gov/api/views/77mk-gzh4,Vital Signs 16 Crime and Safety,Vital Signs 16 Crime and Safety,2018-07-10,https://data.baltimorecity.gov/d/77mk-gzh4,https://data.baltimorecity.gov/api/views/77mk-gzh4
https://data.baltimorecity.gov/api/views/k99m-qqjz,Sustainability (2010-2012) - KMZ,"Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",2014-05-20,https://data.baltimorecity.gov/d/k99m-qqjz,https://data.baltimorecity.gov/api/views/k99m-qqjz
https://data.baltimorecity.gov/api/views/nnac-my5w,Parcel,Parcel,2018-11-30,https://data.baltimorecity.gov/d/nnac-my5w,https://data.baltimorecity.gov/api/views/nnac-my5w
https://data.baltimorecity.gov/api/views/rz8b-wbi9,Baltimore City Line,This is the administrative line for the City of Baltimore.,2018-11-29,https://data.baltimorecity.gov/d/rz8b-wbi9,https://data.baltimorecity.gov/api/views/rz8b-wbi9
https://data.baltimorecity.gov/api/views/knqu-n36w,Vegetated Area,Vegetated Area,2018-12-08,https://data.baltimorecity.gov/d/knqu-n36w,https://data.baltimorecity.gov/api/views/knqu-n36w
https://data.baltimorecity.gov/api/views/fgn8-nd4r,Charm City Circulator Stops,"Shows the location of all Charm City Circulator stops. As of February 8th 2012, all stop locations are not final.",2012-10-23,https://data.baltimorecity.gov/d/fgn8-nd4r,https://data.baltimorecity.gov/api/views/fgn8-nd4r
https://data.baltimorecity.gov/api/views/eqz4-iyw9,Arts and Culture (2010-2012) -  Shape,"Most indicators throughout Vital Signs are created by acquiring and analyzing data collected from governmental agencies for some public administration purpose, such as 311 calls or housing inspections. However, data from the United States Bureau of the Census remains the best source for demographic and socioeconomic indicators for neighborhoods. The Census Bureau collects a wide variety of information through administration of both the decennial Census and the annual American Community Survey (ACS).",2014-05-20,https://data.baltimorecity.gov/d/eqz4-iyw9,https://data.baltimorecity.gov/api/views/eqz4-iyw9
https://data.baltimorecity.gov/api/views/efa9-mewy,Education and Youth 2010 - Shape,"BNIA-JFI tracks twenty seven indicators for elementary, middle, and high school students in an effort to measure the educational performance and youth engagement in Baltimore City. These indicators are grouped into the following seven categories: student enrollment and demographics; dropout rate and high school completion; student attendance, suspensions and expulsions; elementary and middle school student achievement; high school performance; youth labor force participation; and youth civic engagement. The source of data for the Education and Youth section is provided by the Baltimore City Public School System, the American Community Survey and the Baltimore City Board of Elections. The data provided by the Baltimore City Public Schools includes student address, which allows BNIA-JFI to present data on educational performance by the neighborhood in which the student lives, not by the school attended. This allows BNIA-JFI to examine the relationship between community conditions and educational performance. Education and Youth indicators may not be directly comparable to data provided by either the Baltimore City Public School System or the Maryland Department of Education due to several reasons including differences in methodology used to create indicators, excluding students who cannot be matched between data files provided by BCPSS, and excluding students whose home address cannot be geocoded. In the 2009-2010 school year, 3.4% of the student addresses could not be matched or geocoded. This means that these students were not included in our analysis and not included in calculations for the City as a whole and therefore direct comparisons to data and results available through the Baltimore City Public Schools and the Maryland Report Card cannot be made.",2013-02-26,https://data.baltimorecity.gov/d/efa9-mewy,https://data.baltimorecity.gov/api/views/efa9-mewy
https://data.baltimorecity.gov/api/views/k8kg-234b,Charm City Circulator Stops,Charm City Circulator Stops,2018-12-08,https://data.baltimorecity.gov/d/k8kg-234b,https://data.baltimorecity.gov/api/views/k8kg-234b
https://data.baltimorecity.gov/api/views/peea-eb6z,Major Drainage Basins,Polygon feature representing the major drainage basins within Baltimore City. Last Updated 2008,2012-10-22,https://data.baltimorecity.gov/d/peea-eb6z,https://data.baltimorecity.gov/api/views/peea-eb6z
https://data.baltimorecity.gov/api/views/tau7-6emy,Street Centerlines,"Line feature representing the midpoint of a paved roads, bridges, tunnels, ramps, limited access routes, and alleys. Last Updated 2008",2012-10-22,https://data.baltimorecity.gov/d/tau7-6emy,https://data.baltimorecity.gov/api/views/tau7-6emy
