identifier,code,title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,isPartOf,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
f6727fbbb8b842d3b30baae05cef24cb_7,04b-24005,Basic Services - Water(Empty),,"The Wtr_2016 feature class represents water deficient areas as represented on the 2016 Water Basic Services Map.The 2016 Water Basic Services Map was enacted under bill number 18-16 and is part of the Baltimore County Zoning Regulations, 1955 as amended by the bill adopted May 2, 2016. Effective May 16, 2016.There were no deficient areas identified in 2016.",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-09-20T16:14:52.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-180.0,-69.9944,180.0,90.0",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/f6727fbbb8b842d3b30baae05cef24cb_7,http://data-bc-gis.opendata.arcgis.com/datasets/f6727fbbb8b842d3b30baae05cef24cb_7.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/DevelopmentManagement/BasicServices/MapServer/7,,MapServer,Basic Services|Water|utilities
286ecb1bf68f4dbcbaf1c0557945aec2_7,04b-24005,Middle School Districts,,Middle School district boundaries for Baltimore County.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-01-06T18:23:03.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.8973,39.1857,-76.3119,39.7219",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/286ecb1bf68f4dbcbaf1c0557945aec2_7,http://data-bc-gis.opendata.arcgis.com/datasets/286ecb1bf68f4dbcbaf1c0557945aec2_7.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Education/SchoolDistricts/MapServer/7,,MapServer,Baltimore County|Middle School Districts|education
f5b2f41063cd433097f43ecd8ef7f695_1,04b-24005,CBCA Outer Boundary,,"This data is valid and authoritative for the time period beginning on the date it is approved by the Critical Area Commission, and ending on the date of an approved revision.",Geospatial data,,Shapefile,Dataset|Service,Vector,2017-08-30T13:58:49.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.6691,39.2045,-76.3413,39.4251",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/f5b2f41063cd433097f43ecd8ef7f695_1,http://data-bc-gis.opendata.arcgis.com/datasets/f5b2f41063cd433097f43ecd8ef7f695_1.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Environmental/Environmental/MapServer/1,,MapServer,chesapeake bay critical area|outer boundary
9cf187a3d0d444ffaae25cc8720d41eb_0,04b-24005,Hydrology Lines,,Feature class contains all hydrology lines for Baltimore County.? Lines were compiled from aerial photography.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-09-27T17:49:14.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.9129,39.1934,-76.3172,39.7226",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/9cf187a3d0d444ffaae25cc8720d41eb_0,http://data-bc-gis.opendata.arcgis.com/datasets/9cf187a3d0d444ffaae25cc8720d41eb_0.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Hydrology/Hydrology/MapServer/0,,MapServer,Baltimore County|streams|rivers|lines|hydrology lines|hydrology
c8301bf4b8ed463a8949cd71b4188c41_10,04b-24005,Road Edge of Pavement,,"Layer symbolizes roads from edge of pavement in Baltimore County, Maryland. Data captured from aerial photography.",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-10-26T18:30:51.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.8919,39.1949,-76.3255,39.7225",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/c8301bf4b8ed463a8949cd71b4188c41_10,http://data-bc-gis.opendata.arcgis.com/datasets/c8301bf4b8ed463a8949cd71b4188c41_10.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Transportation/Transportation/MapServer/10,,MapServer,Road|Edge of Pavement|Baltimore County|transportation
e38b51bdd76a4b3eaed4d9caf4abef2e_7,04b-24005,Zoning 2008,,"Zoning is a system of land use regulation that controls the physical development of land. It is a legal mechanism by which local government is able to regulate an owner?s right to use privately owned land for the sake of protecting the public health, safety, and/or general welfare. Land is mapped into different zones with the primary purpose of promoting compatible land uses and to separate incompatible uses.",Geospatial data,,Shapefile,Dataset|Service,Vector,2017-06-08T18:10:25.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.8976,39.1947,-76.3174,39.7219",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/e38b51bdd76a4b3eaed4d9caf4abef2e_7,http://data-bc-gis.opendata.arcgis.com/datasets/e38b51bdd76a4b3eaed4d9caf4abef2e_7.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/DevelopmentManagement/Zoning/MapServer/7,,MapServer,baltimore county|zoning|2008
ab6e653e0cef4d0a9160a2640a1818f1_3,04b-24005,Sub Watersheds,,"The Sub Watershed data set contains areas of land that
contribute runoff and groundwater into a specific stream system.?Each
feature in this data set represents the drainage basin for a single named
stream or waterbody.? The drainage basins were delineated from Baltimore
County's 1953 topographic maps at 1:2400 scale.? Stream names were
extensively researched by S. Hank Grose.? Stream name sources included
1970-1990 state highway maps and various historic maps.??",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-09-27T18:09:16.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.8968,39.1947,-76.3174,39.7219",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/ab6e653e0cef4d0a9160a2640a1818f1_3,http://data-bc-gis.opendata.arcgis.com/datasets/ab6e653e0cef4d0a9160a2640a1818f1_3.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Hydrology/Hydrology/MapServer/3,,MapServer,Baltimore County|hydrology|subwatersheds
c4c74231efbf4d78a8a41d69daf744ef_4,04b-24005,Special Flood Hazard Area,,"The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The file is georeferenced to earth's surface using the Maryland Coordinate System, U.S. Survey Foot. The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000.",Geospatial data,,Shapefile,Dataset|Service,Vector,2018-04-17T14:21:46.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.8968,39.1907,-76.3163,39.7219",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/c4c74231efbf4d78a8a41d69daf744ef_4,http://data-bc-gis.opendata.arcgis.com/datasets/c4c74231efbf4d78a8a41d69daf744ef_4.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/DevelopmentManagement/Floodplain/MapServer/4,,MapServer,Flood Plain|flood hazard area|hydrology|elevation|environment|transportation|structure|inlandwaters|FEMA Flood Hazard Zone|Riverine flooding|Floodway|FIRM|DFIRM|SFHA|DFIRM Database|Flood Insurance Rate Map|NFIP|Special Flood Hazard Area|Digital Flood Insurance Rate Map|Base Flood Elevation
bfa6b1a1c6bf4b899c56a2fd9287cd18_1,04b-24005,Interstates,,There is no description available.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-07-12T15:33:33.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.8893,39.1964,-76.3289,39.7225",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/bfa6b1a1c6bf4b899c56a2fd9287cd18_1,http://data-bc-gis.opendata.arcgis.com/datasets/bfa6b1a1c6bf4b899c56a2fd9287cd18_1.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Transportation/Centerlines/MapServer/1,,MapServer,baltimore county|interstates|roads
6d7dbe0ee1f5418e8f3747f839f64a65,04b-24005,2011 Orthophotography,,Orthophotography for Baltimore County from March/April 2011.? Complete county wide data set captured in project from Stae of Maryland.,Aerial imagery,,Imagery,Image|Service,,2016-08-23T17:58:49.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.9165,39.1886,-76.3186,39.7286",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/6d7dbe0ee1f5418e8f3747f839f64a65,,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Imagery/Orthos2011/ImageServer,,ImageServer,Baltimore|Baltimore County|Orthos|2011
b30582ab816548918a209848254a3ef5_3,04b-24005,Abandoned Railroad,,"Abandoned Railroads in Baltimore County, MD.",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-10-26T18:18:28.000Z,,,"Baltimore County, Maryland, United States|Maryland, United States","-76.7916,39.2076,-76.4103,39.4946",Maryland,Counties Geospatial Data,"Baltimore County, Maryland",Baltimore County Web Map Portal,http://data-bc-gis.opendata.arcgis.com/datasets/b30582ab816548918a209848254a3ef5_3,http://data-bc-gis.opendata.arcgis.com/datasets/b30582ab816548918a209848254a3ef5_3.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Transportation/Transportation/MapServer/3,,MapServer,Abandoned Railroad|Baltimore County|transportation
e2105962b92f440e85eb670337e008a8_8,05b-27011,Tax Parcels,,"The published representation of real property areas, combined with assessing and tax information from CAMA and Tax systems, and organized for consumption in desktop and web applications.",Geospatial data,,Shapefile,Dataset|Service,Vector,2018-04-24T20:00:11.000Z,,,"Big Stone County, Minnesota, United States|Minnesota, United States","-96.696,45.141,-96.126,45.711",Minnesota,Counties Geospatial Data,"Big Stone County, Minnesota",Big Stone County,http://data-bigstonecounty.opendata.arcgis.com/datasets/e2105962b92f440e85eb670337e008a8_8,http://data-bigstonecounty.opendata.arcgis.com/datasets/e2105962b92f440e85eb670337e008a8_8.zip,https://gis.co.big-stone.mn.us/arcgis/rest/services/Assessor/LandRecords/MapServer/8,,MapServer,Tax Parcel|Parcel|Property|Assessment|CAMA|Land Records
c5a73266ac9745a08fa3e4bbd2057653_10,05b-27011,Township Representatives,,Elected officials of a township and the geographic extent of the area represented.,Geospatial data,,Shapefile,Dataset|Service,Vector,2018-07-23T21:21:08.000Z,,,"Big Stone County, Minnesota, United States|Minnesota, United States","-96.696,45.141,-96.126,45.711",Minnesota,Counties Geospatial Data,"Big Stone County, Minnesota",Big Stone County,http://data-bigstonecounty.opendata.arcgis.com/datasets/c5a73266ac9745a08fa3e4bbd2057653_10,http://data-bigstonecounty.opendata.arcgis.com/datasets/c5a73266ac9745a08fa3e4bbd2057653_10.zip,https://gis.co.big-stone.mn.us/arcgis/rest/services/Auditor/ElectoralDistricts/MapServer/10,,MapServer,Representative|Elected Official|Elections|Voting|Township
c8807ec1d47241b1ab5c550da55f342a_9,05b-27011,Municipality Representatives,,"Elected officials of a municipality, city, or village and the geographic extent of the area represented.",Geospatial data,,Shapefile,Dataset|Service,Vector,2018-07-23T21:13:41.000Z,,,"Big Stone County, Minnesota, United States|Minnesota, United States","-96.696,45.141,-96.126,45.711",Minnesota,Counties Geospatial Data,"Big Stone County, Minnesota",Big Stone County,http://data-bigstonecounty.opendata.arcgis.com/datasets/c8807ec1d47241b1ab5c550da55f342a_9,http://data-bigstonecounty.opendata.arcgis.com/datasets/c8807ec1d47241b1ab5c550da55f342a_9.zip,https://gis.co.big-stone.mn.us/arcgis/rest/services/Auditor/ElectoralDistricts/MapServer/9,,MapServer,Municipality|Representative|City|Elected Official|Elections|Voting
b32f287a6a9043418851545fe8fda8e5_5,05b-27167,Municipal Boundaries,,The geographic extent of a political governance area or civil area.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-07T13:30:12.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.7451,46.0216,-96.2729,46.5675",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/b32f287a6a9043418851545fe8fda8e5_5,http://share-wilkinco.opendata.arcgis.com/datasets/b32f287a6a9043418851545fe8fda8e5_5.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/5,,MapServer,Municipal|Boundary|Geopolitical|Administrative
350d0487b54e416ea111e18496c9b50e_0,05b-27167,Address Points,,Address points represent the location along the street network where the specific site or service delivery address has been assigned.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-08-07T18:18:31.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.7824,46.0215,-96.2635,46.631",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/350d0487b54e416ea111e18496c9b50e_0,http://share-wilkinco.opendata.arcgis.com/datasets/350d0487b54e416ea111e18496c9b50e_0.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/0,,MapServer,Address|E911|E911|Wilkin|Wilkin County|Land Records|Land Information
57c7b48f599a4c6885f85f5c4fcdac56_9,05b-27167,Township Boundaries,,The geographic extent of a political governance area or civil area.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-07T13:41:50.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.7984,46.0213,-96.2629,46.631",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/57c7b48f599a4c6885f85f5c4fcdac56_9,http://share-wilkinco.opendata.arcgis.com/datasets/57c7b48f599a4c6885f85f5c4fcdac56_9.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/9,,MapServer,Township|Boundary|Geopolitical|Administrative|PLSS|Land Survey|Public Land Survey System
ef88a84e28c74cc492d53d899f875611_4,05b-27167,Tax Parcels,,"The published representation of real property areas, combined with assessing and tax information from CAMA and Tax systems.",Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-07T13:20:06.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.7984,46.0213,-96.2629,46.631",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/ef88a84e28c74cc492d53d899f875611_4,http://share-wilkinco.opendata.arcgis.com/datasets/ef88a84e28c74cc492d53d899f875611_4.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/4,,MapServer,Tax Parcels|Assessment|CAMA|Property|Land Information|Land Records
172a8e880d2949dea7db8a9e262ae597_7,05b-27167,PLSS Quarter-Quarter Sections,,The quarter-quarter division of the PLSS.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-08-07T18:29:01.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.7984,46.0213,-96.2629,46.631",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/172a8e880d2949dea7db8a9e262ae597_7,http://share-wilkinco.opendata.arcgis.com/datasets/172a8e880d2949dea7db8a9e262ae597_7.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/7,,MapServer,Cadastral|PLSS|Quarter|Land Survey|Public Land Survey System
61f3973c86aa4a3c81c588c0c65fe720_6,05b-27167,School Districts,,The geographic extent of a school district or attendance zone.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-07T13:44:06.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.7914,46.0213,-96.2628,46.631",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/61f3973c86aa4a3c81c588c0c65fe720_6,http://share-wilkinco.opendata.arcgis.com/datasets/61f3973c86aa4a3c81c588c0c65fe720_6.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/6,,MapServer,Boundary|Geopolitical|School|Education|District|Administrative
a5a59f39efce40c0b896f249aa7a46e7_2,05b-27167,Road Centerlines,,Road segments representing centerlines of all roadways in a local government.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-08-07T18:22:50.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.7819,46.0213,-96.2628,46.6316",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/a5a59f39efce40c0b896f249aa7a46e7_2,http://share-wilkinco.opendata.arcgis.com/datasets/a5a59f39efce40c0b896f249aa7a46e7_2.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/2,,MapServer,Transportation|E911|E911|Infrastructure
19bc5ec8af994668b4d00798d074dbb7_3,05b-27167,Right of Ways,,"Right of Ways, or encumbrances, are limitations on the rights and use of the land.",Geospatial data,,Shapefile,Dataset|Service,Vector,2017-08-07T18:24:31.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.782,46.0214,-96.2629,46.631",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/19bc5ec8af994668b4d00798d074dbb7_3,http://share-wilkinco.opendata.arcgis.com/datasets/19bc5ec8af994668b4d00798d074dbb7_3.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/3,,MapServer,Right of Way|Encumbrance|ROW|RightofWay|Transportation
6dca4a283caf4ae9ac2408f647b5ef8f_10,05b-27167,County Boundary,,The geographic extent of a political governance area or civil area.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-07T13:28:43.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.7984,46.0213,-96.2629,46.631",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/6dca4a283caf4ae9ac2408f647b5ef8f_10,http://share-wilkinco.opendata.arcgis.com/datasets/6dca4a283caf4ae9ac2408f647b5ef8f_10.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/10,,MapServer,Boundary|Geopolitical Area|County|Administrative
e3a1751acba440bd83777c90f2d30ffd_1,05b-27167,PLSS Section Corners,,These are the corners of the PLSS sections. This data set contains summary information about the coordinate location and reliability of corner coordinate information.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-07T13:48:46.000Z,,,"Wilkin County, Minnesota, United States|Minnesota, United States","-96.7819,46.0214,-96.2629,46.6311",Minnesota,Counties Geospatial Data,"Wilkin County, Minnesota",Wilkin County,http://share-wilkinco.opendata.arcgis.com/datasets/e3a1751acba440bd83777c90f2d30ffd_1,http://share-wilkinco.opendata.arcgis.com/datasets/e3a1751acba440bd83777c90f2d30ffd_1.zip,https://gisweb.co.wilkin.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/1,,MapServer,Cadastral|PLSS|Section|Corner|Land Survey|Public Land Survey System
93ea24bc9a854e2e9c54491921da5cd6_0,08b-03,Surfaced Trails,,"The definition of an Existing Surfaced Trail is as follows: Any trail that is constructed with improved surface materials (i.e. concrete, asphalt, brick, gravel, cinders, wood, and mulch) and are accessible to the public. Excluded from this designation are existing trail alignments that have a dirt or grass surface.",Geospatial data,,Shapefile,Dataset|Service,Vector,2015-06-25T14:46:20.000Z,,,"Chester County, Pennsylvania, United States|Pennsylvania, United States","-76.04908821972393,39.73491988817006,-75.39481653154148,40.23712843682862",Penn State,Counties Geospatial Data,"Chester County, Pennsylvania","Chester County, PA",http://data1-chesco.opendata.arcgis.com/datasets/93ea24bc9a854e2e9c54491921da5cd6_0,http://data1-chesco.opendata.arcgis.com/datasets/93ea24bc9a854e2e9c54491921da5cd6_0.zip,https://services.arcgis.com/G4S1dGvn7PIgYd6Y/arcgis/rest/services/Surfaced_Trails/FeatureServer/0,,FeatureServer,trails| Chester County
ff61ef5b3d1e478cbd8ac8c34eae29c4_4,08b-03,Active Rails,,"?Active Railroads in Chester County. ?This data represents the railroad centerlines for Chester County.  The railroad centerlines data layer was originally based on aerial photographs taken April 7, 1993.  Updates to the layer have been made based on additional research and aerial photograph",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-05-11T18:58:09.000Z,,,"Chester County, Pennsylvania, United States|Pennsylvania, United States","-76.0291,39.7101,-75.3931,40.2542",Penn State,Counties Geospatial Data,"Chester County, Pennsylvania","Chester County, PA",http://data1-chesco.opendata.arcgis.com/datasets/ff61ef5b3d1e478cbd8ac8c34eae29c4_4,http://data1-chesco.opendata.arcgis.com/datasets/ff61ef5b3d1e478cbd8ac8c34eae29c4_4.zip,https://gisprodops.chesco.org/arcgis/rest/services/Planning_Services/Plan_CP_AGOL_D/MapServer/4,,MapServer,ccpc
bfc18b7c15fa43ef89658bf884287099,08b-03,Steep Slopes,,Areas of steep slope (percent) that fall within 2 categories: 1) Moderate (15-24%) and 2) Steep (greater than 25%) slopes within Chester County. The slope information is derived from a digital elevation terrain (DEM) that was created using Year 2000 elevation data.Steep Slopes were generated from a DEM created for Chester County by BAE Systems ADR (ADR),error,,error,error,,2016-11-03T16:01:34.000Z,,,"Chester County, Pennsylvania, United States|Pennsylvania, United States","-180.0,-90.0,180.0,90.0",Penn State,Counties Geospatial Data,"Chester County, Pennsylvania","Chester County, PA",http://data1-chesco.opendata.arcgis.com/datasets/bfc18b7c15fa43ef89658bf884287099,error,ftp://gisftp.chesco.org/ccpc/Open%20Data/SteepSlopes.zip,,,ccpc
113f6c046dfc4f159fb10bf5f637caab_19,08b-03,Total Population,,"2010 Total Population by Municipality, for Chester County. ?Provided by the U.S. Census Bureau, 2010 Census.http://www.landscapes2.org/mapping/CountyProfiles/popTotal.cfm",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-05-16T19:06:07.000Z,,,"Chester County, Pennsylvania, United States|Pennsylvania, United States","-76.1367,39.7078,-75.3549,40.2525",Penn State,Counties Geospatial Data,"Chester County, Pennsylvania","Chester County, PA",http://data1-chesco.opendata.arcgis.com/datasets/113f6c046dfc4f159fb10bf5f637caab_19,http://data1-chesco.opendata.arcgis.com/datasets/113f6c046dfc4f159fb10bf5f637caab_19.zip,https://gisprodops.chesco.org/arcgis/rest/services/Planning_Services/Plan_CP_AGOL_D/MapServer/19,,MapServer,chester county|planning|county profiles
8b6c70f6779246f9af1b9399e292a041_0,08b-03,Polling Places,,"Locations where ballots can be cast on election day in Chester County, PA",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-02-25T20:15:30.000Z,,,"Chester County, Pennsylvania, United States|Pennsylvania, United States","-76.45342474795389,39.68967536375653,-75.03505950458275,40.267118995972524",Penn State,Counties Geospatial Data,"Chester County, Pennsylvania","Chester County, PA",http://data1-chesco.opendata.arcgis.com/datasets/8b6c70f6779246f9af1b9399e292a041_0,http://data1-chesco.opendata.arcgis.com/datasets/8b6c70f6779246f9af1b9399e292a041_0.zip,https://services.arcgis.com/G4S1dGvn7PIgYd6Y/arcgis/rest/services/ElectionPollingPlaces/FeatureServer/0,,FeatureServer,Election|  Election Polling Places|  Precincts|  Voting
8b6c70f6779246f9af1b9399e292a041_1,08b-03,Voting Precincts,,"Locations where ballots can be cast on election day in Chester County, PA",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-02-25T20:15:30.000Z,,,"Chester County, Pennsylvania, United States|Pennsylvania, United States","-76.45342474795389,39.68967536375653,-75.03505950458275,40.267118995972524",Penn State,Counties Geospatial Data,"Chester County, Pennsylvania","Chester County, PA",http://data1-chesco.opendata.arcgis.com/datasets/8b6c70f6779246f9af1b9399e292a041_1,http://data1-chesco.opendata.arcgis.com/datasets/8b6c70f6779246f9af1b9399e292a041_1.zip,https://services.arcgis.com/G4S1dGvn7PIgYd6Y/arcgis/rest/services/ElectionPollingPlaces/FeatureServer/1,,FeatureServer,Election|  Election Polling Places|  Precincts|  Voting
c2bb8a39e7534fc6a3ea2fa13df9f9d4_0,08b-03,Park and Ride,,Park and Ride locations in and around Chester County provided by PennDOT.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-05-11T18:58:40.000Z,,,"Chester County, Pennsylvania, United States|Pennsylvania, United States","-76.0252,39.7303,-75.3128,40.224",Penn State,Counties Geospatial Data,"Chester County, Pennsylvania","Chester County, PA",http://data1-chesco.opendata.arcgis.com/datasets/c2bb8a39e7534fc6a3ea2fa13df9f9d4_0,http://data1-chesco.opendata.arcgis.com/datasets/c2bb8a39e7534fc6a3ea2fa13df9f9d4_0.zip,https://gisprodops.chesco.org/arcgis/rest/services/Planning_Services/Plan_CP_AGOL_D/MapServer/0,,MapServer,ccpc
d69d848fc53442b3a33a3da7ebdb6b69_0,08b-03,Proposed Land Developments,,"Proposed subdivision activity submitted to the County Planning Commission for review as required by the Pennsylvania Municipalities Planning Code, Act 247. ?Mapped data created from all proposed subdivision plans is used to show locations where subdivisions could occur for various tracking and impact evaluations. ?It's important to note this is only proposed development submitted for review and should not be confused with approved development.",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-05-13T15:11:03.000Z,,,"Chester County, Pennsylvania, United States|Pennsylvania, United States","-76.1,39.71,-75.4,40.25",Penn State,Counties Geospatial Data,"Chester County, Pennsylvania","Chester County, PA",http://data1-chesco.opendata.arcgis.com/datasets/d69d848fc53442b3a33a3da7ebdb6b69_0,http://data1-chesco.opendata.arcgis.com/datasets/d69d848fc53442b3a33a3da7ebdb6b69_0.zip,https://gisprodops.chesco.org/arcgis/rest/services/Planning_Services/Plan_Act247_AGOL_D/MapServer/0,,MapServer,ccpc
053eb2545cff4487b515602cb6b289cf_0,08b-03,FEMA 100 Year Flood Zones,,"The FEMA 100 Year Flood Zones layer contains flood zone values A, AE and AO.??This data layer is FEMA's official National Flood Hazard Layer for Chester County.??The effective date is?9/29/2017.",Geospatial data,,Shapefile,Dataset|Service,Vector,2017-04-24T14:38:07.000Z,,,"Chester County, Pennsylvania, United States|Pennsylvania, United States","-76.13671823793571,39.72163478237553,-75.354817203718,40.23935405264071",Penn State,Counties Geospatial Data,"Chester County, Pennsylvania","Chester County, PA",http://data1-chesco.opendata.arcgis.com/datasets/053eb2545cff4487b515602cb6b289cf_0,http://data1-chesco.opendata.arcgis.com/datasets/053eb2545cff4487b515602cb6b289cf_0.zip,https://services.arcgis.com/G4S1dGvn7PIgYd6Y/arcgis/rest/services/FEMA_100_Year_Flood_Zones/FeatureServer/0,,FeatureServer,Chester County| FEMA| Floodplains
