Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
,Solar Panels,Solar panel locations in Anne Arundel Couonty.,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,PublicSafety|AAPD|AACo|SolarPanels|OpenData,2020-01-10T17:56:41.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8285,38.7138,-76.4127,39.2327",Vector data,Shapefile,https://opendata.aacounty.org/datasets/f2b060cfaebb4cc5ba5086ea6c315d50_20,https://opendata.aacounty.org/datasets/f2b060cfaebb4cc5ba5086ea6c315d50_20.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Public_Safety_OpenData/MapServer/20,,,f2b060cfaebb4cc5ba5086ea6c315d50_20,https://hub.arcgis.com/datasets/f2b060cfaebb4cc5ba5086ea6c315d50_20,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.2389 MB
,Consolidated Trails,"This is the Consolidated Trails layer for Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,ConsolidatedTrails|Recreation|AnneArundelCounty|AACO|OpenData,2020-03-09T10:30:26.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8328,38.7212,-76.4041,39.2358",Vector data,Shapefile,https://opendata.aacounty.org/datasets/86f46d3d1fda41a09defdf8fc0dd88c2_8,https://opendata.aacounty.org/datasets/86f46d3d1fda41a09defdf8fc0dd88c2_8.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Recreation_OpenData/MapServer/8,,,86f46d3d1fda41a09defdf8fc0dd88c2_8,https://hub.arcgis.com/datasets/86f46d3d1fda41a09defdf8fc0dd88c2_8,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.7681 MB
,Golf Course,"This is the Golf Course layer for Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Recreation|GolfCourse|AnneArundelCounty|AACO|OpenData,2019-10-31T10:56:05.000Z,,,"Lake Shore, Maryland|Mayo, Maryland|Annapolis Neck, Maryland|Anne Arundel County, Maryland|Arnold, Maryland|Herald Harbor, Maryland|Edgewater, Maryland|Gambrills, Maryland|Arden On The Severn, Maryland|Naval Academy, Maryland|Riva, Maryland|Annapolis, Maryland|Parole, Maryland|Severna Park, Maryland|Highland Beach, Maryland|Cape St. Claire, Maryland|Crownsville, Maryland|Galesville, Maryland|Maryland","-76.6978,38.8111,-76.4221,39.1625",Vector data,Shapefile,https://opendata.aacounty.org/datasets/5b914dbc4cac48f49e6b8cc0fca8f8f5_0,https://opendata.aacounty.org/datasets/5b914dbc4cac48f49e6b8cc0fca8f8f5_0.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Recreation_OpenData/MapServer/0,,,5b914dbc4cac48f49e6b8cc0fca8f8f5_0,https://hub.arcgis.com/datasets/5b914dbc4cac48f49e6b8cc0fca8f8f5_0,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0676 MB
,Park Features Polygon,"This is the Park Features Polygon layer for Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,ParkFeaturesPolygon|Recreation|AnneArundelCounty|AACO|OpenData,2020-03-06T16:09:48.000Z,,,"Herald Harbor, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Linthicum, Maryland|Riva, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8337,38.7753,-76.4266,39.2357",Vector data,Shapefile,https://opendata.aacounty.org/datasets/3ebc7aa1e19f43be9304a1eef39133e4_7,https://opendata.aacounty.org/datasets/3ebc7aa1e19f43be9304a1eef39133e4_7.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Recreation_OpenData/MapServer/7,,,3ebc7aa1e19f43be9304a1eef39133e4_7,https://hub.arcgis.com/datasets/3ebc7aa1e19f43be9304a1eef39133e4_7,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.2563 MB
,Sports Fields,"This is the Sports Fields layer for Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Recreation|SportsFields|AnneArundelCounty|AACO|OpenData,2019-04-16T11:58:13.000Z,,,"Herald Harbor, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Linthicum, Maryland|Riva, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8337,38.7753,-76.4266,39.2357",Vector data,Shapefile,https://opendata.aacounty.org/datasets/961ead5aae544fd198f7758651fd3a6f_4,https://opendata.aacounty.org/datasets/961ead5aae544fd198f7758651fd3a6f_4.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Recreation_OpenData/MapServer/4,,,961ead5aae544fd198f7758651fd3a6f_4,https://hub.arcgis.com/datasets/961ead5aae544fd198f7758651fd3a6f_4,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.1469 MB
,Emergency Shelters,"This is the Emergency Shelters layer for Anne Arundel County, Maryland. ",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Public_Safety|EmergencyShelters|AnneArundelCounty|AACO|OpenData,2020-01-10T17:56:30.000Z,,,"Herald Harbor, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Naval Academy, Maryland|Queen Anne, Maryland|Howard County, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Riva, Maryland|Severn, Maryland|Prince George's County, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Annapolis Neck, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Maryland","-76.8196,38.8242,-76.4524,39.2163",Vector data,Shapefile,https://opendata.aacounty.org/datasets/674ce1ac47af4f0696922f247dd9fd1f_5,https://opendata.aacounty.org/datasets/674ce1ac47af4f0696922f247dd9fd1f_5.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Public_Safety_OpenData/MapServer/5,,,674ce1ac47af4f0696922f247dd9fd1f_5,https://hub.arcgis.com/datasets/674ce1ac47af4f0696922f247dd9fd1f_5,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0048 MB
,Fire Stations,Fire Station locations in Anne Arundel County,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,PublicSafety|AAFD|AACo|FireStations|OpenData,2020-01-10T17:56:34.000Z,,,"Herald Harbor, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Naval Academy, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Riva, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8197,38.7812,-76.4382,39.2231",Vector data,Shapefile,https://opendata.aacounty.org/datasets/fbf7ab2d3af54aaa8c68f2067b553749_11,https://opendata.aacounty.org/datasets/fbf7ab2d3af54aaa8c68f2067b553749_11.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Public_Safety_OpenData/MapServer/11,,,fbf7ab2d3af54aaa8c68f2067b553749_11,https://hub.arcgis.com/datasets/fbf7ab2d3af54aaa8c68f2067b553749_11,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0035 MB
,Neighborhoods,"This is the Neighborhoods layer for Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Public_Safety|Neighborhoods|AnneArundelCounty|AACO|OpenData,2020-01-10T17:56:38.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8318,38.7135,-76.3925,39.2360",Vector data,Shapefile,https://opendata.aacounty.org/datasets/45ceb43bc3e54cfdbb68201f2b59fc69_16,https://opendata.aacounty.org/datasets/45ceb43bc3e54cfdbb68201f2b59fc69_16.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Public_Safety_OpenData/MapServer/16,,,45ceb43bc3e54cfdbb68201f2b59fc69_16,https://hub.arcgis.com/datasets/45ceb43bc3e54cfdbb68201f2b59fc69_16,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,1.285 MB
,Liberty Dam Inundation,"This is the Liberty Dam Inundation layer for Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Public_Safety|LibertyDamInundation|AnneArundelCounty|AACO|OpenData,2020-01-10T17:56:37.000Z,,,"Lochearn, Maryland|Anne Arundel County, Maryland|Woodlawn, Maryland|Milford Mill, Maryland|Catonsville, Maryland|Brooklyn Park, Maryland|Linthicum, Maryland|Howard County, Maryland|Baltimore County, Maryland|Lansdowne, Maryland|Prince George's County, Maryland|Arbutus, Maryland|Ellicott City, Maryland|Baltimore Highlands, Maryland|Maryland","-76.9589,39.1779,-76.5711,39.3790",Vector data,Shapefile,https://opendata.aacounty.org/datasets/1d741991402f446dacf9e700cd180426_14,https://opendata.aacounty.org/datasets/1d741991402f446dacf9e700cd180426_14.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Public_Safety_OpenData/MapServer/14,,,1d741991402f446dacf9e700cd180426_14,https://hub.arcgis.com/datasets/1d741991402f446dacf9e700cd180426_14,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0525 MB
,Buoys,This layer was created based on the inventory of buoys supplied by the US Coast Guard. This layer was completed on 3/12/2012.,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,PublicSafety|AAFD|AACo|Buoys|OpenData,2020-01-10T17:56:26.000Z,,,"Lake Shore, Maryland|Mayo, Maryland|Annapolis Neck, Maryland|Anne Arundel County, Maryland|Arnold, Maryland|Herald Harbor, Maryland|Edgewater, Maryland|Calvert County, Maryland|Deale, Maryland|Naval Academy, Maryland|Shady Side, Maryland|Annapolis, Maryland|North Beach, Maryland|Highland Beach, Maryland|Cape St. Claire, Maryland|Riviera Beach, Maryland|Galesville, Maryland|Maryland","-76.6011,38.7020,-76.3331,39.1967",Vector data,Shapefile,https://opendata.aacounty.org/datasets/383d219764124eb6b65103f3cd4f1ad9_0,https://opendata.aacounty.org/datasets/383d219764124eb6b65103f3cd4f1ad9_0.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Public_Safety_OpenData/MapServer/0,,,383d219764124eb6b65103f3cd4f1ad9_0,https://hub.arcgis.com/datasets/383d219764124eb6b65103f3cd4f1ad9_0,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0238 MB
,Trails,Trails in Anne Arundel County. Item Updated: 11-14-2019 12:57 PM,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Recreation|Rec&Parks|AACo|Trails|Environment|Nature|Parks|OpenData,2019-04-16T14:52:23.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Edgewater, Maryland|Calvert County, Maryland|Naval Academy, Maryland|Queen Anne, Maryland|Highland Beach, Maryland|Crofton, Maryland|Crownsville, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Friendship, Maryland|Riva, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Arden On The Severn, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.7604,38.7211,-76.4042,39.2209",Vector data,Shapefile,https://opendata.aacounty.org/datasets/ecf5c207d47e4da8a60580eafca577b1_5,https://opendata.aacounty.org/datasets/ecf5c207d47e4da8a60580eafca577b1_5.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Recreation_OpenData/MapServer/5,,,ecf5c207d47e4da8a60580eafca577b1_5,https://hub.arcgis.com/datasets/ecf5c207d47e4da8a60580eafca577b1_5,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0515 MB
,Parks,Parks in Anne Arundel County Item Updated: 11-14-2019 12:57 PM,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Recreation|Parks|AnneArundelCounty|AACO|OpenData,2019-04-16T12:31:41.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Brooklyn Park, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Linthicum, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8384,38.7274,-76.3925,39.2359",Vector data,Shapefile,https://opendata.aacounty.org/datasets/053ef1aaadb743c7980961475c93a1b2_2,https://opendata.aacounty.org/datasets/053ef1aaadb743c7980961475c93a1b2_2.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Recreation_OpenData/MapServer/2,,,053ef1aaadb743c7980961475c93a1b2_2,https://hub.arcgis.com/datasets/053ef1aaadb743c7980961475c93a1b2_2,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,1.0865 MB
,MEMA Evacuation Zones,"This is the MEMA Evacuation Zones layer for Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Public_Safety|MEMAEvacuationZones|AnneArundelCounty|AACO|OpenData,2020-01-10T17:56:37.000Z,,,"Lake Shore, Maryland|Mayo, Maryland|Annapolis Neck, Maryland|Anne Arundel County, Maryland|Arnold, Maryland|Deale, Maryland|Naval Academy, Maryland|Annapolis, Maryland|Highland Beach, Maryland|Cape St. Claire, Maryland|Shady Side, Maryland|Galesville, Maryland|Maryland","-76.5785,38.7130,-76.3930,39.1663",Vector data,Shapefile,https://opendata.aacounty.org/datasets/c22a64dacb0f4f7c9e97807189d2578b_15,https://opendata.aacounty.org/datasets/c22a64dacb0f4f7c9e97807189d2578b_15.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Public_Safety_OpenData/MapServer/15,,,c22a64dacb0f4f7c9e97807189d2578b_15,https://hub.arcgis.com/datasets/c22a64dacb0f4f7c9e97807189d2578b_15,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0336 MB
,Duckett Dam Inundation,"This is the Duckett Dam Inundation layer for Anne Arundel County, Maryland. ",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Public_Safety|DuckettDamInundation|AnneArundelCounty|AACO|OpenData,2020-01-10T17:56:29.000Z,,,"Seabrook, Maryland|Glenarden, Maryland|Lanham, Maryland|Woodmore, Maryland|Fairwood, Maryland|Prince George's County, Maryland|Springdale, Maryland|Glenn Dale, Maryland|Maryland","-76.8767,38.9045,-76.6657,39.1170",Vector data,Shapefile,https://opendata.aacounty.org/datasets/cd27a9d812d64ff18a788ce43d7fc581_4,https://opendata.aacounty.org/datasets/cd27a9d812d64ff18a788ce43d7fc581_4.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Public_Safety_OpenData/MapServer/4,,,cd27a9d812d64ff18a788ce43d7fc581_4,https://hub.arcgis.com/datasets/cd27a9d812d64ff18a788ce43d7fc581_4,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,1.2673 MB
,Rural Legacy Boundary,"To delineate a target preservation area in Anne Arundel County, Maryland.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Recreation|Rec&Parks|AACo|RuralLegacyBoundary|Agriculture|Environment|OpenData,2019-10-31T10:56:12.000Z,,,"Anne Arundel County, Maryland|Galesville, Maryland|Maryland","-76.7149,38.7488,-76.5189,38.9116",Vector data,Shapefile,https://opendata.aacounty.org/datasets/f65a41d8f55349828a6c36812769ef6a_3,https://opendata.aacounty.org/datasets/f65a41d8f55349828a6c36812769ef6a_3.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Recreation_OpenData/MapServer/3,,,f65a41d8f55349828a6c36812769ef6a_3,https://hub.arcgis.com/datasets/f65a41d8f55349828a6c36812769ef6a_3,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0367 MB
,Commercial Site Plans,"Commercial Site Plan layer for Anne Arundel County, MD. Current working Featureclass. The intended application of this data is to serve as a spatial reference of data layers in GIS and mapping applications. It is specifically not intended to be used as a land survey or representation of land for conveyance or tax purposes. It is expected that data created in this project will be replaced as updated information is collected. There is a .Lyr file to automate this classification (N:/mapdata/avls/Commercial Site Plans.lyr). Here are the categories shown as Active on the maps: ca - Commercial Site Plans; pp - Preliminary Plans.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Planning|OPZ|AACo|CommercialSitePlans|OpenData,2019-10-31T02:47:36.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Kettering, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Brown Station, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Glenn Dale, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8409,38.7259,-76.4047,39.2323",Vector data,Shapefile,https://opendata.aacounty.org/datasets/9f105897cce148d39e5b1604402e80a5_4,https://opendata.aacounty.org/datasets/9f105897cce148d39e5b1604402e80a5_4.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/4,,,9f105897cce148d39e5b1604402e80a5_4,https://hub.arcgis.com/datasets/9f105897cce148d39e5b1604402e80a5_4,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.5712 MB
,Sewer Pump Stations,This is the sewer pump stations file for Anne Arundel County.,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Utility|WPRP|DPW|AACo|SewerPumpStations|OpenData,2020-04-15T12:05:00.000Z,,,"Herald Harbor, Maryland|Deale, Maryland|Ferndale, Maryland|Talbot County, Maryland|Annapolis, Maryland|Woodmore, Maryland|Shady Side, Maryland|Galesville, Maryland|Queen Anne's County, Maryland|Mayo, Maryland|Gambrills, Maryland|Jessup, Maryland|Edgewater, Maryland|Naval Academy, Maryland|Queensland, Maryland|Queen Anne, Maryland|Howard County, Maryland|Marlboro Village, Maryland|Upper Marlboro, Maryland|Highland Beach, Maryland|Fairwood, Maryland|Crofton, Maryland|Crownsville, Maryland|Lake Shore, Maryland|Pasadena, Maryland|Caroline County, Maryland|Anne Arundel County, Maryland|Riva, Maryland|Marlton, Maryland|Brock Hall, Maryland|Severn, Maryland|Prince George's County, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Riviera Beach, Maryland|Annapolis Neck, Maryland|Arnold, Maryland|Odenton, Maryland|Bowie, Maryland|Arden On The Severn, Maryland|Elkridge, Maryland|Fort Meade, Maryland|Baltimore County, Maryland|Glen Burnie, Maryland|Parole, Maryland|Marlboro Meadows, Maryland|Maryland","-76.8296,38.7272,-76.4074,39.2264",Vector data,Shapefile,https://opendata.aacounty.org/datasets/2ce559c71e074aeeb942dec148cbff27_3,https://opendata.aacounty.org/datasets/2ce559c71e074aeeb942dec148cbff27_3.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Utility_ERD_OpenData/MapServer/3,,,2ce559c71e074aeeb942dec148cbff27_3,https://hub.arcgis.com/datasets/2ce559c71e074aeeb942dec148cbff27_3,University of Maryland,04b-24003,04b-24003,Active,ArcGIS Hub,2021-12-05,,Public,False,False,0.0123 MB
