Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child
,Floodplains,"Polygons that represent the floodplain boundaries.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,EmergencyManagement|FEMA|Floodplain|Flood|Disaster|Mitigation|PopeCounty|Emergency|Environment,2016-10-25T17:38:16.000Z,,,,"Pope County, Minnesota|Minnesota","-95.694,45.323,-95.206,45.811",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/c380c9c323ab48159e12388f862d5908_1,http://data-popecounty.opendata.arcgis.com/datasets/c380c9c323ab48159e12388f862d5908_1.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/1,,,c380c9c323ab48159e12388f862d5908_1,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Address Points,"Site address points represent the location of site or service delivery addresses assigned by local governments.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Address|Location|LandRecords|PublicSafety|Addressing|AddressPoints,2016-10-21T18:25:25.000Z,,,,"Pope County, Minnesota|Minnesota","-95.76,45.4109,-95.1314,45.7611",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/dab1d90b2e474c29abc9e172154bfda0_0,http://data-popecounty.opendata.arcgis.com/datasets/dab1d90b2e474c29abc9e172154bfda0_0.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/0,,,dab1d90b2e474c29abc9e172154bfda0_0,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Road Centerlines,"Road segments representing centerlines of all roadways or carriageways in a local government. Typically, this information is compiled from orthoimagery or other aerial photography sources. This representation of the road centerlines support address geocoding and mapping. It also serves as a source for public works and other agencies that are responsible for the active management of the road network.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Road|Transportation|Street|Highway|Centerlines|PopeCounty|Infrastructure|Roads,2016-10-25T17:22:44.000Z,,,,"Pope County, Minnesota|Minnesota","-95.694,45.323,-95.206,45.811",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/f77f473319ee41f8a9135f27a606fd1b_28,http://data-popecounty.opendata.arcgis.com/datasets/f77f473319ee41f8a9135f27a606fd1b_28.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/28,,,f77f473319ee41f8a9135f27a606fd1b_28,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Wildlife Management Areas,"Wildlife management areas (WMAs) are part of Minnesota's outdoor recreation system and are established to protect those lands and waters that have a high potential for wildlife production, public hunting, trapping, fishing, and other compatible recreational uses.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Environment|Wildlife|ManagementAreas|WMA|PopeCounty|Habitat|Boundaries|Boundary,2016-10-25T17:24:34.000Z,,,,"Pope County, Minnesota|Minnesota","-95.7638,45.4111,-95.1937,45.7589",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/1ac3a5799ec445a4bb03f6031125cbb0_33,http://data-popecounty.opendata.arcgis.com/datasets/1ac3a5799ec445a4bb03f6031125cbb0_33.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/33,,,1ac3a5799ec445a4bb03f6031125cbb0_33,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Soils,"Polygons that represent the extent of soil classifications or types.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Environment|Soil|Dirt|Landform|Geology|PopeCounty|Soils,2016-12-08T22:29:51.000Z,,,,"Pope County, Minnesota|Minnesota","-95.7602,45.4108,-95.1313,45.7616",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/ccf308d83eb7466691f64625426f58a8_36,http://data-popecounty.opendata.arcgis.com/datasets/ccf308d83eb7466691f64625426f58a8_36.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/36,,,ccf308d83eb7466691f64625426f58a8_36,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Waterlines,"River and Stream lines that represent flowlines and cartographic features such as stream centerlines and river banks.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Environment|Hydrography|Rivers|Streams|PopeCounty|Water,2016-10-25T17:34:17.000Z,,,,"Pope County, Minnesota|Minnesota","-95.7598,45.4111,-95.1313,45.7615",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/68f54f9b754348d0bc85ac60703980ae_32,http://data-popecounty.opendata.arcgis.com/datasets/68f54f9b754348d0bc85ac60703980ae_32.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/32,,,68f54f9b754348d0bc85ac60703980ae_32,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Waterbodies,"Polygon features representing waterbodies.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Environment|Hydrography|Lakes|Ponds|PopeCounty|Water,2016-10-25T17:32:14.000Z,,,,"Pope County, Minnesota|Minnesota","-95.76,45.411,-95.1314,45.7615",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/c1f01876cb8d41ef9c5917cc3f3646ae_25,http://data-popecounty.opendata.arcgis.com/datasets/c1f01876cb8d41ef9c5917cc3f3646ae_25.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/25,,,c1f01876cb8d41ef9c5917cc3f3646ae_25,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Ditches,"The open drains, sometimes called ditches, that are a part of the stormwater network.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Infrastructure|Hydrography|PublicWorks|PopeCounty|Ditch|Water,2016-10-25T17:35:39.000Z,,,,"Pope County, Minnesota|Minnesota","-95.7511,45.3866,-95.0647,45.8009",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/b613c2de4ecd4945a7080d798c8b9d68_21,http://data-popecounty.opendata.arcgis.com/datasets/b613c2de4ecd4945a7080d798c8b9d68_21.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/21,,,b613c2de4ecd4945a7080d798c8b9d68_21,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Medical Facilities,"Facilities that furnish, conduct, and operate health services for the prevention, diagnosis, or treatment of human disease, pain, injury, deformity, or physical condition.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,OpenData|PublicSafety|Medical|EMS|Hospital,2017-09-26T18:35:25.000Z,,,,"Pope County, Minnesota|Minnesota","-95.528,45.6126,-95.3892,45.6464",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/601c7e42876b425387c911489c063691_2,http://data-popecounty.opendata.arcgis.com/datasets/601c7e42876b425387c911489c063691_2.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenPublicSafety/MapServer/2,,,601c7e42876b425387c911489c063691_2,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Law Enforcement Stations,"Law enforcement stations managed by local governments.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,OpenData|PublicSafety|LawEnforcement|Police,2017-09-26T18:24:10.000Z,,,,"Pope County, Minnesota|Minnesota","-95.5281,45.6121,-95.3872,45.6505",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/a41020637b8f46db80fe4d94870911a1_1,http://data-popecounty.opendata.arcgis.com/datasets/a41020637b8f46db80fe4d94870911a1_1.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenPublicSafety/MapServer/1,,,a41020637b8f46db80fe4d94870911a1_1,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Major Watersheds,"Land and water areas that drain excess surface water to a specific location on the landscape.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Environment|Hydrography|Resources|Water|PopeCounty,2016-10-25T17:41:31.000Z,,,,"Pope County, Minnesota|Minnesota","-95.9898,44.9236,-93.4771,46.1938",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/aba16e875c9a4a0a93c16612ad0f6286_19,http://data-popecounty.opendata.arcgis.com/datasets/aba16e875c9a4a0a93c16612ad0f6286_19.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/19,,,aba16e875c9a4a0a93c16612ad0f6286_19,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Minor Watersheds,"Drainage area delineated to nest in a multi-level, hierarchical drainage system.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Environment|Hydrography|Watershed|Water|Resources|PopeCounty,2016-10-25T17:40:06.000Z,,,,"Pope County, Minnesota|Minnesota","-95.694,45.323,-95.2,45.811",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/aeb7d6fd70b7407b9eee53fb78f8150b_20,http://data-popecounty.opendata.arcgis.com/datasets/aeb7d6fd70b7407b9eee53fb78f8150b_20.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/20,,,aeb7d6fd70b7407b9eee53fb78f8150b_20,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Jurisdiction Boundary,"Municipal, township and other related administrative jurisdictional boundaries.Contact for more informationTel: (320) 634-7788Fax: (320)Email:Information Technology130 East Minnesota Avenue, Glenwood, MN 56334",English,Pope County,"Pope County, Minnesota",Geospatial data,,Jurisdiction|Boundary|Boundaries|Municipal|CivilDivision|PopeCounty|Administrative,2016-12-08T22:25:46.000Z,,,,"Pope County, Minnesota|Minnesota","-95.7602,45.4108,-95.1313,45.7616",Dataset|Service,Vector,Shapefile,http://data-popecounty.opendata.arcgis.com/datasets/8eb7987e6c2e4e27ac303b6f54336604_35,http://data-popecounty.opendata.arcgis.com/datasets/8eb7987e6c2e4e27ac303b6f54336604_35.zip,http://gis.co.pope.mn.us/arcgis/rest/services/OpenData/OpenData/MapServer/35,,,8eb7987e6c2e4e27ac303b6f54336604_35,Minnesota,05b-27121,05b-27121,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Crawford County Municipal Boundaries,"This data contains boundary information for the municipalities of Crawford County, PA. The data were created according to the Crawford County Planning Office's interpretation of maps researched and drawn by the County Planning Office in the late 1970s and 1980s, corroborated by official zoning maps. The GIS information is more precise than the print maps, which implies a false accuracy of the data. The boundaries are not surveyed, and the data are adjusted to fit with other County data already on file and changes to boundaries through court-ordered corrections or annexations from that time. The following rules were generally applied during digitization from the print maps to GIS: 1) Where boundary information was clearly represented as following a right-of-way edge, the edge was followed. 2) Where boundaries appeared to follow a right-of-way centerline or did not clearly follow a right-of-way edge, the boundaries were conformed to the GIS centerline and most often meet it at a perpendicular. Where right-of-ways appear with no existing GIS centerline, the centerline is estimated. 3) Where boundaries appear to cross roads at clear angles, the boundary line direction was retained and did not meet the road perpendicularly. 4) Where boundaries appeared to follow parcel lines, they were made to conform to parcel lines unless it would significantly distort the geometry or intended direction of the boundary line. Where boundary lines appeared to deliberately maintain a geometry, shape, or direction, the parcel lines were disregarded in favor of maintaining the boundary geometry. 5) Where boundaries appeared to clearly follow a water feature, the boundary was formed around what could be seen of that feature by 2014 PMAP orthographic photo-imagery if the feature did not also conform to a parcel boundary. For streams that form parcel boundaries, the centerline is estimated as a compromise between GIS parcel data and photo-imagery, unless egregious discrepancies lead either parcel data or photo imagry to be favored for practicality.",English,Crawford County Government,"Crawford County, Pennsylvania",Geospatial data,,Municipal|Municipality|Township|Borough|Boro|Twp|Boundaries|Borders|CrawfordCounty|County|Municipalities,2019-07-11T17:10:04.000Z,,,,"Crawford County, Pennsylvania|Pennsylvania","-80.5185,41.4716,-79.6124,41.8677",Dataset|Service,Vector,Shapefile,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/afdc92bb82044476accdad5b894b71e6_0,http://share-open-data-crawfordcountypa.opendata.arcgis.com/datasets/afdc92bb82044476accdad5b894b71e6_0.zip,https://ccgis.crawfordcountypa.net/arcgis/rest/services/Crawford_Web/CrawfordCountyMunicipalBoundaries/MapServer/0,,,afdc92bb82044476accdad5b894b71e6_0,Penn State,08b-42039,08b-42039,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,MD Bikeways 2012 2021 Polylines,Template to use for mapping in Maryland,English,ArcGIS Online for Maryland,State of Maryland,Geospatial data,,M4CC|MAA|Maryland|Bikeways|Bernish|BikePaths|Bike|Bicycling|BikeInfrastructure,2018-08-29T16:13:08.000Z,,,,Maryland,"-79.3516,37.9623,-75.0151,39.7244",Dataset|Service,Vector,Shapefile,http://data.imap.maryland.gov/datasets/bb8c078eb80540b48930e62bea9ccf05_1,http://data.imap.maryland.gov/datasets/bb8c078eb80540b48930e62bea9ccf05_1.zip,,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/Maryland_Bikeways/FeatureServer/1,,bb8c078eb80540b48930e62bea9ccf05_1,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,MD Bikeways 2012 2021 Points,Template to use for mapping in Maryland,English,ArcGIS Online for Maryland,State of Maryland,Geospatial data,,M4CC|MAA|Maryland|Bikeways|Bernish|BikePaths|Bike|Bicycling|BikeInfrastructure,2018-08-29T16:13:08.000Z,,,,Maryland,"-79.3481,37.9771,-75.0181,39.7099",Dataset|Service,Vector,Shapefile,http://data.imap.maryland.gov/datasets/bb8c078eb80540b48930e62bea9ccf05_0,http://data.imap.maryland.gov/datasets/bb8c078eb80540b48930e62bea9ccf05_0.zip,,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/Maryland_Bikeways/FeatureServer/0,,bb8c078eb80540b48930e62bea9ccf05_0,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Transit Bikeshare Project Points,Template to use for mapping in Maryland,English,ArcGIS Online for Maryland,State of Maryland,Geospatial data,,M4CC|MAA|Maryland|Bikeways|Bernish|BikePaths|Bike|Bicycling|BikeInfrastructure,2018-08-29T16:13:08.000Z,,,,Maryland,"-77.1278,38.2236,-75.0767,39.2922",Dataset|Service,Vector,Shapefile,http://data.imap.maryland.gov/datasets/bb8c078eb80540b48930e62bea9ccf05_2,http://data.imap.maryland.gov/datasets/bb8c078eb80540b48930e62bea9ccf05_2.zip,,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/Maryland_Bikeways/FeatureServer/2,,bb8c078eb80540b48930e62bea9ccf05_2,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Bikeways Polygons,Template to use for mapping in Maryland,English,ArcGIS Online for Maryland,State of Maryland,Geospatial data,,M4CC|MAA|Maryland|Bikeways|Bernish|BikePaths|Bike|Bicycling|BikeInfrastructure,2018-08-29T16:13:08.000Z,,,,Maryland,"-76.9596,38.5048,-76.7647,38.6031",Dataset|Service,Vector,Shapefile,http://data.imap.maryland.gov/datasets/bb8c078eb80540b48930e62bea9ccf05_3,http://data.imap.maryland.gov/datasets/bb8c078eb80540b48930e62bea9ccf05_3.zip,,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/Maryland_Bikeways/FeatureServer/3,,bb8c078eb80540b48930e62bea9ccf05_3,Maryland,04a-01,04a-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Montgomery County Streets,"This layers shows street centerlines in Montgomery County, Pennsylvania.",English,Planning Commission,"Montgomery County, Pennsylvania",Geospatial data,,Infrastructure|Streets|Centerlines|Roads|Assets,2020-07-17T12:52:41.000Z,,,,"Montgomery County, Pennsylvania|Pennsylvania","-75.8203,39.9277,-74.9459,40.5179",Dataset|Service,Vector,Shapefile,http://data-montcopa.opendata.arcgis.com/datasets/f59387a12c514ce39ba88d138dd311c9_0,http://data-montcopa.opendata.arcgis.com/datasets/f59387a12c514ce39ba88d138dd311c9_0.zip,,https://services1.arcgis.com/kOChldNuKsox8qZD/arcgis/rest/services/Montgomery_County_Streets/FeatureServer/0,,f59387a12c514ce39ba88d138dd311c9_0,Penn State,08b-42091,08b-42091,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Montgomery County Streams,"This layers shows stream lines for Montgomery County, Pennsylvania",English,Montgomery County,"Montgomery County, Pennsylvania",Geospatial data,,Environmental|Streams,2020-05-13T17:15:49.000Z,,,,"Montgomery County, Pennsylvania|Pennsylvania","-75.7043,39.9735,-75.0027,40.4451",Dataset|Service,Vector,Shapefile,http://data-montcopa.opendata.arcgis.com/datasets/5ba095452fc74015ab6f73c6edd28585_0,http://data-montcopa.opendata.arcgis.com/datasets/5ba095452fc74015ab6f73c6edd28585_0.zip,,https://services1.arcgis.com/kOChldNuKsox8qZD/arcgis/rest/services/Montgomery_County_Streams/FeatureServer/0,,5ba095452fc74015ab6f73c6edd28585_0,Penn State,08b-42091,08b-42091,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Montgomery County School Districts,"This layer shows school district boundaries within Montgomery County, Pennsylvania",English,Planning Commission,"Montgomery County, Pennsylvania",Geospatial data,,Boundary|School|District|SchoolDistrict|Montgomery|County|Community|Planning,2019-01-23T19:35:17.000Z,,,,"Montgomery County, Pennsylvania|Pennsylvania","-75.7043,39.9712,-75.0029,40.4501",Dataset|Service,Vector,Shapefile,http://data-montcopa.opendata.arcgis.com/datasets/21eb25b6aa674223a4a345bac473e78d_0,http://data-montcopa.opendata.arcgis.com/datasets/21eb25b6aa674223a4a345bac473e78d_0.zip,,https://services1.arcgis.com/kOChldNuKsox8qZD/arcgis/rest/services/Montgomery_County_School_Districts/FeatureServer/0,,21eb25b6aa674223a4a345bac473e78d_0,Penn State,08b-42091,08b-42091,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Preliminary 2020 Census Tract,"These are preliminary TIGER/Line Shapefiles developed by the U.S. Census Bureau and the District of Columbia Office of Planning for the 2020 Census Participation Statistical Areas Program. These Census Tract Shapefiles are being used by the U.S. Census Bureau to report the 2020 Census Self-Response Rates. These Shapefiles will be finalized and released between February 2021 - March 2021.The TIGER/Line Shapefiles are an extract of selected geographic and cartographic information from the Census MAF/TIGER database. The Census MAF/TIGER database represents a seamless national file with no overlaps or gaps between parts. However, each TIGER/Line Shapefile is designed to stand alone as an independent data set or the shapefiles can be combined to cover the whole nation.",English,D.C. Office of the Chief Technology Officer,"Washington, District of Columbia",Geospatial data,,106thcongressionaldistrictCode|2020|5-PercentPublicUseMicrodataAreaCode|AlaskaNativeRegionalCorporationFIPScode|census|CensusTractNumber|census2020|CountyFIPSCode|Countyorequivalententity|dc|DCGIS|demographic|districtofcolumbia|ethnicity|household|income|LegislativeSessionYear|NewEnglandCountyMetropolitanAreaFIPSCode|People|race|StateFIPSCode|StateLegislativeDistrictLowerChamberCode|TabulationBlockNumber|tract|TribalSubdivisionCode|washingtondc,2020-07-21T17:59:15.000Z,,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.1199,38.7916,-76.9093,38.9959",Dataset|Service,Vector,Shapefile,http://opendata.dc.gov/datasets/f33d847161174e81ad59c9ea9c1f5a00_36,http://opendata.dc.gov/datasets/f33d847161174e81ad59c9ea9c1f5a00_36.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Demographic_WebMercator/MapServer/36,,,f33d847161174e81ad59c9ea9c1f5a00_36,Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Proposed Capital Boundary - 2016,"Proposed boundaries of the State of Washington DC and Federal District as approved by DC Council on October 18, 2016. A revised version of this boundary was created by legislation passed by the US House of Representatives in 2020. The dataset contains locations and attributes of Federal District boundary, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",English,D.C. Office of the Chief Technology Officer,"Washington, District of Columbia",Geospatial data,,Statehood|StateofWashingtonDC|federal|government|planning|administrativeboundaries|dcop|op|lands|dc|dcgis|washington,2020-07-13T16:49:44.000Z,,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.0567,38.8789,-77.0022,38.9001",Dataset|Service,Vector,Shapefile,http://opendata.dc.gov/datasets/2d8e226d360d4149885ecae90bbdb7a0_49,http://opendata.dc.gov/datasets/2d8e226d360d4149885ecae90bbdb7a0_49.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Administrative_Other_Boundaries_WebMercator/MapServer/49,,,2d8e226d360d4149885ecae90bbdb7a0_49,Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Regional Evacuation Routes,"Regional Evacuation Routes. This dataset contains contains points representing locations of Regional Evacuation Routes, created as part of the DC Geographic Information System (DC GIS) for the D.C. Office of the Chief Technology Officer (OCTO) and participating D.C. government agencies. Files provided by the District Department of Transportation contained DC, beltway, and regional evacuation routes. OCTO merged these layers together to form one layer. METADATA CONTENT IS IN PROCESS OF VALIDATION AND SUBJECT TO CHANGE.",English,D.C. Office of the Chief Technology Officer,"Washington, District of Columbia",Geospatial data,,D.C.|DC|DCGIS|DCGIS|DistrictofColumbia|Emergency|Evacuation|Management|NCRGDX|PublicSafety|pubSafety|RegionalEvacuationRoute|road|Route|transportation|Washington|WashingtonDC,2015-02-27T21:12:01.000Z,,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.3472,38.6676,-76.8306,39.2386",Dataset|Service,Vector,Shapefile,http://opendata.dc.gov/datasets/679641b7e7154661bf80afa016cc09db_8,http://opendata.dc.gov/datasets/679641b7e7154661bf80afa016cc09db_8.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Public_Safety_WebMercator/MapServer/8,,,679641b7e7154661bf80afa016cc09db_8,Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,Aerial Photography Image Service (Orthophoto) - 2019,"2019 Orthophoto - 3 inch resolution imagery service. Data produced for the District of Columbia from 2019 digital aerial photography. Flight took place on April 23rd, 2019.Further details included in download XML file.The aerial imagery acquisition was flown to support the creation of 4-band digital orthophotography with a 3 inch/0.08 meter pixel resolution over the full project area covering the District of Columbia which is approximately 69 square miles. The contractor received waivers to fly in the Flight Restricted Zone (FRZ) and P-56 areas. The ortho imagery was submitted to the District's Chief Technology Office (OCTO) in GeoTiff/TFW format tiles following the tile scheme provided by OCTO. MrSID and JPEG2000 compressed mosaics were delivered as well using a 50:1 compression ratio.All District geospatial data is stored and exported in Maryland State Plane coordinates NAD 83 meters.",English,"City of Washington, DC","Washington, District of Columbia",Aerial imagery,,ortho|aerial|imagery|dc|dcgis|basemap|2019aerial|aerialphotography|planimetrics|DistrictofColumbia|DC|Washington|Orthophotography|2019image|picture|Aug20|imageryservice,2020-07-29T12:26:35.000Z,,,,"Washington, District of Columbia|District of Columbia|Maryland|Virginia","-77.122,38.7855,-76.9007,39.0017",Image|Service,Imagery,Imagery,http://opendata.dc.gov/datasets/586a475ec2b74defa1ac2ec3221a6aaf,,,,https://imagery.dcgis.dc.gov/dcgis/rest/services/Ortho/Ortho_2019/ImageServer,586a475ec2b74defa1ac2ec3221a6aaf,Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
,RTP Points,"By using this data, you agree to the SEMCOG Copyright License Agreement.This file consists of linear features representing transportation projects identified in the 2045 Regional Transportation Plan for Southeast Michigan (2045 RTP). Not all projects identified in the 2045 RTP are contained in this file. A companion file, RTPLines, contains point features for projects with short lengths, such as bridges. Not all projects identified in the 2045 RTP, such as bus operations, are able to be mapped, so the RTPLines and RTPPoints files do not contain all transportation projects identified in the 2045 RTP. Michigan Geographic Framework (MGF) version 16. This 2045 RTP was originally adopted in January 2019; this file was last updated to represent all amendments through April 2020. Data were created by SEMCOG staff.",English,Southeast Michigan Council of Governments,"SEMCOG, Southeast Michigan Council of Governments",Geospatial data,,RegionalTransportationPlan|2045|project|road|bridge|freight|border|SoutheastMichigan|transportation,2020-07-08T18:06:42.000Z,,,,Michigan,"-83.7956,41.8806,-82.4249,42.9993",Dataset|Service,Vector,Shapefile,http://maps-semcog.opendata.arcgis.com/datasets/973a4573ce1943f89c73e035a5e6d7b8_1,http://maps-semcog.opendata.arcgis.com/datasets/973a4573ce1943f89c73e035a5e6d7b8_1.zip,,https://services1.arcgis.com/xUx8EjNc6egUPYWh/arcgis/rest/services/RTP_Points/FeatureServer/1,,973a4573ce1943f89c73e035a5e6d7b8_1,Michigan State,06f-01,06f-01,Active,ArcGIS Hub,,Public,,FALSE,FALSE
