identifier,title,description,issued,landingPage
https://data.cityofchicago.org/api/views/4s9i-vyw7,Chicago Public Schools - Safe Passage Routes SY1415,"The safe passages program has been implemented to increase children?s safety as they come and go each day. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2014-08-28,https://data.cityofchicago.org/d/4s9i-vyw7,https://data.cityofchicago.org/api/views/4s9i-vyw7
https://data.cityofchicago.org/api/views/bbvz-uum9,Boundaries - Neighborhoods,"Neighborhood boundaries in Chicago, as developed by the Office of Tourism. These boundaries are approximate and names are not official. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2012-12-18,https://data.cityofchicago.org/d/bbvz-uum9,https://data.cityofchicago.org/api/views/bbvz-uum9
https://data.cityofchicago.org/api/views/u5jj-4n8t,Chicago Public Schools - Middle School Attendance Boundaries SY1819,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2018-2019. Note: only 25 middle schools have attendance boundaries in school year 2018-2019. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2018-07-18,https://data.cityofchicago.org/d/u5jj-4n8t,https://data.cityofchicago.org/api/views/u5jj-4n8t
https://data.cityofchicago.org/api/views/qbay-3nnc,Chicago Public Schools - Elementary School Attendance Boundaries SY0607,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2006-2007. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/qbay-3nnc,https://data.cityofchicago.org/api/views/qbay-3nnc
https://data.cityofchicago.org/api/views/4qtf-5nmn,Street Sweeping - 2015 - April-May - Map,"Street sweeping zones by Ward and Ward Section Number. The zones are the same as those used in 2014. For the corresponding schedule, see https://data.cityofchicago.org/d/waad-z968. Because the City of Chicago ward map will change on May 18, 2015, this dataset will be supplemented with an additional dataset to cover the remainder of 2015 (through November).

For more information about the City's Street Sweeping program, go to http://bit.ly/H2PHUP. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2015-03-25,https://data.cityofchicago.org/d/4qtf-5nmn,https://data.cityofchicago.org/api/views/4qtf-5nmn
https://data.cityofchicago.org/api/views/b4yy-ytgy,Chicago Public Schools - Safe Passage Routes SY1314,"The safe passages program has been implemented to increase children?s safety as they come and go each day. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-08-09,https://data.cityofchicago.org/d/b4yy-ytgy,https://data.cityofchicago.org/api/views/b4yy-ytgy
https://data.cityofchicago.org/api/views/5jrd-6zik,Boundaries - Census Tracts - 2010,"Census tract boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-05-23,https://data.cityofchicago.org/d/5jrd-6zik,https://data.cityofchicago.org/api/views/5jrd-6zik
https://data.cityofchicago.org/api/views/47bj-3f4s,Chicago Public Schools - High School Attendance Boundaries SY1415,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2014-2015. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/47bj-3f4s,https://data.cityofchicago.org/api/views/47bj-3f4s
https://data.cityofchicago.org/api/views/q9v3-hxbp,Chicago Public Schools - School Locations SY0607,"Locations of educational units in the Chicago Public School District for school year 2006-2007. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2016-08-23,https://data.cityofchicago.org/d/q9v3-hxbp,https://data.cityofchicago.org/api/views/q9v3-hxbp
https://data.cityofchicago.org/api/views/pznz-m9ui,Bike Routes (Deprecated November 2018),"OUTDATED. See the current data at https://data.cityofchicago.org/id/3w5d-sru8. -- Bike routes in Chicago. To view or use these files outside of a web brower, compression software and special GIS software, such as ESRI ArcGIS, is required.",2018-11-30,https://data.cityofchicago.org/d/pznz-m9ui,https://data.cityofchicago.org/api/views/pznz-m9ui
https://data.cityofchicago.org/api/views/icje-4fmy,Street Sweeping - 2016 - Map,"Street sweeping zones by Ward and Ward Section Number.  For the corresponding schedule, see https://data.cityofchicago.org/d/x2vd-qke7.

For more information about the City's Street Sweeping program, go to http://bit.ly/H2PHUP. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2016-04-19,https://data.cityofchicago.org/d/icje-4fmy,https://data.cityofchicago.org/api/views/icje-4fmy
https://data.cityofchicago.org/api/views/cfpw-icj8,Boundaries - Tax Increment Financing Districts (Deprecated January 2019),"OUTDATED. See the current data at https://data.cityofchicago.org/d/fz5x-7zak -- Tax Increment Financing (TIF) district boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2019-03-19,https://data.cityofchicago.org/d/cfpw-icj8,https://data.cityofchicago.org/api/views/cfpw-icj8
https://data.cityofchicago.org/api/views/w3m8-5y6d,Pedestrian Streets,Pedestrian Streets (P-Streets) are segments of street created in Chicago intended to preserve and enhance the character of streets and intersections that are widely recognized as Chicago's best examples of pedestrian-oriented shopping districts.,2013-05-10,https://data.cityofchicago.org/d/w3m8-5y6d,https://data.cityofchicago.org/api/views/w3m8-5y6d
https://data.cityofchicago.org/api/views/bga8-yvyk,Chicago Public Schools - Middle School Attendance Boundaries SY1617,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2016-2017. Note: only 25 middle schools have attendance boundaries in school year 2016-2017. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-05,https://data.cityofchicago.org/d/bga8-yvyk,https://data.cityofchicago.org/api/views/bga8-yvyk
https://data.cityofchicago.org/api/views/t7bb-engy,Boundaries - Zoning Districts (deprecated October 2016),"OUTDATED. See the current data at https://data.cityofchicago.org/d/7cve-jgbp -- Zoning district boundaries by type and classification.Chicago is divided into zoning districts that regulate land use activities across the city. Data is based on the Chicago Zoning Ordinance and Land Use Ordinance http://bit.ly/9eqawi. Zoning Types are defined in this ordinance. For additional information about business uses, review the License/Zoning Reference (LZR) Guide http://bit.ly/vvGzne, which is based on the Municipal Code and is intended to assist business owners in determining the proper zoning district and primary business license for specific business types. Related Applications: Zoning Map https://gisapps.cityofchicago.org/zoning/",2016-10-19,https://data.cityofchicago.org/d/t7bb-engy,https://data.cityofchicago.org/api/views/t7bb-engy
https://data.cityofchicago.org/api/views/sp34-6z76,Boundaries - Wards (2015-),"Ward boundaries in Chicago from May 2015 onward, corresponding to the dates when a new City Council is sworn in, based on the immediately preceding elections.  Neither this description nor the dataset should be relied upon in situations where legal precision is required. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2015-04-01,https://data.cityofchicago.org/d/sp34-6z76,https://data.cityofchicago.org/api/views/sp34-6z76
https://data.cityofchicago.org/api/views/mfzt-js4n,Boundaries - Census Blocks - 2010,"2010 Census block boundaries clipped to Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-05-23,https://data.cityofchicago.org/d/mfzt-js4n,https://data.cityofchicago.org/api/views/mfzt-js4n
https://data.cityofchicago.org/api/views/6mpq-sfwi,Building Footprints (Deprecated December 2013),"OUTDATED. See the current data at https://data.cityofchicago.org/d/hz9b-7nh8 -- Building footprints in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required. Metadata may be viewed and downloaded at http://bit.ly/HZVDIY.",2013-01-06,https://data.cityofchicago.org/d/6mpq-sfwi,https://data.cityofchicago.org/api/views/6mpq-sfwi
https://data.cityofchicago.org/api/views/acyp-2sus,Chicago Public Schools - Elementary School Attendance Boundaries SY1617,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2016-2017. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-04,https://data.cityofchicago.org/d/acyp-2sus,https://data.cityofchicago.org/api/views/acyp-2sus
https://data.cityofchicago.org/api/views/7jn2-4muy,Chicago Public Schools - Elementary School Attendance Boundaries SY1011,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2010-2011. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/7jn2-4muy,https://data.cityofchicago.org/api/views/7jn2-4muy
https://data.cityofchicago.org/api/views/5pr3-hwde,Boundaries - Special Service Areas (deprecated July 2017),"OUTDATED. See the current data at https://data.cityofchicago.org/d/kjav-iyuj -
 Special Service Areas (SSA) boundaries in Chicago. The Special Service Area program is a mechanism used to fund expanded services and programs through a localized property tax levy within contiguous industrial, commercial and residential areas. The enhanced services and programs are in addition to services and programs currently provided through the city. SSA-funded projects could include, but are not limited to, security services, area marketing and advertising assistance, promotional activities such as parades and festivals, or any variety of small scale capital improvements that could be supported through a modest property tax levy. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2018-02-06,https://data.cityofchicago.org/d/5pr3-hwde,https://data.cityofchicago.org/api/views/5pr3-hwde
https://data.cityofchicago.org/api/views/qv97-3bvb,Building Footprints (deprecated August 2015),"OUTDATED. See the current data at https://data.cityofchicago.org/d/hz9b-7nh8 -- Building footprints in Chicago. Metadata may be viewed and downloaded at http://bit.ly/HZVDIY. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-12-13,https://data.cityofchicago.org/d/qv97-3bvb,https://data.cityofchicago.org/api/views/qv97-3bvb
https://data.cityofchicago.org/api/views/9k7q-vzfw,Boundaries - Tax Increment Financing Districts (Deprecated December 2016),"OUTDATED. See the current data at https://data.cityofchicago.org/d/fz5x-7zak -- Tax Increment Financing (TIF) district boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2016-12-16,https://data.cityofchicago.org/d/9k7q-vzfw,https://data.cityofchicago.org/api/views/9k7q-vzfw
https://data.cityofchicago.org/api/views/3y7n-mx9t,Chicago Public Schools - Geographic Networks,"District-run schools in CPS are organized into 13 Geographic Networks, which provide administrative support, strategic direction, and leadership development to the schools within each Network. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required",2016-08-23,https://data.cityofchicago.org/d/3y7n-mx9t,https://data.cityofchicago.org/api/views/3y7n-mx9t
https://data.cityofchicago.org/api/views/rfrd-v47v,Chicago Public Schools - Elementary School Attendance Boundaries SY1213,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2012-2013. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/rfrd-v47v,https://data.cityofchicago.org/api/views/rfrd-v47v
https://data.cityofchicago.org/api/views/duff-jpa9,Boundaries - Police Districts (effective 12/19/2012),"Police district boundaries in Chicago that are effective as of December 19, 2012. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-02-13,https://data.cityofchicago.org/d/duff-jpa9,https://data.cityofchicago.org/api/views/duff-jpa9
https://data.cityofchicago.org/api/views/t9er-bzee,Street Sweeping - 2018 - Map,"Street sweeping zones by Ward and Ward Section Number.  For the corresponding schedule, see https://data.cityofchicago.org/d/izuq-yb9q.

For more information about the City's Street Sweeping program, go to http://bit.ly/H2PHUP. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2018-04-02,https://data.cityofchicago.org/d/t9er-bzee,https://data.cityofchicago.org/api/views/t9er-bzee
https://data.cityofchicago.org/api/views/e6xh-nr8w,Boundaries - Industrial Corridors (current),"Current industrial corridors in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-02-08,https://data.cityofchicago.org/d/e6xh-nr8w,https://data.cityofchicago.org/api/views/e6xh-nr8w
https://data.cityofchicago.org/api/views/s7sc-q48d,Chicago Public Schools - High School Attendance Boundaries SY1112,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2011-2012. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/s7sc-q48d,https://data.cityofchicago.org/api/views/s7sc-q48d
https://data.cityofchicago.org/api/views/mtjr-k2sk,Chicago Public Schools - Middle School Attendance Boundaries SY0809,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2008-2009. Note: only 32 middle schools have attendance boundaries in school year 2008-2009. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/mtjr-k2sk,https://data.cityofchicago.org/api/views/mtjr-k2sk
https://data.cityofchicago.org/api/views/p3h8-xsd4,Boundaries - Police Districts (deprecated on 12/18/2012),"Police district boundaries in Chicago that were in effect through December 18, 2012. The current police district boundaries can always be found at https://data.cityofchicago.org/d/fthy-xz3r. To view or use these files outside of a web browser, compression software and special GIS software, such as ESRI ArcGIS, is required.",2012-12-18,https://data.cityofchicago.org/d/p3h8-xsd4,https://data.cityofchicago.org/api/views/p3h8-xsd4
https://data.cityofchicago.org/api/views/cjdh-ffxb,Chicago Public Schools - Middle School Attendance Boundaries SY1011,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2010-2011. Note: only 35 middle schools have attendance boundaries in school year 2010-2011. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/cjdh-ffxb,https://data.cityofchicago.org/api/views/cjdh-ffxb
https://data.cityofchicago.org/api/views/fz5x-7zak,Boundaries - Tax Increment Financing Districts,"Tax Increment Financing (TIF) district boundaries in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2016-01-14,https://data.cityofchicago.org/d/fz5x-7zak,https://data.cityofchicago.org/api/views/fz5x-7zak
https://data.cityofchicago.org/api/views/2u3n-4ewv,Bike Routes (Deprecated December 2014),"OUTDATED.  See the current data at https://data.cityofchicago.org/id/3w5d-sru8. -- Bike routes in Chicago. To view or use these files outside of a web brower, compression software and special GIS software, such as ESRI ArcGIS, is required.",2014-12-18,https://data.cityofchicago.org/d/2u3n-4ewv,https://data.cityofchicago.org/api/views/2u3n-4ewv
https://data.cityofchicago.org/api/views/3fhj-xtn5,Chicago Public Schools - School Locations SY1415,"Locations of educational units in the Chicago Public School District for school year 2014-2015. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2016-08-23,https://data.cityofchicago.org/d/3fhj-xtn5,https://data.cityofchicago.org/api/views/3fhj-xtn5
https://data.cityofchicago.org/api/views/cvn9-pbt9,Chicago Public Schools - School Locations SY1011,"Locations of educational units in the Chicago Public School District for school year 2010-2011. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2016-08-23,https://data.cityofchicago.org/d/cvn9-pbt9,https://data.cityofchicago.org/api/views/cvn9-pbt9
https://data.cityofchicago.org/api/views/4ytu-3pkn,Chicago Public Schools - High School Attendance Boundaries SY1011,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2010-2011. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/4ytu-3pkn,https://data.cityofchicago.org/api/views/4ytu-3pkn
https://data.cityofchicago.org/api/views/btx6-zt6f,Chicago Public Schools - Middle School Attendance Boundaries SY0910,"Attendance boundaries for middle schools in the Chicago Public Schools district for school year 2009-2010. Note: only 33 middle schools have attendance boundaries in school year 2009-2010. Middle school boundaries are often established to relieve overcrowding at nearby elementary schools. Generally, all students in the applicable middle school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/btx6-zt6f,https://data.cityofchicago.org/api/views/btx6-zt6f
https://data.cityofchicago.org/api/views/fwns-qqic,Ward Offices - Map - Exportable,"Ward office locations for aldermen. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2015-07-16,https://data.cityofchicago.org/d/fwns-qqic,https://data.cityofchicago.org/api/views/fwns-qqic
https://data.cityofchicago.org/api/views/qpim-yvep,Chicago Public Schools - Charter School Preference Boundaries SY1415,"Preference boundaries for selected charter schools in the Chicago Public Schools district for school year 2014-15. As opposed to elementary or high school attendance boundaries wherein each residing student is entitled to attend, charter boundaries simply serve as a guide for charter school administrators to use during the application/lottery process. Applicants residing within a specific boundary are generally given preference over applicants residing outside of the boundary. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2014-08-08,https://data.cityofchicago.org/d/qpim-yvep,https://data.cityofchicago.org/api/views/qpim-yvep
https://data.cityofchicago.org/api/views/ckx5-5dm8,Chicago Public Schools - Charter School Preference Boundaries SY1718,"Preference boundaries for selected charter schools in the Chicago Public Schools district for school year 2017-2018. As opposed to elementary or high school attendance boundaries wherein each residing student is entitled to attend, charter boundaries simply serve as a guide for charter school administrators to use during the application/lottery process. Applicants residing within a specific boundary are generally given preference over applicants residing outside of the boundary. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2017-08-01,https://data.cityofchicago.org/d/ckx5-5dm8,https://data.cityofchicago.org/api/views/ckx5-5dm8
https://data.cityofchicago.org/api/views/et95-m34q,Boundaries - Enterprise Zones (Deprecated February 2016),"OUTDATED. See the current data at https://data.cityofchicago.org/d/64xf-pyvh -- The Illinois Enterprise Zone Program is designed to stimulate economic growth and neighborhood revitalization in economically depressed areas of the state. For more information about this program, go to http://www.commerce.state.il.us/dceo/Bureaus/Business_Development/Tax+Assistance/Enterprise-Zone.htm.  The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2016-02-04,https://data.cityofchicago.org/d/et95-m34q,https://data.cityofchicago.org/api/views/et95-m34q
https://data.cityofchicago.org/api/views/hvrs-gbrc,CTA - Ventra - kml,Ventra Retail Sales Locations,2015-07-06,https://data.cityofchicago.org/d/hvrs-gbrc,https://data.cityofchicago.org/api/views/hvrs-gbrc
https://data.cityofchicago.org/api/views/8jx5-pt46,Chicago Public Schools - Elementary School Attendance Boundaries SY0809,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2008-2009. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/8jx5-pt46,https://data.cityofchicago.org/api/views/8jx5-pt46
https://data.cityofchicago.org/api/views/gej2-a4ns,CTA - Ventra - Shapefile,Ventra Retail Sales Outlets,2015-07-06,https://data.cityofchicago.org/d/gej2-a4ns,https://data.cityofchicago.org/api/views/gej2-a4ns
https://data.cityofchicago.org/api/views/x9du-wfiv,Boundaries - Special Service Areas (deprecated October 2014),"Special Service Areas (SSA) boundaries in Chicago. The Special Service Area program is a mechanism used to fund expanded services and programs through a localized property tax levy within contiguous industrial, commercial and residential areas. The enhanced services and programs are in addition to services and programs currently provided through the city. SSA-funded projects could include, but are not limited to, security services, area marketing and advertising assistance, promotional activities such as parades and festivals, or any variety of small scale capital improvements that could be supported through a modest property tax levy. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2014-10-23,https://data.cityofchicago.org/d/x9du-wfiv,https://data.cityofchicago.org/api/views/x9du-wfiv
https://data.cityofchicago.org/api/views/r2h7-fxir,Chicago Public Schools - Elementary School Attendance Boundaries SY0708,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2007-2008. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/r2h7-fxir,https://data.cityofchicago.org/api/views/r2h7-fxir
https://data.cityofchicago.org/api/views/27cy-fdic,Recycling Dropoff Sites,"Locations in Chicago where residents can drop off recycling. For more about Recycling in Chicago, visit http://bit.ly/IcfLHr. To view or use these files outside of a web browser, compression software and special GIS software, such as ESRI ArcGIS, is required.",2016-07-01,https://data.cityofchicago.org/d/27cy-fdic,https://data.cityofchicago.org/api/views/27cy-fdic
https://data.cityofchicago.org/api/views/bddq-yxar,Individual Landmarks,"Individual landmarks in Chicago. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2013-12-13,https://data.cityofchicago.org/d/bddq-yxar,https://data.cityofchicago.org/api/views/bddq-yxar
https://data.cityofchicago.org/api/views/9p4q-n8rz,Chicago Public Schools - School Locations SY0809,"Locations of educational units in the Chicago Public School District for school year 2008-2009. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2016-08-23,https://data.cityofchicago.org/d/9p4q-n8rz,https://data.cityofchicago.org/api/views/9p4q-n8rz
https://data.cityofchicago.org/api/views/4hq3-77tn,Chicago Public Schools - Safe Passage Routes SY1718,"Chicago Public Schools, in partnership with parents, the Chicago Police Department (CPD) and City of Chicago, has expanded the District's successful Safe Passage Program to provide safe routes to and from school every day for your child. This map presents the Safe Passage Routes specifically designed for designated schools during the 2017-2018 school year. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2017-08-25,https://data.cityofchicago.org/d/4hq3-77tn,https://data.cityofchicago.org/api/views/4hq3-77tn
https://data.cityofchicago.org/api/views/e75y-e6uw,Chicago Public Schools - Elementary School Attendance Boundaries SY1415,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2014-2015. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/e75y-e6uw,https://data.cityofchicago.org/api/views/e75y-e6uw
https://data.cityofchicago.org/api/views/fede-88y6,Chicago Public Schools - High School Attendance Boundaries SY0809,"Attendance boundaries for high schools in the Chicago Public Schools district for school year 2008-2009. Generally, all students in the applicable high school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/fede-88y6,https://data.cityofchicago.org/api/views/fede-88y6
https://data.cityofchicago.org/api/views/6tkx-ju8g,Chicago Public Schools - Elementary School Attendance Boundaries SY1112,"Attendance boundaries for elementary schools in the Chicago Public Schools district for school year 2011-2012. Generally, all students in the applicable elementary school grades who live within one of these boundaries may attend the school. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth or ArcGIS, are required.",2016-08-23,https://data.cityofchicago.org/d/6tkx-ju8g,https://data.cityofchicago.org/api/views/6tkx-ju8g
https://data.cityofchicago.org/api/views/8vyn-k2j3,Chicago Public Schools - School Locations SY1819,"Locations of educational units in the Chicago Public School District for school year 2018-2019. To view or use these shapefiles, compression software, such as 7-Zip, and special GIS software, such as Google Earth, are required.",2018-07-18,https://data.cityofchicago.org/d/8vyn-k2j3,https://data.cityofchicago.org/api/views/8vyn-k2j3
https://data.cityofchicago.org/api/views/6mci-28cz,Chicago Public Schools - Local School Council Voting Districts 2018-2020,"Local School Council voting districts for citywide and neighborhood public schools, intended to verify eligibility to run in LSC elections for 2018-2020. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ).",2018-01-18,https://data.cityofchicago.org/d/6mci-28cz,https://data.cityofchicago.org/api/views/6mci-28cz
https://data.cityofchicago.org/api/views/44ph-3azf,Boundaries - Industrial Corridors (deprecated December 2012),"Industrial corridors in Chicago that were effective through December 2012. The data can be viewed on the Chicago Data Portal with a web browser. However, to view or use the files outside of a web browser, you will need to use compression software and special GIS software, such as ESRI ArcGIS (shapefile) or Google Earth (KML or KMZ), is required.",2013-02-08,https://data.cityofchicago.org/d/44ph-3azf,https://data.cityofchicago.org/api/views/44ph-3azf
https://data.cityofchicago.org/api/views/edks-4g3b,Recycling Service Areas,"Blue Cart Residential Recycling zones and schedule. Each recycling zone is divided into two sections ? A (Orange) and B (Yellow). Collection is done on an alternating-week basis. For 2012, B/Yellow sections were collected the week of 1/2/2012 and A/Orange sections were collected the week of 1/9/2012, continuing to alternate from there. See http://bit.ly/wssHIB or https://data.cityofchicago.org/d/eb3b-ehmq for the full schedule. For more about Recycling in Chicago, visit http://bit.ly/IcfLHr.",2013-03-21,https://data.cityofchicago.org/d/edks-4g3b,https://data.cityofchicago.org/api/views/edks-4g3b
