Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
,Storm Culvert Nodes,"Layer published weekly.The Culvert Nodes layer was generated using a combination of Construction drawings (as-builts), survey captured locations, orthophotos, and field inspection descriptions. The data is updated and maintained on a daily basis by DPW Technical Engineering Staff.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Utility|DPW|AACo|StormCulvertNodes|OpenData,2019-10-31T01:56:14.000Z,,,"Mayo, Maryland|Woodmore, Maryland|Herald Harbor, Maryland|Queensland, Maryland|Severn, Maryland|Brock Hall, Maryland|Lake Shore, Maryland|Fairwood, Maryland|Gambrills, Maryland|Highland Beach, Maryland|Ferndale, Maryland|Prince George's County, Maryland|Brown Station, Maryland|Linthicum, Maryland|Shady Side, Maryland|Baltimore County, Maryland|Arden On The Severn, Maryland|Marlton, Maryland|Annapolis Neck, Maryland|Kettering, Maryland|Pasadena, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Howard County, Maryland|Naval Academy, Maryland|Annapolis, Maryland|Riva, Maryland|Glenn Dale, Maryland|Fort Meade, Maryland|Friendship, Maryland|Edgewater, Maryland|Arnold, Maryland|Marlboro Meadows, Maryland|Odenton, Maryland|Crownsville, Maryland|Upper Marlboro, Maryland|Queen Anne, Maryland|Anne Arundel County, Maryland|Bowie, Maryland|Crofton, Maryland|Queen Anne's County, Maryland|Calvert County, Maryland|Deale, Maryland|Galesville, Maryland|Elkridge, Maryland|Glen Burnie, Maryland|Jessup, Maryland|Brooklyn Park, Maryland|Caroline County, Maryland|Talbot County, Maryland|Parole, Maryland|Marlboro Village, Maryland|Riviera Beach, Maryland|Maryland","-76.8368,38.7143,-76.4041,39.2359",Vector data,Shapefile,https://opendata.aacounty.org/datasets/4bee232f8c6d4a7ab59e67d736021c0e_15,https://opendata.aacounty.org/datasets/4bee232f8c6d4a7ab59e67d736021c0e_15.zip,,https://gis.aacounty.org/arcgis/rest/services/OpenData/Utility_Stormwater_OpenData/FeatureServer/15,,4bee232f8c6d4a7ab59e67d736021c0e_15,https://hub.arcgis.com/datasets/4bee232f8c6d4a7ab59e67d736021c0e_15,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.2397 MB
,Storm Manholes,"Layer published weekly. The Manholes layer was generated using a combination of Construction drawings (as-builts), survey captured locations, orthophotos, and field inspection descriptions. The data is updated and maintained on a daily basis by DPW Technical Engineering Staff.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Utility|DPW|AACo|StormManholes|OpenData,2019-04-16T15:14:41.000Z,,,"Mayo, Maryland|Woodmore, Maryland|Herald Harbor, Maryland|Queensland, Maryland|Severn, Maryland|Brock Hall, Maryland|Lake Shore, Maryland|Fairwood, Maryland|Gambrills, Maryland|Highland Beach, Maryland|Ferndale, Maryland|Prince George's County, Maryland|Brown Station, Maryland|Linthicum, Maryland|Shady Side, Maryland|Baltimore County, Maryland|Arden On The Severn, Maryland|Marlton, Maryland|Annapolis Neck, Maryland|Kettering, Maryland|Pasadena, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Howard County, Maryland|Naval Academy, Maryland|Annapolis, Maryland|Riva, Maryland|Glenn Dale, Maryland|Fort Meade, Maryland|Friendship, Maryland|Edgewater, Maryland|Arnold, Maryland|Marlboro Meadows, Maryland|Odenton, Maryland|Crownsville, Maryland|Upper Marlboro, Maryland|Queen Anne, Maryland|Anne Arundel County, Maryland|Bowie, Maryland|Crofton, Maryland|Queen Anne's County, Maryland|Calvert County, Maryland|Deale, Maryland|Galesville, Maryland|Elkridge, Maryland|Glen Burnie, Maryland|Jessup, Maryland|Brooklyn Park, Maryland|Caroline County, Maryland|Talbot County, Maryland|Parole, Maryland|Marlboro Village, Maryland|Riviera Beach, Maryland|Maryland","-76.8399,38.7218,-76.4039,39.2357",Vector data,Shapefile,https://opendata.aacounty.org/datasets/257057da90ca47418b900181a969efb7_3,https://opendata.aacounty.org/datasets/257057da90ca47418b900181a969efb7_3.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Utility_Stormwater_OpenData/MapServer/3,,,257057da90ca47418b900181a969efb7_3,https://hub.arcgis.com/datasets/257057da90ca47418b900181a969efb7_3,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,1.2491 MB
,Storm Pipes,"Layer published weekly. The Pipes layer was generated using a combination of Construction drawings (as-builts), survey captured locations, orthophotos, and field inspection descriptions. The data is updated and maintained on a daily basis by DPW Technical Engineering Staff.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Utility|DPW|AACo|StormPipes|OpenData,2019-04-16T15:10:11.000Z,,,"Mayo, Maryland|Woodmore, Maryland|Herald Harbor, Maryland|Queensland, Maryland|Severn, Maryland|Brock Hall, Maryland|Lake Shore, Maryland|Fairwood, Maryland|Gambrills, Maryland|Highland Beach, Maryland|Ferndale, Maryland|Prince George's County, Maryland|Brown Station, Maryland|Linthicum, Maryland|Shady Side, Maryland|Baltimore County, Maryland|Arden On The Severn, Maryland|Marlton, Maryland|Annapolis Neck, Maryland|Kettering, Maryland|Pasadena, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Howard County, Maryland|Naval Academy, Maryland|Annapolis, Maryland|Riva, Maryland|Glenn Dale, Maryland|Fort Meade, Maryland|Friendship, Maryland|Edgewater, Maryland|Arnold, Maryland|Marlboro Meadows, Maryland|Odenton, Maryland|Crownsville, Maryland|Upper Marlboro, Maryland|Queen Anne, Maryland|Anne Arundel County, Maryland|Bowie, Maryland|Crofton, Maryland|Queen Anne's County, Maryland|Calvert County, Maryland|Deale, Maryland|Galesville, Maryland|Elkridge, Maryland|Glen Burnie, Maryland|Jessup, Maryland|Brooklyn Park, Maryland|Caroline County, Maryland|Talbot County, Maryland|Parole, Maryland|Marlboro Village, Maryland|Riviera Beach, Maryland|Maryland","-76.8407,38.7164,-76.4024,39.2357",Vector data,Shapefile,https://opendata.aacounty.org/datasets/6071dd8938c64e7b9ed7c019d16e215a_5,https://opendata.aacounty.org/datasets/6071dd8938c64e7b9ed7c019d16e215a_5.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Utility_Stormwater_OpenData/MapServer/5,,,6071dd8938c64e7b9ed7c019d16e215a_5,https://hub.arcgis.com/datasets/6071dd8938c64e7b9ed7c019d16e215a_5,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,6.9992 MB
,Parole Growth Management Area,"Parole Town Growth Management Area layer for Anne Arundel County, MD.",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,Planning|OPZ|AACo|ParoleGrowthManagementArea|OpenData,2019-04-16T12:33:13.000Z,,,"Parole, Maryland|Anne Arundel County, Maryland|Maryland","-76.5715,38.9679,-76.5275,38.9981",Vector data,Shapefile,https://opendata.aacounty.org/datasets/a4a970ea3b3c4305af31bcc19d81d152_16,https://opendata.aacounty.org/datasets/a4a970ea3b3c4305af31bcc19d81d152_16.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Planning_OpenData/MapServer/16,,,a4a970ea3b3c4305af31bcc19d81d152_16,https://hub.arcgis.com/datasets/a4a970ea3b3c4305af31bcc19d81d152_16,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.0059 MB
,Ortho Georef 1984,Flown 4/3/84 by Buchart-Horn Inc. ,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Imagery,,Imagery|OrthoGeoref1984|AnneArundelCounty|AACO|OpenData,2019-11-14T15:24:18.000Z,,,"Mayo, Maryland|Woodmore, Maryland|Herald Harbor, Maryland|Queensland, Maryland|Severn, Maryland|Croom, Maryland|Brock Hall, Maryland|Lake Shore, Maryland|Fairwood, Maryland|Gambrills, Maryland|Highland Beach, Maryland|Ferndale, Maryland|Prince George's County, Maryland|Brown Station, Maryland|Linthicum, Maryland|Maryland City, Maryland|Shady Side, Maryland|Baltimore County, Maryland|Arden On The Severn, Maryland|Marlton, Maryland|Annapolis Neck, Maryland|North Beach, Maryland|Kettering, Maryland|Pasadena, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Howard County, Maryland|Baltimore Highlands, Maryland|Naval Academy, Maryland|Largo, Maryland|Annapolis, Maryland|Riva, Maryland|Glenn Dale, Maryland|Fort Meade, Maryland|Friendship, Maryland|Edgewater, Maryland|Arnold, Maryland|Mitchellville, Maryland|Odenton, Maryland|Marlboro Meadows, Maryland|Crownsville, Maryland|Upper Marlboro, Maryland|Queen Anne, Maryland|Anne Arundel County, Maryland|Bowie, Maryland|Crofton, Maryland|Queen Anne's County, Maryland|Dunkirk, Maryland|Owings, Maryland|Calvert County, Maryland|Deale, Maryland|Galesville, Maryland|Savage, Maryland|Elkridge, Maryland|Glen Burnie, Maryland|Jessup, Maryland|Brooklyn Park, Maryland|Caroline County, Maryland|Talbot County, Maryland|Parole, Maryland|Marlboro Village, Maryland|Riviera Beach, Maryland|Maryland","-76.8500,38.6780,-76.3513,39.2504",Satellite imagery,Imagery,https://opendata.aacounty.org/datasets/4c336d8f98c34bc3b57a10b432cd7245,,,,https://gis.aacounty.org/image/rest/services/Ortho/Georef_1984/ImageServer,4c336d8f98c34bc3b57a10b432cd7245,https://hub.arcgis.com/datasets/4c336d8f98c34bc3b57a10b432cd7245,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.0022 MB
,Ortho Georef 1988,Flown 10/30/88 by Air Photographics Inc.,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Imagery,,Imagery|OrthoGeoref1988|AnneArundelCounty|AACO|OpenData,2019-11-14T15:24:19.000Z,,,"Mayo, Maryland|Woodmore, Maryland|Herald Harbor, Maryland|Queensland, Maryland|Severn, Maryland|Brock Hall, Maryland|Lake Shore, Maryland|Fairwood, Maryland|Gambrills, Maryland|Highland Beach, Maryland|Ferndale, Maryland|Prince George's County, Maryland|Brown Station, Maryland|Linthicum, Maryland|Maryland City, Maryland|Shady Side, Maryland|Baltimore County, Maryland|Arden On The Severn, Maryland|Marlton, Maryland|Annapolis Neck, Maryland|North Beach, Maryland|Kettering, Maryland|Pasadena, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Howard County, Maryland|Baltimore Highlands, Maryland|Naval Academy, Maryland|Largo, Maryland|Annapolis, Maryland|Riva, Maryland|Glenn Dale, Maryland|Fort Meade, Maryland|Friendship, Maryland|Edgewater, Maryland|Arnold, Maryland|Mitchellville, Maryland|Odenton, Maryland|Marlboro Meadows, Maryland|Crownsville, Maryland|Upper Marlboro, Maryland|Queen Anne, Maryland|Anne Arundel County, Maryland|Bowie, Maryland|Crofton, Maryland|Queen Anne's County, Maryland|Owings, Maryland|Calvert County, Maryland|Deale, Maryland|Galesville, Maryland|Savage, Maryland|Elkridge, Maryland|Glen Burnie, Maryland|Jessup, Maryland|Brooklyn Park, Maryland|Caroline County, Maryland|Talbot County, Maryland|Parole, Maryland|Marlboro Village, Maryland|Riviera Beach, Maryland|Maryland","-76.8500,38.6898,-76.3372,39.2475",Satellite imagery,Imagery,https://opendata.aacounty.org/datasets/eaa851967492486eb53a6ed5f6961c0d,,,,https://gis.aacounty.org/image/rest/services/Ortho/Georef_1988/ImageServer,eaa851967492486eb53a6ed5f6961c0d,https://hub.arcgis.com/datasets/eaa851967492486eb53a6ed5f6961c0d,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.0022 MB
,DEM 2017,Please update the description Item Updated: 11-14-2019 12:59 PM,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Imagery,,Elevation|DEM2017|AnneArundelCounty|AACO|OpenData,2019-11-14T15:24:21.000Z,,,"Mayo, Maryland|Woodmore, Maryland|Herald Harbor, Maryland|Queensland, Maryland|Severn, Maryland|Brock Hall, Maryland|Lake Shore, Maryland|Fairwood, Maryland|Gambrills, Maryland|Highland Beach, Maryland|Ferndale, Maryland|Prince George's County, Maryland|Brown Station, Maryland|Linthicum, Maryland|Shady Side, Maryland|Baltimore County, Maryland|Arden On The Severn, Maryland|Marlton, Maryland|Annapolis Neck, Maryland|Kettering, Maryland|Pasadena, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Howard County, Maryland|Naval Academy, Maryland|Annapolis, Maryland|Riva, Maryland|Glenn Dale, Maryland|Fort Meade, Maryland|Friendship, Maryland|Edgewater, Maryland|Arnold, Maryland|Marlboro Meadows, Maryland|Odenton, Maryland|Crownsville, Maryland|Upper Marlboro, Maryland|Queen Anne, Maryland|Anne Arundel County, Maryland|Bowie, Maryland|Crofton, Maryland|Queen Anne's County, Maryland|Calvert County, Maryland|Deale, Maryland|Galesville, Maryland|Elkridge, Maryland|Glen Burnie, Maryland|Jessup, Maryland|Brooklyn Park, Maryland|Caroline County, Maryland|Talbot County, Maryland|Parole, Maryland|Marlboro Village, Maryland|Riviera Beach, Maryland|Maryland","-76.8430,38.7122,-76.3907,39.2377",Satellite imagery,Imagery,https://opendata.aacounty.org/datasets/c6c3d3244dc74c1794b9cbb66af4503f,,,,https://gis.aacounty.org/image/rest/services/DEM/DEM_2017/ImageServer,c6c3d3244dc74c1794b9cbb66af4503f,https://hub.arcgis.com/datasets/c6c3d3244dc74c1794b9cbb66af4503f,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.0022 MB
,Ortho Color 2007,"Data acquisition conducted between March 1 - April 30, 2007 (Leaf off), 6 inch resolution, Maryland State Plane NAD 1983 Feet, Meets ASPRS Class 1 standards at Map Scale 1:1200 (1 = 100) ",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Imagery,,Imagery|OrthoColor2007|AnneArundelCounty|AACO|OpenData,2019-11-14T15:24:08.000Z,,,"Mayo, Maryland|Woodmore, Maryland|Herald Harbor, Maryland|Queensland, Maryland|Severn, Maryland|Brock Hall, Maryland|Lake Shore, Maryland|Fairwood, Maryland|Gambrills, Maryland|Highland Beach, Maryland|Ferndale, Maryland|Prince George's County, Maryland|Brown Station, Maryland|Linthicum, Maryland|Shady Side, Maryland|Baltimore County, Maryland|Arden On The Severn, Maryland|Marlton, Maryland|Annapolis Neck, Maryland|Kettering, Maryland|Pasadena, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Howard County, Maryland|Naval Academy, Maryland|Annapolis, Maryland|Riva, Maryland|Glenn Dale, Maryland|Fort Meade, Maryland|Friendship, Maryland|Edgewater, Maryland|Arnold, Maryland|Marlboro Meadows, Maryland|Odenton, Maryland|Crownsville, Maryland|Upper Marlboro, Maryland|Queen Anne, Maryland|Anne Arundel County, Maryland|Bowie, Maryland|Crofton, Maryland|Queen Anne's County, Maryland|Calvert County, Maryland|Deale, Maryland|Galesville, Maryland|Elkridge, Maryland|Glen Burnie, Maryland|Jessup, Maryland|Brooklyn Park, Maryland|Caroline County, Maryland|Talbot County, Maryland|Parole, Maryland|Marlboro Village, Maryland|Riviera Beach, Maryland|Maryland","-76.8435,38.7072,-76.3869,39.2384",Satellite imagery,Imagery,https://opendata.aacounty.org/datasets/87affa0eaf634177be2b9e84cc4273d3,,,,https://gis.aacounty.org/image/rest/services/Ortho/Color_2007/ImageServer,87affa0eaf634177be2b9e84cc4273d3,https://hub.arcgis.com/datasets/87affa0eaf634177be2b9e84cc4273d3,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.0021 MB
,DEM Boundary,This shows the boundary where the 2017 DEM resides.,eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Datasets,,DEMBoundary|Elevation|AnneArundelCounty|AACO|OpenData,2020-01-10T15:22:47.000Z,,,"Mayo, Maryland|Woodmore, Maryland|Herald Harbor, Maryland|Queensland, Maryland|Severn, Maryland|Brock Hall, Maryland|Lake Shore, Maryland|Fairwood, Maryland|Gambrills, Maryland|Highland Beach, Maryland|Ferndale, Maryland|Prince George's County, Maryland|Brown Station, Maryland|Linthicum, Maryland|Shady Side, Maryland|Baltimore County, Maryland|Arden On The Severn, Maryland|Marlton, Maryland|Annapolis Neck, Maryland|Kettering, Maryland|Pasadena, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Howard County, Maryland|Naval Academy, Maryland|Annapolis, Maryland|Riva, Maryland|Glenn Dale, Maryland|Fort Meade, Maryland|Friendship, Maryland|Edgewater, Maryland|Arnold, Maryland|Marlboro Meadows, Maryland|Odenton, Maryland|Crownsville, Maryland|Upper Marlboro, Maryland|Queen Anne, Maryland|Anne Arundel County, Maryland|Bowie, Maryland|Crofton, Maryland|Queen Anne's County, Maryland|Calvert County, Maryland|Deale, Maryland|Galesville, Maryland|Elkridge, Maryland|Glen Burnie, Maryland|Jessup, Maryland|Brooklyn Park, Maryland|Caroline County, Maryland|Talbot County, Maryland|Parole, Maryland|Marlboro Village, Maryland|Riviera Beach, Maryland|Maryland","-76.8430,38.7122,-76.3907,39.2377",Vector data,Shapefile,https://opendata.aacounty.org/datasets/db3ded6262ea428dbcc655921e83644e_4,https://opendata.aacounty.org/datasets/db3ded6262ea428dbcc655921e83644e_4.zip,https://gis.aacounty.org/arcgis/rest/services/OpenData/Elevation_OpenData/MapServer/4,,,db3ded6262ea428dbcc655921e83644e_4,https://hub.arcgis.com/datasets/db3ded6262ea428dbcc655921e83644e_4,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.1679 MB
,Ortho NAIP 2005,"Data acquisition conducted in April, 2005 (Leaf off), 6 inch resolution, Maryland State Plane NAD 1983 HARN Feet, Meets ASPRS Class 1 standards at, Map Scale 1:1200 (1 = 100) ",eng,"Anne Arundel County, MD","Anne Arundel County, Maryland",Imagery,,OrthoNAIP2005|Imagery|AnneArundelCounty|AACO|OpenData,2020-01-10T15:23:33.000Z,,,"Mayo, Maryland|Woodmore, Maryland|Westphalia, Maryland|Melwood, Maryland|Herald Harbor, Maryland|Queensland, Maryland|Severn, Maryland|Croom, Maryland|Brock Hall, Maryland|Lake Shore, Maryland|Fairwood, Maryland|Gambrills, Maryland|Highland Beach, Maryland|Ferndale, Maryland|Prince George's County, Maryland|South Laurel, Maryland|Brown Station, Maryland|Linthicum, Maryland|Maryland City, Maryland|Shady Side, Maryland|Baltimore County, Maryland|Arden On The Severn, Maryland|Marlton, Maryland|Annapolis Neck, Maryland|Lanham, Maryland|North Beach, Maryland|North Laurel, Maryland|Kettering, Maryland|Pasadena, Maryland|Springdale, Maryland|Ilchester, Maryland|Cape St. Claire, Maryland|Severna Park, Maryland|Howard County, Maryland|Baltimore Highlands, Maryland|Naval Academy, Maryland|Largo, Maryland|Annapolis, Maryland|Riva, Maryland|Glenn Dale, Maryland|Fort Meade, Maryland|Friendship, Maryland|Rosaryville, Maryland|Glenarden, Maryland|Edgewater, Maryland|Arnold, Maryland|Mitchellville, Maryland|Lansdowne, Maryland|Odenton, Maryland|Marlboro Meadows, Maryland|Crownsville, Maryland|Upper Marlboro, Maryland|Queen Anne, Maryland|Anne Arundel County, Maryland|Lake Arbor, Maryland|Bowie, Maryland|Queen Anne's County, Maryland|Crofton, Maryland|Dunkirk, Maryland|Seabrook, Maryland|Calvert County, Maryland|Owings, Maryland|Romancoke, Maryland|Deale, Maryland|Galesville, Maryland|Savage, Maryland|Elkridge, Maryland|Glen Burnie, Maryland|Jessup, Maryland|Brooklyn Park, Maryland|Caroline County, Maryland|Talbot County, Maryland|Parole, Maryland|Marlboro Village, Maryland|Riviera Beach, Maryland|Maryland","-76.8861,38.6793,-76.2965,39.2584",Satellite imagery,Imagery,https://opendata.aacounty.org/datasets/ca61e8848f0f42fe8297f67b8f30cf49,,,,https://gis.aacounty.org/image/rest/services/Ortho/NAIP_2005/ImageServer,ca61e8848f0f42fe8297f67b8f30cf49,https://hub.arcgis.com/datasets/ca61e8848f0f42fe8297f67b8f30cf49,Anne Arundel County GIS Data,04b-24003,a-b-c-local-government-open-data,04b-24003,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.0022 MB
,Planned Centers,Planned Shopping Center - An integral retail shopping development for which an overall plan has been approved by the Department of Planning and which meets certain criteria.Planned Industrial Park - An integral industrial development for which an overall plan has been approved by the Department of Planning and which is under common ownership or control.Planned Drive-In Clusters â An integral commercial development for which an overall plan has been approved by the Department of Planning and which meets certain criteria.,eng,Baltimore County Government,"Baltimore County, Maryland",Datasets,,landuse|plannedcenters,2021-12-06T15:45:51.000Z,,,"Perry Hall, Maryland|Mays Chapel, Maryland|Lutherville, Maryland|Lochearn, Maryland|Carney, Maryland|Timonium, Maryland|Pikesville, Maryland|Rosedale, Maryland|Baltimore County, Maryland|White Marsh, Maryland|Parkville, Maryland|Rossville, Maryland|Overlea, Maryland|Towson, Maryland|Hampton, Maryland|Maryland","-76.7696,39.2648,-76.4079,39.5137",Vector data,Shapefile,https://bcstat-bc-gis.hub.arcgis.com/datasets/09b9a11be1c145ad975c281c229e9e4a_17,https://bcstat-bc-gis.hub.arcgis.com/datasets/09b9a11be1c145ad975c281c229e9e4a_17.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/LandusePlanning/Landuse/MapServer/17,,,09b9a11be1c145ad975c281c229e9e4a_17,https://hub.arcgis.com/datasets/09b9a11be1c145ad975c281c229e9e4a_17,Baltimore County Open Data Portal,04b-24005,a-b-c-local-government-open-data,04b-24005,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.0345 MB
,Census Tracts 2020,,eng,Baltimore County Government,"Baltimore County, Maryland",Datasets,,census|tracts|2020|demographics,2021-05-18T14:58:48.000Z,,,"Baltimore, Maryland|Jarrettsville, Maryland|Edgemere, Maryland|Middle River, Maryland|Pleasant Hills, Maryland|Bowleys Quarters, Maryland|Fallston, Maryland|Pylesville, Maryland|Harford County, Maryland|Hampstead, Maryland|Kingsville, Maryland|Ferndale, Maryland|Overlea, Maryland|Prince George's County, Maryland|Linthicum, Maryland|Reisterstown, Maryland|Timonium, Maryland|Baltimore County, Maryland|Honeygo, Maryland|Cockeysville, Maryland|Parkville, Maryland|Rossville, Maryland|White Marsh, Maryland|Lutherville, Maryland|Perry Hall, Maryland|Ilchester, Maryland|Carroll County, Maryland|Howard County, Maryland|Baltimore Highlands, Maryland|Pikesville, Maryland|Randallstown, Maryland|Essex, Maryland|Milford Mill, Maryland|Baltimore City County, Maryland|Bel Air, Maryland|Arbutus, Maryland|Lansdowne, Maryland|Allegany County, Maryland|Hampton, Maryland|Catonsville, Maryland|Anne Arundel County, Maryland|Mays Chapel, Maryland|Lochearn, Maryland|Garrison, Maryland|Carney, Maryland|Dundalk, Maryland|Joppatowne, Maryland|Rosedale, Maryland|Elkridge, Maryland|Brooklyn Park, Maryland|Owings Mills, Maryland|Woodlawn, Maryland|Bel Air North, Maryland|Towson, Maryland|Maryland","-76.8960,39.1584,-76.2830,39.7199",Vector data,Shapefile,https://bcstat-bc-gis.hub.arcgis.com/datasets/5d96b835df7b482a964aa7f7c956714c_11,https://bcstat-bc-gis.hub.arcgis.com/datasets/5d96b835df7b482a964aa7f7c956714c_11.zip,https://bcgis.baltimorecountymd.gov/arcgis/rest/services/Demographics/Demographics/MapServer/11,,,5d96b835df7b482a964aa7f7c956714c_11,https://hub.arcgis.com/datasets/5d96b835df7b482a964aa7f7c956714c_11,Baltimore County Open Data Portal,04b-24005,a-b-c-local-government-open-data,04b-24005,Active,ArcGIS Hub,2021-12-31,,Public,False,False,0.6546 MB
,Contours  2ft,"This dataset represents computer generated intermediate contours at an interval of 2'. Feature capture rules: Intermediate Contours- Contour lines at the 2-foot interval. Intermediate Depression- Depression contour lines at the 2-foot interval Intermediate Indefinite - Intermediate contours obscured by vegetation, shadows or tall structures. Also includes contours in areas under disturbance Intermediate Depression Indefinite- Depression intermediate contours obscured by vegetation, shadows or tall structures Intermediate Hidden Contour lines behind index labels or inside buildings or bridges. Intermediate Hidden Depression - Contour Depression lines behind index labels or inside buildings or bridges. Intermediate Hidden Indefinite - Contour lines behind index labels or inside buildings or bridges and obscured by vegetation, shadows or tall structures. Intermediate Hidden Depression - Indefinite Contour depression lines behind index labels or inside buildings or bridges and obscured by vegetation, shadows or tall structures. Intermediate Non-Contour - Intermediate contours that fall in building structures and are estimated by the surrounding dtm. Intermediate Depression - Non-Contour Intermediate depression contours that fall in building structures and are estimated by the surrounding dtm.",eng,Baltimore City,"City of Baltimore, Maryland",Datasets,,Geographic|Contour2ft|Elevation,2021-12-07T03:12:59.000Z,,,"Anne Arundel County, Maryland|Lutherville, Maryland|Carney, Maryland|Baltimore Highlands, Maryland|Towson, Maryland|Baltimore County, Maryland|Brooklyn Park, Maryland|Parkville, Maryland|Overlea, Maryland|Lansdowne, Maryland|Hampton, Maryland|Maryland","-76.7136,39.1971,-76.4840,39.4469",Vector data,Shapefile,https://data.baltimorecity.gov/datasets/67242413afd34dccae7ded7172c2d4bb_0,https://data.baltimorecity.gov/datasets/67242413afd34dccae7ded7172c2d4bb_0.zip,,https://services1.arcgis.com/UWYHeuuJISiGmgXx/arcgis/rest/services/CONTOUR_INTERVAL_2FT_AGOL/FeatureServer/0,,67242413afd34dccae7ded7172c2d4bb_0,https://hub.arcgis.com/datasets/67242413afd34dccae7ded7172c2d4bb_0,City of Baltimore GIS Open Data,04c-02,a-b-c-local-government-open-data,04c-02,Active,ArcGIS Hub,2021-12-31,,Public,False,False,393.4036 MB
,Contours 10ft,This dataset is a line representation of every 10ft of land elevation.,eng,Baltimore City,"City of Baltimore, Maryland",Datasets,,Contours10ft|Elevation|Contours|Geographic,2020-11-19T16:53:19.000Z,,,"Anne Arundel County, Maryland|Lutherville, Maryland|Carney, Maryland|Baltimore Highlands, Maryland|Towson, Maryland|Baltimore County, Maryland|Brooklyn Park, Maryland|Parkville, Maryland|Overlea, Maryland|Lansdowne, Maryland|Hampton, Maryland|Maryland","-76.7126,39.1970,-76.4845,39.4471",Vector data,Shapefile,https://data.baltimorecity.gov/datasets/cf10019949a64fd9bf3b0373a67fe797_0,https://data.baltimorecity.gov/datasets/cf10019949a64fd9bf3b0373a67fe797_0.zip,,https://opendata.baltimorecity.gov/egis/rest/services/Hosted/Contours_10ft/FeatureServer/0,,cf10019949a64fd9bf3b0373a67fe797_0,https://hub.arcgis.com/datasets/cf10019949a64fd9bf3b0373a67fe797_0,City of Baltimore GIS Open Data,04c-02,a-b-c-local-government-open-data,04c-02,Active,ArcGIS Hub,2021-12-31,,Public,False,False,107.9158 MB
