Title,Alternative Title,Description,Language,Creator,Publisher,Genre,Subject,Keyword,Date Issued,Temporal Coverage,Date Range,Solr Year,Spatial Coverage,Bounding Box,Type,Geometry Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,Slug,Identifier,Provenance,Code,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child,FileSize
,Moving Violations Summary for 2015,"TheVision Zerodata contained in this layer pertain to moving violations issued by the District of Columbia'sMetropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, theDistrict Department of Transportation's (DDOT)traffic control officers whoprevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by theDistrictDepartment of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation.The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 40 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, where are the majority of Unsafe Operator moving violations in the AM Rush of 2015? These data will give up to 52 distinct street segments of information - one for each week of the year.Field Definitions:IdentificationWeeknumber - Week of Year, based on a Sunday start of the week StreetSeg - Street Segment ID, corresponds to the DDOT street centerline âStreetSegID' field Registered Name - Street nameStreetType - Type of Street (Road, Ave, etc)Quad - DC QuadrantFromAddLeft - Unit number start (for approximating this segment's block)ToAddLeft - Unit number end (for approximating this segment's blockMovingLow Speeding (Under 20mph) - speed violations under 20mphHigh Speeding (above 20mph) - speed violations over 20 mph including reckless drivingUnsafe Driving -violations for driving maneuvers unsafe to trafficUnsafe Vehicle - violations for vehicle characteristics unsafe to traffic Unsafe Operator- violations for operator (driver) characteristics unsafe to trafficOther- miscellaneous violationsImportant Notes: Records which could not be associated to a street center-line segment (StreetSeg) were excluded from these summariesRecords which do not have a time of day associated with the violation were excluded from these summaries.",English,"City of Washington, DC","Washington, District of Columbia",Geospatial data,,transportation|DDOT|movingviolations|violations|VisionZero|VZ|feb2016|odtest|DPW|DMV|dc|washingtondc|MPD|police|enforcement|visionzero|ppsa|moving,2016-02-10T17:38:50.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1164,38.8160,-76.9094,38.9922",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/c376f3bd33064a749ec0c9ad700e27ed_18,https://opendata.dc.gov/datasets/c376f3bd33064a749ec0c9ad700e27ed_18.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/18,,,c376f3bd33064a749ec0c9ad700e27ed_18,https://hub.arcgis.com/datasets/c376f3bd33064a749ec0c9ad700e27ed_18,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,1.4801 MB
,Moving Violations Summary for 2009,"TheVision Zerodata contained in this layer pertain to moving violations issued by the District of Columbia'sMetropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, theDistrict Department of Transportation's (DDOT)traffic control officers whoprevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by theDistrictDepartment of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation.The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 40 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, where are the majority of Unsafe Operator moving violations in the AM Rush of 2009? These data will give up to 52 distinct street segments of information - one for each week of the year.Field Definitions:IdentificationWeeknumber - Week of Year, based on a Sunday start of the week StreetSeg - Street Segment ID, corresponds to the DDOT street centerline âStreetSegID' field Registered Name - Street nameStreetType - Type of Street (Road, Ave, etc)Quad - DC QuadrantFromAddLeft - Unit number start (for approximating this segment's block)ToAddLeft - Unit number end (for approximating this segment's blockMovingLow Speeding (Under 20mph) - speed violations under 20mphHigh Speeding (above 20mph) - speed violations over 20 mph including reckless drivingUnsafe Driving -violations for driving maneuvers unsafe to trafficUnsafe Vehicle - violations for vehicle characteristics unsafe to traffic Unsafe Operator- violations for operator (driver) characteristics unsafe to trafficOther- miscellaneous violationsImportant Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summariesRecords which do not have a time of day associated with the violation were excluded from these summaries.",English,"City of Washington, DC","Washington, District of Columbia",Geospatial data,,transportation|DDOT|movingviolations|violations|VisionZero|VZ|feb2016|odtest|DPW|DMV|dc|washingtondc|MPD|police|enforcement|visionzero|ppsa|moving,2016-02-10T17:18:46.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1164,38.8160,-76.9094,38.9923",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/b2586556b54e417ca337d45a0f2cb11d_3,https://opendata.dc.gov/datasets/b2586556b54e417ca337d45a0f2cb11d_3.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/3,,,b2586556b54e417ca337d45a0f2cb11d_3,https://hub.arcgis.com/datasets/b2586556b54e417ca337d45a0f2cb11d_3,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,1.8866 MB
,Moving Violations Summary for 2012,"TheVision Zerodata contained in this layer pertain to moving violations issued by the District of Columbia'sMetropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, theDistrict Department of Transportation's (DDOT)traffic control officers whoprevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by theDistrictDepartment of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation.The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 40 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, where are the majority of Unsafe Operator moving violations in the AM Rush of 2012? These data will give up to 52 distinct street segments of information - one for each week of the year.Field Definitions:IdentificationWeeknumber - Week of Year, based on a Sunday start of the week StreetSeg - Street Segment ID, corresponds to the DDOT street centerline âStreetSegID' field Registered Name - Street nameStreetType - Type of Street (Road, Ave, etc)Quad - DC QuadrantFromAddLeft - Unit number start (for approximating this segment's block)ToAddLeft - Unit number end (for approximating this segment's blockMovingLow Speeding (Under 20mph) - speed violations under 20mphHigh Speeding (above 20mph) - speed violations over 20 mph including reckless drivingUnsafe Driving -violations for driving maneuvers unsafe to trafficUnsafe Vehicle - violations for vehicle characteristics unsafe to traffic Unsafe Operator- violations for operator (driver) characteristics unsafe to trafficOther- miscellaneous violationsImportant Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summariesRecords which do not have a time of day associated with the violation were excluded from these summaries.",English,"City of Washington, DC","Washington, District of Columbia",Geospatial data,,transportation|DDOT|movingviolations|violations|VisionZero|VZ|feb2016|odtest|DPW|DMV|dc|washingtondc|MPD|police|enforcement|visionzero|ppsa|moving,2016-02-10T17:31:30.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1164,38.8160,-76.9094,38.9923",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/d8cc414a97e247dc8ab7897777155aba_9,https://opendata.dc.gov/datasets/d8cc414a97e247dc8ab7897777155aba_9.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/9,,,d8cc414a97e247dc8ab7897777155aba_9,https://hub.arcgis.com/datasets/d8cc414a97e247dc8ab7897777155aba_9,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,1.6235 MB
,2007 Traffic Volume,"Traffic volume of Street segments. The dataset contains traffic volume data, created as part of the District of Columbia, Department of Transportation (DDOT) Street Spatial Database (SSD). A database provided by the District of Columbia, Department of Transportation identified traffic volume. Count data is collected (both direction) at pre-selected locations on Highway Performance Monitoring System (HPMS) Sections on a three-year cycle. These counts are converted to Annual Average Daily Traffic (AADT).",English,D.C. Office of the Chief Technology Officer,"Washington, District of Columbia",Geospatial data,,D.C.|DC|DCGIS|DCGIS|DistrictofColumbia|location|Street|StreetSegment|Streetsegment|terrestrial|traffic|trafficvolume|transportation|volume|Washington|may2018|hpms|highwayperformancemanagementsystem|aadt|annualaveragedailytraffic|federalhighwayadministration|fha,2015-02-27T21:15:09.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1167,38.8045,-76.9094,38.9953",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/6f0a385e6f49467ead6888b939eb2e3f_65,https://opendata.dc.gov/datasets/6f0a385e6f49467ead6888b939eb2e3f_65.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/65,,,6f0a385e6f49467ead6888b939eb2e3f_65,https://hub.arcgis.com/datasets/6f0a385e6f49467ead6888b939eb2e3f_65,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,2.9087 MB
,Snow Removal Routes,This feature class contains locations and attributes of all DC Snow Routes for snow removal crew. This specific data set was created to increase routing efficiency and improve operational planning and execution. This data set was also created for the specific purpose of printing maps of each of the 69 snow routes on a letter-sized sheet of paper for use by the snow removal crew assigned to individual routes.,English,D.C. Office of the Chief Technology Officer,"Washington, District of Columbia",Geospatial data,,DC|DCGIS|DistrictofColumbia|snow|snowRoute|Transportation|Washington|WashingtonDC,2015-02-27T21:14:43.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1167,38.8045,-76.9107,38.9953",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/a0491c3eb8224c1a99a3552a0c1d97ed_20,https://opendata.dc.gov/datasets/a0491c3eb8224c1a99a3552a0c1d97ed_20.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Transportation_WebMercator/MapServer/20,,,a0491c3eb8224c1a99a3552a0c1d97ed_20,https://hub.arcgis.com/datasets/a0491c3eb8224c1a99a3552a0c1d97ed_20,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,1.2886 MB
,L Enfant Plan Boundary,L'Enfant Plan Boundaries This dataset shows the external boundaries of the original L'Enfant Plan.,English,DC Office of Planning,"Washington, District of Columbia",Geospatial data,,OpenData|WashingtonDC|DCGIS|DistrictofColumbia|Historic|L'EnfantPlan|society|boundary|DC|DCGIS,2015-02-27T21:06:27.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.0592,38.8563,-76.9651,38.9207",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/0be36e1f2a6a43638a0d15ac540747a2_7,https://opendata.dc.gov/datasets/0be36e1f2a6a43638a0d15ac540747a2_7.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/Historic_WebMercator/MapServer/7,,,0be36e1f2a6a43638a0d15ac540747a2_7,https://hub.arcgis.com/datasets/0be36e1f2a6a43638a0d15ac540747a2_7,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,0.0041 MB
,Parking Violations Summary for 2015 - Weeks 27 to 52,"The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, the District Department of Transportation's (DDOT) traffic control officers who prevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by the District Department of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation. The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 50 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, what type of parking violations occurred the most in the time period of this data? These data will give up to 26 distinct street segments of information - one for each week of the half year.Important Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summaries. Records which do not have a time of day associated with the violation were excluded from these summaries.",English,DDOT,"Washington, District of Columbia",Geospatial data,,dc|DDOT|ddot|DMV|DPW|enforcement|feb2016|MPD|odtest|parking|parkingviolation|police|ppsa|transportation|violations|VisionZero|visionzero|VZ|washingtondc,2016-02-10T18:04:36.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1127,38.8130,-76.9094,38.9952",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/8feb282177d04c68969c43e00682bad4_20,https://opendata.dc.gov/datasets/8feb282177d04c68969c43e00682bad4_20.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/20,,,8feb282177d04c68969c43e00682bad4_20,https://hub.arcgis.com/datasets/8feb282177d04c68969c43e00682bad4_20,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,2.9214 MB
,Parking Violations Summary for 2011 - Weeks 1 to 26,"The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, the District Department of Transportation's (DDOT) traffic control officers who prevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by the District Department of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation. The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 50 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, what type of parking violations occurred the most in the time period of this data? These data will give up to 26 distinct street segments of information - one for each week of the half year.Important Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summaries. Records which do not have a time of day associated with the violation were excluded from these summaries.",English,DDOT,"Washington, District of Columbia",Geospatial data,,dc|DDOT|DMV|DPW|enforcement|feb2016|MPD|odtest|parking|parkingviolation|police|ppsa|transportation|violations|VisionZero|visionzero|VZ|washingtondc,2016-02-10T17:45:28.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1119,38.8130,-76.9104,38.9952",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/eb266fa15a3542f78ec1393e5146f8ce_7,https://opendata.dc.gov/datasets/eb266fa15a3542f78ec1393e5146f8ce_7.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/7,,,eb266fa15a3542f78ec1393e5146f8ce_7,https://hub.arcgis.com/datasets/eb266fa15a3542f78ec1393e5146f8ce_7,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,2.8873 MB
,Parking Violations Summary for 2012 - Weeks 27 to 52,"The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, the District Department of Transportation's (DDOT) traffic control officers who prevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by the District Department of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation. The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 50 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, what type of parking violations occurred the most in the time period of this data? These data will give up to 26 distinct street segments of information - one for each week of the half year.Important Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summaries. Records which do not have a time of day associated with the violation were excluded from these summaries.",English,DDOT,"Washington, District of Columbia",Geospatial data,,dc|DDOT|DMV|DPW|enforcement|feb2016|MPD|odtest|parking|parkingviolation|police|ppsa|transportation|violations|VisionZero|visionzero|VZ|washingtondc,2016-02-10T17:57:18.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1119,38.8130,-76.9094,38.9952",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/2c58911d94464f28b15adfd6a7a4a6be_11,https://opendata.dc.gov/datasets/2c58911d94464f28b15adfd6a7a4a6be_11.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/11,,,2c58911d94464f28b15adfd6a7a4a6be_11,https://hub.arcgis.com/datasets/2c58911d94464f28b15adfd6a7a4a6be_11,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,2.7864 MB
,Parking Violations Summary for 2015 - Weeks 1 to 26,"The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, the District Department of Transportation's (DDOT) traffic control officers who prevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by the District Department of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation. The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 50 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, what type of parking violations occurred the most in the time period of this data? These data will give up to 26 distinct street segments of information - one for each week of the half year.Important Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summaries. Records which do not have a time of day associated with the violation were excluded from these summaries.",English,DDOT,"Washington, District of Columbia",Geospatial data,,dc|DDOT|ddot|DMV|DPW|enforcement|feb2016|MPD|odtest|parking|parkingviolation|police|ppsa|transportation|violations|VisionZero|visionzero|VZ|washingtondc,2016-02-10T17:51:11.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1127,38.8147,-76.9094,38.9952",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/f63375d046634e9e8bbf2b5a0b03002b_19,https://opendata.dc.gov/datasets/f63375d046634e9e8bbf2b5a0b03002b_19.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/19,,,f63375d046634e9e8bbf2b5a0b03002b_19,https://hub.arcgis.com/datasets/f63375d046634e9e8bbf2b5a0b03002b_19,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,2.7367 MB
,Parking Violations Summary for 2009 - Weeks 1 to 26,"The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, the District Department of Transportation's (DDOT) traffic control officers who prevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by the District Department of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation. The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 50 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, what type of parking violations occurred the most in the time period of this data? These data will give up to 26 distinct street segments of information - one for each week of the half year.Important Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summaries. Records which do not have a time of day associated with the violation were excluded from these summaries.",English,DDOT,"Washington, District of Columbia",Geospatial data,,dc|DDOT|DMV|DPW|enforcement|feb2016|MPD|odtest|parking|parkingviolation|police|ppsa|transportation|violations|VisionZero|visionzero|VZ|washingtondc,2016-02-10T17:41:01.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1119,38.8147,-76.9094,38.9952",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/36b5d185ab2d4107958932814988f388_4,https://opendata.dc.gov/datasets/36b5d185ab2d4107958932814988f388_4.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/4,,,36b5d185ab2d4107958932814988f388_4,https://hub.arcgis.com/datasets/36b5d185ab2d4107958932814988f388_4,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,3.0132 MB
,Topography Southwest DC,"0.6 meter contours. This dataset contains locations and attributes of 0.6 meter interval topography data, created using bare earth points from the lidar point cloud data.Some areas have limited data. The lidar dataset redaction was conducted under the guidance of the United States Secret Service. Except for classified ground points and classified water points, all lidar data returns and collected data were removed from the dataset within the United States Secret Service 1m redaction boundary generated for the 2017 orthophoto flight",English,D.C. Office of the Chief Technology Officer,"Washington, District of Columbia",Geospatial data,,contour|breakline|elevation|Topography|WashingtonD.C.|DC|DistrictofColumbia|elevation,2021-03-17T15:37:42.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.0643,38.8031,-77.0013,38.8898",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/cd392838c8dd48b287c58884b5dfea52_1,https://opendata.dc.gov/datasets/cd392838c8dd48b287c58884b5dfea52_1.zip,,https://services.arcgis.com/neT9SoYxizqTHZPH/arcgis/rest/services/SW_DC_2020_TopoLine/FeatureServer/1,,cd392838c8dd48b287c58884b5dfea52_1,https://hub.arcgis.com/datasets/cd392838c8dd48b287c58884b5dfea52_1,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,77.3727 MB
,Parking Violations Summary for 2010 - Weeks 1 to 26,"The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, the District Department of Transportation's (DDOT) traffic control officers who prevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by the District Department of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation. The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 50 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, what type of parking violations occurred the most in the time period of this data? These data will give up to 26 distinct street segments of information - one for each week of the half year.Important Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summaries. Records which do not have a time of day associated with the violation were excluded from these summaries.",English,DDOT,"Washington, District of Columbia",Geospatial data,,dc|DDOT|DMV|DPW|enforcement|feb2016|MPD|odtest|parking|parkingviolation|police|ppsa|transportation|violations|VisionZero|visionzero|VZ|washingtondc,2016-02-09T14:53:03.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1141,38.8147,-76.9104,38.9921",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/e991cb36be214b578715ff8a8bd14826_1,https://opendata.dc.gov/datasets/e991cb36be214b578715ff8a8bd14826_1.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/1,,,e991cb36be214b578715ff8a8bd14826_1,https://hub.arcgis.com/datasets/e991cb36be214b578715ff8a8bd14826_1,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,2.9963 MB
,Parking Violations Summary for 2014 - Weeks 27 to 52,"The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, the District Department of Transportation's (DDOT) traffic control officers who prevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by the District Department of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation. The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 50 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, what type of parking violations occurred the most in the time period of this data? These data will give up to 26 distinct street segments of information - one for each week of the half year.Important Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summaries. Records which do not have a time of day associated with the violation were excluded from these summaries.",English,DDOT,"Washington, District of Columbia",Geospatial data,,dc|DDOT|DMV|DPW|enforcement|feb2016|MPD|odtest|parking|parkingviolation|police|ppsa|transportation|violations|VisionZero|visionzero|VZ|washingtondc,2016-02-10T18:00:23.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1127,38.8147,-76.9108,38.9928",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/2e53d2d269b042e79c84a51e214733fe_17,https://opendata.dc.gov/datasets/2e53d2d269b042e79c84a51e214733fe_17.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/17,,,2e53d2d269b042e79c84a51e214733fe_17,https://hub.arcgis.com/datasets/2e53d2d269b042e79c84a51e214733fe_17,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,2.7373 MB
,Parking Violations Summary for 2013 - Weeks 1 to 26,"The Vision Zero data contained in this layer pertain to parking violations issued by the District of Columbia's Metropolitan Police Department (MPD)and partner agencies with the authority to do so. For example, the District Department of Transportation's (DDOT) traffic control officers who prevent congestion through enforcement and control at intersections throughout the District. Locations of moving violations are identified from a database provided by the District Department of Motor Vehicles (DMV).The data is summarized by ticket counts based on time of day, week of year, year, and category of violation. The summary form was created as a series of aggregated street segment data, in order to view spatial patterns on a weekly basis. This is a temporal crosstab of violation types (defined below) by week and time of day (ranges defined below).Users are able to query by week to get a DC-wide yearly and weekly perspective on over 50 different combinations of violations. Create interesting street segment heat maps which can get quite specific to identify patterns and answer questions. For example, what type of parking violations occurred the most in the time period of this data? These data will give up to 26 distinct street segments of information - one for each week of the half year.Important Notes: Records which could not be associated to a street centerline segment (StreetSeg) were excluded from these summaries. Records which do not have a time of day associated with the violation were excluded from these summaries.",English,DDOT,"Washington, District of Columbia",Geospatial data,,dc|DDOT|DMV|DPW|enforcement|feb2016|MPD|odtest|parking|parkingviolation|police|ppsa|transportation|violations|VisionZero|visionzero|VZ|washingtondc,2016-02-10T17:48:11.000Z,,,,"Washington, District of Columbia|District of Columbia","-77.1127,38.8141,-76.9094,38.9922",Dataset|Service,Vector,Shapefile,https://opendata.dc.gov/datasets/fba63dce73c8428b9395ef939387c337_13,https://opendata.dc.gov/datasets/fba63dce73c8428b9395ef939387c337_13.zip,https://maps2.dcgis.dc.gov/dcgis/rest/services/DCGIS_DATA/ViolationsSummary/MapServer/13,,,fba63dce73c8428b9395ef939387c337_13,https://hub.arcgis.com/datasets/fba63dce73c8428b9395ef939387c337_13,University of Maryland,04c-01,04c-01,Active,ArcGIS Hub,,Public,,False,False,2.8037 MB
