Identifier,Code,Title,alternativeTitle,description,genre,subject,format,type,geometryType,dateIssued,temporalCoverage,Date,spatialCoverage,spatial,provenance,publisher,creator,landingPage,downloadURL,webService,metadataURL,serverType,keywords
202e5b658c134f268d484d5d49409ebb_79,08b-42027,House Districts,,gispub.GISDB.PA_HouseDistricts,Geospatial data,,Shapefile,Dataset|Service,Vector,2018-03-05T12:45:48.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3764,40.69,-77.1415,41.2519",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/202e5b658c134f268d484d5d49409ebb_79,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/202e5b658c134f268d484d5d49409ebb_79.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/79,,MapServer,House|Districts|boundaries|state|Election
6897085c4ef840e9aa7cfd3ceecd0f61_31,08b-42027,SSURGO Soils,,"Originally created by the USDA / NRCS as a more accurate GIS soils layer.? This has been modified, by the GIS Department, to include soils on some properties that cross over the County boundary.? This layer is critical to the Ag Preservation Program in helping calculate values of properties that lie in multiple Counties.",Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-30T15:49:15.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3762,40.69,-77.1418,41.2511",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/6897085c4ef840e9aa7cfd3ceecd0f61_31,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/6897085c4ef840e9aa7cfd3ceecd0f61_31.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/31,,MapServer,Environment|Centre County|GIS|NRCS|USDA
fc8a92a17fdb4ffa8ff0f48a1d548326_55,08b-42027,Boat Launches,,Point shapefile of boat launch accesses in Centre County.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-12-01T13:17:11.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.1095,40.7722,-77.4148,41.1144",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/fc8a92a17fdb4ffa8ff0f48a1d548326_55,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/fc8a92a17fdb4ffa8ff0f48a1d548326_55.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/55,,MapServer,water|Locations|Centre County|GIS|Recreation
8e7bf31cfd774995bf38d9993472848c_26,08b-42027,Impaired Streams,,This layer contains impaired streams within Centre County.? It was downloaded from PASDA / DEP.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-29T19:56:22.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3626,40.6962,-77.3374,41.1211",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/8e7bf31cfd774995bf38d9993472848c_26,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/8e7bf31cfd774995bf38d9993472848c_26.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/26,,MapServer,streams|Environment|PASDA|water
f03801d799e2442fbd14f1114d6a4486_77,08b-42027,Sewer Treatment Plants,,Sewer Treatment Facilities within Centre County.,Geospatial data,,Shapefile,Dataset|Service,Vector,2017-05-23T12:35:20.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.2599,40.797,-77.461,41.12",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/f03801d799e2442fbd14f1114d6a4486_77,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/f03801d799e2442fbd14f1114d6a4486_77.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/77,,MapServer,Sewer|Infrastructure|Treatment|Centre County|GIS|Planning
7f85fef505dd46dc9123a8d8050d9f03_34,08b-42027,Major Watersheds,,Delineates the drainage area for the larger streams.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-30T17:40:35.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3761,40.69,-77.1422,41.2519",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/7f85fef505dd46dc9123a8d8050d9f03_34,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/7f85fef505dd46dc9123a8d8050d9f03_34.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/34,,MapServer,Environment|Centre County|GIS|water
b07ab4ba5bef4285ad8fdf118b86b406_6,08b-42027,Buildings,,Building Polygons.? Note... Not all of the building address points have building polygons.? Some landmark points do not have actual structure and do not containa building polygon.? Subtypes have been built on the FCODE field.FCODES 1200 - Bridge1300 - Landmark1301 - Cemetery1310 - Highway Landmark1311 - Railroad Landmark1312 - Traffic Control Device1320 - Public Utility1321 - Electric Utility1322 - Telecommunications1323 - Sewer1324 - Gas Wells1325 - Gas Distribution1330 - Water Supplies1340 - Quarries1350 - Cell Towers1351 - Commercial Towers1352 - Government Towers1353 - Cell Tower on Building1360 - State Park / Forest / Game Lands1361 - Open Space / Parklets1362 - Campgrounds1370 - Parking Lots / Garages1900 - House / Addressable Structures1901 - Non-addressable Structures1902 - Abandoned Structures1903 - Temporary Address1905 - Multiple Addressable Structures1940 - Building w/ Pay Phone inside1950 - Pay phone1960 - PSU Building1961 - PSU Athletic Fields1962 - PSU Parking Lots1963 - PSU E Phones1964 PSU Campus Bus Stops,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-22T15:01:44.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3603,40.6941,-77.1435,41.2396",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/b07ab4ba5bef4285ad8fdf118b86b406_6,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/b07ab4ba5bef4285ad8fdf118b86b406_6.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/6,,MapServer,Centre County|Locations|GIS|911
f85187697a8844b4b4da7a110dd93861_5,08b-42027,Streams,,Named Streams and some unnamed tributaries.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-22T14:57:33.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3763,40.6864,-77.1696,41.2522",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/f85187697a8844b4b4da7a110dd93861_5,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/f85187697a8844b4b4da7a110dd93861_5.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/5,,MapServer,Centre County|Environment|GIS|water
77e10009bd5340ae8b6f26917870b1a1_11,08b-42027,Municipal Boundary Lines,,Municipal Boundary Lines,Geospatial data,,Shapefile,Dataset|Service,Vector,2020-05-05T14:00:03.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3764,40.69,-77.1415,41.2519",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/77e10009bd5340ae8b6f26917870b1a1_11,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/77e10009bd5340ae8b6f26917870b1a1_11.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/11,,MapServer,Boundaries
9c8aa5f77d564d4392e839ad50d00ef3_22,08b-42027,Voting Precincts,,Voting precinct boundaries within Centre County.,Geospatial data,,Shapefile,Dataset|Service,Vector,2016-11-29T18:58:33.000Z,,,"Centre County, Pennsylvania|Pennsylvania","-78.3764,40.69,-77.1415,41.2519",Penn State,"Centre County, Pennsylvania",Centre County Government,http://gisdata-centrecountygov.opendata.arcgis.com/datasets/9c8aa5f77d564d4392e839ad50d00ef3_22,"http://gisdata-centrecountygov.opendata.arcgis.com/datasets/9c8aa5f77d564d4392e839ad50d00ef3_22.zip?outSR={""latestWkid"":2271,""wkid"":102728}",https://gissites4.centrecountypa.gov/arcgis/rest/services/OpenData/MapServer/22,,MapServer,Centre County|boundaries|GIS|Voter Registration|Election
9ee8951e0458453b97a8039e5eebb1f3_0,04f-01,PA and NJ - Plug-In Electrical Vehicle Municipal level data,,"Pennsylvania and New Jersey municipal level results from the DVRPC/UC Davis EV Planning Toolkit for ArcGIS. Visit the Story Map here. This dataset contains current (2017) and
projected numbers of Plug-In Electrical Vehicles (PEVs) at the municipal level
for the Commonwealth of Pennsylvania and the State of New Jersey. The municipal PEV counts were aggregated
from the census block group counts, assigning the counts from each block group
to the municipality housing that block group?s centroid. The future PEV projections are based on a scenario in which 5 percent
of passenger vehicles in Pennsylvania (or about 400,000 vehicles) are PEVs.




The following datasets were used to obtain
these results using the EV Planning Toolkit:

?????
2017 vehicle registration data
provided by the Pennsylvania Department of Transportation?????
2017 vehicle registration data
from the New Jersey Motor Vehicle Commission provided by the New Jersey
Department of Environmental Protection



?????
2012-2016
American Community Survey 5-year Estimates

?????
LEHD
Origin-Destination Employment Statistics (LODES), version 7

?????
Block group-to-block group
commuting distances from DVRPC's Travel Improvement Model 2.1, accessed
December 2017.

?????
Block group-to-block group
commuting distances calculated from Esri?s ArcGIS Network Analyst, used in
2017.If you have any questions regarding this dataset, please contact:Adam Beam, Research Analyst | Office of Energy and Climate Change Initiativesabeam@dvrpc.org | (215) 238-2830


 
  
  Field
  
  
  Alias
  
  
  Description
  
 
 
  
  GEOID10
  
  
  GEOID10
  
  
  Municipal identifier
  
 
 
  
  MUN_NAME
  
  
  Municipality
  
  
  Name of municipality
  
 
 
  
  CO_NAME
  
  
  County
  
  
  Name of county
  
 
 
  
  STATE
  
  
  State
  
  
  Name of state
  
 
 
  
  POP
  
  
  Population
  
  
  Number of people
  
 
 
  
  HOUSUNIT
  
  
  Housing Units
  
  
  Number of housing units
  
 
 
  
  JOBS
  
  
  Jobs
  
  
  Number of jobs
  
 
 
  
  PASS_VEH
  
  
  Number of Passenger Vehicles
  
  
  Number of passenger vehicles as of
  2017
  
 
 
  
  CurPEV
  
  
  Current Number of PEVs
  
  
  Number of PEVs as of 2017
  
 
 
  
  FutPEV
  
  
  Projected Number of PEVs
  
  
  Number of projected PEVs at 5%
  statewide penetration
  
 
",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-07T16:35:47.000Z,,,"Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-80.7327,38.8013,-73.8705,42.3685",Maryland,Delaware Valley Regional Planning Commission,DVRPC-GIS,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/9ee8951e0458453b97a8039e5eebb1f3_0,"http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/9ee8951e0458453b97a8039e5eebb1f3_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/Statewide_MCD_EV_Data_updates/FeatureServer/0,,FeatureServer,EV|PEV|DVRPC
6684ac81d7ff4ee988f9ad46d73b9667_0,04f-01,Pennsylvania - Plug-In Electrical Vehicle Block Group level data,,"Pennsylvania Census Block Group level results from the DVRPC/UC Davis EV Planning Toolkit for ArcGIS. Visit the Story Map here. This dataset contains current (2017) and projected
numbers of Plug-In Electrical Vehicles (PEVs) at the census block group level
for the Commonwealth of Pennsylvania. The
future PEV projections are based on a scenario in which 5 percent of passenger
vehicles in Pennsylvania (or about 400,000 vehicles) are PEVs. 

?This dataset also includes data projecting
workplace charging demand in number of charging events and kilowatt-hours of
demand by census block group based on the aforementioned PEV projections for
the following three scenarios: 

workplace charging
     is free, workplace
     charging is the same cost as home charging, andworkplace
     charging is twice the cost of home charging. 

?The following datasets were used to obtain
these results using the EV Planning Toolkit:

?????
2017 vehicle registration data
provided by the Pennsylvania Department of Transportation

?????
2012-2016
American Community Survey 5-year Estimates

?????
LEHD
Origin-Destination Employment Statistics (LODES), version 7

?????
Block group-to-block group
commuting distances from DVRPC's Travel Improvement Model 2.1, accessed
December 2017.

?????
Block group-to-block group
commuting distances calculated from Esri?s ArcGIS Network Analyst, used in
2017.

If you have any questions regarding this dataset, please contact:Adam Beam, Research Analyst | Office of Energy and Climate Change Initiativesabeam@dvrpc.org | (215) 238-2830?
 
  
  Field
  
  
  Alias
  
  
  Description
  
 
 
  
  GEOID10
  
  
  GEOID10
  
  
  Census Block Group identifier
  
 
 
  
  Mun_Name
  
  
  Municipality Name
  
  
  The name of the municipality in
  which the Block Group lies
  
 
 
  
  GEOID_Muni
  
  
  GEOID of Municipality
  
  
  Municipality identifier
  
 
 
  
  SQMI_LAND
  
  
  Land area
  
  
  Square miles of land area
  
 
 
  
  POP
  
  
  Population
  
  
  Number of people
  
 
 
  
  HOUSUNIT
  
  
  Housing Units
  
  
  Number of housing units
  
 
 
  
  JOBS
  
  
  Jobs
  
  
  Number of jobs
  
 
 
  
  PASS_VEH
  
  
  Number of Passenger Vehicles
  
  
  Number of passenger vehicles per
  block group as of 2017
  
 
 
  
  CurPEV
  
  
  Current Number of PEVs
  
  
  Number of PEVs per block group as
  of 2017
  
 
 
  
  FutPEV
  
  
  Projected Number of PEVs
  
  
  Number of projected PEVs per block
  group at 5% statewide penetration
  
 
 
  
  CuPEV_SM
  
  
  Current PEVs per square mile
  
  
  Number of PEVs per square mile in
  the block group as of 2017
  
 
 
  
  FUPEV_SM
  
  
  Projected PEVs per square mile
  
  
  Number of projected PEVs per square
  mile per block group at 5% statewide penetration
  
 
 
  
  CuPEVPop
  
  
  Current number
  of PEVs per 100 people
  
  
  Number of PEVs per 100 people per
  block group as of 2017
  
 
 
  
  FuPEVPop
  
  
  Projected number
  of PEVs per 100 people
  
  
  Number of projected PEVs per 100
  people per block group at 5% statewide penetration
  
 
 
  
  CuPEV_HU
  
  
  Current number of PEVs per 100
  housing units
  
  
  Number of PEVs per 100 housing
  units per block group as of 2017
  
 
 
  
  FuPEV_HU
  
  
  Projected number of PEVs per 100 housing
  units
  
  
  Number of projected PEVs per 100
  housing units per block group at 5% statewide penetration
  
 
 
  
  PerCuPEV
  
  
  Current
  Percentage of Passenger Vehicles That Are PEVs
  
  
  Percentage of total passenger
  vehicles that are PEVs per block group as of 2017
  
 
 
  
  PerFuPEV
  
  
  Projected
  Percentage of Passenger Vehicles That Are PEVs
  
  
  Percentage of total passenger
  vehicles that are projected to be PEVs per block group at 5% statewide
  penetration
  
 
 
  
  FC_KD
  
  
  Free Charging -
  kWh of Demand
  
  
  Kilowatt-hours
  of workplace charging demand per day per block group when workplace charging
  is free at 5% statewide PEV penetration
  
 
 
  
  FC_CE
  
  
  Free Charging -
  Number of Charging Events
  
  
  Number of
  workplace charging events per day per block group when workplace charging is
  free at 5% statewide PEV penetration
  
 
 
  
  FC_KD_SM
  
  
  Free Charging -
  kWh of Demand per sq. mi.
  
  
  Kilowatt-hours
  of workplace charging demand per day per square mile per block group when
  workplace charging is free at 5% statewide PEV penetration
  
 
 
  
  FC_CE_SM
  
  
  Free Charging -
  Charging Events per sq. mi.
  
  
  Number of
  workplace charging events per day per square mile per block group when
  workplace charging is free at 5% statewide PEV penetration
  
 
 
  
  FC_KPE
  
  
  Free Charging -
  kWh per charging event
  
  
  Kilowatt-hours per workplace
  charging event per block group when workplace charging is free at 5%
  statewide PEV penetration
  
 
 
  
  FC_KD_JB
  
  
  Free Charging -
  kWh of Demand per Job
  
  
  Kilowatt-hours of workplace
  charging demand per day per job per block group when workplace charging is
  free at 5% statewide PEV penetration
  
 
 
  
  FC_CE_JB
  
  
  Free Charging -
  Charging Events per Job
  
  
  Number of workplace charging events
  per job per block group when workplace charging is free at 5% statewide PEV
  penetration
  
 
 
  
  SC_KD
  
  
  Cheap Charging -
  kWh of Demand
  
  
  Kilowatt-hours
  of workplace charging demand per day per block group when workplace charging
  is the same cost as home charging at 5% statewide PEV penetration
  
 
 
  
  SC_CE
  
  
  Cheap Charging -
  Number of Charging Events
  
  
  Number of
  workplace charging events per day per block group when workplace charging is
  the same cost as home charging at 5% statewide PEV penetration
  
 
 
  
  SC_KD_SM
  
  
  Cheap Charging -
  kWh of Demand per sq. mi.
  
  
  Kilowatt-hours
  of workplace charging demand per day per square mile per block group when
  workplace charging is the same cost as home charging at 5% statewide PEV
  penetration
  
 
 
  
  SC_CE_SM
  
  
  Cheap Charging -
  Charging Events per sq. mi.
  
  
  Number of
  workplace charging events per day per square mile per block group when
  workplace charging is the same cost as home charging at 5% statewide PEV
  penetration
  
 
 
  
  SC_KPE
  
  
  Cheap Charging -
  kWh per charging event
  
  
  Kilowatt-hours per workplace
  charging event per block group when workplace charging is the same cost as
  home charging at 5% statewide PEV penetration
  
 
 
  
  SC_KD_JB
  
  
  Cheap Charging -
  kWh of Demand per Job
  
  
  Kilowatt-hours of workplace
  charging demand per day per job per block group when workplace charging is
  the same cost as home charging at 5% statewide PEV penetration
  
 
 
  
  SC_CE_JB
  
  
  Cheap Charging -
  Charging Events per Job
  
  
  Number of workplace charging events
  per job per block group when workplace charging is the same cost as home
  charging at 5% statewide PEV penetration
  
 
 
  
  PC_KD
  
  
  Expensive
  Charging - kWh of Demand
  
  
  Kilowatt-hours
  of workplace charging demand per day per block group when workplace charging
  is twice the cost of home charging at 5% statewide PEV penetration
  
 
 
  
  PC_CE
  
  
  Expensive
  Charging - Number of Charging Events
  
  
  Number of
  workplace charging events per day per block group when workplace charging is
  twice the cost of home charging at 5% statewide PEV penetration
  
 
 
  
  PC_KD_SM
  
  
  Expensive
  Charging - kWh of Demand per sq. mi.
  
  
  Kilowatt-hours
  of workplace charging demand per day per square mile per block group when
  workplace charging is twice the cost of home charging at 5% statewide PEV
  penetration
  
 
 
  
  PC_CE_SM
  
  
  Expensive
  Charging - Charging Events per sq. mi.
  
  
  Number of
  workplace charging events per day per square mile per block group when
  workplace charging is twice the cost of home charging at 5% statewide PEV
  penetration
  
 
 
  
  PC_KPE
  
  
  Expensive
  Charging - kWh per charging event
  
  
  Kilowatt-hours per workplace
  charging event per block group when workplace charging is twice the cost of
  home charging at 5% statewide PEV penetration
  
 
 
  
  PC_KD_JB
  
  
  Expensive
  Charging - kWh of Demand per Job
  
  
  Kilowatt-hours of workplace
  charging demand per day per job per block group when workplace charging is
  twice the cost of home charging at 5% statewide PEV penetration
  
 
 
  
  PC_CE
  
  
  Expensive
  Charging - Charging Events per Job
  
  
  Number of workplace charging events
  per job per block group when workplace charging is twice the cost of home
  charging at 5% statewide PEV penetration
  
 
",Geospatial data,,Shapefile,Dataset|Service,Vector,2020-02-07T16:38:59.000Z,,,"Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-80.5199,39.7198,-74.6895,42.5161",Maryland,Delaware Valley Regional Planning Commission,DVRPC-GIS,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/6684ac81d7ff4ee988f9ad46d73b9667_0,"http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/6684ac81d7ff4ee988f9ad46d73b9667_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/PA_Statewide_EV_Data_updates/FeatureServer/0,,FeatureServer,EV|DVRPC|PEV|Census
438a35cc544349d0b45a5fe18b09789c_0,04f-01,DVRPC Region - Plug-In Electrical Vehicle Municipal level data,,"Municipal level results from the DVRPC/UC Davis EV Planning Toolkit for ArcGIS. Visit the Story Map here. This dataset contains current (2017) and
projected numbers of Plug-In Electrical Vehicles (PEVs) at the municipal level
for the Delaware Valley region. The municipal PEV counts were aggregated from
the census block group counts, assigning the counts from each block group to
the municipality housing that block group?s centroid. The projected PEV distribution is based on a scenario in which 5
percent of passenger vehicles in the Greater Philadelphia region (or about
200,000 vehicles) are PEVs. Please note that the percentage of passenger
vehicles that are PEVs is not available for the New Jersey side of the region
due to data limitations.

?The following datasets were used to obtain
these results using the EV Planning Toolkit:

?????
2017 vehicle registration data
provided by the Pennsylvania Department of Transportation

?????
2017 vehicle registration data
from the New Jersey Motor Vehicle Commission provided by the New Jersey
Department of Environmental Protection

?????
2012-2016
American Community Survey 5-year Estimates

?????
LEHD
Origin-Destination Employment Statistics (LODES), version 7

?????
Block group-to-block group
commuting distances from DVRPC's Travel Improvement Model 2.1, accessed
December 2017.If you have any questions regarding this dataset, please contact:Adam Beam, Research Analyst | Office of Energy and Climate Change Initiativesabeam@dvrpc.org | (215) 238-2830


 
  
  Field
  
  
  Alias
  
  
  Description
  
 
 
  
  GEOID10
  
  
  GEOID10
  
  
  Municipal identifier
  
 
 
  
  MUN_NAME
  
  
  Municipality
  
  
  Name of municipality
  
 
 
  
  CO_NAME
  
  
  County
  
  
  Name of county
  
 
 
  
  STATE
  
  
  State
  
  
  Name of state
  
 
 
  
  POP
  
  
  Population
  
  
  Number of people
  
 
 
  
  HOUSUNIT
  
  
  Housing Units
  
  
  Number of housing units
  
 
 
  
  JOBS
  
  
  Jobs
  
  
  Number of jobs
  
 
 
  
  PASS_VEH
  
  
  Number of Passenger Vehicles
  
  
  Number of passenger vehicles as of
  2017
  
 
 
  
  CurPEV
  
  
  Current Number of PEVs
  
  
  Number of PEVs as of 2017
  
 
 
  
  FutPEV
  
  
  Projected Number of PEVs
  
  
  Number of projected PEVs at 5%
  regional penetration
  
 
",Geospatial data,,Shapefile,Dataset|Service,Vector,2019-04-06T00:02:25.000Z,,,"Delaware River, Delaware|Delaware|Philadelphia, Pennsylvania|Pennsylvania|Maryland|New Jersey","-76.1513,39.5094,-74.3815,40.6087",Maryland,Delaware Valley Regional Planning Commission,DVRPC-GIS,http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/438a35cc544349d0b45a5fe18b09789c_0,"http://dvrpc-dvrpcgis.opendata.arcgis.com/datasets/438a35cc544349d0b45a5fe18b09789c_0.zip?outSR={""latestWkid"":3857,""wkid"":102100}",https://services1.arcgis.com/LWtWv6q6BJyKidj8/arcgis/rest/services/DVRPC_EV_MCD/FeatureServer/0,,FeatureServer,DVRPC|PEV|EV
