Title,Alternative Title,Description,Language,Creator,Title Source,Resource Class,Theme,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Status,Accrual Method,Date Accessioned,Rights,Access Rights,Suppressed,Child Record,File Size
uninsured county,uninsured county,"This layer shows the percentage of people without health insurance in the U.S. by state and county, from American Community Survey 5-year estimates: 2011-2015 (TableGCT2701). The map switches from state data to county data as the map zooms in. The national average was 13.0%, down from approximately 20% in 2005.A person's ability to access health services has a profound effect on every aspect of his or her health. Many Americans do not have a primary care provider (PCP) or health center where they can receive regular medical services. People without medical insurance are more likely to lack a usual source of medical care, such as a PCP, and are more likely to skip routine medical care due to costs, increasing their risk for serious and disabling health conditions. When they do access health services, they are often burdened with large medical bills and out-of-pocket expenses. Increasing access to both routine medical care and medical insurance are vital steps in improving the health of all Americans.",eng,Urban Observatory by Esri,Esri,Datasets,Health,counties|demographics|HealthandHumanServices|healthcare|healthinsurance|people|PeopleandSociety|publichealth|Uninsured|urban|public,2017-05-10T22:11:00.000Z,Continually updated resource,,United States,"-179.1474,17.8848,179.7785,71.3526",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/UrbanObservatory::uninsured-county,https://gis-for-racialequity.hub.arcgis.com/datasets/UrbanObservatory::uninsured-county.zip,,https://services1.arcgis.com/4yjifSiIG17X0gW4/arcgis/rest/services/Uninsured/FeatureServer/1,,6fd72c90cd9f46c8b7f9673b0b0aacb5_1,https://hub.arcgis.com/datasets/item.html?id=6fd72c90cd9f46c8b7f9673b0b0aacb5_1,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,10.2444 MB
uninsured state,uninsured state,"This layer shows the percentage of people without health insurance in the U.S. by state and county, from American Community Survey 5-year estimates: 2011-2015 (TableGCT2701). The map switches from state data to county data as the map zooms in. The national average was 13.0%, down from approximately 20% in 2005.A person's ability to access health services has a profound effect on every aspect of his or her health. Many Americans do not have a primary care provider (PCP) or health center where they can receive regular medical services. People without medical insurance are more likely to lack a usual source of medical care, such as a PCP, and are more likely to skip routine medical care due to costs, increasing their risk for serious and disabling health conditions. When they do access health services, they are often burdened with large medical bills and out-of-pocket expenses. Increasing access to both routine medical care and medical insurance are vital steps in improving the health of all Americans.",eng,Urban Observatory by Esri,Esri,Datasets,Health,counties|demographics|HealthandHumanServices|healthcare|healthinsurance|people|PeopleandSociety|publichealth|Uninsured|urban|public,2017-05-10T22:11:00.000Z,Continually updated resource,,United States,"-179.1474,17.8848,179.7785,71.3526",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/UrbanObservatory::uninsured-state,https://gis-for-racialequity.hub.arcgis.com/datasets/UrbanObservatory::uninsured-state.zip,,https://services1.arcgis.com/4yjifSiIG17X0gW4/arcgis/rest/services/Uninsured/FeatureServer/0,,6fd72c90cd9f46c8b7f9673b0b0aacb5_0,https://hub.arcgis.com/datasets/item.html?id=6fd72c90cd9f46c8b7f9673b0b0aacb5_0,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,1.1937 MB
Heat Health Census Tracts,Heat Health Census Tracts,"This is a dataset of over 70,000 United States Census tracts enriched with over 25 demographic and environmental variables. The census tracts cover the conterminous United States, excluding Alaska, Hawaii, and Puerto Rico. The tract-level data were used to calculate and map climate resilience indices.The climate resilience analysis was undertaken as part of The Opportunity Project, a 12-week multi-disciplinary product development cycle to address the National Oceanic and Atmospheric Administration (NOAA) problem statementTackling the Climate Crisis through Climate-Smart Communities. The results include this hosted feature layer and several related maps. Each map is designed to address one specific intervention using a heat resilience index (HRI) and may be used for building more climate smart communities. An HRI is developed by combining environmental, exposure, and demographic variables and assigning the value to each census track to develop an ordering based on the HRI.The types of questions we are attempting to address with these HRIs and corresponding interventions include,Which neighborhoods have the greatest need for tree planting campaigns?Which neighborhoods have the greatest need for cooling centers?Which neighborhoods would benefit from a ""be a buddy program"" to check on populations at-risk?Data sources include the US CensusAmerican Community Survey (ACS)for all demographic variables and theMulti-Resolution Land Characteristics (MRLC) consortiumNational Land Cover Database (NLCD) for impervious surfaces and tree canopy raster data sets. And theNASA MODIS Land Surface Temperature and Emissivitydata. All data sets except for the NASA MODIS temperature data were obtained from Esri'sArcGIS Living Atlas of the World.The analysis and data products were first published in October 2021.Processing NotesThe polygon features underwent several processing steps as part of the enrichment process. The tools used were dependent on the type of input data.All table joins used the GEOID as a unique identifier for tracts.The Zonal Statistics as Table geoprocessing tool was used on raster data types that included Impervious Surfaces, Tree Canopy, and Land Surface Temperature inputs. Mean values for these inputs was calculated using the census tract as the zone and the raster as the value. Output was then joined back to the features using the GEOID unique value.Land Surface Temperature was a global 8-day interval mean value from 2002 - 2020. This was aggregated, first, to a mean recurring monthly and then again to obtain a high mean Summer (July - August) value that was used to enrich the census tract zones.The Join Field geoprocessing tool was used with the remainder of the ACS input variables.One additional ACS variable was obtained directly from the US Census bureau. Table B11001 was the source for 'Householder Living Alone'.",eng,Climate Solutions,Esri,Datasets,Health,urbanheat|intervention|climate|NOAA|temperature|Census|censustracts|heat|health|treeplanting|population|ACS,2021-09-22T20:07:13.000Z,Continually updated resource,,United States,"-124.7625,24.5211,-66.9496,49.3831",Vector data,Shapefile,https://gis-for-racialequity.hub.arcgis.com/maps/climatesolutions::heat-health-census-tracts,https://gis-for-racialequity.hub.arcgis.com/datasets/climatesolutions::heat-health-census-tracts.zip,,https://services8.arcgis.com/O5dJJKQg5b6RjO3d/arcgis/rest/services/Heat_Health_Census_Tract_Summaries_v1/FeatureServer/0,,7f05981247034b5da1887f14b7ed523b_0,https://hub.arcgis.com/datasets/item.html?id=7f05981247034b5da1887f14b7ed523b_0,Esri GIS For Racial Equity Hub,99-1100,ba5cc745-21c5-4ae9-954b-72dd8db6815a,99-1100,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,581.6486 MB
"Indianapolis Intersections [Indianapolis and Marion County, Indiana]",Indianapolis Intersections,"Point file containing Indianapolis and Marion County, Indiana street intersection locations.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet)",eng,City of Indianapolis and Marion County - IndyGIS,"Indianapolis and Marion County, Indiana",Datasets,Transportation,Indianapolis|MarionCounty|Intersections|Transportation,2015-08-06T17:38:38.000Z,Continually updated resource,,"Crows Nest, Indiana|Williams Creek, Indiana|Speedway, Indiana|Wynnedale, Indiana|Spring Hill, Indiana|Warren Park, Indiana|Homecroft, Indiana|Clermont, Indiana|North Crows Nest, Indiana|Meridian Hills, Indiana|Marion County, Indiana|Southport, Indiana|Hendricks County, Indiana|Rocky Ripple, Indiana|Beech Grove, Indiana|Indiana","-86.3263,39.6267,-85.9362,39.9418",Vector data,Shapefile,https://data.indy.gov/maps/IndyGIS::indianapolis-intersections,https://data.indy.gov/datasets/IndyGIS::indianapolis-intersections.zip,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Transportation/MapServer/5,,,8ae3935e72a447108db77c5f800a862c_5,https://hub.arcgis.com/datasets/item.html?id=8ae3935e72a447108db77c5f800a862c_5,OpenIndy Data Portal,01c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-02,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,1.3439 MB
"Marion County Lakes [Indianapolis and Marion County, Indiana]",Marion County Lakes,"Polygon file representing the location of lakes in Marion County, Indiana.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet)",eng,City of Indianapolis and Marion County - IndyGIS,"Indianapolis and Marion County, Indiana",Datasets,Land Cover,MarionCounty|Indianapolis|Lakes|Hydrology|Planimertics|IndyPlanimetrics,2017-10-19T17:42:40.000Z,Continually updated resource,,"Indianapolis City (balance), Indiana|Crows Nest, Indiana|Meridian Hills, Indiana|Southport, Indiana|Hendricks County, Indiana|Rocky Ripple, Indiana|Beech Grove, Indiana|Williams Creek, Indiana|Wynnedale, Indiana|Homecroft, Indiana|Lawrence, Indiana|Johnson County, Indiana|Speedway, Indiana|Warren Park, Indiana|Hamilton County, Indiana|North Crows Nest, Indiana|Shelby County, Indiana|Clermont, Indiana|Boone County, Indiana|Marion County, Indiana|Morgan County, Indiana|Spring Hill, Indiana|Hancock County, Indiana|Indiana","-86.3434,39.6221,-85.9184,39.9415",Vector data,Shapefile,https://data.indy.gov/maps/IndyGIS::marion-county-lakes,https://data.indy.gov/datasets/IndyGIS::marion-county-lakes.zip,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Hydro/MapServer/1,,,40118560b21243e1ad0ed011349a26c5_1,https://hub.arcgis.com/datasets/item.html?id=40118560b21243e1ad0ed011349a26c5_1,OpenIndy Data Portal,01c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-02,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,3.0054 MB
"Pavement [Indianapolis and Marion County, Indiana]",Pavement,"Line file depicting edge of pavement in Indianapolis and Marion County, Indiana",eng,City of Indianapolis and Marion County - IndyGIS,"Indianapolis and Marion County, Indiana",Datasets,Transportation,Pavement|Indianapolis|MarionCounty|Planimertics|IndyPlanimetrics,2018-04-12T18:57:13.000Z,Continually updated resource,,"Indianapolis City (balance), Indiana|Crows Nest, Indiana|Meridian Hills, Indiana|Southport, Indiana|Hendricks County, Indiana|Rocky Ripple, Indiana|Beech Grove, Indiana|Williams Creek, Indiana|Wynnedale, Indiana|Homecroft, Indiana|Lawrence, Indiana|Johnson County, Indiana|Speedway, Indiana|Warren Park, Indiana|Hamilton County, Indiana|North Crows Nest, Indiana|Shelby County, Indiana|Clermont, Indiana|Boone County, Indiana|Marion County, Indiana|Morgan County, Indiana|Spring Hill, Indiana|Hancock County, Indiana|Indiana","-86.3435,39.6221,-85.9184,39.9417",Vector data,Shapefile,https://data.indy.gov/maps/IndyGIS::pavement,https://data.indy.gov/datasets/IndyGIS::pavement.zip,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Transportation/MapServer/18,,,58e9b5db97544db3b8aba46cfca64435_18,https://hub.arcgis.com/datasets/item.html?id=58e9b5db97544db3b8aba46cfca64435_18,OpenIndy Data Portal,01c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-02,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,163.0542 MB
"Indianapolis Department of Public Works Curb Ratings [Indianapolis and Marion County, Indiana]",Indianapolis DPW Curb Ratings,"Point layer representing curb ratings in Indianapolis and Marion County, Indiana.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet)",eng,City of Indianapolis and Marion County - IndyGIS,"Indianapolis and Marion County, Indiana",Datasets,Transportation,Indianapolis|MarionCounty|CurbRatings|DPW|PublicWorks|Infrastructure|Transportation,2016-06-02T20:35:42.000Z,Continually updated resource,,"Crows Nest, Indiana|Williams Creek, Indiana|Speedway, Indiana|Wynnedale, Indiana|Spring Hill, Indiana|Warren Park, Indiana|Homecroft, Indiana|Clermont, Indiana|North Crows Nest, Indiana|Meridian Hills, Indiana|Marion County, Indiana|Southport, Indiana|Hendricks County, Indiana|Rocky Ripple, Indiana|Beech Grove, Indiana|Indiana","-86.3263,39.6259,-85.9381,39.9278",Vector data,Shapefile,https://data.indy.gov/maps/IndyGIS::indianapolis-dpw-curb-ratings,https://data.indy.gov/datasets/IndyGIS::indianapolis-dpw-curb-ratings.zip,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Infrastructure/MapServer/0,,,89c4a32cf04a48879c6a5e3c9793ced6_0,https://hub.arcgis.com/datasets/item.html?id=89c4a32cf04a48879c6a5e3c9793ced6_0,OpenIndy Data Portal,01c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-02,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,1.437 MB
"Marion County Survey Quarter Sections [Indianapolis and Marion County, Indiana]",Marion County Survey Quarter Sections,Polygon file depicting survey quarter sections as recorded by the Marion County Surveyor's Office.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet),eng,City of Indianapolis and Marion County - IndyGIS,"Indianapolis and Marion County, Indiana",Datasets,Property,MarionCounty|Indianapolis|Survey|QuarterSections,2015-12-07T19:29:02.000Z,Continually updated resource,,"Crows Nest, Indiana|Williams Creek, Indiana|Speedway, Indiana|Wynnedale, Indiana|Spring Hill, Indiana|Warren Park, Indiana|Homecroft, Indiana|Clermont, Indiana|North Crows Nest, Indiana|Meridian Hills, Indiana|Marion County, Indiana|Southport, Indiana|Hendricks County, Indiana|Rocky Ripple, Indiana|Beech Grove, Indiana|Indiana","-86.3263,39.6322,-85.9381,39.9278",Vector data,Shapefile,https://data.indy.gov/maps/IndyGIS::marion-county-survey-quarter-sections,https://data.indy.gov/datasets/IndyGIS::marion-county-survey-quarter-sections.zip,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Survey/MapServer/2,,,ccd639dc4acc4854a3028efd10933d9f_2,https://hub.arcgis.com/datasets/item.html?id=ccd639dc4acc4854a3028efd10933d9f_2,OpenIndy Data Portal,01c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-02,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.107 MB
"State House Districts [Indianapolis and Marion County, Indiana]",State House Districts,"Polygon file representing the Indiana State House district boundaries in Indianapolis and Marion County, Indiana.Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet)",eng,City of Indianapolis and Marion County - IndyGIS,"Indianapolis and Marion County, Indiana",Datasets,Property,Indianapolis|MarionCounty|Political|StateHouse,2015-12-02T19:27:26.000Z,Continually updated resource,,"Crows Nest, Indiana|Williams Creek, Indiana|Speedway, Indiana|Wynnedale, Indiana|Spring Hill, Indiana|Warren Park, Indiana|Homecroft, Indiana|Clermont, Indiana|North Crows Nest, Indiana|Meridian Hills, Indiana|Marion County, Indiana|Southport, Indiana|Hendricks County, Indiana|Rocky Ripple, Indiana|Beech Grove, Indiana|Indiana","-86.3263,39.6322,-85.9381,39.9278",Vector data,Shapefile,https://data.indy.gov/maps/IndyGIS::state-house-districts,https://data.indy.gov/datasets/IndyGIS::state-house-districts.zip,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Political/MapServer/3,,,932149964cdf4f42b72bf63768d9b7dc_3,https://hub.arcgis.com/datasets/item.html?id=932149964cdf4f42b72bf63768d9b7dc_3,OpenIndy Data Portal,01c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-02,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.2354 MB
"Marion County Boundary [Indianapolis and Marion County, Indiana]",Marion County Boundary,"Polygon file containing the Marion County, Indiana boundary.",eng,City of Indianapolis and Marion County - IndyGIS,"Indianapolis and Marion County, Indiana",Datasets,Property,Indianapolis|MarionCounty|Boundaries,2017-10-19T14:44:43.000Z,Continually updated resource,,"Crows Nest, Indiana|Williams Creek, Indiana|Speedway, Indiana|Wynnedale, Indiana|Spring Hill, Indiana|Warren Park, Indiana|Homecroft, Indiana|Clermont, Indiana|North Crows Nest, Indiana|Meridian Hills, Indiana|Marion County, Indiana|Southport, Indiana|Hendricks County, Indiana|Rocky Ripple, Indiana|Beech Grove, Indiana|Indiana","-86.3263,39.6322,-85.9381,39.9278",Vector data,Shapefile,https://data.indy.gov/maps/IndyGIS::marion-county-boundary,https://data.indy.gov/datasets/IndyGIS::marion-county-boundary.zip,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Boundaries/MapServer/9,,,4ff11b4054d84cb2ad3513f228624d2b_9,https://hub.arcgis.com/datasets/item.html?id=4ff11b4054d84cb2ad3513f228624d2b_9,OpenIndy Data Portal,01c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-02,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,0.0031 MB
"Precinct Splits [Indianapolis and Marion County, Indiana]",Precinct Splits,"Polygon file representing the precinct split boundaries in Indianapolis and Marion County, Indiana. Data projection: NAD 1983 StatePlane Indiana East FIPS 1301 (US Feet)",eng,City of Indianapolis and Marion County - IndyGIS,"Indianapolis and Marion County, Indiana",Datasets,Transportation,Precincts|PrecinctSplits|VotingDistricts|voting|Political,2018-11-27T15:13:03.000Z,Continually updated resource,,"Crows Nest, Indiana|Williams Creek, Indiana|Speedway, Indiana|Wynnedale, Indiana|Spring Hill, Indiana|Warren Park, Indiana|Homecroft, Indiana|Clermont, Indiana|North Crows Nest, Indiana|Meridian Hills, Indiana|Marion County, Indiana|Southport, Indiana|Hendricks County, Indiana|Rocky Ripple, Indiana|Beech Grove, Indiana|Indiana","-86.3263,39.6322,-85.9374,39.9278",Vector data,Shapefile,https://data.indy.gov/maps/IndyGIS::precinct-splits,https://data.indy.gov/datasets/IndyGIS::precinct-splits.zip,https://xmaps.indy.gov/arcgis/rest/services/OpenData/OpenData_Political/MapServer/8,,,590ff845a0514a9c8865c8df968669ee_8,https://hub.arcgis.com/datasets/item.html?id=590ff845a0514a9c8865c8df968669ee_8,OpenIndy Data Portal,01c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,01c-02,Active,ArcGIS Hub,10/14/22,,Public,FALSE,FALSE,1.5451 MB
