Title,Date,Publisher,Description,Download
"(u'PennDOT - Intermodal',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'locations of multiple modes of transport',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'PennDOT - At-Grade Intersections',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Locations of Pennsylvania At-Grade Intersections',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'PennDOT - Pennsylvania Roads with Posted Weight Restrictions',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Locations of road segments that have posted weight restrictions',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'Gates',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Manmade structure of plastic, metal or wood to demark locations where vehicular traffic is controlled.',)",undefined
"(u'Stocked Trout Waters (Flowing Waters)',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'Many streams, lakes, ponds, and reservoirs are officially classified as ""approved trout waters."" This means that these waters contain significant portions that are open to public fishing and are stocked with trout. The waters in this layer are flowing waters (not lakes) classified as ""approved trout waters"" and these are open to trout harvest during the ""extended season"" (see Commonwealth Inland Waters). Unlisted tributary streams (those not included in this list of ""approved trout waters"") are not open to harvest of trout during the ""extended season."" Only approved trout waters and all waters downstream of approved trout waters are open during this period. Spearing fish is not permitted in any of these waters at any time of the year. \r\n\r\nThese waters are closed to all fishing (including taking of minnows) from March 1 to 8 a.m. on the opening day of the trout season. Some of these waters have been included in the Early Season Trout-Stocked Waters Program and are open from March 1 through March 31. A person shall be deemed to be fishing if he or she has in possession any fishing line, rod, or other device that can be used for fishing while on or in any water or on the banks within 25 feet of any water where fishing is prohibited.\r\n\r\nCheck with the nearest Fish & Boat Commission office if there is any question about whether or not a water area is ""approved.""\r\n\r\nThis layer is current through the new fishing regulations released December of 2009 for the 2010 fishing season.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Stocked Trout Water Bodies (Polygons)',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'Many streams, lakes, ponds, and reservoirs are officially classified as ""approved trout waters."" This means that these waters contain significant portions that are open to public fishing and are stocked with trout. The waters in this layer are flowing waters (not lakes) classified as ""approved trout waters"" and these are open to trout harvest during the ""extended season"" (see Commonwealth Inland Waters). Unlisted tributary streams (those not included in this list of ""approved trout waters"") are not open to harvest of trout during the ""extended season."" Only approved trout waters and all waters downstream of approved trout waters are open during this period. Spearing fish is not permitted in any of these waters at any time of the year. \r\n\r\nThese waters are closed to all fishing (including taking of minnows) from March 1 to 8 a.m. on the opening day of the trout season. Some of these waters have been included in the Early Season Trout-Stocked Waters Program and are open from March 1 through March 31. A person shall be deemed to be fishing if he or she has in possession any fishing line, rod, or other device that can be used for fishing while on or in any water or on the banks within 25 feet of any water where fishing is prohibited.\r\n\r\nCheck with the nearest Fish & Boat Commission office if there is any question about whether or not a water area is ""approved.""\r\n\r\nThis layer is current through the new fishing regulations released December of 2009 for the 2010 fishing season.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Stocked Trout Water Bodies (Points)',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'Many streams, lakes, ponds, and reservoirs are officially classified as ""approved trout waters."" This means that these waters contain significant portions that are open to public fishing and are stocked with trout. The waters in this layer are lakes (not flowing waters) classified as ""approved trout waters"" and these are open to trout harvest during the ""extended season"" (see Commonwealth Inland Waters). Unlisted tributary streams (those not included in this list of ""approved trout waters"") are not open to harvest of trout during the ""extended season."" Only approved trout waters and all waters downstream of approved trout waters are open during this period. Spearing fish is not permitted in any of these waters at any time of the year. \r\n\r\nThese waters are closed to all fishing (including taking of minnows) from March 1 to 8 a.m. on the opening day of the trout season. Some of these waters have been included in the Early Season Trout-Stocked Waters Program and are open from March 1 through March 31. A person shall be deemed to be fishing if he or she has in possession any fishing line, rod, or other device that can be used for fishing while on or in any water or on the banks within 25 feet of any water where fishing is prohibited.\r\n\r\nCheck with the nearest Fish & Boat Commission office if there is any question about whether or not a water area is ""approved.""\r\n\r\nThis layer is current through the new fishing regulations released December of 2009 for the 2010 fishing season.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Mine Drainage Treatment/Land Recycling Project Locations',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Mine Drainage Treatment/Land Reclamation Locations are clean-up projects that are working to eliminate some form of abandoned mine. The following sub-facility types are included: Abandoned Coal Refuse Pile Reclamation\r\nAbandoned Deep Mine Reclamation\r\nAbandoned Mine Drainage Treatment\r\nAbandoned Oil & Gas Well Reclamation\r\nAbandoned Surface Mine Reclamation\r\nInternal Monitoring Point',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Streams Chapter 93 Designated Use',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'National Hydrography Dataset NHDFlowline layer with a spatial representation of designated water uses defined in Title 25 Environmental Protection, Department of Environmental Protection, Chapter 93, Water Quality Standards.  The Pennsylvania Code just cited provides a list of all streams or watersheds (basins) in the state along with their associated designated water uses.  This GIS layer displays these uses spatially on an interactive stream map.  Public users can drill down to locations on the map to view and map the designated uses of the water bodies of interest.  The layer can also be used in conjunction with other spatially referenced data for spatial analyses.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Streams Chapter 93 Existing Use',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'National Hydrography Dataset NHDFlowline layer with spatial representation of existing water uses defined in Title 25 Environmental Protection, Department of Environmental Protection, Chapter 93, Water Quality Standards.  The Pennsylvania Code just cited provides a definition for distinguishing between designated and existing use classification.  This GIS layer displays these uses spatially on an interactive stream map.  Public users can drill down to locations on the map to view and map the existing uses of the water bodies of interest.  The layer can also be used in conjunction with other spatially referenced data for spatial analyses.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Office locations',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Office locations',)",ftp://ftp.pasda.psu.edu/pub/pasda/pgc/historic
"(u'Area Fisheries Managers Offices',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'Office locations of Pennsylvania Fish and Boat Commission Area Fisheries Managers (AFM)',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Drug Alcohol Treatment Facilities',)","(u'2019',)","(u'Pennsylvania Department of Health',)","(u'The PA Drug and Alcohol Treatment layer was develeoped to show the geospatial location of drug and alcohol treatment facilities in Pennsylvania. It can be used in various emergency and health related maps.The PA Drug and Alcohol Treatment layer contains the latitude and longitude coordinates of 828 treatment facilities in Pennsylvania.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padoh/historic
"(u'District Boundaries',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'PA Game Commission districts  boundaries',)",ftp://ftp.pasda.psu.edu/pub/pasda/pgc/historic
"(u'PennDOT - Transportation Improvement Projects - Lines',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u""PennDOT's Transportation Improvement Projects. This dataset is Lines only and is part of the Multi-Modal Project Management System (MPMS). Combine with Transportation Improvement Projects (Lines) to view all data."",)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'PennDOT - Transportation Improvement Projects - Points',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u""PennDOT's Transportation Improvement Projects. This dataset is Points only and is part of the Multi-Modal Project Management System (MPMS). Combine with Transportation Improvement Projects (Points) to view all data."",)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'Label',)","(u'Label',)","(u'Label',)","(u'Abstract Text',)",undefined
"(u'Pennsylvania school districts',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Pennsylvania Department of Transportation, Bureau of Planning and Research, Cartographic Information Division',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/boundary_layers/historic
"(u'Home Health Agencies',)","(u'2019',)","(u'Pennsylvania Department of Health',)","(u'The PA Home Health Agencies layer was develeoped to show the geospatial location of home health agency in Pennsylvania. It can be used in various emergency and health related maps. The PA Home Health Agencies layer contains the latitude and longitude coordinates of 568 treatment facilities in Pennsylvania.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padoh/historic
"(u'PennDOT - Railroad Crossings',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Pennsylvania Railroad Crossing Points of Intersection',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'Active Underground Permit Boundaries',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Pennsylvania state law requires those who wish to conduct mining activities within the Commonwealth submit and get approval by the Pennsylvania Department of Environmental Protection (DEP) for permits related to those activities. These permits are written to cover various aspects of the mining operations, such as: reclamation, water quality protection, air quality protection, waste disposal and mine subsidence control. The DEP California District Office reviews permits related to Bituminous coal underground mining. Module 6.1 of the Application for Bituminous Underground Mine requires a Location Map be submitted with the permit. The Location Map should be a 7.5 Minute USGS map covering the area within one (1) mile of the underground permit area boundaries. This dataset contains the digitized underground permit area boundaries of the active underground bituminous mines in Pennsylvania based from the Location Maps submitted with the permit applications and permit renewal applications.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Planning Agencies Boundaries (MPO/RPO)',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Planning Agencies Boundaries  - All Pennsylvania Metropolitan Planning Organizations (MPOs)\r\nand Rural Planning Organizations (RPOs) Boundaries',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/boundary_layers/historic
"(u'Parking Areas',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Point locations of parking areas on Pennsylvania State Game Lands.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pgc/historic
"(u'Public Shooting Range',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u""Point locations of Pennsylvania Game Commission public shooting ranges. Rangetype 'R' = Rifle, 'P' = Pistol. Shooting permits or valid Pennsylvania hunting license required in order to use these facilities. Information available on the PGC website and Hunting Digest. Be sure to check the status of the range to ensure that it is open."",)",ftp://ftp.pasda.psu.edu/pub/pasda/pgc/historic
"(u'Pennsylvania Interstate Highway Exits',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'point locations of Pennsylvania interstate highway exits',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'Pennsylvania Interstate Mile Markers',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'point locations of Pennsylvania Interstate mile markers',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'Lancaster County Municipal Boundaries',)","(u'2019',)","(u'Lancaster County',)","(u'Polygon layer representing the Lancaster County municipal boundaries, as mapped by the assessment office.',)",undefined
"(u'Lancaster County Drives',)","(u'2019',)","(u'Lancaster County',)","(u'Polygons representing photogrammetrically interpreted edges of paved and unpaved drives greater than 200 ft. in length. Features were updated using Pictometry 6 inch resolution aerial photos flown in the spring of 2016 that encompass the entire County. Red-Green-Blue and Color Infrared were both used to capture, modify, and validate new and changed features.',)",undefined
"(u'Lycoming County Parcels',)","(u'2019',)","(u'Lycoming County',)","(u'Property or Parcel Boundaries of all known properties in Lycoming County, PA',)",undefined
"(u'Pennsylvania engineering district boundaries',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Public information and support for transportation planning, design and development.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/boundary_layers/historic
"(u'Pennsylvania local roads',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Public roads within Pennsylvania. This file includes all identified public roads not maintained by the PA Dept. of Transportation.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/local/historic
"(u'Air Emission Plants',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Represents the Primary Facility type Air Emission Plant (AEP) point features.  Air Emissions Plant is a DEP primary facility type related to the Air Quality Program.                                                                                         The sub-facility types related to the Air Emissions Plant that are included  are: Air Pollution Control Device, Combustion Unit, Fuel Material Location, General Administrative Location, Incinerator, Point of Air Emission, and Process.\r\n\r\nAir Pollution Control Device:\r\n\r\nFacility that removes one or more pollutants from an exhaust stream. Examples include a baghouse or wet scrubber.\r\n\r\nCombustion Unit:\r\n\r\nFacility that burns coal, oil, or natural gas. Combustion units are used to produce either electricity, steam, hot gases, or some combination of these. Examples include a utility boiler or gas turbine.\r\n\r\nFuel Material Location:\r\n\r\nFacility for storage of fuels shared by multiple combustion units, incinerators, or processes. Examples include oil storage tanks and larger natural gas supply lines.\r\n\r\nGeneral Administrative Location:\r\n\r\nAn administrative location is created automatically for every new air emission plant primary facility. It is used for locational data to represent the entire primary facility, instead of assigning lat/longs to each sub-facility. The General Administrative Location sub-facility may be obsolete in the future, once eFACTS allows locations at the primary level.\r\n\r\nIncinerator: \r\n\r\nFacility that destroys solid waste products using a variety of fuels. Examples include municipal waste incinerators and hospital infectious waste incinerators.\r\n\r\nPoint of Air Emission:\r\n\r\nExact location or structure from which all other air emission plant sub-facilities exhaust their emissions. Examples may include a steel or masonry smokestack; however, a point of air emission may also represent fugitive emissions that escaped from other points of a facility.\r\n\r\nProcess:\r\n\r\nFacility that produces or modifies a product, and creates an air emission from either the materials used or a fuel consumed. Examples include coating lines or cement kilns.\r\n\r\nContinuous Emission Monitoring Point:\r\n\r\nDevices attached to smokestacks that monitor specific pollutants, i.e. sulfur dioxide, nitrogen oxides, etc.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Coal Mining Operations',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Represents the Primary Facility type Coal Mining Operation (CMO) point features.  A Coal Mining Operation is a DEP primary facility type related to the Mining Program. The sub-facility types related to Coal Mining Operations that are included are: Deep Mine Underground mining of coal. Includes, but is not limited to, portal, tunnel, slope, and drift mines. \r\nDischarge Point Discharge of water from an area as a result of coal mining activities. \r\nMineral Preparation Plant Facility at which coal is cleaned and processed. \r\nPost Mining Treatment Post-mining discharges are groundwater seeps and flows that occur after a mine has been completed and reclaimed. Many of these discharges have become contaminated by contacting acid producing rock in the mine environment. Untreated discharges that enter clean streams cause acidification, which immediately kills much of the aquatic life. Coal mines that are predicted to have discharges are not permitted; however, coal mining operators are required to treat post-mining discharges in cases where the predictions do not come true. Through advances in predictive science, less than 2 percent of the permits issued today result in a post-mining discharge. New technologies, including alkaline addition and special handling of acid producing material, are being studied in order to help address the remaining 2 percent. \r\nRefuse Disposal Facility An area used for disposal or storage of waste coal, rock, shale, slate, clay, and other coal mining related materials. \r\nRefuse Reprocessing Facility at which coal is extracted from waste coal, rock, shale, slate, clay, and other coal mining related material, i.e., coal refuse. \r\nSurface Mine Surface mining of coal by removing material which lies above the coal seam. Includes, but is not limited to, strip, auger, quarry, dredging, and leaching mines.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Controlled Goose Areas',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Select areas in Pennsylvania where special restrictions apply to Goose Hunting.',)",undefined
"(u'Special Regulations Areas',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Special regulation areas - are counties that may limit the type of arms and ammunition permitted to be used for hunting in these areas. Special Regulation Areas include:In western Pennsylvania, all of Allegheny County.In Southeastern Pennsylvania, all of Bucks, Chester, Delaware, Montgomery and Philadelphia counties, and also during special controlled hunts at Ridley Creek and Tyler state parks.',)",undefined
"(u'Pennsylvania state house district boundaries',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'State House boundaries within Pennsylvania attributed with names of legislators and party affiliations.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/boundary_layers/historic
"(u'Pennsylvania senatorial boundaries',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'State senate boundaries within Pennsylvania attributed with names of legislators and party affiliations.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/boundary_layers/historic
"(u'Pennsylvania state roads',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'State-owned and maintained public roads within Pennsylvania as extracted from the PENNDOT Roadway Management System (RMS).  Includes fields describing pavement type, traffic volumes and other information as detailed below.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/state/historic
"(u'Stormwater 167',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'Stormwater management involves the control of water that runs off the surface of the land from rain or melting ice or snow. The volume, or amount of runoff and its rate of runoff, substantially increase as land development occurs. Construction of impervious surfaces, such as roofs and parking lots, and the installation of storm sewer pipes which efficiently collect and discharge runoff, prevent the infiltration of rainfall into the soil. Management of stormwater is necessary to compensate for the possible impacts of development such as frequent flooding, erosion and sedimentation problems, concentration of flow on adjacent properties, damages to roads, bridges and other infrastructure as well as non-point source pollution washed off from impervious surfaces. The Pennsylvania legislature enacted the Storm Water Management Act (No.167) in 1978 to authorize a program of comprehensive watershed stormwater management which retains local implementation and enforcement of stormwater ordinances similar to local responsibility of administration of subdivision and land development regulations. Under the Act, the Department of Environmental Protection (DEP) provides grant money to counties to develop stormwater management plans for designated watersheds. This planning effort results in the incorporation of sound engineering standards and criteria into local codes and ordinances to manage runoff from new development in a coordinated, watershed-wide approach. Counties develop stormwater plans for each of their watersheds within their boundaries. DEP develops grant agreements with counties to pay for 75 percent of the cost to prepare the plans. Upon completion of a plan by a county and approval by DEP, municipalities located in the watershed adopt ordinances consistent with the plan. Developers are then required to follow the local drainage regulations that incorporate the standards of the watershed plan when preparing their land development plan. Although not all watersheds have been studied, developers in non-studied areas are still required to follow any local drainage regulations adopted under the Municipalities Planning Code. County boundaries within Pennsylvania as delineated for the PennDOT Type 10 general highway map.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Pennsylvania state boundary',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'The boundary of the Commonwealth as delineated for the PennDOT Type 10 general highway map.',)",ftp://ftp.pasda.psu.edu/pub/pasda/padot/boundary_layers/historic
"(u'Total Maximum Daily Load (TMDL) - Lakes',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'The Clean Water Act Section 303(d) establishes the Total Maximum Daily Load (TMDL) program. The purpose of the TMDL program is to identify sources of pollution and allocate pollutant loads in places where water quality goals are not being achieved.  This layer shows the list of waters for which technology-based or other required pollution controls are not stringent enough to meet water quality standards.  The TMDLs themselves specify a pollutant budget that must be achieved to meet state water quality standards and allocates pollutant loads among pollution sources in a watershed, e.g., point and nonpoint sources.\r\nThis layer represents lakes with TMDL associated with them.  Lakes have characteristics that differentiate TMDLs from other waters. Lakes are not free-flowing like streams, but are contained waters that trap pollutants for long periods. Most lake impairments are from high nutrient or sediment loads. Wherever possible, lake TMDLs are developed with the information in the lake study reports that were sponsored by local watershed groups or other local interests. Target acceptable pollutant loads are set at the level of a watershed largely unaffected by human induced impacts. Load allocations are given to the pollutant sources using the same methods as nonpoint source TMDLs. Other indicators of water quality are also considered in the evaluation of a lake. One indicator is the Trophic Status Index (TSI), which refers to the degree of nutrient enrichment in the lake. Nutrient enrichment causes growths of algae that consume oxygen and interfere with the health of the aquatic organisms in the lake. The TSI is affected by factors such as lake volume, water residence time and nutrient loads to the lake. After target loads are set, the TSI is evaluated under reduced nutrient load conditions to assure that the pollutant reductions will bring the TSI into an acceptable range. Implementation of lake TMDLs is best accomplished though local participation.  This layer is based on the High Resolution National Hydrography Dataset (NHD).',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Total Maximum Daily Load (TMDL)',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'The Clean Water Act Section 303(d) establishes the Total Maximum Daily Load (TMDL) program. The purpose of the TMDL program is to identify sources of pollution and allocate pollutant loads in places where water quality goals are not being achieved.  This layer shows the list of waters for which technology-based or other required pollution controls are not stringent enough to meet water quality standards.  The TMDLs themselves specify a pollutant budget that must be achieved to meet state water quality standards and allocates pollutant loads among pollution sources in a watershed, e.g., point and nonpoint sources.\r\nTMDLs can be developed for several categories such as: point sources (permitted sewage and industrial discharges); nonpoint sources (agriculture and urban runoff); lakes; abandoned mine drainage (also called acid mine drainage or AMD); specific bioaccumulative chemicals (PCBs and chlordane that contaminate fish, resulting in fish advisories limiting or banning the number of fish that a person can safely consume); and complex situations (combinations of different types).\r\nThis layer is based on the High Resolution National Hydrography Dataset (NHD).  The Lake TMDLs are not included in this layer.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Conservation Wells',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'The conservation well layer identifies the permitted surface location of oil and gas conservation wells that have not been plugged.  These include active, regulatory inactive, orphaned, and abandoned wells.  A conservation well is any well which penetrates the Onondaga horizon, or in those areas in which the Onondaga horizon is nearer to the surface than thirty-eight hundred feet, any well which exceeds a depth of thirty-eight hundred feet beneath the surface.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Oil Gas Locations - Conventional Unconventional',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'The following data set contains all the Oil & Gas Wells in Pennsylvania that the Dept of Enviromental Protection has locational information on.  The wells are broken into two formation types of conventional and unconventional wells.\r\n    A conventional well is a bore hole drilled or being drilled for the purpose of or to be used for the production of oil or natureal gas from only  conventional formation(s).  A conventional formation is any formation that does not meet the statutory definition of an unconventional formation.\r\n     An unconventional gas well is a bore hole drilled or being drilled for the purpose of or to be used for the production of natural gas from an unconventional formation.  Unconventional formation is a geological shale formation existing below the base of the Elk Sandstone or its geologic equivalent stratigraphic interval where natural gas generally cannot be produced at economic flow rates or in economic volumes except by vertical or horizontal well bores stimulated by hydraulic fracture treatments or by using multilateral well bores or other techniques to expose more of the formation to the well bore.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'PFBC Commissioner Districts',)","(u'2019',)","(u'Pennsylvania Fish and Boat Commission',)","(u'The Pennsylvania Fish and Boat Commission is an independent administrative commission. It consists of ten competent citizens of the Commonwealth who are appointed by the Governor by and with the advice and consent of a majority of the Pennsylvania Senate. Commissioners serve for terms of eight years and continue in office until their successors are appointed. \r\n\r\nTwo members of the Commission serve at large and are experienced in boating and water safety education and owners of Pennsylvania registered boats. The remaining eight members each represent a specific geographic district. They are persons well informed on the subjects of conservation, restoration, fish and fishing and boats and boating. Commissioners are appointed on a bipartisan basis.  This GIS layer is a compilation of those 8 geographic districts.',)",ftp://ftp.pasda.psu.edu/pub/pasda/pafish/historic
"(u'Conservation Wells Plugged',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'The plugged conservation well layer identifies the permitted surface location of oil and gas conservation wells that have been plugged.  A conservation well is any well which penetrates the Onondaga horizon, or in those areas in which the Onondaga horizon is nearer to the surface than thirty-eight hundred feet, any well which exceeds a depth of thirty-eight hundred feet beneath the surface.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Lancaster County Urban and Village Growth (polygons)',)","(u'2019',)","(u'Lancaster County',)","(u'This a county-wide coverage that contains polygons showing the urban and village growth boundaries in the county. Growth boundaries are split along municipal boundaries.',)",undefined
"(u'Water Management Plans (WMP) - Marcellus Shale',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'This data set contains all approved water sources within water management plans (WMP). A WMP contains water sources utilized in the fracture stimulation of Marcellus Shale natural gas wells in Pennsylvania.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Abandoned Mine Land Inventory Points',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory.  This layer identifies AML Points representing specific locations within an AML Inventory Site, examples include AML discharge.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Abandoned Mine Land Inventory Polygons',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory.  This layer identifies AML Polygons representing specific areas to large to be represented by points within the entire, AML Inventory Site, examples include AML dangerous highwalls.',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Abandoned Mine Land Inventory Sites',)","(u'2019',)","(u'Pennsylvania Department of Environmental Protection',)","(u'This data set portrays the approximate location of Abandoned Mine Land Problem Areas containing public health, safety, and public welfare problems created by past coal mining. It is a subset of data contained in the Office of Surface Mining (OSM) Abandoned Mine Land Inventory.  This layer represents the AML Inventory Sites, which are the boundary of an entire problem area.  All related AML point/polygon features must fit within the boundary of the designated problem',)",ftp://ftp.pasda.psu.edu/pub/pasda/dep/historic
"(u'Allegheny County - Address Points',)","(u'2019',)","(u'Allegheny County',)","(u'This dataset contains Address Points in Allegheny County. The Address Points were created by GDR for the Allegheny County CAD project, October 2008. Data is updated by County staff as changes and corrections are found, on a continuous basis. Updates are sent to PASDA monthly.',)",ftp://ftp.pasda.psu.edu/pub/pasda/alleghenycounty/historic
"(u'PA Conserved Land - Conservation Easements',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains conservation easements, which are held by both governments and private land trusts',)",ftp://ftp.pasda.psu.edu/pub/pasda/palta/historic
"(u'PA Conserved Land - Local',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains county- or municipal-owned open space, including local parks.',)",ftp://ftp.pasda.psu.edu/pub/pasda/palta/historic
"(u'PA Conserved Land - Farmland Preservation Easements',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains farmland preservation easements. Most of these easements are funded through the Pennsylvania Agricultural Conservation Easement Purchase Program',)",ftp://ftp.pasda.psu.edu/pub/pasda/palta/historic
"(u'PA Conserved Land - Federal',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains land owned by the federal government and managed by federal government agencies (includes US Forest Service, US Fish & Wildlife Service, National Park Service, Department of Defense, and Army Corps of Engineers)',)",ftp://ftp.pasda.psu.edu/pub/pasda/palta/historic
"(u'PA Conserved Land - State',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains land owned by the state and managed by state government agencies (includes state parks, state forests, game lands, Historic & Museum Commission properties, and Fish & Boat Commission properties).',)",ftp://ftp.pasda.psu.edu/pub/pasda/palta/historic
"(u'PA Conserved Land - Privately Owned',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains privately conserved land and nature preserves owned in fee by land trusts.',)",ftp://ftp.pasda.psu.edu/pub/pasda/palta/historic
