Title,Date,Publisher,Description,Metadata
"(u""USGS Geopdf's for Virginia - Historic"",)","(u'2011',)","(u'U S Geological Survey',)","(u'The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.',)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml',)"
"(u""USGS Geopdf's for West Viginia - Historic"",)","(u'2011',)","(u'U S Geological Survey',)","(u'The USGS Historical Quadrangle Scanning Project (HQSP) is scanning all scales and all editions of topographic maps published by the U.S. Geological Survey (USGS) since the inception of the topographic mapping program in 1884. This map is provided as a general purpose map in GeoPDF for users who are not GIS experts.',)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf_Historical.xml',)"
"(u""USGS Geopdf's for District of Columbia"",)","(u'2014',)","(u'U S Geological Survey',)","(u""About GeoPDF data files\r\n\r\nPDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.\r\n\r\nThe GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.\r\n\r\nGeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files."",)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml',)"
"(u""USGS Geopdf's for Delaware"",)","(u'2014',)","(u'U S Geological Survey',)","(u""About GeoPDF data files\r\n\r\nPDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.\r\n\r\nThe GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.\r\n\r\nGeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files."",)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml',)"
"(u""USGS Geopdf's for Maryland"",)","(u'2014',)","(u'U S Geological Survey',)","(u""About GeoPDF data files\r\n\r\nPDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.\r\n\r\nThe GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.\r\n\r\nGeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files."",)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml',)"
"(u""USGS Geopdf's for Pennsylvania"",)","(u'2014',)","(u'U S Geological Survey',)","(u""About GeoPDF data files\r\n\r\nPDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.\r\n\r\nThe GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.\r\n\r\nGeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files."",)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml',)"
"(u""USGS Geopdf's for New Jersey"",)","(u'2014',)","(u'U S Geological Survey',)","(u""About GeoPDF data files\r\n\r\nPDF (Portable Document Format) digital files are now available for US Geological Survey topographic quadrangle maps. Each file is essentially a scan of a topographic map with the added feature of being georegistered. The files can be used as a PDF file, enabling users to view topo maps onscreen.\r\n\r\nThe GeoPDF format is an extension to Adobe's PDF 1.3 and higher versions enabling GIS functionality within standard PDF files. This format is designed for the efficient distribution and communication of rich spatial data to anyone who needs to view, review, verify, update, or print it. Because GeoPDF files are highly compressed and encapsulated, they are smaller, faster, and easier to transmit than GIS data sets, without the overhead associated with typical GIS spatial data sets (or the management of database tables, external links, and dependencies). Using the GeoPDF format, publishers of spatial data can select the specific spatial data they want recipients to see and can publish GIS source files into a single GeoPDF file.\r\n\r\nGeoPDF files are not a replacement for native GIS formats. GIS professionals still need the original files for editing or updating spatial data. GeoPDF files enable non-GIS professionals, field technicians, business executives, and their colleagues to utilize rich spatial information. Users can view and print GeoPDF files with the free and ubiquitous Adobe Reader ,and they can do more with the data using a free plug-in called TerraGo Toolbar. Users do not have to install this plug-in to view GeoPDF files."",)","(u'FullMetadataDisplay.aspx?file=USGS_GEOpdf2014.xml',)"
"(u'NHD Stream Order - Pennsylvania',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'The National Hydrography Dataset Plus High Resolution (NHDPlus HR) is a geospatial model for the flow of water across the landscape and through the stream network. The dataset is built using data at 1:24,000 scale or better. The dataset expands on the NHD with additional attribute data. This layer uses the NHDPlus HR to create a Pennsylvania-wide Strahler stream order database. For watersheds where NHDPlus HR stream order data was unavailable (Erie and Genesee Watersheds), an analyst manually determined and entered stream orders to complete the data. In addition to stream order, the layer includes unique identifiers for stream reaches to allow joins with other stream datasets built off the NHD, such as the PA Department of Environmental Protection\u2019s attaining and non-attaining streams layers.',)","(u'FullMetadataDisplay.aspx?file=NHD_HR_Stream_Order_PA.xml',)"
"(u'Environmental Advisory Councils Service Areas',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'Every Pennsylvania municipality has the option to establish an Environmental Advisory Council (EAC) that may advise the municipal government on environmental matters and undertake a variety of projects regarding the protection and use of natural resources. This layer shows Pennsylvania municipalities that have formed EACs',)","(u'FullMetadataDisplay.aspx?file=PALTA_EAC_ServiceAreas201906.xml',)"
"(u'Watershed Association Service Areas',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This layer shows service areas for watershed associations in Pennsylvania. These areas represent the parts of the state where watershed associations work. A watershed association is a non-governmental organization whose mission focuses on protecting, restoring health to, or monitoring a specific body of water, or educating on how policies and actions in the watershed impact the water body. A watershed association advances its mission at least in part by performing on-the-ground or in-the-water projects such as streamside tree plantings, aquatic habitat improvements, stream cleanups, and water quality monitoring.',)","(u'FullMetadataDisplay.aspx?file=PALTA_WA_ServiceAreas201906.xml',)"
"(u'PA Conserved Land - Conservation Easements',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains conservation easements, which are held by both governments and private land trusts',)","(u'FullMetadataDisplay.aspx?file=PALTA_ConservationEasements201906.xml',)"
"(u'PA Conserved Land - Federal',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains land owned by the federal government and managed by federal government agencies (includes US Forest Service, US Fish & Wildlife Service, National Park Service, Department of Defense, and Army Corps of Engineers)',)","(u'FullMetadataDisplay.aspx?file=PALTA_Federal201906.xml',)"
"(u'PA Conserved Land - Local',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains county- or municipal-owned open space, including local parks.',)","(u'FullMetadataDisplay.aspx?file=PALTA_Local201906.xml',)"
"(u'PA Conserved Land - Privately Owned',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains privately conserved land and nature preserves owned in fee by land trusts.',)","(u'FullMetadataDisplay.aspx?file=PALTA_PrivatelyOwned201906.xml',)"
"(u'PA Conserved Land - State',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains land owned by the state and managed by state government agencies (includes state parks, state forests, game lands, Historic & Museum Commission properties, and Fish & Boat Commission properties).',)","(u'FullMetadataDisplay.aspx?file=PALTA_State201906.xml',)"
"(u'PA Conserved Land - Farmland Preservation Easements',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This dataset contains farmland preservation easements. Most of these easements are funded through the Pennsylvania Agricultural Conservation Easement Purchase Program',)","(u'FullMetadataDisplay.aspx?file=PALTA_FarmEasements201906.xml',)"
"(u'Land Trust Service Areas',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u""This layer shows service areas for 78 local and regional land trusts in Pennsylvania. These areas represent the parts of the state where land trusts acquire land or conservation easements. Attributes include a link to the organization's website and a link to their profile and contact information on the Pennsylvania Land Trust Association website, conservationtools.org."",)","(u'FullMetadataDisplay.aspx?file=PALTA_LT_ServiceAreas201906.xml',)"
"(u'Trail Group Service Areas',)","(u'2019',)","(u'Pennsylvania Land Trust Association',)","(u'This layer shows service areas for trail groups in Pennsylvania. Trail groups may build or maintain trails, or they may acquire land or hold easements on which trails are built. Their trails may be for walking, bicycling, horse-back riding, etc. Service areas in this layer are based on the counties that each group\u2019s trails pass through.',)","(u'FullMetadataDisplay.aspx?file=PALTA_Trail_Groups201906.xml',)"
"(u'Access Points',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Designated marked locations at specific locations (gates and parking lots) on state game lands that are used to provide users with identifible locations for requesting emergency assistance.',)","(u'FullMetadataDisplay.aspx?file=PGC_AccessPoints2019.xml',)"
"(u'Antler Restrictions',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Boundaries for managing deer antler restrictions within Pennsylvania which protects yearling bucks from harvest, allowing them to grow.',)","(u'FullMetadataDisplay.aspx?file=PGC_AntlerRestrictions2019.xml',)"
"(u'Controlled Goose Areas',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Select areas in Pennsylvania where special restrictions apply to Goose Hunting.',)","(u'FullMetadataDisplay.aspx?file=PGC_ControlledGooseAreas2019.xml',)"
"(u'Duck Zones',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Duck zones are geographical units within states for which duck season dates can be set within federal frameworks but independently of other zones, providing greater flexibility in establishing duck seasons that fit different patterns of species occurrence, habitat conditions, weather, and hunter preferences in different parts of Pennsylvania.',)","(u'FullMetadataDisplay.aspx?file=PGC_DuckZones2019.xml',)"
"(u'Goose Zones',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Goose zones are for Canada goose managment in Pennsylvania.  There are three different goose zones: Southern James Bay Poluation Zone, Resident Population Zone and the Atlantic Population Zone.',)","(u'FullMetadataDisplay.aspx?file=PGC_GooseZones2019.xml',)"
"(u'Special Regulations Areas',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Special regulation areas - are counties that may limit the type of arms and ammunition permitted to be used for hunting in these areas. Special Regulation Areas include:In western Pennsylvania, all of Allegheny County.In Southeastern Pennsylvania, all of Bucks, Chester, Delaware, Montgomery and Philadelphia counties, and also during special controlled hunts at Ridley Creek and Tyler state parks.',)","(u'FullMetadataDisplay.aspx?file=PGC_SpecialRegulationsAreas2019.xml',)"
"(u'Wild Pheasant Recovery Areas',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Wild Pheasant Recovery Areas (WPRA) are areas designated by the Pennsylvania Game Commission for the release of wild pheasants that are trapped in western states and transferred to Pennsylvania. The goal of a WPRA is to establish a sustainable wild pheasant population that can be hunted.',)","(u'FullMetadataDisplay.aspx?file=PGC_WildPheasantRecoveryAreas2019.xml',)"
"(u'Chronic Wasting Disease Management Units',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Defines the boundaries of the Chronic Wasting Disease Managment Areas (DMAs) in Pennsylvania that are governed by special rules and guidelines. Within DMAs, rehabilitation of cervids (deer, elk, and moose); the use or possession of cervid urine-based attractants in an outdoor setting; the removal of high-risk cervid parts; and the feeding of wild, free-ranging cervids are prohibited. Increased testing continues in these area to determine the distribution of the disease. Newly confirmed cases will alter the boudaries of DMAs as the Game Commission continues to manage the disease and minimize its affect on free ranging cervids.',)","(u'FullMetadataDisplay.aspx?file=PGC_CWDManagementUnits2019.xml',)"
"(u'Gates',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Manmade structure of plastic, metal or wood to demark locations where vehicular traffic is controlled.',)","(u'FullMetadataDisplay.aspx?file=PGC_Gates2019.xml',)"
"(u'Gameland Trails',)","(u'2019',)","(u'Pennsylvania Game Commission',)","(u'Formally recognized trail system managed by the Pennsylvania Game Commission or another entity through an agreement with the Pennsylvania Game Commission.',)","(u'FullMetadataDisplay.aspx?file=PGC_GamelandTrails2019.xml',)"
"(u'PennDOT - At-Grade Intersections',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Locations of Pennsylvania At-Grade Intersections',)","(u'FullMetadataDisplay.aspx?file=PA_AtGradeIntersections2019_05.xml',)"
"(u'PennDOT - Drain Pipes',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Locations and attributes of drainage pipe structures that intersect with a state route',)","(u'FullMetadataDisplay.aspx?file=PA_DrainPipes2019_05.xml',)"
"(u'PennDOT - Railroad Crossings',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u'Pennsylvania Railroad Crossing Points of Intersection',)","(u'FullMetadataDisplay.aspx?file=PA_RailroadCrossing_Points2019_05.xml',)"
"(u'PennDOT - Transportation Improvement Projects - Lines',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u""PennDOT's Transportation Improvement Projects. This dataset is Lines only and is part of the Multi-Modal Project Management System (MPMS). Combine with Transportation Improvement Projects (Lines) to view all data."",)","(u'FullMetadataDisplay.aspx?file=PA_TransportationImprovementProjects_Line2019_05.xml',)"
"(u'PennDOT - Transportation Improvement Projects - Points',)","(u'2019',)","(u'Pennsylvania Department of Transportation',)","(u""PennDOT's Transportation Improvement Projects. This dataset is Points only and is part of the Multi-Modal Project Management System (MPMS). Combine with Transportation Improvement Projects (Points) to view all data."",)","(u'FullMetadataDisplay.aspx?file=PA_TransportationImprovementProjects_Point2019_01.xml',)"
"(u'Geographic Names Information System (GNIS) Community Features',)","(u'2018',)","(u'U S Geological Survey',)","(u'The Geographic Names Information System contains information about physical and cultural geographic features of all types in the United States, associated areas, and Antarctica, current and historical, but not including roads and highways. The database holds the Federally recognized name of each feature and defines the feature location by state, county, USGS topographic map, and geographic coordinates. Other attributes include names or spellings other than the official name, feature designations, feature classification, historical and descriptive information, and for some categories the geometric boundaries. The database assigns a unique, permanent feature identifier, the Feature ID, as a standard Federal key for accessing, integrating, or reconciling feature data from multiple data sets. The GNIS collects data from a broad program of partnerships with Federal, State, and local government agencies and other authorized contributors. The GNIS provides data to all levels of government and to the public, as well as to numerous applications through a web query site, web map and feature services, file download services, and customized files',)","(u'FullMetadataDisplay.aspx?file=GNIS_Community_Features2010.xml',)"
"(u'Geographic Names Information System (GNIS) for Pennsylvania',)","(u'2017',)","(u'U S Geological Survey',)","(u""The Geographic Names Information System (GNIS), developed by the U.S. Geological Survey in cooperation with the U.S. Board on Geographic Names (BGN), contains information about physical and cultural geographic features in the United States and associated areas, both current and historical, but not including roads and highways. The database also contains geographic names in Antarctica. The database holds the Federally recognized name of each feature and defines the location of the feature by state, county, USGS topographic map, and geographic coordinates. Other feature attributes include names or spellings other than the official name, feature designations, feature class, historical and descriptive information, and for some categories of features the geometric boundaries. The database assigns a unique feature identifier, a random number, that is a key for accessing, integrating, or reconciling GNIS data with other data sets. The GNIS is our Nation's official repository of domestic geographic feature names information."",)","(u'FullMetadataDisplay.aspx?file=PA_GNIS2017.xml',)"
"(u'Pennsylvania State Police - Police Troop',)","(u'2019',)","(u'Pennsylvania State Police',)","(u'PSP Troop Zones derived and dissolved from Tom Tom minor civil division boundaries.',)","(u'FullMetadataDisplay.aspx?file=PSP_PoliceTroop201908.xml',)"
"(u'Pennsylvania State Police - Police Stations',)","(u'2019',)","(u'Pennsylvania State Police',)","(u'geographical reference points for Pennsylvania State Police Stations.',)","(u'FullMetadataDisplay.aspx?file=PSP_PoliceStations201908.xml',)"
"(u'Chester County Parcels',)","(u'2019',)","(u'Chester County',)","(u'Boundary outlines of individual properties in Chester County',)","(u'FullMetadataDisplay.aspx?file=PA_Parcels201901.xml',)"
"(u'Pennsylvania Parcels (Available)',)","(u'2019',)","(u'The Pennsylvania State University',)","(u'Boundary outlines of individual properties for the State of Pennsylvania. This dataset is incomplete and county parcels will be added as available. Attributes contain PIN ID, Source, and Date of Parcels. Parcel Include: Allegheny, Butler, Centre, Chester, Crawford, Erie, Dauphin, Juniata, Lycoming, MIfflin, Philadelphia, York',)","(u'FullMetadataDisplay.aspx?file=PA_Parcels201901.xml',)"
"(u'Pennsylvania Street Centerlines (Available)',)","(u'2018',)","(u'The Pennsylvania State University',)","(u'Street Centerlines from Individual Counties for the State of Pennsylvania. This dataset is incomplete and Street Centerlines will be added as available. Street Centerlines Include: Allegheny, Crawford, Dauphin, Lancaster, Philadelphia, York',)","(u'FullMetadataDisplay.aspx?file=PA_Centerlines.xml',)"
"(u'Pennsylvania Building Footprints (Available)',)","(u'2018',)","(u'The Pennsylvania State University',)","(u'Building Footprints from Individual Counties for the State of Pennsylvania. This dataset is incomplete and Building Footprints  will be added as available. Building Footprints Include: Allegheny, Lancaster, Philadelphia',)","(u'FullMetadataDisplay.aspx?file=PA_Buildings.xml',)"
"(u'Erie County PA - Parcels',)","(u'2019',)","(u'Erie County',)","(u'Boundary outlines of individual properties in Erie County. The Parcel Dataset was developed primarily for the purposes of identifying land parcels for tax billing and tax assessment purposes.',)","(u'FullMetadataDisplay.aspx?file=ErieCountyParcels201906.xml',)"
"(u'York County PA - Address Points',)","(u'2019',)","(u'York County',)","(u'Locations of all address point locations in York County. Intended for illustration and demonstration purposes. Intended for illustration and demonstration purposes only. Layer was not intended for use under 1:2400',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_Address_Pts201901.xml',)"
"(u'York County PA - Buildings',)","(u'2019',)","(u'York County',)","(u""Agricultural security areas are intended to promote more permanent and viable farming operations over the long term by strengthening the farming community's sense of security in land use and the right to farm. Agricultural security areas are created by local municipalities in cooperation with individual landowners who agree to collectively place at least 250 acres in an agricultural security area. This is the Ag Security Easements in York County, Pennsylvania. Intended for illustration and demonstration purposes only."",)","(u'FullMetadataDisplay.aspx?file=YorkCounty_Buildings201901.xml',)"
"(u'York County PA - DES EMS Stations',)","(u'2018',)","(u'York County',)","(u'EMS Stations in York County, Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_DES_EMS_Stations201812.xml',)"
"(u'York County PA - DES Fire Stations',)","(u'2018',)","(u'York County',)","(u'Fire Stations in York County, Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_DES_Fire_Stations201812.xml',)"
"(u'York County PA - DES Police Stations',)","(u'2018',)","(u'York County',)","(u'Police Stations in York County, Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_DES_Police_Stations201812.xml',)"
"(u'York County PA - Planning Subdivisions',)","(u'2018',)","(u'York County',)","(u'Shows the Subdivsion Data from YCPC',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_PLANNING_Subdivisions201812.xml',)"
"(u'York County PA - College Campuses',)","(u'2018',)","(u'York County',)","(u'College Campuses in York County, Pennsylvania. Showing the dormitories and buildings of York County Colleges',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_College_Campuses201812.xml',)"
"(u'York County PA - Government Offices',)","(u'2018',)","(u'York County',)","(u'Goverment Offices in York County, Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Govt_Offices201812.xml',)"
"(u'York County PA - Libraries',)","(u'2018',)","(u'York County',)","(u'Shows Libraries in York County. For illustration purposes only; Not for scales above 1;24000',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Libraries201812.xml',)"
"(u'York County PA - Medical Facilities',)","(u'2018',)","(u'York County',)","(u'Existing medical centers in York County, PA',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Medical201812.xml',)"
"(u'York County PA - Polling Locations',)","(u'2018',)","(u'York County',)","(u'A dataset that shows the polling locations of York County Geocoded to the Correct location in the County. Created in cooperation with the Voting Office of York County.',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Polling_Locations201812.xml',)"
"(u'York County PA - School Locations points',)","(u'2018',)","(u'York County',)","(u'Point locations of all private/public school buildings in York County.',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_PUB_FACIL_Schools201812.xml',)"
"(u'York County PA - Airports',)","(u'2018',)","(u'York County',)","(u'Airports and Heliports within York County and those within a 3 mile buffer outside of York County border called ""Area of Influence."" Intended for illustration and demonstration purposes only.',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_TRANSP_Airports201812.xml',)"
"(u'York County PA - Park and Rides',)","(u'2018',)","(u'York County',)","(u'Park and Rides Operated by Rabbit Transit.',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_TRANSP_Park_and_Rides201812.xml',)"
"(u'York County PA - Transit Stops',)","(u'2018',)","(u'York County',)","(u'Rabbit Transit Bus Stop locations in York County, Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_TRANSP_Transit_Stops201812.xml',)"
"(u'York County PA - Bicycle Corridors',)","(u'2018',)","(u'York County',)","(u'Bike Corridors and Potential Bike Corridors in York County PA',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_Bicycle_Corridors201812.xml',)"
"(u'York County PA - Streams',)","(u'2018',)","(u'York County',)","(u'Streams of York County, Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_HYDRO_Streams201812.xml',)"
"(u'York County PA - Recreation Trails',)","(u'2018',)","(u'York County',)","(u'York County Existing and Potential Trails',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_RECREATION_Trails201812.xml',)"
"(u'York County PA - Roads',)","(u'2019',)","(u'York County',)","(u'This layer is all the Public Roads in York County, PA',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_Roads201901.xml',)"
"(u'York County PA - Transit Routes',)","(u'2018',)","(u'York County',)","(u'Rabbit Transit Routes in the South Central Pa Area',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_Transit_Routes201812.xml',)"
"(u'York County PA - Railroads',)","(u'2018',)","(u'York County',)","(u'York County Railroads. For illustration purposes only; Not for scales above 1;24000',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_TRANSP_Railroads201812.xml',)"
"(u'York County PA - Agricultural Security Area',)","(u'2018',)","(u'York County',)","(u""Agricultural security areas are intended to promote more permanent and viable farming operations over the long term by strengthening the farming community's sense of security in land use and the right to farm. Agricultural security areas are created by local municipalities in cooperation with individual landowners who agree to collectively place at least 250 acres in an agricultural security area. This is the Ag Security Easements in York County, Pennsylvania. Intended for illustration and demonstration purposes only."",)","(u'FullMetadataDisplay.aspx?file=YorkCounty_Ag_Security201812.xml',)"
"(u'York County PA - Conservation Easements',)","(u'2018',)","(u'York County',)","(u'The agricultural conservation easement may be granted by a farmland owner to the Commonwealth of Pennsylvania, a county agricultural land preservation program, a local government unit or a local land trust. Easements can be sold or donated. After an easement is sold or donated, the conservation easement restrictions are recorded in the recorder of deeds office in the county where the easement is located.',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_Conservation_Easements201812.xml',)"
"(u'York County PA - County Boundary',)","(u'2018',)","(u'York County',)","(u'York County Boundary Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_DIST_County_Boundary201812.xml',)"
"(u'York County PA - Magisterial',)","(u'2018',)","(u'York County',)","(u'Magisterial Districts in York County, Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_DIST_Magisterial201812.xml',)"
"(u'York County PA - School District Boundaries',)","(u'2018',)","(u'York County',)","(u'York County school district boundaries',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_DIST_School201812.xml',)"
"(u'York County PA - Voting',)","(u'2018',)","(u'York County',)","(u'Voting Districts in York County, Pennsylvania',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_DIST_Voting201812.xml',)"
"(u'York County PA - Natural Areas Inventory',)","(u'2018',)","(u'York County',)","(u'This shapefile contains the Core Habitat of Biological Diversity Areas identified through the County Natural Heritage Inventory program of the Pennsylvania Natural Heritage Program. County Natural Heritage Inventories focus on areas that are the best examples of ecological resources in a county. Although agricultural lands and open space may be included as part of inventory areas, the emphasis for the designation and delineation of the areas are the ecological values present. Important selection criteria for Natural Heritage Areas are the existence of habitat for plants and animals of special concern, the existence of uncommon or especially important natural communities, and the size and landscape context of a site containing good quality natural features. Large areas and areas that are minimally disturbed by development provide the backbone that links habitats and allows plants and animals to shift and move across sizable portions of the landscape. Core Habitat areas are intended to identify the essential habitat of the species of concern or natural community that can absorb very little activity or disturbance without substantial impact to the natural features. Polygons are based on aerial photo interpretation, field surveys, and existing PNDI data and were delineated by the ecologists on-screen using ArcView (ESRI, Inc., Version 3.3, 8x, and 9x) with the 1:24,000 scale USGS Digital Raster Graphics and/or Digital Aerial Photography images as a background. For each core habitat polygon, the attribute table contains fields indicating the Site Name and Significance. See individual CNHI reports for further information on methodology, site descriptions, and species or communities found at each site.',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_ENVIR_Natural_Areas_Inventory201812.xml',)"
"(u'York County PA - Growth Areas',)","(u'2018',)","(u'York County',)","(u'Growth Areas as Defined by the York County Planning Commission',)","(u'FullMetadataDisplay.aspx?file=YorkCounty_Growth_Areas201812.xml',)"
