,Collection To Add Map To,Image Path,Transcript Path,Notes (page titles),TITLE,ALTERNATIVE TITLE,CREATOR,CONTRIBUTOR,PUBLISHER,DESCRIPTION,CAPTION,ADDITIONAL NOTES,Project Affiliation,DATE OF CREATION,HISTORICAL ERA/PERIOD,ITEM TYPE,ITEM PHYSICAL FORMAT,DIMENTIONS,LOCALLY ASSIGNED SUBJECT HEADINGS,FAST SUBJECT HEADINGS,LANGUAGE,TRANSCRIPTION,TRANSLATION,CITY OR TOWNSHIP,STATE OR PROVINCE,COUNTRY,REGION OR AREA,CONTINENT,Coordinates,PROJECTIONS,SCALE,GEONAMES URI,PARENT COLLECTION NAME,CONTRIBUTING ORGANIZATION,CONTACT INFORMATION,LOCAL RIGHTS STATEMENT,RIGHTS STATEMENT URI,EXPECTED PUBLIC DOMAIN YEAR OF ENTRY,ADDITIONAL RIGHTS INFORMATION,FISCAL SPONSOR,LOCAL IDENTIFIER,BARCODE IDENTIFIER,SYSTEM IDENTIFIER,DLS IDENTIFIER,KALTURA AUDIO IDENTIFIER,KALTURA AUDIO PLAYLIST IDENTIFIER,KALTURA VIDEO IDENTIFIER,KALTURA VIDEO PLAYLIST IDENTIFIER,KALTURA AUDIO/VIDEO PLAYLIST IDENTIFIER,PERSISTENT URL (PURL),UMEDIA ARCHIVE,ATTACHED CHILD,FEATURED IMAGE,OBJECT FILE NAME
1109,"Minnesota County Maps, Plat Books, and Atlases",G4143.R2 1890 (1975) .F6,B3359882,Sheet 1,"Map of Ramsey and Hennepin Counties : with adjacent portions of Anoka, Wright, Carver, Scott, Dakota & Washington Counties, Minnesota",,"C.M. Foote & Co. (Minneapolis, Minn.)","Bracher, Wm. (William)","(Minneapolis, )",,,"Cadastral map showing landowners.; ""Drawn from actual surveys and the county records.""",,1890,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,136 x 161 centimeters on 4 sheets 93 x 116 centimeters and 93 x 113 centimeters,Real property; Real property,,English,,,,,,,,"W0934600 W0925600 N0451400 N0444700; (W 93°46'00""--W 92°56'00""/N 45°14'00""--N 44°47'00"")",,"Scale 1:36,206. 1 3/4 inch to the mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.R2 1890 (1975) .F6,UMN_BARCODE:B3359882,UMN_ALMA:9936988210001701,map10892,,,,,,,,,,
,"Minnesota County Maps, Plat Books, and Atlases",G4143.R2 1890 (1975) .F6,B3359882,Sheet 2,"Map of Ramsey and Hennepin Counties : with adjacent portions of Anoka, Wright, Carver, Scott, Dakota & Washington Counties, Minnesota",,"C.M. Foote & Co. (Minneapolis, Minn.)","Bracher, Wm. (William)","(Minneapolis, )",,,"Cadastral map showing landowners.; ""Drawn from actual surveys and the county records.""",,1890,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,136 x 161 centimeters on 4 sheets 93 x 116 centimeters and 93 x 113 centimeters,Real property; Real property,,English,,,,,,,,"W0934600 W0925600 N0451400 N0444700; (W 93°46'00""--W 92°56'00""/N 45°14'00""--N 44°47'00"")",,"Scale 1:36,206. 1 3/4 inch to the mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.R2 1890 (1975) .F6,UMN_BARCODE:B3359882,UMN_ALMA:9936988210001701,map10893,,,,,,,,,,
,"Minnesota County Maps, Plat Books, and Atlases",G4143.R2 1890 (1975) .F6,B3359882,Sheet 3,"Map of Ramsey and Hennepin Counties : with adjacent portions of Anoka, Wright, Carver, Scott, Dakota & Washington Counties, Minnesota",,"C.M. Foote & Co. (Minneapolis, Minn.)","Bracher, Wm. (William)","(Minneapolis, )",,,"Cadastral map showing landowners.; ""Drawn from actual surveys and the county records.""",,1890,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,136 x 161 centimeters on 4 sheets 93 x 116 centimeters and 93 x 113 centimeters,Real property; Real property,,English,,,,,,,,"W0934600 W0925600 N0451400 N0444700; (W 93°46'00""--W 92°56'00""/N 45°14'00""--N 44°47'00"")",,"Scale 1:36,206. 1 3/4 inch to the mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.R2 1890 (1975) .F6,UMN_BARCODE:B3359882,UMN_ALMA:9936988210001701,map10894,,,,,,,,,,
,"Minnesota County Maps, Plat Books, and Atlases",G4143.R2 1890 (1975) .F6,B3359882,Sheet 4,"Map of Ramsey and Hennepin Counties : with adjacent portions of Anoka, Wright, Carver, Scott, Dakota & Washington Counties, Minnesota",,"C.M. Foote & Co. (Minneapolis, Minn.)","Bracher, Wm. (William)","(Minneapolis, )",,,"Cadastral map showing landowners.; ""Drawn from actual surveys and the county records.""",,1890,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,136 x 161 centimeters on 4 sheets 93 x 116 centimeters and 93 x 113 centimeters,Real property; Real property,,English,,,,,,,,"W0934600 W0925600 N0451400 N0444700; (W 93°46'00""--W 92°56'00""/N 45°14'00""--N 44°47'00"")",,"Scale 1:36,206. 1 3/4 inch to the mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.R2 1890 (1975) .F6,UMN_BARCODE:B3359882,UMN_ALMA:9936988210001701,map10895,,,,,,,,,,
,"Minnesota County Maps, Plat Books, and Atlases",G4143.R2 1890 (1975) .F6,B3359882,Sheet 5,"Map of Ramsey and Hennepin Counties : with adjacent portions of Anoka, Wright, Carver, Scott, Dakota & Washington Counties, Minnesota",,"C.M. Foote & Co. (Minneapolis, Minn.)","Bracher, Wm. (William)","(Minneapolis, )",,,"Cadastral map showing landowners.; ""Drawn from actual surveys and the county records.""",,1890,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,136 x 161 centimeters on 4 sheets 93 x 116 centimeters and 93 x 113 centimeters,Real property; Real property,,English,,,,,,,,"W0934600 W0925600 N0451400 N0444700; (W 93°46'00""--W 92°56'00""/N 45°14'00""--N 44°47'00"")",,"Scale 1:36,206. 1 3/4 inch to the mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.R2 1890 (1975) .F6,UMN_BARCODE:B3359882,UMN_ALMA:9936988210001701,map10896,,,,,,,,,,
,"Minnesota County Maps, Plat Books, and Atlases",G4143.R2 1890 (1975) .F6,B3359882,Sheet 6,"Map of Ramsey and Hennepin Counties : with adjacent portions of Anoka, Wright, Carver, Scott, Dakota & Washington Counties, Minnesota",,"C.M. Foote & Co. (Minneapolis, Minn.)","Bracher, Wm. (William)","(Minneapolis, )",,,"Cadastral map showing landowners.; ""Drawn from actual surveys and the county records.""",,1890,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,136 x 161 centimeters on 4 sheets 93 x 116 centimeters and 93 x 113 centimeters,Real property; Real property,,English,,,,,,,,"W0934600 W0925600 N0451400 N0444700; (W 93°46'00""--W 92°56'00""/N 45°14'00""--N 44°47'00"")",,"Scale 1:36,206. 1 3/4 inch to the mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.R2 1890 (1975) .F6,UMN_BARCODE:B3359882,UMN_ALMA:9936988210001701,map10897,,,,,,,,,,
,"Minnesota County Maps, Plat Books, and Atlases",G4143.R2 1890 (1975) .F6,B3359882,Sheet 7,"Map of Ramsey and Hennepin Counties : with adjacent portions of Anoka, Wright, Carver, Scott, Dakota & Washington Counties, Minnesota",,"C.M. Foote & Co. (Minneapolis, Minn.)","Bracher, Wm. (William)","(Minneapolis, )",,,"Cadastral map showing landowners.; ""Drawn from actual surveys and the county records.""",,1890,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,136 x 161 centimeters on 4 sheets 93 x 116 centimeters and 93 x 113 centimeters,Real property; Real property,,English,,,,,,,,"W0934600 W0925600 N0451400 N0444700; (W 93°46'00""--W 92°56'00""/N 45°14'00""--N 44°47'00"")",,"Scale 1:36,206. 1 3/4 inch to the mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.R2 1890 (1975) .F6,UMN_BARCODE:B3359882,UMN_ALMA:9936988210001701,map10898,,,,,,,,,,
,"Minnesota County Maps, Plat Books, and Atlases",G4143.R2 1890 (1975) .F6,B3359882,Sheet 8,"Map of Ramsey and Hennepin Counties : with adjacent portions of Anoka, Wright, Carver, Scott, Dakota & Washington Counties, Minnesota",,"C.M. Foote & Co. (Minneapolis, Minn.)","Bracher, Wm. (William)","(Minneapolis, )",,,"Cadastral map showing landowners.; ""Drawn from actual surveys and the county records.""",,1890,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,136 x 161 centimeters on 4 sheets 93 x 116 centimeters and 93 x 113 centimeters,Real property; Real property,,English,,,,,,,,"W0934600 W0925600 N0451400 N0444700; (W 93°46'00""--W 92°56'00""/N 45°14'00""--N 44°47'00"")",,"Scale 1:36,206. 1 3/4 inch to the mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.R2 1890 (1975) .F6,UMN_BARCODE:B3359882,UMN_ALMA:9936988210001701,map10899,,,,,,,,,,
1110,"Minnesota County Maps, Plat Books, and Atlases",G4143.R8 1921 .M2,B3308501,,"Standard map of Roseau County, Minnesota","Roseau County, Minnesota",McGill-Warner Co,,"McGill-Warner Co (St. Paul,  Minn), 1921",,,Main auto roads and secondary roads shown in red.,,1921,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,"43 x 78 centimeters, on sheet 49 x 84 centimeters",Roads,,English,,,,,,,,W0962500 W0950400 N0490300 N0482900; (W 96⁰25ʹ--W 95⁰04ʹ--N 49⁰03ʹ--N 48⁰29ʹ),,"Scale [1:126,720]",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.R8 1921 .M2,UMN_BARCODE:B3308501,UMN_ALMA:9964590640001701,map10900,,,,,,,,,,
1111,"Minnesota County Maps, Plat Books, and Atlases",G4143.W3J3 1926 .U5,31951D03686846Z,Map,"Soil survey of Wadena County, Minnesota,",,"Elwell, J. Ambrose (John Ambrose), 1897-","Baldwin, Mark; Ellis, Joseph Henry, 1890-; Fieger, E. A. (Ernest August), 1897-; Hall, James Singleton; Hill, S. N. (Samuel Nelson), 1905-; McMiller, P. R. (Paul Raymond), 1887-1956; Strike, W. W. (Wendell William), 1893-; Swenson, G. A. (Gustavus Adolphus), 1889-","U.S. Govt. Print. Off (Washington, )",,,At head of title: United States Department of Agriculture. Bureau of Chemistry and Soils. In cooperation with the University of Minnesota Agricultural Experiment Station.,,1930,,Text,Surveys (documents) | http://vocab.getty.edu/aat/300226986,23 centimeters,Soil surveys; Soils,,English,,,,,,,,"W0950951 W0944352 N0464825 N0462211; (W 95°09'51""--W 94°43'52""/N 46°48'25""--N 46°22'11"")",,"Scale 1:63,360; 1 inch = 1 mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.W3J3 1926 .U5,UMN_BARCODE:31951D03686846Z,UMN_ALMA:9912998120001701,map10901,,,,,,,,,,
1111,"Minnesota County Maps, Plat Books, and Atlases",G4143.W3J3 1926 .U5,X1267704,Text,"Soil survey of Wadena County, Minnesota,",,"Elwell, J. Ambrose (John Ambrose), 1897-","Baldwin, Mark; Ellis, Joseph Henry, 1890-; Fieger, E. A. (Ernest August), 1897-; Hall, James Singleton; Hill, S. N. (Samuel Nelson), 1905-; McMiller, P. R. (Paul Raymond), 1887-1956; Strike, W. W. (Wendell William), 1893-; Swenson, G. A. (Gustavus Adolphus), 1889-","U.S. Govt. Print. Off (Washington, )",,,At head of title: United States Department of Agriculture. Bureau of Chemistry and Soils. In cooperation with the University of Minnesota Agricultural Experiment Station.,,1930,,Text,Surveys (documents) | http://vocab.getty.edu/aat/300226986,23 centimeters,Soil surveys; Soils,,English,,,,,,,,"W0950951 W0944352 N0464825 N0462211; (W 95°09'51""--W 94°43'52""/N 46°48'25""--N 46°22'11"")",,"Scale 1:63,360; 1 inch = 1 mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.W3J3 1926 .U5,UMN_BARCODE:X1267704,,map10902_001; map10902_002; map10902_003; map10902_004; map10902_005; map10902_006; map10902_007; map10902_008; map10902_009; map10902_010; map10902_011; map10902_012; map10902_013; map10902_014; map10902_015; map10902_016; map10902_017; map10902_018; map10902_019; map10902_020; map10902_021; map10902_022; map10902_023; map10902_024; map10902_025; map10902_026; map10902_027; map10902_028; map10902_029; map10902_030; map10902_031; map10902_032; map10902_033; map10902_034; map10902_035; map10902_036; map10902_037; map10902_038; map10902_039; map10902_040; map10902_041; map10902_042; map10902_043; map10902_044; map10902_045; map10902_046; map10902_047; map10902_048; map10902_049; map10902_050; map10902_051; map10902_052; map10902_053; map10902_054; map10902_055; map10902_056; map10902_057; map10902_058; map10902_059; map10902_060; map10902_061; map10902_062,,,,,,,,,,
1112,"Minnesota County Maps, Plat Books, and Atlases",G4143.W5C5 1870z .W5 2000z,B3548162,,Washington county,,"Winchell, N. H. (Newton Horace), 1839-1914",Julius Bien & Co; Geological and Natural History Survey of Minnesota,"Pioneer Press,  Co. (Saint Paul)",,,"Photocopy enlargement.; Relief shown by contour lines.; Includes continuation inset: North part.; At head of title: Geological and Natural History Survey of Minnesota.; ""Plate 44""; ""Julius Bien & Co., lith.""",,1870 - 1879?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,49 x 39 centimeters,Geology,,English,,,,,,,,"W0930100 W0924400 N0451700 N0444400; (W 93°01'00""--W 92°44'00""/N 45°17'00""--N 44°44'00"")",,Scale not given,,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4143.W5C5 1870z .W5 2000z,UMN_BARCODE:B3548162,UMN_ALMA:9942228670001701,map10903,,,,,,,,,,
1113,City Maps,G4144.B832 1900z .C3 ,B3209814,,"Brooks, Red Lake Co., Minn : in N.W. 1/2 of Sec. 11, T. 149n., R.42w.",,"Casseday, D. W",,"Soo Railway (Minneapolis,  Minn)",,,"Brooks is a new townsite on the Soo"" Winnipeg Line, ...""; On verso ancillary map: Map showing stations north from Detroit [Minn.] on ""Soo"" Winnipeg line.",,1900 - 1909?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,25 x 20 centimeters,Cities and towns; Railroads,,English,,,,,,,,"W0960053 W0955935 N0474933 N0474813; (W 96°00'53""--W 95°59'35""/N 47°49'33""--N 47°48'13"")",,Scale not given,,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.B832 1900z .C3,UMN_BARCODE:B3209814,UMN_ALMA:9937525730001701,map10904a; map10904b,,,,,,,,,,
1115,City Maps,G4144.D9 1891 .R6 copy 2,31951D03624041F,,Albertson's map of the cities at the head of Lake Superior,,"Roe, Frederick B., 1845-1905",Albertson & Chamberlain,"Albertson & Chamberlain (Duluth,  Minn)","Shows Duluth, Minn. & Superior, Wis.",,Soundings in feet.; Hand colored.,,1891,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,105 x 92 centimeters,,,English,,,,,,,,"W0921804 W0915512 N0465250 N0463856; (W 92°18'04""--W 91°55'12""/N 46°52'50""--N 46°38'56"")",,"Scale [1:31,680] . 2 inches to one mile",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.D9 1891 .R6 copy 2,UMN_BARCODE:31951D03624041F,UMN_ALMA:9928668470001701,map10905,,,,,,,,,,
1116,City Maps,G4144.D9 1907 .W4,B3233847,,Acre map of Duluth-Superior,T. W. Wahl's,"Welbanks, Wallace P",T. W. Wahl & Co,"T. W. Wahl (Duluth,  Minn), 1907",,,"Shows railroads, bodies of water, and some land tenure or municipal boundaries.",,1907,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,41 x 50 centimeters,,,English,,,,,,,,"W0921804 W0915512 N0465250 N0463856; (W 92°18'04""--W 91°55'12""/N 46°52'50""--N 46°38'56"")",,"Scale approximately 1:56,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.D9 1907 .W4,UMN_BARCODE:B3233847,UMN_ALMA:9939933510001701,map10906,,,,,,,,,,
1117,City Maps,G4144.D9 1921 .M3,B4041979,,"Duluth, Minnesota-Superior, Wisconsin : ""Twin ports""",Twin Ports; Duluth-Superior :; Map of Duluth and Superior Twin Ports,McGill-Warner Co,"Grindhem, M. J. (Martin Johansen)","McGill-Warner Co (St. Paul,  Minn), 1921",,,"Title from map folder: Map of Duluth and Superior Twin Ports.; Includes indexes.; ""No. 411, 1921.""",,1921,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,82 x 66 centimeters,Street-railroads; Street-railroads; Parks; Parks,,English,,,,,,,,W0921400 W0920000 N0465100 N0463900; (W 92⁰14ʹ--W 92⁰/N 46⁰51ʹ--N 46⁰39ʹ),,"Scale [1:28,500]",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.D9 1921 .M3,UMN_BARCODE:B4041979,UMN_ALMA:9916661820001701,map10907,,,,,,,,,,
1118,City Maps,G4144.D9F7 1920 .D8,X1218821,,"City of Duluth, map of election districts ; adopted by the City Council Mar. 22nd, 1920",,Duluth (Minn.). Engineering Department,"Drew, C. H",City Engineering Dept (Duluth),,,Blue line print.; Shows legislative districts and county commissioner districts.,,1920,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,on sheet 46 x 85 centimeters,Election districts,,English,,,,,,,,"W0921200 W0920300 N0464800 N0464135; (W 92°12'00""--W 92°03'00""/N 46°48'00""--N 46°41'35"")",,Scale not given.,,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.D9F7 1920 .D8,UMN_BARCODE:X1218821,UMN_ALMA:9975812780201701,map10908,,,,,,,,,,
1121,City Maps,G4144.H6 1926 .H5,B3308896,,Map of the village of Hibbing,,Hibbing (Minn.). City Engineer,,"Office of Village Engineer (Hibbing,  Minn)",,,"September 10, 1926.; Cadastral map.; Appears to have been hand colored.",,1926,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,55 x 35 centimeters,,,English,,,,,,,,"W0930410 W0924822 N0473239 N0471657; (W 93°04'10""--W 92°48'22""/N 47°32'39""--N 47°16'57"")",,"Scale approximately 1:16,000",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.H6 1926 .H5,UMN_BARCODE:B3308896,UMN_ALMA:9913689060001701,map10909,,,,,,,,,,
1122,City Maps,G4144.H6G46 1925 .R6 C2,X1218827,,Map of platted portion of the village of Hibbing,,"Rose, James F., 1881-",Hibbing (Minn.). Office of Village Engineer,"Office of Village Engineer (Hibbing,  Minn)",,,"March 1st, 1925.; ""W.J.F.""; ""HOR.CAB. 91.""--Lower right margin.; Includes 1 inset map: Kitzville.",,1925,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,"81 x 31 centimeters, on sheet 86 x 36 centimeters",Real property,,English,,,,,,,,"W0925700 W0925510 N0472700 N0472435; (W 92°57'00""--W 92°55'10""/N 47°27'00""--N 47°24'35"")",,"Scale approximately 1:7,600",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.H6G46 1925 .R6 copy 2,UMN_BARCODE:X1218827,UMN_ALMA:9975812780101701,map10910a; map10910b,,,,,,,,,,
1124,Minneapolis and St. Paul Maps and Atlases,G4144.M5 1888 .D3,B4038546,,"Davison's atlas map of Minneapolis, Hennepin Co., Minn., 1888",,"Davison, C. Wright, 1849-1925",,"C. Wright Davison (Minneapolis), 1887",,,"Sheets numbered 101 to 150.; Sheets 101-146 drawn by C.W. Clark; sheet 147 drawn by C.W. Clark and H.A.H. d'Ailly; sheets 148-150 drawn by H.A.H. d'Ailly, title page drawn by Paul Burgoldt.; Sheets 101-103 reprinted in 1928.; Relief shown by hachures.; Indicates land ownership.",,1887,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,on sheet 69 x 50 centimeters,,,English,,,,,,,,W0931549 W0931549 N0445848 N0445848; (W 93⁰15ʹ49ʺ--W 93⁰15ʹ49ʺ/N 44⁰58ʹ48ʺ--N 44⁰58ʹ48ʺ),,"Scale [1:24,400]",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.M5 1888 .D3,UMN_BARCODE:B4038546,UMN_ALMA:9939886740001701,map10911,,,,,,,,,,
1125,Minneapolis and St. Paul Maps and Atlases,G4144.M5 1898 .M54x,31951D01758022Q,,"Map of Minneapolis, Hennepin Co., Minn","Minneapolis, Hennepin Co., Minn.",Minneapolis (Minn.). Engineer Department,"Cappelen, F. W. (Frederick Wilhelm), 1857-1921","The Department (Minneapolis,  Minn)",,,Relief shown by contours.,,1898?,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,on sheet 81 x 48 centimeters,,,English,,,,,,,,"W0931944 W0931137 N0450304 N0445324; (W 93°19'44""--W 93°11'37""/N 45°03'04""--N 44°53'24"")",,"Scale approximately 1:24,000; 2000 feet to one inch",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.M5 1898 .M54x,UMN_BARCODE:31951D01758022Q,UMN_ALMA:9964168450001701,map10912,,,,,,,,,,
1126,Minneapolis and St. Paul Maps and Atlases,G4144.M5 1925 .M56,B2758445,South Section,"Regional map including part of Hennepin, Anoka & Ramsey Counties, Minnesota and the city of Minneapolis, December 1st, 1925",,Minneapolis (Minn.). City Planning Commission,,"The Commission (Minneapolis,  Minn.?)",,,Also shows railroads and the Public Land Survey grid.,,1925,,Cartographic,Maps | http://vocab.getty.edu/aat/300028094,149 x 102 centimeters,,,English,,,,,,,,"W0933000 W0930100 N0451400 N0444900; (W 93°30'00""--W 93°01'00""/N 45°14'00""--N 44°49'00"")",,"Scale [1:36,000] 1 inch to 3000 feet",,,"University of Minnesota Libraries, John R. Borchert Map Library.","University of Minnesota Libraries, John R. Borchert Map Library. S-76 Wilson Library, 309 19th Ave S, Minneapolis, MN 55455; https://www.lib.umn.edu/borchert","Use of this item may be governed by US and international copyright laws. You may be able to use this item, but copyright and other considerations may apply. For possible additional information or guidance on your use, please contact the contributing organization.",,,,,G4144.M5 1925 .M56,UMN_BARCODE:B2758445,UMN_ALMA:9919066660001701,map10913,,,,,,,,,,
