Title,Alternative Title,Description,Language,Creator,Resource Class,ISO Topic Categories,Keyword,Date Issued,Temporal Coverage,Date Range,Update Frequency,Spatial Coverage,Bounding Box,Resource Type,Format,Information,Download,ID,Identifier,Provider,Code,Member Of,Status,Accrual Method,Date Accessioned,Rights,License,Access Rights,Suppressed,Child Record,File Size
Eaux de surface détectées par satellite en République de Madagascar,Eaux de surface détectées par satellite en République de Madagascar,"UNOSAT code: FL20200128MDG  Cette carte illustre les eaux de surface détectées via le capteur VIIRS-NOAA sur le centre et le nord de la république de Madagascar entre le 23 janvier et le 27 Janvier 2020. Dans la zone analysée non couverte par les nuages, environ 850,000 personnes sont exposées ou vivent à proximité des zones inondées qui couvrent 9,475 km2. Les plaines du nord-ouest situées dans les régions de Boeny, Sofia et Alaotra Mangoro semblent être particulièrement impactées par les inondations en cours. Ceci est une analyse préliminaire et n'a pas encore été validée sur le terrain. Ne pas hésiter à envoyer vos commentaires à UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2020-06-03,"January 29, 2020-January 29, 2020",2020-2020,Never,Madagascar,"43.1914,-11.5492,50.4838,-25.609",Vector data,Shapefile,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-satellite-en-republique-de-madagascar,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/MD/FL20200128MDG/FL20200128MDG_SHP.zip,831f2beb-083b-492a-971e-eec9c7209234,https://data.humdata.org/dataset/eaux-de-surface-detectees-par-satellite-en-republique-de-madagascar,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected water extents, as of 18 January 2020 over Chabahar and Konarak County, Sistan Va Baluchestan Province","Satellite detected water extents, as of 18 January 2020 over Chabahar and Konarak County, Sistan Va Baluchestan Province","UNOSAT code: FL20200117IRN  This map illustrates satellite-detected water surface in Chabahar and Konarak County, Sistan Va Baluchestan Province, Islamic Republic of Iran as observed from Sentinel-2 imagery acquired on 18 January 2020. Within the analysed extent of about 730 km2, a total about 63 km2 of land appear to be flooded. Based on Worldpop population data and the detected surface waters, about 5,900 people are potentially exposed or living close to flooded areas.
This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2020-06-03,"January 22, 2020-January 22, 2020",2020-2020,Never,Iran (Islamic Republic Of),"44.0326,39.7822,63.3333,25.0604",Vector data,Shapefile,https://data.humdata.org/dataset/water-extents-as-of-18-january-2020-over-chabahar-and-konarak-county-sistan-va-baluchestan,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/IR/FL20200117IRN/FL20200117IRN_SHP.zip,23b8fb01-e4ff-4650-adc2-799fa20791c9,https://data.humdata.org/dataset/water-extents-as-of-18-january-2020-over-chabahar-and-konarak-county-sistan-va-baluchestan,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected flood waters, as of 16 January 2020, over Golmorti, Sistan and Baluchestan Province, I. R. of Iran","Satellite-detected flood waters, as of 16 January 2020, over Golmorti, Sistan and Baluchestan Province, I. R. of Iran","UNOSAT code: FL20200117IRN  This map illustrates satellite-detected waters in Dalgan County, Sistan and Baluchestan Province, Islamic Republic of Iran, as observed from Sentinel-2 imagery acquired on 16 January 2020. Within the analysed area of 2,130 km2, a total of 647 km2 of land appear to be flooded in Dalgan County. Based on Worldpop population data and the detected surface waters, about 2,500 people are potentially exposed or living close to flooded areas. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR -UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2020-06-03,"January 21, 2020-January 21, 2020",2020-2020,Never,Iran (Islamic Republic Of),"44.0326,39.7822,63.3333,25.0604",Vector data,Shapefile,https://data.humdata.org/dataset/flood-waters-as-of-16-january-2020-over-golmorti-sistan-and-baluchestan-province-i-r-of-ir,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/IR/FL20200117IRN/FL20200117IRN_SHP.zip,7d40f913-fff6-4e5b-a711-c2a7b5149ac7,https://data.humdata.org/dataset/flood-waters-as-of-16-january-2020-over-golmorti-sistan-and-baluchestan-province-i-r-of-ir,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 18 January 2020 over Konarak District in Sistan Va Baluchestan Province of Iran","Satellite detected waters extents, as of 18 January 2020 over Konarak District in Sistan Va Baluchestan Province of Iran","UNOSAT code: FL20200117IRN  This map illustrates satellite-detected water surface in Konarak District in Sistan Va Baluchestan Province of Iran as observed from Sentinel-2 imagery acquired on 18 January 2020. Within the analysed extent of about 590 km2, a total about 55 km2 of land appear to be flooded.
This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2020-06-03,"January 21, 2020-January 21, 2020",2020-2020,Never,Iran (Islamic Republic Of),"44.0326,39.7822,63.3333,25.0604",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-18-january-2020-over-konarak-district-in-sistan-va-baluchestan-provin,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/IR/FL20200117IRN/FL20200117IRN_SHP.zip,3be3924d-579d-4422-aa75-acb58042c4af,https://data.humdata.org/dataset/waters-extents-as-of-18-january-2020-over-konarak-district-in-sistan-va-baluchestan-provin,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected water extent as of 2 January 2020 over Banten, Dki Jakarta and Jawa Barat Province of Indonesia","Satellite detected water extent as of 2 January 2020 over Banten, Dki Jakarta and Jawa Barat Province of Indonesia","UNOSAT code: FL20200101IDN  This map illustrates satellite-detected surface water in Banten, Dki Jakarta and Jawa Barat Province of Indonesia as observed from Sentinel-1 imagery acquired on the 2 January 2020. Approximately  258 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Important Note: Flood analysis from Sentinel-1 imagery acquired on 2 January 2020 may seriously underestimate presence of standing flood water in built up areas due to backscattering properties of the radar signal.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2020-06-03,"January 08, 2020-January 08, 2020",2020-2020,Never,Indonesia,"95.0111,6.0769,141.0194,-11.0076",Vector data,Shapefile,https://data.humdata.org/dataset/water-extent-as-of-2-january-2020-over-banten-dki-jakarta-and-jawa-barat-province-of-indon,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/ID/FL20200101IDN/FL20200101IDN_SHP.zip,a1dcbcd1-912b-4fad-8f54-bb937cc1ddf2,https://data.humdata.org/dataset/water-extent-as-of-2-january-2020-over-banten-dki-jakarta-and-jawa-barat-province-of-indon,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 15 December 2019 over Pahang State of Malaysia","Satellite detected waters extents, as of 15 December 2019 over Pahang State of Malaysia","UNOSAT code: FL20191217MYS  This map illustrates satellite-detected surface water in Kluang and Mersing District, Johor State and Rompin District, Pahang State of Malaysia as observed from Sentinel-1 imagery acquired on 15 December 2019. Within the analysed extent of about 3,500 km2, a total about 23 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Important Note: Flood analysis from Sentinel-1 imagery acquired on 15 December 2019 may seriously underestimate the presence of standing floodwater in built-up areas due to backscattering of the radar signal",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2020-06-03,"December 20, 2019-December 20, 2019",2019-2019,Never,Malaysia,"98.9361,7.3806,119.2697,0.855",Vector data,Shapefile,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-15-december-2019-over-pahang-state-of-malaysia,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/MY/FL20191217MYS/FL20191217MYS_SHP.zip,66369dda-fbe4-4e7e-a868-9564a90caf84,https://data.humdata.org/dataset/satellite-detected-waters-extents-as-of-15-december-2019-over-pahang-state-of-malaysia,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite detected waters extents, as of 15 December 2019 over Kota Tinggi and Mersing District, Johor State of Malaysia","Satellite detected waters extents, as of 15 December 2019 over Kota Tinggi and Mersing District, Johor State of Malaysia","UNOSAT code: FL20191217MYS  This map illustrates satellite-detected surface water in Kota Tinggi and Mersing district, Johor state of Malaysia as observed from Sentinel-1 imagery acquired on 15 December 2019. Within the analysed extent of about 1,300 km2, a total about 8 km2 of land appear to be flooded. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Important Note: Flood analysis from Sentinel-1 imagery acquired on 15 December 2019 may seriously underestimate the presence of standing floodwater in built-up areas due to backscattering of the radar signal",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2020-06-03,"December 19, 2019-December 19, 2019",2019-2019,Never,Malaysia,"98.9361,7.3806,119.2697,0.855",Vector data,Shapefile,https://data.humdata.org/dataset/waters-extents-as-of-15-december-2019-over-kota-tinggi-and-mersing-district-johor-state-of,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/MY/FL20191217MYS/FL20191217MYS_SHP.zip,460cc106-bf1b-4d95-bac1-1afafd23f027,https://data.humdata.org/dataset/waters-extents-as-of-15-december-2019-over-kota-tinggi-and-mersing-district-johor-state-of,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Damage Assessment of San Pascual Municipality, Northeastern Part of the Masbate Region, Bicol Region Province","Damage Assessment of San Pascual Municipality, Northeastern Part of the Masbate Region, Bicol Region Province","UNOSAT code: TC20191202PHL  This map illustrates satellite-based structural damage assessment in San Pascual municipality in the northeastern part of Masbate region, Bicol Region province, in the Philippines. The area was affected by Typhoon Kammuri that made landfall on 3 December 2019. UNITAR-UNOSAT identified 16 potentially damaged structures around San Pascual town, in the San Pascual municipality, within the extent of this map. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,cyclones - hurricanes - typhoons|geodata,2020-06-03,"December 16, 2019-December 16, 2019",2019-2019,Never,Philippines,"114.2779,21.1219,126.605,4.5873",Vector data,Shapefile,https://data.humdata.org/dataset/damage-assessment-of-san-pascual-municipality-northeastern-part-of-the-masbate-region-bico,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/PH/TC20191202PHL/TC20191202PHL_SHP.zip,7ff0553e-1c17-4b7a-803f-9e5445b0fe4e,https://data.humdata.org/dataset/damage-assessment-of-san-pascual-municipality-northeastern-part-of-the-masbate-region-bico,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Potential  impact caused by landslides over Humya city, Bwanba County, Budibungyo District, Western Region, Uganda","Potential  impact caused by landslides over Humya city, Bwanba County, Budibungyo District, Western Region, Uganda","UNOSAT code: LS20191209UGA  This map illustrates satellite-detected landslide at in Humya city, Bwanba County, Budibungyo District, Western Region, as seen on Pleiades-1 satellite imagery, 50 cm resolution, collected on 12 December 2019.
The landslides and mudflows hit Humyai along the main streams of Bwanba County.
This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata|landslides - mudslides,2020-06-03,"December 13, 2019-December 13, 2019",2019-2019,Never,Uganda,"29.5735,4.2314,35.0011,-1.4815",Vector data,Shapefile,https://data.humdata.org/dataset/potential-impact-caused-by-landslides-over-humya-city-bwanba-county-budibungyo-district-we,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/UG/LS20191209UGA/LS20191209UGA_SHP.zip,b5425a42-b5c4-45d1-971e-b2551494e057,https://data.humdata.org/dataset/potential-impact-caused-by-landslides-over-humya-city-bwanba-county-budibungyo-district-we,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Satellite-detected water extents, as of 10 December 2019, over Epéna District, Likouala  Department, Republic of Congo","Satellite-detected water extents, as of 10 December 2019, over Epéna District, Likouala  Department, Republic of Congo","UNOSAT code: FL20191205COG  This map illustrates satellite-detected waters in Epéna District, Likouala Department in Republic of Congo, as observed from Sentinel-1 imagery acquired on 10 December 2019. Within the analysed area of about 30,500 km2, based on Worldpop population data and the detected surface waters, about 7,000 people are potentially exposed or living close to flooded areas. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR - UNOSAT.
Important note: Flood analysis from SAR Sentinel-1 images may significantly underestimate the presence of standing waters in built up and/or densely vegetated areas due to backscattering of the radar signal.",eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,floods - storm surges|geodata,2020-06-03,"December 11, 2019-December 11, 2019",2019-2019,Never,Congo,"11.1521,3.7078,18.6504,-5.0407",Vector data,Shapefile,https://data.humdata.org/dataset/water-extents-as-of-10-december-2019-over-epena-district-likouala-department-republic-of-c,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/CG/FL20191205COG/FL20191205COG_SHP.zip,603a94dd-7732-49d6-baf2-0bb9442f8f48,https://data.humdata.org/dataset/water-extents-as-of-10-december-2019-over-epena-district-likouala-department-republic-of-c,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
"Landslides assessment in Pokot South and Sigor Sub Counties West Pokot County, Kenya","Landslides assessment in Pokot South and Sigor Sub Counties West Pokot County, Kenya",UNOSAT code: LS20191125KEN  This map illustrates satellite-detected landslides in Pokot South and Sigor Sub counties located in West Pokot county (Kenya) as detected from a Pleiades-1 image acquired on 28 November 2019. Several roads in the valley have been affected and at least 5 bridges were destroyed. This is a preliminary analysis and has not yet been validated in the field. Please send ground feedback to UNITAR-UNOSAT.,eng,UN Operational Satellite Applications Programme (UNOSAT),Datasets,,geodata|landslides - mudslides,2020-06-03,"November 29, 2019-November 29, 2019",2019-2019,Never,Kenya,"33.9098,5.0334,41.9069,-4.6799",Vector data,Shapefile,https://data.humdata.org/dataset/landslides-assessment-in-pokot-south-and-sigor-sub-counties-west-pokot-county-kenya,https://data.humdata.orghttps://unosat-maps.web.cern.ch/unosat-maps/KE/FL20191125KEN/FL20191125KEN_SHP.zip,4757e2c8-31af-497f-8b95-ceb2e7a2415f,https://data.humdata.org/dataset/landslides-assessment-in-pokot-south-and-sigor-sub-counties-west-pokot-county-kenya,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Creative Commons Attribution Share-Alike,Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Buildings (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Buildings (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:building IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,buildings|geodata,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_buildings,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_buildings_polygons_shp.zip,dd05e286-50b8-4b39-98ce-322d419677b1,https://data.humdata.org/dataset/hotosm_irl_south_buildings,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Education Facilities (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Education Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('kindergarten','school','college','university') OR building IN ('kindergarten','school','college','university')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,education|education facilities - schools|geodata,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_education_facilities,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_education_facilities_points_shp.zip,9be97798-1d38-471a-b884-3ea7dff8f75d,https://data.humdata.org/dataset/hotosm_irl_south_education_facilities,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Points of Interest (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Points of Interest (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IS NOT NULL OR man_made IS NOT NULL OR shop IS NOT NULL OR tourism IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|points of interest - poi,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_points_of_interest,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_points_of_interest_points_shp.zip,548436c2-26fa-4ff3-8dd7-90b7623d92b7,https://data.humdata.org/dataset/hotosm_irl_south_points_of_interest,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Sea Ports (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Sea Ports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity = 'ferry_terminal' OR building = 'ferry_terminal' OR port IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|logistics|ports|transportation,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_sea_ports,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_sea_ports_points_shp.zip,553bb0e1-7760-483d-b39e-3030f35aaa54,https://data.humdata.org/dataset/hotosm_irl_south_sea_ports,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Populated Places (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Populated Places (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:place IN ('isolated_dwelling','town','village','hamlet','city')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|populated places - settlements,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_populated_places,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_populated_places_points_shp.zip,e6a82e42-a1dc-4e28-8059-07e39d8a5ffc,https://data.humdata.org/dataset/hotosm_irl_south_populated_places,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Airports (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Airports (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:aeroway IS NOT NULL OR building = 'aerodrome' OR emergency:helipad IS NOT NULL OR emergency = 'landing_site'Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,airports|aviation|facilities and infrastructure|geodata|helicopter landing zone - hlz|transportation,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_airports,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_airports_points_shp.zip,343f1a72-9396-4025-853e-476c7ca20dad,https://data.humdata.org/dataset/hotosm_irl_south_airports,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Waterways (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Waterways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:waterway IS NOT NULL OR water IS NOT NULL OR natural IN ('water','wetland','bay')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|rivers|water bodies - hydrography,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_waterways,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_waterways_lines_shp.zip,183319a4-e2ff-4e2a-a86a-fe931a3519d6,https://data.humdata.org/dataset/hotosm_irl_south_waterways,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Roads (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Roads (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:highway IS NOT NULLFeatures may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|roads|transportation,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_roads,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_roads_lines_shp.zip,fe9d6d46-d251-4631-a586-feecdd960061,https://data.humdata.org/dataset/hotosm_irl_south_roads,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Health Facilities (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Health Facilities (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:healthcare IS NOT NULL OR amenity IN ('doctors','dentist','clinic','hospital','pharmacy')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,geodata|health|health facilities,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_health_facilities,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_health_facilities_points_shp.zip,6b148a1b-29c3-4b45-8e6d-437181af2da6,https://data.humdata.org/dataset/hotosm_irl_south_health_facilities,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Railways (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Railways (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:railway IN ('rail','station')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,facilities and infrastructure|geodata|railways|transportation,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_railways,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_railways_lines_shp.zip,f0a6ddff-a046-4203-a710-020d2f6a9b6c,https://data.humdata.org/dataset/hotosm_irl_south_railways,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
HOTOSM Ireland [Southern Region] Financial Services (OpenStreetMap Export),HOTOSM Ireland [Southern Region] Financial Services (OpenStreetMap Export),"OpenStreetMap exports for use in GIS applications.This theme includes all OpenStreetMap features in this area matching:amenity IN ('mobile_money_agent','bureau_de_change','bank','microfinance','atm','sacco','money_transfer','post_office')Features may have these attributes:This dataset is one of many OpenStreetMap exports on
HDX.
See the Humanitarian OpenStreetMap Team website for more
information.",eng,Humanitarian OpenStreetMap Team (HOT),Datasets,,financial institutions|geodata|services,2020-04-20,"April 20, 2020-April 20, 2020",2020-2020,Every week,Ireland,"-10.6186,55.4351,-5.9963,51.4199",Vector data,Shapefile,https://data.humdata.org/dataset/hotosm_irl_south_financial_services,https://data.humdata.orghttp://export.hotosm.org/downloads/fce00097-d992-4f36-a47c-b4b844cb72bd/hotosm_irl_south_financial_services_points_shp.zip,bb8ba6df-c5ea-4489-860c-dc97b2e73798,https://data.humdata.org/dataset/hotosm_irl_south_financial_services,University of Minnesota,99-1400,99-1400,Active,HTML,2021-10-31,,Open Database License (ODC-ODbL),Public,FALSE,FALSE,
