Title,Description,Originator,Date_Issued,Geom_type,West,East,North,South,Format,Keywords
"BROADBAND_COVERAGE_WIRELINE_WIRELESS_IN: Broadband Wireless Coverage and Wireline Coverage in Indiana (Indiana Utility Regulatory
Commission and Service Providers, Polygon Featureclass)","BROADBAND_COVERAGE_WIRELINE_WIRELESS_IN is a polygon feature class that contains broadband WIRELESS and WIRELINE coverage areas in Indiana, and
was provided by personnel of the Indiana Office of Technology (IOT) and 39 Degrees North. The term ""WIRELESS"" includes the following techologies:
Terrestrial Fixed Wireless - Unlicensed, Terrestrial Fixed Wireless - Licensed, and Terrestrial Mobile Wireless. The term ""WIRELINE"" includes the
following techologies: AxDSL, DSL, Cable, and Fiber. The data set provided by IOT was in an ESRI geodatabase format and was named
""BROADBAND_INDIANAMAP_UPDATE_SPRING2013.GDB.""","Jim Sparks, Geographic Information Officer, Indiana Office of Technology",20131113,GT-polygon composed of chains,-87.653582,-84.760578,41.742793,37.916998,"ESRI ArcGIS version 10.2, Service Pack 2 (Build 3200) geodatabase format","[u'utilitiesCommunication', u'Indiana Geological Survey (IGS)', u'Indiana Office of Technology (IOT)', u'broadband', u'telecommunication', u'wireless', u'Terrestrial Fixed Wireless - Unlicensed', u'Terrestrial Fixed Wireless - Licensed', u'Terrestrial Mobile Wireless', u'wireline', u'AxDSL', u'DSL', u'Cable', u'Fiber']"
"TOWERS_CELLUAR_FCC_ULS_IN: Cellular Towers in Indiana (Bernardin, Lochmueller & Associates, Derived
from FCC ULS, Point Shapefile)","This dataset is a point shapefile of licensed cellular towers downloaded
as part of the FCC ULS database of cellular towers in Indiana. The ground
condition of this data changes frequently, therefore; new towers that may
have been in the application process are not included in this dataset. The
dataset does not represent all antennae structures.","Bernardin, Lochmueller & Associates",20061115,Point,-88.1607,-84.6882,41.7753,37.7554,"ESRI ArcGIS version 9.2 shapefile format, approximately 175 Kb","[u'antennae structures', u'antennae', u'cellular towers', u'cell tower', u'cell', u'towers', u'communication', u'Federal Communications Commission (FCC)', u'Universal Licensing System (ULS)', u'Wireless Telecommunications Bureau (WTB)', u'telecommunications']"
"EMERGENCY_HAZUS_IN: Emergency Facilities in Indiana, Derived from HAZUS (Federal Emergency Management
Agency, Point Shapefile)","EMERGENCY_HAZUS_IN is a point shapefile that shows locations of emergency facilities in Indiana.  A
predecessor shapefile, named ""EFEMERG,"" was obtained by the Indiana Geological Survey (IGS) from the
Federal Emergency Management Agency (FEMA) and the National Institute of Building Sciences (NIBS).
EFEMERG was included on a CD-ROM (titled ""HAZUS99, Central US"") that is the product of a program referred
to as ""HAZUS, The FEMA Tool for Estimating Earthquake Losses."" The original shapefile has been modified
by personnel of the IGS. This metadata was created by personnel of IGS, using information included in
the HAZUS user's manuals. Data for the predecessor shapefile was obtained from a FEMA Database (1996)
(HAZUS99, Technical and User Manuals, Appendices.pdf, Appendix D, Summary of Inventory Databases).",Federal Emergency Management Agency,20020318,Point,-88.1607,-84.6882,41.7753,37.7554,"ESRI ArcView version 3.2 shapefile format, approximately 164 Kb","[u'health', u'HAZUS', u'Hazards U.S.', u'Federal Emergency Management Agency', u'FEMA', u'National Institute of Building Sciences', u'NIBS', u'Indiana Geological Survey', u'IGS', u'emergency facility', u'infrastructure', u'fire department', u'police department']"
"HOSPITALS_HAZUS_IN: Hospitals and Clinics in Indiana, Derived from HAZUS (Federal
Emergency Management Agency, Point Shapefile)","HOSPITALS_HAZUS_IN is a point shapefile that shows locations of hospitals and clinics in Indiana.
HOSPITALS_HAZUS_IN was derived from the shapefile named ""HOSPITAL.""  A predecessor shapefile of HOSPITAL, named
""EFCARE,"" was obtained by the Indiana Geological Survey (IGS) from the Federal Emergency Management Agency
(FEMA) and the National Institute of Building Sciences (NIBS). The shapefile was included on a CD-ROM
(titled ""arcHAZUS99, Central US"") that is the product of a program referred to as ""HAZUS, The FEMA Tool for
Estimating Earthquake Losses."" The original shapefile (referred to as ""EFCARE.SHP"") has been modified
by personnel of the IGS. These metadata were created by personnel of IGS, using information included
in the HAZUS user's manuals. Data for the predecessor shapefile was obtained from an AHA Database (1999)
(HAZUS99, Technical and User Manuals, Appendices.pdf, Appendix D, Summary of Inventory Databases.)",Federal Emergency Management Agency,20020626,Point,-88.1607,-84.6882,41.7753,37.7554,"ESRI ArcView version 3.2 shapefile format, approximately 38 Kb","[u'health', u'\nTheme Theme_Keyword_Thesaurus\nPlace Place_Keyword_Thesaurus\n']"
"EMS_STATIONS_HSIP_IDHS_IN: Emergency Medical Service Stations in Indiana as Developed for the Homeland Security Infrastructure Program
(Indiana Department of Homeland Security, Point Shapefile)","EMS_STATIONS_HSIP_IDHS_IN is a point shapefile that contains locations of emergency medical service (EMS) stations, as developed for
the Homeland Security Infrastructure Program (HSIP). The data were provided by personnel of Indiana Department of Homeland Security
(IDHS) on June 29, 2009. This data set was provided by IDHS in ESRI shapefile format and was named ""2008_09_20_IN_EMS.shp.""

The following is a description of the Homeland Security Infrastructure Program (HSIP) provided by personnel of the Indiana Geographic
Information Council (IGIC):

""Homeland Security Infrastructure Program (HSIP)

After September 11, 2001, federal decision makers needed a single place to go for geospatial data. The National Geospatial-Intelligence
Agency (NGA) stood up a tiger team to determine the type of information needed for the nations critical infrastructure and developed an
acquisition strategy to provide that data to the federal community. The Homeland Infrastructure Foundation-Level Data (HIFLD) Working
Group provided guidance in the development of the Homeland Security Infrastructure Program (HSIP). There are currently two different
version of HSIP data: HSIP Gold and HSIP Freedom.

""HSIP Gold:  Designed to combine all geospatial data, and Geospatial Intelligence products into a single, integrated database. HSIP Gold
is a collection of base map layers and homeland security related geospatial data. There are many sources, including licensed commodity
datasets and Federal & State agency data. The HSIP Gold data was created for Federal government homeland security and homeland defense purposes.
These data are only available to state and local governments for viewing purposes across a thin client network. This is referred to as
disclosure in the Federal licensing agreements with the private sector contributors. However, Federal licenses also require that in the
event of declared emergencies, that the data may be released to state and local governments to support their operations. Non-government
organizations can not access the HSIP Gold data.

""HSIP Freedom: NGAs goal is to provide complete datasets with no limits on distribution to state and local responders. The challenge is
the private-sector license restrictions. NGA came up with different approach  HSIP Freedom where state and local government provide data
to DHS or NGA, which could be improved and returned to state and locals so they can get benefit from that data. Then the states would be
able to look at same data as federal government and distribute it as they see fit.

""The current emphasis of the HSIP Freedom program is on sharing and improving data to create uniform State & Federal information on: Fire
Stations, EMS Stations & Ambulance Services, Police Stations, Prisons & Jails, Hospitals & Urgent Care Clinics. TechniGraphicS, Inc. (TGS)
was the contractor to the National Geospatial-Intelligence Agency (NGA) for development of this HSIP Freedom data. Most improvements to
date have been done by TGS telephoning local officials to verify the name, address, phone number, and geospatial location of their facilities.
Geospatial location is determined by asking the local official to describe their location relative to landmarks visible in orthoimagery.
TGS incorporates the improved State data into the ""License Free HSIP Freedom product and makes it available to the states. They also incorporate
the improved State data into HSIP Gold and deliver it to NGA. States are encouraged to share these improved data with the U.S. Geological Survey
for use in The National Map and for the new generation of graphic products being produced at USGS for emergency responders.""

The following is excerpted from the metadata provided by IDHS for the source shapefile named ""2008_09_20_IN_EMS.shp"":

""EMS Locations in Indiana

The EMS stations dataset consists of any location where emergency medical services (EMS) personnel are stationed or based out of, or
where equipment that such personnel use in carrying out their jobs is stored for ready use. Ambulance services are included even if
they only provide transportation services, but not if they are located at, and operated by, a hospital. If an independent ambulance service
or EMS provider happens to be collocated with a hospital, it will be included in this dataset. The dataset includes both private and
governmental entities.

""This dataset is comprised completely of license free data.

""The Fire Station dataset and the EMS dataset were merged into one working file. TGS processed as one file and then separated for delivery purposes.

""Records with ""-DOD"" appended to the end of the [NAME] value are located on a military base, as defined by the Defense Installation Spatial
Data Infrastructure (DISDI) military installations and military range boundaries.

""Text fields in this dataset have been set to all upper case to facilitate consistent database engine search results.

""All diacritics (e.g., the German umlaut or the Spanish tilde) have been replaced with their closest equivalent English character to facilitate
use with database systems that may not support diacritics.

""The currentness of this dataset is indicated by the [CONTDATE] field. Based upon this field, the oldest record dates from 01/04/2005 and the
newest record dates from 07/21/2008""",Indiana Department of Homeland Security,20090629,Entity point,-87.978812,-84.811358,41.751261,37.860458,"ESRI ArcGIS version 9.3.1.3000 shapefile format, approximately 2.3 Mb
Microsoft Windows Vista Version 6.0 (Build 26001) Service Pack 1, ESRI ArcCatalog 9.3.1.3000","[u'location', u'structure', u'Indiana Geological Survey (IGS)', u'Indiana Department of Homeland Security (IDHS)', u'Indiana Geographic Information Council (IGIC)', u'Homeland Security Infrastructure Program (HSIP)', u'TechniGraphics, Inc. (TGS)', u'Airplane ambulance', u'Ambulance', u'Ambulance service', u'Emergency medical service', u'Emergency medical personnel', u'Fire department', u'Fire station', u'Helicopter ambulance', u'Search and rescue operation']"
"FIRE_STATIONS_HSIP_IDHS_IN: Fire Stations in Indiana as Developed for the Homeland Security Infrastructure Program
(Indiana Department of Homeland Security, Point Shapefile)","FIRE_STATIONS_HSIP_IDHS_IN is a point shapefile that contains locations of fire station, as developed for the Homeland Security
Infrastructure Program (HSIP). The data were provided by personnel of Indiana Department of Homeland Security (IDHS) on June 29, 2009.
This data set was provided by IDHS in ESRI shapefile format and was named ""2008_09_20_IN_Firestations.shp.""

The following is a description of the Homeland Security Infrastructure Program (HSIP) provided by personnel of the Indiana Geographic
Information Council (IGIC):

""Homeland Security Infrastructure Program (HSIP)

After September 11, 2001, federal decision makers needed a single place to go for geospatial data. The National Geospatial-Intelligence
Agency (NGA) stood up a tiger team to determine the type of information needed for the nations critical infrastructure and developed an
acquisition strategy to provide that data to the federal community. The Homeland Infrastructure Foundation-Level Data (HIFLD) Working
Group provided guidance in the development of the Homeland Security Infrastructure Program (HSIP). There are currently two different
version of HSIP data: HSIP Gold and HSIP Freedom.

""HSIP Gold:  Designed to combine all geospatial data, and Geospatial Intelligence products into a single, integrated database. HSIP Gold
is a collection of base map layers and homeland security related geospatial data. There are many sources, including licensed commodity
datasets and Federal & State agency data. The HSIP Gold data was created for Federal government homeland security and homeland defense purposes.
These data are only available to state and local governments for viewing purposes across a thin client network. This is referred to as
disclosure in the Federal licensing agreements with the private sector contributors. However, Federal licenses also require that in the
event of declared emergencies, that the data may be released to state and local governments to support their operations. Non-government
organizations can not access the HSIP Gold data.

""HSIP Freedom: NGAs goal is to provide complete datasets with no limits on distribution to state and local responders. The challenge is
the private-sector license restrictions. NGA came up with different approach  HSIP Freedom where state and local government provide data
to DHS or NGA, which could be improved and returned to state and locals so they can get benefit from that data. Then the states would be
able to look at same data as federal government and distribute it as they see fit.

""The current emphasis of the HSIP Freedom program is on sharing and improving data to create uniform State & Federal information on: Fire
Stations, EMS Stations & Ambulance Services, Police Stations, Prisons & Jails, Hospitals & Urgent Care Clinics. TechniGraphicS, Inc. (TGS)
was the contractor to the National Geospatial-Intelligence Agency (NGA) for development of this HSIP Freedom data. Most improvements to
date have been done by TGS telephoning local officials to verify the name, address, phone number, and geospatial location of their facilities.
Geospatial location is determined by asking the local official to describe their location relative to landmarks visible in orthoimagery.
TGS incorporates the improved State data into the ""License Free HSIP Freedom product and makes it available to the states. They also incorporate
the improved State data into HSIP Gold and deliver it to NGA. States are encouraged to share these improved data with the U.S. Geological Survey
for use in The National Map and for the new generation of graphic products being produced at USGS for emergency responders.""

The following is excerpted from the metadata provided by IDHS for the source shapefile named ""2008_09_20_IN_Firestations.shp"":

""Fire Stations in Indiana

""Any location where fire fighters are stationed or based out of, or where equipment that such personnel use in carrying out their jobs
is stored for ready use. Fire Departments not having a permanent location are included, in which case their location has been depicted
at the city/town hall or at the center of their service area if a city/town hall does not exist. This dataset includes those locations
primarily engaged in forest or grasslands fire fighting, including fire lookout towers if the towers are in current use for fire
protection purposes. This dataset includes both private and governmental entities. Fire fighting training academies are also included.

""This dataset is comprised completely of license free data.

""The Fire Station dataset and the EMS dataset were merged into one working file.  TGS processed as one file and then separated
for delivery purposes.

""Records with ""-DOD"" appended to the end of the [NAME] value are located on a military base, as defined by the Defense
Installation Spatial Data Infrastructure (DISDI) military installations and military range boundaries.

""Text fields in this dataset have been set to all upper case to facilitate consistent database engine search results.

""All diacritics (e.g., the German umlaut or the Spanish tilde) have been replaced with their closest equivalent English character
to facilitate use with database systems that may not support diacritics.

""The currentness of this dataset is indicated by the [CONTDATE] field. Based upon this field, the oldest record dates from 01/04/2005
and the newest record dates from 08/19/2008.""",Indiana Department of Homeland Security,20090629,Entity point,-87.978812,-84.811358,41.751261,37.860458,"ESRI ArcGIS version 9.3.1.3000 shapefile format, approximately 2.4 Mb
Microsoft Windows Vista Version 6.0 (Build 26001) Service Pack 1, ESRI ArcCatalog 9.3.1.3000","[u'location', u'structure', u'Indiana Geological Survey (IGS)', u'Indiana Department of Homeland Security (IDHS)', u'Indiana Geographic Information Council (IGIC)', u'Homeland Security Infrastructure Program (HSIP)', u'TechniGraphics, Inc. (TGS)', u'Airplane ambulance', u'Ambulance', u'Ambulance service', u'Emergency medical service', u'Emergency medical personnel', u'Fire department', u'Fire station', u'Helicopter ambulance', u'Search and rescue operation']"
"HOSPITALS_HSIP_IDHS_IN: Hospitals in Indiana as Developed for the Homeland Security Infrastructure Program
(Indiana Department of Homeland Security, Point Shapefile)","HOSPITALS_HSIP_IDHS_IN is a point shapefile that contains hospital locations, as developed for the Homeland Security
Infrastructure Program (HSIP). The data were provided by personnel of Indiana Department of Homeland Security (IDHS) on June 29, 2009.
This data set was provided by IDHS in ESRI shapefile format and was named ""2008_09_20_IN_Hospitals.shp.""

The following is a description of the Homeland Security Infrastructure Program (HSIP) provided by personnel of the Indiana Geographic
Information Council (IGIC):

""Homeland Security Infrastructure Program (HSIP)

After September 11, 2001, federal decision makers needed a single place to go for geospatial data. The National Geospatial-Intelligence
Agency (NGA) stood up a tiger team to determine the type of information needed for the nations critical infrastructure and developed an
acquisition strategy to provide that data to the federal community. The Homeland Infrastructure Foundation-Level Data (HIFLD) Working
Group provided guidance in the development of the Homeland Security Infrastructure Program (HSIP). There are currently two different
version of HSIP data: HSIP Gold and HSIP Freedom.

""HSIP Gold:  Designed to combine all geospatial data, and Geospatial Intelligence products into a single, integrated database. HSIP Gold
is a collection of base map layers and homeland security related geospatial data. There are many sources, including licensed commodity
datasets and Federal & State agency data. The HSIP Gold data was created for Federal government homeland security and homeland defense purposes.
These data are only available to state and local governments for viewing purposes across a thin client network. This is referred to as
disclosure in the Federal licensing agreements with the private sector contributors. However, Federal licenses also require that in the
event of declared emergencies, that the data may be released to state and local governments to support their operations. Non-government
organizations can not access the HSIP Gold data.

""HSIP Freedom: NGAs goal is to provide complete datasets with no limits on distribution to state and local responders. The challenge is
the private-sector license restrictions. NGA came up with different approach  HSIP Freedom where state and local government provide data
to DHS or NGA, which could be improved and returned to state and locals so they can get benefit from that data. Then the states would be
able to look at same data as federal government and distribute it as they see fit.

""The current emphasis of the HSIP Freedom program is on sharing and improving data to create uniform State & Federal information on: Fire
Stations, EMS Stations & Ambulance Services, Police Stations, Prisons & Jails, Hospitals & Urgent Care Clinics. TechniGraphicS, Inc. (TGS)
was the contractor to the National Geospatial-Intelligence Agency (NGA) for development of this HSIP Freedom data. Most improvements to
date have been done by TGS telephoning local officials to verify the name, address, phone number, and geospatial location of their facilities.
Geospatial location is determined by asking the local official to describe their location relative to landmarks visible in orthoimagery.
TGS incorporates the improved State data into the ""License Free HSIP Freedom product and makes it available to the states. They also incorporate
the improved State data into HSIP Gold and deliver it to NGA. States are encouraged to share these improved data with the U.S. Geological Survey
for use in The National Map and for the new generation of graphic products being produced at USGS for emergency responders.""

The following is excerpted from the metadata provided by IDHS for the source shapefile named ""2008_09_20_IN_Hospitals.shp"":

""Hospitals in Indiana

""The term ""hospital"" means an institution which:

""(1) is primarily engaged in providing, by or under the supervision of physicians, to inpatients

"" 	(A) diagnostic services and therapeutic services for medical diagnosis, treatment, and care of injured, disabled, or sick persons, or
"" 	(B) rehabilitation services for the rehabilitation of injured, disabled, or sick persons;

""(5) provides 24-hour nursing service rendered or supervised by a registered professional nurse, and has a licensed practical nurse or registered
professional nurse on duty at all times; ...

""(7) in the case of an institution in any State in which State or applicable local law provides for the licensing of hospitals,

"" 	(A) is licensed pursuant to such law or
"" 	(B) is approved, by the agency of such State or locality responsible for licensing hospitals, as meeting the standards established for such licensing;

""(Excerpt from Title XVIII of the Social Security Act [42 U.S.C. § 1395x(e)], <http://www4.law.cornell.edu/uscode/html/uscode42/usc_sec_42_00001395---x000-.html>)

""Included in this dataset are General Medical and Surgical Hospitals, Psychiatric and Substance Abuse Hospitals, and Specialty Hospitals (e.g., Children's Hospitals,
Cancer Hospitals, Maternity Hospitals, Rehabilitation Hospitals, etc.).

""TGS has made a concerted effort to include all general medical/surgical hospitals in Indiana. Other types of hospitals are included if they were represented
in datasets sent by the state. Therefore, not all of the specialty hospitals in Indiana are represented in this dataset.

""Hospitals operated by the Veterans Administration (VA) are included, even if the state they are located in does not license VA Hospitals.

""Nursing homes and Urgent Care facilities are excluded because they are included in a separate dataset. Locations that are administrative offices only are excluded
from the dataset.

""Records with ""-DOD"" appended to the end of the [NAME] value are located on a military base, as defined by the Defense Installation Spatial Data Infrastructure
(DISDI) military installations and military range boundaries.

""Text fields in this dataset have been set to all upper case to facilitate consistent database engine search results.

""All diacritics (e.g., the German umlaut or the Spanish tilde) have been replaced with their closest equivalent English character to facilitate use
with database systems that may not support diacritics.

""The currentness of this dataset is indicated by the [CONTDATE] field. Based upon this field, the oldest record dates from 10/26/2006 and the newest record dates
from 07/10/2008.""",Indiana Department of Homeland Security,20090629,Entity point,-87.590065,-84.882367,41.706514,37.927955,"ESRI ArcGIS version 9.3.1.3000 shapefile format, approximately 356 Mb
Microsoft Windows Vista Version 6.0 (Build 26001) Service Pack 1, ESRI ArcCatalog 9.3.1.3000","[u'location', u'structure', u'Indiana Geological Survey (IGS)', u'Indiana Department of Homeland Security (IDHS)', u'Indiana Geographic Information Council (IGIC)', u'Homeland Security Infrastructure Program (HSIP)', u'TechniGraphics, Inc. (TGS)', u'hospital', u'medical hospital', u'surgical hospital', u'general hospital', u'specialty hospital', u""veterans' hospital"", u'prison hospital', u'public hospital', u'psychiatric hospital', u'substance abuse treatment facility']"
"HOSPITALS_CLINICS_ISDH_IN: Hospitals and Rural Health Clinics in Indiana in 2007 (Indiana State Department of Health, Point Shapefile)","HOSPITALS_CLINICS_ISDH_IN is a point shapefile showing the locations of 160 hospitals included in a ""Hospital Directory"" that
appears on a Web page of the Indiana State Department of Health (ISDH) (http://www.indiana.gov/isdh/regsvcs/acc/hospital/wdirhos.htm),
as well as the locations of 55 rural health clinics included in a ""Rural Health Care Clinic Directory"" that appears on
the ISDH Web site (http://www.in.gov/isdh/regsvcs/acc/rhcdir/wdirrhc.htm).
Using street addresses from the directory, a shapefile was created using the ""Geocoding"" tool in ESRI ArcMap 9.2 and
street information licensed from Tele Atlas, Dynamap 2000 v. 17.0. On May 11, 2009, at the request of a user, the location of",Indiana State Department of Health (ISDH) (Data source),20070516,point,-88.1607,-84.6882,41.7753,37.7554,"ESRI ArcGIS version 9.2 shapefile format, approximately 302 Kb","[u'health', u'Indiana State Department of Health (ISDH)', u'Indiana Geological Survey (IGS)', u'hospital', u'clinic']"
"CARE_LONG_TERM_FACILITIES_ISDH_IN: Residential Care Facilities, Nursing Homes, and Hospices in Indiana in 2007
(Indiana State Department of Health, Point Shapefile)","CARE_LONG_TERM_FACILITIES_ISDH_IN is a point shapefile showing the locations of 86 residential care facilities, 525 long-term care
facilities (nursing homes), and 81 hospices included in various directories that appear on Web pages of the Indiana State Department
of Health (ISDH).
Using street addresses from the directory, a shapefile was created using the ""Geocoding"" tool in ESRI ArcMap 9.2 and
street information licensed from Tele Atlas, Dynamap 2000 v. 17.0.",Indiana State Department of Health (ISDH) (Data source),20070628,Point,-88.1607,-84.6882,41.7753,37.7554,"ESRI ArcGIS version 9.2 shapefile format, approximately 480 Kb","[u'health', u'Indiana State Department of Health (ISDH)', u'Indiana Geological Survey (IGS)', u'residential care facility', u'long-term care facility', u'nursing home', u'hospice', u'health care']"
"FIRE_STATIONS_MHMP_IN: Fire Station Facilities in Indiana, derived from Essential Facilities Data
of the Multi-Hazard Mitigation Planning Data (The Polis Center, Point Shapefile)","FIRE_STATIONS_MHMP_IN.SHP is a point shapefile that shows fire station facilities in Indiana.
FIRE_STATIONS_MHMP_IN.SHP was derived from the shapefile named ""HZFIRESTATION.SHP,"" which was provided to
IGS personnel by personnel of The Polis Center. This data set was derived by The Polis Center as part of
several ""DMA2000 Multi-Hazard Mitigation Planning"" (MHMP) projects, from data of the ""Hazards U.S. Multi-Hazards""
(Hazus-MH MR1, v 1.1) program (data from 2003) developed by the Federal Emergency Management Agency (FEMA). This
data set is more complete in many counties in Indiana than the data set for essential facilities provided
by FEMA with the Hazus-MH software.

For more information on Hazus-MH, please see the following Web site:

http://www.fema.gov/plan/prevent/hazus/hz_overview.shtm

The following is excerpted from metadata supplied by The Polis Center for the source shapefile named
""HZFIRESTATION.SHP"":

""The original Hazus-MH data from 2003 has been updated for sixty seven counties as part of the DMA2000 Multi-
Hazard Mitigation Planning process. Local jurisdiction planning teams provided updated fire station location
and attribute information to the Polis Center at IUPUI. The Polis Center used available aerial photography
to place or adjust the locations of the facilities on top of the building rooftops.""",Federal Emergency Management Agency (FEMA),20110106,Point,-88.035846,-84.85767309,41.74815785,37.84504854,"Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.3.1.3000, approximately 397 Kb","[u'location', u'structure', u'Hazards U.S. (Hazus)', u'Hazards U.S. Multi-Hazard (Hazus-MH)', u'Federal Emergency Management Agency (FEMA)', u'The Polis Center', u'Indiana Geological Survey (IGS)', u'Multi-Hazard Mitigation Planning (MHMP)', u'fire station', u'fire department', u'emergency services', u'essential facility']"
"MEDICAL_CARE_FACILITIES_MHMP_IN: Medical Care Facilities in Indiana, derived from Essential Facilities Data
of the Multi-Hazard Mitigation Planning Data (The Polis Center, Point Shapefile)","MEDICAL_CARE_FACILITIES_MHMP_IN.SHP is a point shapefile that shows medical care facilities in Indiana.
MEDICAL_CARE_FACILITIES_MHMP_IN.SHP was derived from the shapefile named ""HZCAREFLTY.SHP,"" which was provided to
Indiana Geological Survey personnel by personnel of The Polis Center. This data set was derived by The Polis Center as part of
several ""DMA2000 Multi-Hazard Mitigation Planning"" (MHMP) projects, from data of the ""Hazards U.S. Multi-Hazards""
(Hazus-MH MR1, v 1.1) program (data from 2003) developed by the Federal Emergency Management Agency (FEMA). This
data set is more complete in many counties in Indiana than the data set for essential facilities provided by FEMA
with the Hazus-MH software.

For more information on Hazus-MH, please see the following Web site:

http://www.fema.gov/plan/prevent/hazus/hz_overview.shtm

The following is excerpted from metadata supplied by The Polis Center for the source shapefile named
""HZCAREFLTY.SHP"":

""The original Hazus-MH data from 2003 has been updated for sixty seven counties as part of the DMA2000 Multi-
Hazard Mitigation Planning process. Local jurisdiction planning teams provided updated medical care facility location
and attribute information to the Polis Center at IUPUI. The Polis Center used available aerial photography
to place or adjust the locations of the facilities on top of the building rooftops.""",Federal Emergency Management Agency (FEMA),20110106,Point,-87.98472367,-84.87931956,41.73028677,37.86389564,"Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.3.1.3000, approximately 508 Kb","[u'location', u'structure', u'Hazards U.S.  (Hazus)', u'Hazards U.S. Multi-Hazard  (Hazus-MH)', u'Federal Emergency Management Agency (FEMA)', u'The Polis Center', u'Indiana Geological Survey (IGS)', u'Multi-Hazard Mitigation Planning (MHMP)', u'care facility', u'medical care facility', u'Women, Infants, Childern (WIC)', u'health center', u'hospital', u'childrens hospital', u'nursing home', u'healthcare', u'rehabilitation center', u'surgery center', u'surgical center', u'community center', u'eye clinic', u'eye surgery', u'mental health center', u'mental health services', u'convalescent center', u'assisted living', u'primary care', u'urgent care', u'family medicine', u'orthopedic surgery', u'counseling center', u'psychiatric center', u'cardiac center', u'gastroenterology', u'retirement center', u'hospice', u'health services', u'endoscopy center', u'plastic surgery center', u'emergency services', u'essential facility']"
"POLICE_STATIONS_MHMP_IN: Police Station Facilities in Indiana, derived from Essential Facilities Data
of the Multi-Hazard Mitigation Planning Data (The Polis Center, Point Shapefile)","POLICE_STATIONS_MHMP_IN.SHP is a point shapefile that shows police station facilities in Indiana.
POLICE_STATIONS_MHMP_IN.SHP was derived from the shapefile named ""HZPOLICESTATION.SHP,"" which was provided to
IGS personnel by personnel of The Polis Center. This data set was derived by The Polis Center as part of
several ""DMA2000 Multi-Hazard Mitigation Planning"" (MHMP) projects, from data of the ""Hazards U.S. Multi-Hazards""
(Hazus-MH MR1, v 1.1) program (data from 2003) developed by the Federal Emergency Management Agency (FEMA). This
data set is more complete in many counties in Indiana than the data set for essential facilities provided
by FEMA with the Hazus-MH software.

For more information on Hazus-MH, please see the following Web site:

http://www.fema.gov/plan/prevent/hazus/hz_overview.shtm

The following is excerpted from metadata supplied by The Polis Center for the source shapefile named
""HZPOLICESTATION.SHP"":

""The original Hazus-MH data from 2003 has been updated for sixty seven counties as part of the DMA2000 Multi-
Hazard Mitigation Planning process. Local jurisdiction planning teams provided updated police station location
and attribute information to the Polis Center at IUPUI. The Polis Center used available aerial photography
to place or adjust the locations of the facilities on top of the building rooftops.""",Federal Emergency Management Agency (FEMA),20110106,Point,-87.98509527,-84.85587943,41.74692788,37.86363093,"Microsoft Windows XP Version 5.1 (Build 2600) Service Pack 3; ESRI ArcCatalog 9.3.1.3000, approximately 240 Kb","[u'location', u'structure', u'Hazards U.S. (Hazus)', u'Hazards U.S. Multi-Hazard (Hazus-MH)', u'Federal Emergency Management Agency (FEMA)', u'The Polis Center', u'Indiana Geological Survey (IGS)', u'Multi-Hazard Mitigation Planning (MHMP)', u'police station', u'police department', u'emergency services', u'essential facility']"
