STATEABBR,PRINMERCD,PRINMER,Township,TWNSHPFRAC,Township Direction,Range,RANGEFRAC,Range Direction,TWNSHPDPCD,PLSSID,TWNSHPLAB,Bounding Box
MI,19,Michigan Meridian,36,0,N,5,0,W,0,MI190360N0050W0,36N 5W,"-84.97557464, 45.4639906, -84.85245205, 45.55093808"
MI,19,Michigan Meridian,3,0,N,16,0,E,0,MI190030N0160E0,3N 16E,"-82.62379584, 42.63594862, -82.48995583, 42.72828361"
MI,19,Michigan Meridian,1,0,S,6,0,W,0,MI190010S0060W0,1S 6W,"-85.06483546, 42.33357521, -84.94560569, 42.42218389"
MI,19,Michigan Meridian,42,0,N,11,0,W,0,MI190420N0110W0,42N 11W,"-85.73947478, 45.9838229, -85.61276322, 46.07224051"
MI,19,Michigan Meridian,8,0,N,8,0,E,0,MI190080N0080E0,8N 8E,"-83.57926142, 43.04815455, -83.45894558, 43.13701291"
MI,19,Michigan Meridian,22,0,N,14,0,W,0,MI190220N0140W0,22N 14W,"-86.06229473, 44.25269011, -85.94047887, 44.34211495"
MI,19,Michigan Meridian,7,0,S,1,0,E,0,MI190070S0010E0,7S 1E,"-84.36197162, 41.81150749, -84.23491853, 41.89935948"
MI,19,Michigan Meridian,19,0,N,7,0,E,0,MI190190N0070E0,19N 7E,"-83.68682935, 43.99727111, -83.56534551, 44.08575096"
MI,19,Michigan Meridian,6,0,N,12,0,W,0,MI190060N0120W0,6N 12W,"-85.78396145, 42.85485601, -85.66376825, 42.94340303"
MI,19,Michigan Meridian,14,0,N,5,0,E,0,MI190140N0050E0,14N 5E,"-83.93375711, 43.56533522, -83.8160301, 43.65315756"
MI,19,Michigan Meridian,5,0,N,12,0,E,0,MI190050N0120E0,5N 12E,"-83.10271511, 42.80059691, -82.98009443, 42.89361792"
MI,19,Michigan Meridian,38,0,N,23,0,W,0,MI190380N0230W0,38N 23W,"-87.20302267, 45.63651637, -87.07993541, 45.72467049"
MI,19,Michigan Meridian,41,0,N,2,0,E,0,MI190410N0020E0,41N 2E,"-84.23932095, 45.96312342, -84.11351985, 45.98507495"
MI,19,Michigan Meridian,31,0,N,1,0,E,0,MI190310N0010E0,31N 1E,"-84.36933249, 45.02696405, -84.2461237, 45.11308336"
MI,19,Michigan Meridian,49,0,N,26,0,W,0,MI190490N0260W0,49N 26W,"-87.61399518, 46.59250667, -87.48901386, 46.67939496"
MI,19,Michigan Meridian,45,0,N,22,0,W,0,MI190450N0220W0,45N 22W,"-87.11628854, 46.2459244, -86.9906821, 46.3331756"
MI,19,Michigan Meridian,30,0,N,12,0,W,0,MI190300N0120W0,30N 12W,"-85.81171615, 44.95264354, -85.69321564, 45.04050323"
MI,19,Michigan Meridian,58,0,N,31,0,W,0,MI190580N0310W0,58N 31W,"-88.29918941, 47.37284376, -88.17255196, 47.46025137"
MI,19,Michigan Meridian,10,0,N,7,0,E,0,MI190100N0070E0,10N 7E,"-83.69581868, 43.22153333, -83.58155297, 43.30731591"
MI,19,Michigan Meridian,46,0,N,22,0,W,0,MI190460N0220W0,46N 22W,"-87.11650859, 46.33294725, -86.99075778, 46.42030946"
MI,19,Michigan Meridian,8,0,S,5,0,W,0,MI190080S0050W0,8S 5W,"-84.94195003, 41.7597162, -84.8251123, 41.81108322"
MI,19,Michigan Meridian,20,0,N,4,0,W,0,MI190200N0040W0,20N 4W,"-84.84931783, 44.07426811, -84.72837227, 44.16136733"
MI,19,Michigan Meridian,6,0,S,1,0,W,0,MI190060S0010W0,6S 1W,"-84.47735922, 41.89844102, -84.36197162, 41.98623001"
MI,19,Michigan Meridian,15,0,N,11,0,E,0,MI190150N0110E0,15N 11E,"-83.2381229, 43.6718663, -83.11786812, 43.76237974"
MI,19,Michigan Meridian,17,0,N,10,0,E,0,MI190170N0100E0,17N 10E,"-83.36258686, 43.84226979, -83.24012404, 43.9323155"
MI,19,Michigan Meridian,43,0,N,32,0,W,0,MI190430N0320W0,43N 32W,"-88.36741346, 46.07244245, -88.24242118, 46.15985479"
MI,19,Michigan Meridian,41,0,N,5,0,W,0,MI190410N0050W0,41N 5W,"-84.97612833, 45.90391181, -84.86249173, 45.98475469"
MI,19,Michigan Meridian,14,0,N,1,0,E,0,MI190140N0010E0,14N 1E,"-84.36964236, 43.5685375, -84.28996895, 43.65566169"
MI,19,Michigan Meridian,8,0,N,2,0,E,0,MI190080N0020E0,8N 2E,"-84.28540153, 43.0423728, -84.16704349, 43.12892477"
MI,19,Michigan Meridian,18,0,N,9,0,E,0,MI190180N0090E0,18N 9E,"-83.47718379, 43.99531755, -83.45704073, 44.00985672"
MI,19,Michigan Meridian,13,0,N,14,0,E,0,MI190130N0140E0,13N 14E,"-82.87686599, 43.50849945, -82.75410139, 43.59967594"
MI,19,Michigan Meridian,6,0,N,11,0,W,0,MI190060N0110W0,6N 11W,"-85.66719911, 42.85444425, -85.54583032, 42.94140007"
MI,19,Michigan Meridian,4,0,N,11,0,E,0,MI190040N0110E0,4N 11E,"-83.2174279, 42.7096249, -83.09543299, 42.80059691"
MI,19,Michigan Meridian,42,0,N,24,0,W,0,MI190420N0240W0,42N 24W,"-87.36783747, 45.98507712, -87.24198102, 46.07220947"
MI,19,Michigan Meridian,38,0,N,26,0,W,0,MI190380N0260W0,38N 26W,"-87.57360449, 45.63679088, -87.44860453, 45.72572768"
MI,19,Michigan Meridian,53,0,N,34,0,W,0,MI190530N0340W0,53N 34W,"-88.67894149, 46.93864758, -88.55206527, 47.02546879"
MI,19,Michigan Meridian,2,0,N,12,0,E,0,MI190020N0120E0,2N 12E,"-83.09142709, 42.53489233, -82.96966266, 42.62734653"
MI,19,Michigan Meridian,31,0,N,1,0,W,0,MI190310N0010W0,31N 1W,"-84.49124604, 45.02696405, -84.36771065, 45.11278496"
MI,19,Michigan Meridian,6,0,N,6,0,E,0,MI190060N0060E0,6N 6E,"-83.81106205, 42.86922661, -83.68945394, 42.9595619"
MI,19,Michigan Meridian,42,0,N,6,0,W,0,MI190420N0060W0,42N 6W,"-85.11283772, 45.99601626, -84.98799753, 46.07156575"
MI,19,Michigan Meridian,4,0,S,19,0,W,0,MI190040S0190W0,4S 19W,"-86.51484403, 42.07259556, -86.4558769, 42.14907032"
MI,19,Michigan Meridian,48,0,N,14,0,W,0,MI190480N0140W0,48N 14W,"-86.11521543, 46.50498308, -85.98940178, 46.59238511"
MI,19,Michigan Meridian,33,0,N,4,0,E,0,MI190330N0040E0,33N 4E,"-84.00914354, 45.19881637, -83.8812125, 45.28773048"
MI,19,Michigan Meridian,38,0,N,21,0,W,0,MI190380N0210W0,38N 21W,"-86.95576589, 45.67883023, -86.83244728, 45.72320611"
MI,19,Michigan Meridian,12,0,N,4,0,E,0,MI190120N0040E0,12N 4E,"-84.05215128, 43.39319874, -83.93588106, 43.48082588"
MI,19,Michigan Meridian,45,0,N,2,0,E,0,MI190450N0020E0,45N 2E,"-84.23885319, 46.2448262, -84.11112098, 46.33355221"
MI,19,Michigan Meridian,19,0,N,14,0,W,0,MI190190N0140W0,19N 14W,"-86.0400593, 43.98843159, -85.92047887, 44.07709701"
MI,19,Michigan Meridian,50,0,N,7,0,W,0,MI190500N0070W0,50N 7W,"-85.23903062, 46.6798829, -85.11342609, 46.76432587"
MI,19,Michigan Meridian,7,0,S,8,0,W,0,MI190070S0080W0,7S 8W,"-85.29235576, 41.81077192, -85.17504127, 41.89769767"
MI,19,Michigan Meridian,42,0,N,5,0,W,0,MI190420N0050W0,42N 5W,"-84.98812295, 45.98412628, -84.86232804, 46.07151936"
MI,19,Michigan Meridian,18,0,N,5,0,E,0,MI190180N0050E0,18N 5E,"-83.92687539, 43.91048128, -83.83400495, 43.99774626"
MI,19,Michigan Meridian,49,0,N,8,0,W,0,MI190490N0080W0,49N 8W,"-85.36373814, 46.59307129, -85.23903062, 46.67999865"
MI,19,Michigan Meridian,16,0,N,15,0,W,0,MI190160N0150W0,16N 15W,"-86.15835826, 43.7281418, -86.03790792, 43.81601254"
MI,19,Michigan Meridian,14,0,N,3,0,E,0,MI190140N0030E0,14N 3E,"-84.16811776, 43.56732, -84.04862799, 43.6544883"
MI,19,Michigan Meridian,52,0,N,35,0,W,0,MI190520N0350W0,52N 35W,"-88.80611993, 46.85159668, -88.67889222, 46.93869919"
MI,19,Michigan Meridian,2,0,N,15,0,W,0,MI190020N0150W0,2N 15W,"-86.13289939, 42.50642803, -86.01290698, 42.59433684"
MI,19,Michigan Meridian,31,0,N,5,0,E,0,MI190310N0050E0,31N 5E,"-83.88116935, 45.03061167, -83.75721665, 45.11755492"
MI,19,Michigan Meridian,39,0,N,27,0,W,0,MI190390N0270W0,39N 27W,"-87.69796535, 45.72295226, -87.57292918, 45.81080764"
MI,19,Michigan Meridian,42,0,N,23,0,W,0,MI190420N0230W0,42N 23W,"-87.24287199, 45.98507712, -87.11661074, 46.07198519"
MI,19,Michigan Meridian,5,0,N,7,0,W,0,MI190050N0070W0,5N 7W,"-85.19368316, 42.76981408, -85.07427648, 42.85713653"
MI,19,Michigan Meridian,5,0,S,7,0,W,0,MI190050S0070W0,5S 7W,"-85.17671387, 41.98502156, -85.05998804, 42.0728224"
MI,19,Michigan Meridian,64,0,N,37,0,W,0,MI190640N0370W0,64N 37W,"-89.06438384, 47.89413913, -88.93515217, 47.9811986"
MI,19,Michigan Meridian,13,0,N,7,0,W,0,MI190130N0070W0,13N 7W,"-85.20478599, 43.46615612, -85.0849975, 43.5542271"
MI,19,Michigan Meridian,9,0,N,3,0,E,0,MI190090N0030E0,9N 3E,"-84.1695035, 43.12856551, -84.05004749, 43.21969109"
MI,19,Michigan Meridian,51,0,N,40,0,W,0,MI190510N0400W0,51N 40W,"-89.43999225, 46.76475033, -89.31323495, 46.85137036"
MI,19,Michigan Meridian,24,0,N,7,0,W,0,MI190240N0070W0,24N 7W,"-85.21712282, 44.42325776, -85.09294158, 44.51172952"
MI,19,Michigan Meridian,13,0,N,1,0,W,0,MI190130N0010W0,13N 1W,"-84.48910236, 43.46608837, -84.36969055, 43.5533404"
MI,19,Michigan Meridian,8,0,S,6,0,E,0,MI190080S0060E0,8S 6E,"-83.76746012, 41.73091718, -83.64587792, 41.82210156"
MI,19,Michigan Meridian,11,0,N,1,0,W,0,MI190110N0010W0,11N 1W,"-84.48843634, 43.29174873, -84.36933426, 43.37910074"
MI,19,Michigan Meridian,29,0,N,10,0,W,0,MI190290N0100W0,29N 10W,"-85.57678659, 44.86155111, -85.47311202, 44.95060451"
MI,19,Michigan Meridian,42,0,N,2,0,E,0,MI190420N0020E0,42N 2E,"-84.23949651, 45.98487104, -84.11292723, 46.07227453"
MI,19,Michigan Meridian,17,0,N,9,0,W,0,MI190170N0090W0,17N 9W,"-85.44333415, 43.81443067, -85.32442653, 43.90144875"
MI,19,Michigan Meridian,14,0,N,4,0,W,0,MI190140N0040W0,14N 4W,"-84.84861726, 43.55328327, -84.72740798, 43.64064516"
MI,19,Michigan Meridian,22,0,N,12,0,W,0,MI190220N0120W0,22N 12W,"-85.82110354, 44.25108724, -85.70030954, 44.33844582"
MI,19,Michigan Meridian,20,0,N,13,0,W,0,MI190200N0130W0,20N 13W,"-85.92352503, 44.07433831, -85.80277106, 44.1647794"
MI,19,Michigan Meridian,28,0,N,15,0,W,0,MI190280N0150W0,28N 15W,"-86.09899356, 44.77797703, -86.05738562, 44.86360113"
MI,19,Michigan Meridian,16,0,N,18,0,W,0,MI190160N0180W0,16N 18W,"-86.47911189, 43.73269622, -86.39792908, 43.81950599"
MI,19,Michigan Meridian,9,0,N,7,0,W,0,MI190090N0070W0,9N 7W,"-85.19367122, 43.11953459, -85.07355005, 43.2067072"
MI,19,Michigan Meridian,40,0,N,11,0,W,0,MI190400N0110W0,40N 11W,"-85.61816761, 45.80443043, -85.59738798, 45.81896174"
MI,19,Michigan Meridian,5,0,N,10,0,W,0,MI190050N0100W0,5N 10W,"-85.54583032, 42.76815159, -85.42779682, 42.85621057"
MI,19,Michigan Meridian,39,0,N,20,0,W,0,MI190390N0200W0,39N 20W,"-86.83228881, 45.7379331, -86.74883265, 45.81039691"
MI,19,Michigan Meridian,11,0,N,4,0,W,0,MI190110N0040W0,11N 4W,"-84.84557458, 43.29209307, -84.72648123, 43.37927082"
MI,19,Michigan Meridian,67,0,N,34,0,W,0,MI190670N0340W0,67N 34W,"-88.63268404, 48.14908713, -88.54695447, 48.17863711"
MI,19,Michigan Meridian,46,0,N,40,0,W,0,MI190460N0400W0,46N 40W,"-89.36540128, 46.33300968, -89.24051303, 46.41966345"
MI,19,Michigan Meridian,15,0,N,9,0,W,0,MI190150N0090W0,15N 9W,"-85.44410304, 43.64089586, -85.32392168, 43.72804509"
MI,19,Michigan Meridian,5,0,N,4,0,W,0,MI190050N0040W0,5N 4W,"-84.83717607, 42.77028915, -84.71960591, 42.85722338"
MI,19,Michigan Meridian,54,0,N,33,0,W,0,MI190540N0330W0,54N 33W,"-88.55274683, 47.02537884, -88.4251481, 47.11296803"
MI,19,Michigan Meridian,47,0,N,41,0,W,0,MI190470N0410W0,47N 41W,"-89.49008038, 46.41928267, -89.36493023, 46.50586026"
MI,19,Michigan Meridian,9,0,N,2,0,W,0,MI190090N0020W0,9N 2W,"-84.60079999, 43.11758323, -84.48372838, 43.20468213"
MI,19,Michigan Meridian,39,0,N,24,0,W,0,MI190390N0240W0,39N 24W,"-87.3256837, 45.72406823, -87.20243341, 45.81219593"
MI,19,Michigan Meridian,44,0,N,6,0,W,0,MI190440N0060W0,44N 6W,"-85.11288325, 46.15837512, -84.98796403, 46.24554413"
MI,19,Michigan Meridian,36,0,N,27,0,W,0,MI190360N0270W0,36N 27W,"-87.6977105, 45.46343474, -87.57337488, 45.55185259"
MI,19,Michigan Meridian,2,0,N,16,0,E,0,MI190020N0160E0,2N 16E,"-82.60507359, 42.60775476, -82.51565835, 42.63862497"
MI,19,Michigan Meridian,33,0,N,8,0,E,0,MI190330N0080E0,33N 8E,"-83.51956381, 45.20690116, -83.39306161, 45.2934662"
MI,19,Michigan Meridian,7,0,S,18,0,W,0,MI190070S0180W0,7S 18W,"-86.45567498, 41.81254168, -86.33991911, 41.89974611"
MI,19,Michigan Meridian,44,0,N,35,0,W,0,MI190440N0350W0,44N 35W,"-88.74149808, 46.15966054, -88.61678511, 46.24637495"
MI,19,Michigan Meridian,47,0,N,44,0,W,0,MI190470N0440W0,47N 44W,"-89.86504901, 46.41925884, -89.74042128, 46.50591011"
MI,19,Michigan Meridian,48,0,N,22,0,W,0,MI190480N0220W0,48N 22W,"-87.09666148, 46.50707131, -86.99073168, 46.5363617"
MI,19,Michigan Meridian,9,0,N,12,0,E,0,MI190090N0120E0,9N 12E,"-83.11766254, 43.15192054, -82.99635216, 43.2417438"
MI,19,Michigan Meridian,12,0,N,13,0,E,0,MI190120N0130E0,12N 13E,"-82.99290018, 43.41717868, -82.8691081, 43.50849945"
MI,19,Michigan Meridian,31,0,N,7,0,W,0,MI190310N0070W0,31N 7W,"-85.22367594, 45.03182251, -85.09895772, 45.11815757"
MI,19,Michigan Meridian,9,0,N,9,0,W,0,MI190090N0090W0,9N 9W,"-85.43145091, 43.1180776, -85.31206629, 43.20644551"
MI,19,Michigan Meridian,7,0,N,1,0,E,0,MI190070N0010E0,7N 1E,"-84.36742785, 42.95508684, -84.28416582, 43.04259045"
MI,19,Michigan Meridian,45,0,N,10,0,W,0,MI190450N0100W0,45N 10W,"-85.61401492, 46.24506572, -85.48834713, 46.33228751"
MI,19,Michigan Meridian,39,0,N,9,0,W,0,MI190390N0090W0,39N 9W,"-85.47365545, 45.75986224, -85.35093552, 45.80434895"
MI,19,Michigan Meridian,32,0,N,8,0,W,0,MI190320N0080W0,32N 8W,"-85.35038808, 45.11785291, -85.22287919, 45.20729882"
MI,19,Michigan Meridian,1,0,N,13,0,W,0,MI190010N0130W0,1N 13W,"-85.89641836, 42.41977106, -85.77810496, 42.5079566"
MI,19,Michigan Meridian,27,0,N,8,0,E,0,MI190270N0080E0,27N 8E,"-83.52625738, 44.68400295, -83.40327001, 44.77142451"
MI,19,Michigan Meridian,33,0,N,1,0,E,0,MI190330N0010E0,33N 1E,"-84.36899382, 45.19861678, -84.24623006, 45.28491645"
MI,19,Michigan Meridian,32,0,N,28,0,W,0,MI190320N0280W0,32N 28W,"-87.75642894, 45.14521328, -87.69407624, 45.20495583"
MI,19,Michigan Meridian,51,0,N,28,0,W,0,MI190510N0280W0,51N 28W,"-87.91795005, 46.76510433, -87.79117206, 46.85198348"
MI,19,Michigan Meridian,45,0,N,29,0,W,0,MI190450N0290W0,45N 29W,"-87.99201878, 46.24669273, -87.86626553, 46.33380907"
MI,19,Michigan Meridian,38,0,N,11,0,W,0,MI190380N0110W0,38N 11W,"-85.70177506, 45.63062087, -85.59898604, 45.71908793"
MI,19,Michigan Meridian,36,0,N,3,0,W,0,MI190360N0030W0,36N 3W,"-84.73071403, 45.4621958, -84.60952227, 45.55091881"
MI,19,Michigan Meridian,45,0,N,7,0,W,0,MI190450N0070W0,45N 7W,"-85.23856534, 46.24544021, -85.11288325, 46.33224296"
MI,19,Michigan Meridian,43,0,N,26,0,W,0,MI190430N0260W0,43N 26W,"-87.6166866, 46.07235934, -87.4915367, 46.15957519"
MI,19,Michigan Meridian,1,0,N,8,0,E,0,MI190010N0080E0,1N 8E,"-83.55730094, 42.43513628, -83.43372923, 42.52712968"
MI,19,Michigan Meridian,15,0,N,13,0,W,0,MI190150N0130W0,15N 13W,"-85.92044463, 43.6402441, -85.80025797, 43.72752535"
MI,19,Michigan Meridian,7,0,S,4,0,E,0,MI190070S0040E0,7S 4E,"-84.00479931, 41.81735118, -83.88424055, 41.90630171"
MI,19,Michigan Meridian,25,0,N,1,0,E,0,MI190250N0010E0,25N 1E,"-84.37075271, 44.5070407, -84.24976065, 44.5941018"
MI,19,Michigan Meridian,1,0,N,7,0,E,0,MI190010N0070E0,1N 7E,"-83.67089496, 42.43109283, -83.55196733, 42.52383977"
MI,19,Michigan Meridian,56,0,N,30,0,W,0,MI190560N0300W0,56N 30W,"-88.17232162, 47.20005945, -88.0652689, 47.2865618"
MI,19,Michigan Meridian,25,0,N,16,0,W,0,MI190250N0160W0,25N 16W,"-86.24144627, 44.51785663, -86.18002838, 44.60472041"
MI,19,Michigan Meridian,8,0,N,16,0,W,0,MI190080N0160W0,8N 16W,"-86.26522473, 43.02966502, -86.14555693, 43.11830138"
MI,19,Michigan Meridian,47,0,N,15,0,W,0,MI190470N0150W0,47N 15W,"-86.24072904, 46.41841423, -86.11487599, 46.50587722"
MI,19,Michigan Meridian,37,0,N,25,0,W,0,MI190370N0250W0,37N 25W,"-87.44960123, 45.55085331, -87.32649749, 45.63809118"
MI,19,Michigan Meridian,13,0,N,1,0,E,0,MI190130N0010E0,13N 1E,"-84.36985635, 43.48139782, -84.29068002, 43.56878866"
MI,19,Michigan Meridian,45,0,N,3,0,W,0,MI190450N0030W0,45N 3W,"-84.73942913, 46.2447737, -84.61342067, 46.3321887"
MI,19,Michigan Meridian,29,0,N,3,0,E,0,MI190290N0030E0,29N 3E,"-84.13248827, 44.85490686, -84.01002297, 44.94292019"
MI,19,Michigan Meridian,2,0,S,5,0,E,0,MI190020S0050E0,2S 5E,"-83.90038706, 42.25332893, -83.77942675, 42.34228439"
MI,19,Michigan Meridian,11,0,N,4,0,E,0,MI190110N0040E0,11N 4E,"-84.05218648, 43.30737078, -83.93319812, 43.39414514"
MI,19,Michigan Meridian,6,0,S,5,0,E,0,MI190060S0050E0,6S 5E,"-83.88601564, 41.90630171, -83.76991091, 41.99513712"
MI,19,Michigan Meridian,11,0,N,12,0,W,0,MI190110N0120W0,11N 12W,"-85.8009375, 43.29294387, -85.68178804, 43.38084003"
MI,19,Michigan Meridian,7,0,S,9,0,W,0,MI190070S0090W0,7S 9W,"-85.40974598, 41.81047948, -85.29206659, 41.89759862"
MI,19,Michigan Meridian,45,0,N,39,0,W,0,MI190450N0390W0,45N 39W,"-89.24089146, 46.24641203, -89.11584008, 46.33312255"
MI,19,Michigan Meridian,43,0,N,16,0,W,0,MI190430N0160W0,43N 16W,"-86.36480353, 46.07068221, -86.24043306, 46.15816539"
MI,19,Michigan Meridian,48,0,N,19,0,W,0,MI190480N0190W0,48N 19W,"-86.74083975, 46.50702578, -86.61490151, 46.56558852"
MI,19,Michigan Meridian,48,0,N,10,0,W,0,MI190480N0100W0,48N 10W,"-85.61503723, 46.50559195, -85.48911872, 46.59329928"
MI,19,Michigan Meridian,4,0,S,15,0,W,0,MI190040S0150W0,4S 15W,"-86.1083533, 42.07007173, -85.99192364, 42.15699493"
MI,19,Michigan Meridian,25,0,N,13,0,W,0,MI190250N0130W0,25N 13W,"-85.93890358, 44.51290607, -85.8171466, 44.60108442"
MI,19,Michigan Meridian,24,0,N,11,0,W,0,MI190240N0110W0,24N 11W,"-85.69857386, 44.42430306, -85.57522813, 44.51265287"
MI,19,Michigan Meridian,38,0,N,22,0,W,0,MI190380N0220W0,38N 22W,"-87.08004557, 45.66434214, -86.95525339, 45.72467049"
MI,19,Michigan Meridian,12,0,N,11,0,W,0,MI190120N0110W0,12N 11W,"-85.68293495, 43.38072243, -85.56241877, 43.46831368"
MI,19,Michigan Meridian,20,0,N,4,0,E,0,MI190200N0040E0,20N 4E,"-84.04730659, 44.08376986, -83.92699577, 44.16198392"
MI,19,Michigan Meridian,24,0,N,7,0,E,0,MI190240N0070E0,24N 7E,"-83.64544512, 44.42473687, -83.52272022, 44.51141936"
MI,19,Michigan Meridian,42,0,N,2,0,W,0,MI190420N0020W0,42N 2W,"-84.61325154, 45.98473325, -84.48792967, 46.07177599"
MI,19,Michigan Meridian,27,0,N,10,0,E,0,MI190270N0100E0,27N 10E,"-83.28163595, 44.68536497, -83.26069433, 44.72938246"
MI,19,Michigan Meridian,6,0,S,2,0,W,0,MI190060S0020W0,6S 2W,"-84.59299975, 41.898171, -84.47668973, 41.98579134"
MI,19,Michigan Meridian,22,0,N,8,0,E,0,MI190220N0080E0,22N 8E,"-83.5236374, 44.25045143, -83.40049342, 44.33868501"
MI,19,Michigan Meridian,46,0,N,32,0,W,0,MI190460N0320W0,46N 32W,"-88.3670859, 46.33314794, -88.24197555, 46.41998056"
MI,19,Michigan Meridian,12,0,N,8,0,E,0,MI190120N0080E0,12N 8E,"-83.58176178, 43.39357535, -83.46272378, 43.48055467"
MI,19,Michigan Meridian,24,0,N,4,0,W,0,MI190240N0040W0,24N 4W,"-84.85578937, 44.42126041, -84.73103787, 44.51142144"
MI,19,Michigan Meridian,8,0,S,13,0,W,0,MI190080S0130W0,8S 13W,"-85.87784652, 41.75902133, -85.76017175, 41.80945154"
MI,19,Michigan Meridian,31,0,N,5,0,W,0,MI190310N0050W0,31N 5W,"-84.97927904, 45.02975801, -84.85731355, 45.11833267"
MI,19,Michigan Meridian,54,0,N,34,0,W,0,MI190540N0340W0,54N 34W,"-88.68007504, 47.02534116, -88.55223672, 47.11262665"
MI,19,Michigan Meridian,44,0,N,21,0,W,0,MI190440N0210W0,44N 21W,"-86.99090708, 46.15846143, -86.86549868, 46.2459244"
MI,19,Michigan Meridian,48,0,N,1,0,E,0,MI190480N0010E0,48N 1E,"-84.25874457, 46.50578229, -84.23761124, 46.52047354"
MI,19,Michigan Meridian,5,0,S,8,0,E,0,MI190050S0080E0,5S 8E,"-83.53948626, 41.99882964, -83.41909834, 42.0876427"
MI,19,Michigan Meridian,12,0,N,2,0,W,0,MI190120N0020W0,12N 2W,"-84.60756347, 43.37879711, -84.48837926, 43.46622176"
MI,19,Michigan Meridian,6,0,S,11,0,W,0,MI190060S0110W0,6S 11W,"-85.64453536, 41.89636402, -85.52731659, 41.98414411"
MI,19,Michigan Meridian,3,0,N,3,0,E,0,MI190030N0030E0,3N 3E,"-84.15027423, 42.59915419, -84.03138428, 42.6854338"
MI,19,Michigan Meridian,28,0,N,9,0,E,0,MI190280N0090E0,28N 9E,"-83.40484021, 44.77142451, -83.28200501, 44.85879427"
MI,19,Michigan Meridian,46,0,N,17,0,W,0,MI190460N0170W0,46N 17W,"-86.4901093, 46.33204726, -86.36500679, 46.41943349"
MI,19,Michigan Meridian,42,0,N,7,0,W,0,MI190420N0070W0,42N 7W,"-85.23727239, 46.03716751, -85.11273681, 46.07182003"
MI,19,Michigan Meridian,3,0,N,12,0,W,0,MI190030N0120W0,3N 12W,"-85.78132515, 42.59424892, -85.66226932, 42.68161339"
MI,19,Michigan Meridian,3,0,S,4,0,W,0,MI190030S0040W0,3S 4W,"-84.82789757, 42.15909708, -84.71162386, 42.24698447"
MI,19,Michigan Meridian,7,0,N,17,0,E,0,MI190070N0170E0,7N 17E,"-82.51876603, 42.99430119, -82.42463796, 43.08361772"
MI,19,Michigan Meridian,43,0,N,14,0,W,0,MI190430N0140W0,43N 14W,"-86.11577195, 46.07134129, -85.99023382, 46.15823007"
MI,19,Michigan Meridian,34,0,N,25,0,W,0,MI190340N0250W0,34N 25W,"-87.45295149, 45.28717236, -87.369037, 45.37539777"
MI,19,Michigan Meridian,44,0,N,5,0,W,0,MI190440N0050W0,44N 5W,"-84.98914705, 46.15800215, -84.86297324, 46.24530062"
MI,19,Michigan Meridian,40,0,N,21,0,W,0,MI190400N0210W0,40N 21W,"-86.95524923, 45.81014805, -86.83157078, 45.89773789"
MI,19,Michigan Meridian,7,0,N,7,0,W,0,MI190070N0070W0,7N 7W,"-85.1937316, 42.94379763, -85.07470831, 43.03236557"
MI,19,Michigan Meridian,2,0,N,8,0,W,0,MI190020N0080W0,2N 8W,"-85.30808375, 42.50777898, -85.19063537, 42.59624771"
MI,19,Michigan Meridian,50,0,N,46,0,W,0,MI190500N0460W0,50N 46W,"-90.02015964, 46.6788886, -89.98908292, 46.70025317"
MI,19,Michigan Meridian,44,0,N,24,0,W,0,MI190440N0240W0,44N 24W,"-87.36684154, 46.15909497, -87.24083005, 46.24633881"
MI,19,Michigan Meridian,46,0,N,30,0,W,0,MI190460N0300W0,46N 30W,"-88.11698336, 46.33331579, -87.99132951, 46.42078508"
MI,19,Michigan Meridian,2,0,S,7,0,E,0,MI190020S0070E0,2S 7E,"-83.6619643, 42.25945234, -83.54370373, 42.34925727"
MI,19,Michigan Meridian,49,0,N,45,0,W,0,MI190490N0450W0,49N 45W,"-89.98955478, 46.59279914, -89.8640609, 46.67904367"
MI,19,Michigan Meridian,4,0,N,8,0,W,0,MI190040N0080W0,4N 8W,"-85.309631, 42.682599, -85.19234839, 42.76982846"
MI,19,Michigan Meridian,18,0,N,5,0,W,0,MI190180N0050W0,18N 5W,"-84.96918635, 43.90046993, -84.84870587, 43.98801719"
MI,19,Michigan Meridian,5,0,N,9,0,W,0,MI190050N0090W0,5N 9W,"-85.42891924, 42.76893929, -85.30962171, 42.8569489"
MI,19,Michigan Meridian,1,0,N,5,0,E,0,MI190010N0050E0,1N 5E,"-83.91084865, 42.42523858, -83.78724507, 42.51463394"
MI,19,Michigan Meridian,45,0,N,33,0,W,0,MI190450N0330W0,45N 33W,"-88.49212919, 46.24621073, -88.36702591, 46.33338867"
MI,19,Michigan Meridian,16,0,N,4,0,W,0,MI190160N0040W0,16N 4W,"-84.84954565, 43.72729372, -84.72814854, 43.81494039"
MI,19,Michigan Meridian,8,0,S,16,0,W,0,MI190080S0160W0,8S 16W,"-86.22609031, 41.7604443, -86.10818775, 41.81209643"
MI,19,Michigan Meridian,30,0,N,9,0,E,0,MI190300N0090E0,30N 9E,"-83.32836781, 45.0201043, -83.26690072, 45.03511499"
MI,19,Michigan Meridian,3,0,S,18,0,W,0,MI190030S0180W0,3S 18W,"-86.45647533, 42.15737578, -86.3398601, 42.24322065"
MI,19,Michigan Meridian,45,0,N,19,0,W,0,MI190450N0190W0,45N 19W,"-86.74122801, 46.24570655, -86.61513914, 46.33342663"
